GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_007E,S0101_C01_008E,S0101_C01_008E,S0101_C01_028E,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_022E,S0101_C02_007E,S0101_C02_007E,S0101_C02_008E,S0101_C02_008E,S0101_C02_028E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_022E,S0101_C03_007E,S0101_C03_007E,S0101_C03_008E,S0101_C03_008E,S0101_C03_028E
Geography,Geographic Area Name,Total!!Estimate!!Total population,Total!!Estimate!!AGE!!Under 5 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!30 to 34 years,Total!!Estimate!!AGE!!30 to 34 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Male!!Estimate!!Total population,Male!!Estimate!!AGE!!Under 5 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!30 to 34 years,Male!!Estimate!!AGE!!30 to 34 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Female!!Estimate!!Total population,Female!!Estimate!!AGE!!Under 5 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!30 to 34 years,Female!!Estimate!!AGE!!30 to 34 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over
0100000US,United States,311536594,19938342,41122830,12773000,31153659,10,21184488,6.8,20561415,6.6,41745904,153247412,10267577,20994895,6589639,15937731,10.4,10727319,7,10267577,6.7,18236442,158289182,9813929,20102726,6173278,15195761,9.6,10447086,6.6,10130508,6.4,23743377
0400000US01,Alabama,4799277,302354,628705,196770,484727,10.1,311953,6.5,302354,6.3,681497,2328592,153687,319017,100129,242174,10.4,153687,6.6,149030,6.4,291074,2470685,148241,306365,93886,239656,9.7,158124,6.4,153182,6.2,390368
0400000US02,Alaska,720316,54024,102285,30974,77794,10.8,56905,7.9,49702,6.9,59066,375798,28185,52612,16159,43217,11.5,30064,8,25930,6.9,28936,344518,26183,49611,15159,35141,10.2,26872,7.8,23772,6.9,29973
0400000US04,Arizona,6479703,447100,907158,272148,647970,10,440620,6.8,427660,6.6,933077,3221367,228717,460655,138519,335022,10.4,225496,7,215832,6.7,425220,3258336,218309,443134,130333,312800,9.6,215050,6.6,208534,6.4,505042
0400000US05,Arkansas,2933369,196536,396005,117335,287470,9.8,193602,6.6,187736,6.4,431205,1439862,99350,203021,60474,145426,10.1,96471,6.7,93591,6.5,188622,1493507,95584,194156,58247,140390,9.4,95584,6.4,92597,6.2,243442
0400000US06,California,37659181,2523165,5083989,1619345,3954214,10.5,2786779,7.4,2636143,7,4443783,18726468,1292126,2602979,842691,2059911,11,1441938,7.7,1348306,7.2,1947553,18932713,1230626,2480185,795174,1912204,10.1,1344223,7.1,1306357,6.9,2499118
0400000US08,Colorado,5119329,337876,691109,199654,501694,9.8,378830,7.4,368592,7.2,583604,2568343,174647,351863,102734,261971,10.2,195194,7.6,190057,7.4,261971,2550986,165814,336730,96937,239793,9.4,183671,7.2,178569,7,323975
0400000US09,Connecticut,3583561,197096,455112,150510,336855,9.4,218597,6.1,211430,5.9,519616,1745364,101231,233879,76796,172791,9.9,109958,6.3,104722,6,219916,1838197,97424,222422,73528,163600,8.9,106615,5.8,106615,5.8,299626
0400000US10,Delaware,908446,56324,113556,35429,91753,10.1,59049,6.5,55415,6.1,135358,439985,28599,57638,18039,45758,10.4,29479,6.7,27279,6.2,59398,468461,27639,55747,17333,45909,9.8,29513,6.3,28576,6.1,75891
0400000US11,District of Columbia,619371,36543,52647,16104,83615,13.5,72466,11.7,60698,9.8,70608,293104,18759,26379,8207,38104,13,33414,11.4,29310,10,28431,326267,17945,26101,8157,45677,14,39152,12,31322,9.6,42088
0400000US12,Florida,19091156,1069105,2214574,706373,1775478,9.3,1202743,6.3,1145469,6,3398226,9332589,550623,1138576,363971,905261,9.7,606618,6.5,569288,6.1,1511879,9758567,526963,1083201,341550,858754,8.8,595273,6.1,575755,5.9,1883403
0400000US13,Georgia,9810417,676919,1393079,412038,1000663,10.2,676919,6.9,667108,6.8,1088956,4793940,345164,714297,210933,512952,10.7,335576,7,330782,6.9,465012,5016477,331087,682241,200659,486598,9.7,341120,6.8,341120,6.8,622043
0400000US15,Hawaii,1376298,89459,165156,49547,133501,9.7,101846,7.4,92212,6.7,203692,691426,45634,85045,25583,72600,10.5,53931,7.8,47708,6.9,90577,684872,43147,80130,24655,60954,8.9,47256,6.9,44517,6.5,113689
0400000US16,Idaho,1583364,117169,240671,69668,155170,9.8,106085,6.7,104502,6.6,204254,793708,60322,123025,35717,79371,10,53972,6.8,53178,6.7,95245,789656,57645,116869,33166,76597,9.7,51328,6.5,51328,6.5,109762
0400000US17,Illinois,12848554,822307,1721706,539639,1246310,9.7,899399,7,873702,6.8,1657463,6304099,416071,876270,277380,643018,10.2,453895,7.2,441287,7,699755,6544455,399212,844235,261778,608634,9.3,445023,6.8,438478,6.7,955490
0400000US18,Indiana,6514861,429981,892536,273624,658001,10.1,416951,6.4,416951,6.4,866477,3206295,218028,458500,141077,333455,10.4,208409,6.5,208409,6.5,371930,3308566,208440,436731,132343,324239,9.8,208440,6.3,205131,6.2,496285
0400000US19,Iowa,3062553,199066,404257,122502,309318,10.1,196003,6.4,189878,6.2,462446,1516152,100066,206197,63678,159196,10.5,100066,6.6,97034,6.4,198616,1546401,97423,197939,60310,151547,9.8,95877,6.2,94330,6.1,262888
0400000US20,Kansas,2868107,203636,404403,117592,292547,10.2,195031,6.8,186427,6.5,387194,1425049,102604,206632,61277,152480,10.7,99753,7,95478,6.7,168156,1443058,99571,196256,57722,139977,9.7,95242,6.6,90913,6.3,217902
0400000US21,Kentucky,4361333,279125,571335,170092,418688,9.6,279125,6.4,283487,6.5,597503,2145986,143781,291854,87985,214599,10,141635,6.6,141635,6.6,257518,2215347,135136,276918,81968,206027,9.3,139567,6.3,141782,6.4,338948
0400000US22,Louisiana,4567968,310622,616676,187287,475069,10.4,333462,7.3,306054,6.7,575564,2234939,158681,315126,93867,239138,10.7,165385,7.4,154211,6.9,248078,2333029,153980,300961,90988,235636,10.1,167978,7.2,151647,6.5,328957
0400000US23,Maine,1328320,67744,151428,50476,115564,8.7,74386,5.6,73058,5.5,219173,649600,34429,77302,25984,59114,9.1,36378,5.6,35728,5.5,97440,678720,32579,73980,24434,56334,8.3,37330,5.5,36651,5.4,122170
0400000US24,Maryland,5834299,367561,746790,239206,560093,9.6,402567,6.9,385064,6.6,740956,2824531,186419,378487,121455,288102,10.2,200542,7.1,186419,6.6,313523,3009768,180586,367192,114371,273889,9.1,201654,6.7,195635,6.5,424377
0400000US25,Massachusetts,6605058,363278,786002,257597,686926,10.4,455749,6.9,416119,6.3,931313,3197502,188653,399688,131098,342133,10.7,227023,7.1,204640,6.4,393293,3407556,177193,385054,126080,344163,10.1,228306,6.7,211268,6.2,541801
0400000US26,Michigan,9886095,583280,1295078,425102,988610,10,593166,6,583280,5.9,1403825,4851302,300781,664628,218309,504535,10.4,295929,6.1,291078,6,611264,5034793,286983,634384,206427,483340,9.6,292018,5.8,292018,5.8,795497
0400000US27,Minnesota,5347740,352951,711249,219257,502688,9.4,368994,6.9,358299,6.7,711249,2655658,180585,363825,111538,257599,9.7,185896,7,180585,6.8,310712,2692082,172293,347279,104991,247672,9.2,183062,6.8,174985,6.5,398428
0400000US28,Mississippi,2976872,205404,416762,128005,309595,10.4,196474,6.6,190520,6.4,392947,1445356,105511,212467,63596,156098,10.8,96839,6.7,93948,6.5,166216,1531516,101080,203692,62792,153152,10,98017,6.4,98017,6.4,226664
0400000US29,Missouri,6007182,384460,786941,240287,588704,9.8,402481,6.7,384460,6.4,865034,2941951,197111,403047,123562,300079,10.2,200053,6.8,191227,6.5,373628,3065231,186979,386219,119544,294262,9.6,199240,6.5,193110,6.3,490437
0400000US30,Montana,998554,60912,123821,38944,96860,9.7,62909,6.3,60912,6.1,152779,501549,31096,63697,20062,50656,10.1,32601,6.5,31598,6.3,71220,497005,29820,60138,18389,46718,9.4,30317,6.1,29323,5.9,81509
0400000US31,Nebraska,1841625,130755,255986,73665,186004,10.1,127072,6.9,121547,6.6,252303,913478,66684,129714,38366,95002,10.4,64857,7.1,61203,6.7,109617,928147,64042,125300,36198,90958,9.8,62186,6.7,59401,6.4,142935
0400000US32,Nevada,2730066,182914,368559,111933,251166,9.2,196565,7.2,193835,7.1,343988,1377138,93645,188668,56463,129451,9.4,100531,7.3,99154,7.2,162502,1352928,89293,179939,54117,121764,9,96058,7.1,94705,7,182645
0400000US33,New Hampshire,1319171,68597,159620,54086,125321,9.5,73874,5.6,72554,5.5,187322,651106,35160,81388,27346,63157,9.7,38415,5.9,35811,5.5,83342,668065,33403,77496,26055,62130,9.3,36076,5.4,36744,5.5,103550
0400000US34,New Jersey,8832406,538777,1148213,362129,777252,8.8,556442,6.3,565274,6.4,1218872,4304817,275508,585455,185107,400348,9.3,284118,6.6,279813,6.5,512273,4527589,262600,561421,176576,375790,8.3,276183,6.1,285238,6.3,710831
0400000US35,New Mexico,2069706,140740,285619,86928,209040,10.1,140740,6.8,130391,6.3,285619,1024290,72725,145449,44044,107550,10.5,71700,7,66579,6.5,129061,1045416,68997,141131,41817,101405,9.7,67952,6.5,63770,6.1,155767
0400000US36,New York,19487053,1169223,2357933,779482,1987679,10.2,1403068,7.2,1305633,6.7,2689213,9442496,594877,1208639,396585,1000905,10.6,698745,7.4,642090,6.8,1123657,10044557,572540,1155124,371649,984367,9.8,713164,7.1,662941,6.6,1566951
0400000US37,North Carolina,9651380,627340,1283634,376404,965138,10,627340,6.5,627340,6.5,1293285,4702565,319774,653657,192805,493769,10.5,310369,6.6,310369,6.6,554903,4948815,306827,623551,183106,465189,9.4,316724,6.4,316724,6.4,742322
0400000US38,North Dakota,689781,45526,83464,25522,85533,12.4,50354,7.3,44146,6.4,99328,349947,23097,42344,13298,45843,13.1,26946,7.7,23446,6.7,43393,339834,22089,40780,12234,39761,11.7,23109,6.8,21070,6.2,55733
0400000US39,Ohio,11549590,704525,1512996,473533,1108761,9.6,727624,6.3,704525,6.1,1663141,5642666,361131,773045,242635,558624,9.9,361131,6.4,349845,6.2,710976,5906924,342602,738366,230370,549344,9.3,360322,6.1,354415,6,956922
0400000US40,Oklahoma,3785742,265002,518647,151430,386146,10.2,265002,7,249859,6.6,522432,1873875,134919,266090,78703,198631,10.6,133045,7.1,127424,6.8,228613,1911867,130007,252366,72651,187363,9.8,130007,6.8,122359,6.4,292516
0400000US41,Oregon,3868721,232123,479721,147011,363660,9.4,263073,6.8,266942,6.9,560965,1914014,120583,244994,76561,183745,9.6,132067,6.9,133981,7,250736,1954707,113373,234565,72324,177878,9.1,130965,6.7,130965,6.7,308844
0400000US42,Pennsylvania,12731381,725689,1540497,496524,1260407,9.9,802077,6.3,751151,5.9,1998827,6211805,372708,782687,260896,639816,10.3,403767,6.5,378920,6.1,844805,6519576,352057,749751,241224,619360,9.5,397694,6.1,371616,5.7,1160485
0400000US44,Rhode Island,1051695,55740,123048,41016,119893,11.4,67308,6.4,63102,6,155651,508455,28473,63048,20847,59489,11.7,34066,6.7,31016,6.1,64574,543240,27162,59756,20100,60300,11.1,33138,6.1,31508,5.8,90721
0400000US45,South Carolina,4679602,299495,598989,182504,481999,10.3,304174,6.5,294815,6.3,664503,2276305,150236,305025,93329,248117,10.9,152512,6.7,145684,6.4,291367,2403297,146601,295606,88922,235523,9.8,153811,6.4,149004,6.2,374914
0400000US46,South Dakota,825198,58589,111402,33833,83345,10.1,56113,6.8,51987,6.3,119654,414382,30250,57599,16990,43096,10.4,29007,7,26520,6.4,53041,410816,28346,54228,16433,39849,9.7,26703,6.5,25060,6.1,66552
0400000US47,Tennessee,6402387,403350,832310,256095,614629,9.6,416155,6.5,416155,6.5,889932,3120796,205973,427549,131073,308959,9.9,205973,6.6,205973,6.6,383858,3281591,196895,410199,124700,308470,9.4,210022,6.4,210022,6.4,505365
0400000US48,Texas,25639373,1922953,3871545,1128132,2640855,10.3,1871674,7.3,1820395,7.1,2743413,12729156,992874,1973019,585541,1362020,10.7,954687,7.5,916499,7.2,1196541,12910217,942446,1884892,555139,1278111,9.9,916625,7.1,903715,7,1536316
0400000US49,Utah,2813673,258858,489579,132243,323572,11.5,222280,7.9,222280,7.9,261672,1414267,132941,250325,67885,162641,11.5,113141,8,113141,8,118798,1399406,125947,237899,64373,160932,11.5,109154,7.8,107754,7.7,142739
0400000US50,Vermont,625904,31295,71353,24410,65720,10.5,35677,5.7,35051,5.6,95137,308544,16044,36717,12342,34248,11.1,17896,5.8,16970,5.5,42579,317360,15233,34592,11742,31736,10,17772,5.6,17772,5.6,52682
0400000US51,Virginia,8100653,510341,1028783,315925,818166,10.1,567046,7,542744,6.7,1020682,3977926,258565,525086,163095,421660,10.6,286411,7.2,270499,6.8,445528,4122727,251486,507095,152541,395782,9.6,280345,6.8,272100,6.6,577182
0400000US53,Washington,6819579,443273,872906,272783,661499,9.7,491010,7.2,470551,6.9,872906,3401539,224502,445602,139463,340154,10,251714,7.4,238108,7,391177,3418040,215337,427255,129886,317878,9.3,235845,6.9,232427,6.8,478526
0400000US54,West Virginia,1853619,103803,215020,66730,172387,9.3,107510,5.8,113071,6.1,305847,913201,52966,108671,34702,87667,9.6,53879,5.9,56618,6.2,134241,940418,50783,105327,32915,83697,8.9,52663,5.6,55485,5.9,171156
0400000US55,Wisconsin,5706871,353826,741893,233982,553566,9.7,365240,6.4,359533,6.3,804669,2832906,181306,379609,118982,283291,10,186972,6.6,181306,6.4,351280,2873965,172438,362120,112085,270153,9.4,181060,6.3,175312,6.1,451213
0400000US56,Wyoming,570134,39339,75258,22235,57013,10,41050,7.2,37629,6.6,72407,291223,20386,39024,11358,30287,10.4,21551,7.4,19803,6.8,33782,278911,18966,35980,10599,27054,9.7,19524,7,18129,6.5,38769
0400000US72,Puerto Rico,3682966,213612,489834,165733,375663,10.2,235710,6.4,243076,6.6,563494,1763291,109324,252151,84638,188672,10.7,114614,6.5,116377,6.6,245097,1919675,105582,238040,80626,186208,9.7,120940,6.3,126699,6.6,318666
0500000US01001,"Autauga County, Alabama",54907,3514,8291,2581,4832,8.8,3240,5.9,3294,6,6918,26793,1849,4207,1340,2519,9.4,1554,5.8,1581,5.9,2974,28114,1659,4105,1265,2305,8.2,1687,6,1715,6.1,3964
0500000US01003,"Baldwin County, Alabama",187114,11227,23951,7485,14408,7.7,10478,5.6,11040,5.9,32371,91413,5668,12158,3839,7313,8,5302,5.8,5485,6,14900,95701,5551,11771,3541,7082,7.4,5072,5.3,5551,5.8,17418
0500000US01005,"Barbour County, Alabama",27321,1585,3306,984,2432,8.9,2049,7.5,1749,6.4,4098,14634,834,1712,527,1463,10,1185,8.1,1068,7.3,1785,12687,761,1586,469,990,7.8,850,6.7,685,5.4,2322
0500000US01007,"Bibb County, Alabama",22754,1297,2821,933,2344,10.3,1570,6.9,1092,4.8,3095,12343,765,1469,605,1210,9.8,1148,9.3,518,4.2,1382,10411,531,1364,333,1145,11,427,4.1,573,5.5,1707
0500000US01009,"Blount County, Alabama",57623,3630,7894,2478,4783,8.3,3342,5.8,3400,5.9,8816,28604,1859,4005,1373,2460,8.6,1745,6.1,1773,6.2,3890,29019,1799,3860,1103,2322,8,1596,5.5,1654,5.7,4904
0500000US01011,"Bullock County, Alabama",10746,677,1279,355,924,8.6,570,5.3,677,6.3,1504,5873,376,728,176,417,7.1,270,4.6,399,6.8,634,4873,307,546,180,507,10.4,307,6.3,283,5.8,867
0500000US01013,"Butler County, Alabama",20624,1299,2805,784,1650,8,1217,5.9,1258,6.1,3547,9656,666,1487,415,811,8.4,541,5.6,579,6,1410,10968,625,1316,384,845,7.7,680,6.2,691,6.3,2139
0500000US01015,"Calhoun County, Alabama",117714,7063,15185,4473,12478,10.6,7651,6.5,7063,6,17539,56778,3691,7779,2271,6246,11,3691,6.5,3463,6.1,7268,60936,3351,7373,2133,6276,10.3,3961,6.5,3595,5.9,10237
0500000US01017,"Chambers County, Alabama",34145,2015,4166,1400,2834,8.3,1912,5.6,1912,5.6,5839,16324,996,2171,702,1437,8.8,930,5.7,914,5.6,2400,17821,998,1996,695,1408,7.9,998,5.6,998,5.6,3457
0500000US01019,"Cherokee County, Alabama",26034,1380,2968,989,1927,7.4,1198,4.6,1380,5.3,4842,12909,775,1459,491,981,7.6,555,4.3,684,5.3,2169,13125,617,1509,499,932,7.1,643,4.9,696,5.3,2664
0500000US01021,"Chilton County, Alabama",43744,2975,6080,1750,3674,8.4,2712,6.2,2887,6.6,6212,21525,1464,3057,883,1873,8.7,1378,6.4,1399,6.5,2734,22219,1489,3000,889,1800,8.1,1355,6.1,1511,6.8,3466
0500000US01023,"Choctaw County, Alabama",13687,712,1725,575,1081,7.9,602,4.4,684,5,2614,6631,451,889,285,570,8.6,272,4.1,305,4.6,1134,7056,268,840,289,501,7.1,332,4.7,374,5.3,1482
0500000US01025,"Clarke County, Alabama",25573,1483,3504,1228,2123,8.3,1279,5,1483,5.8,4220,12068,748,1738,603,1050,8.7,603,5,664,5.5,1810,13505,743,1769,621,1067,7.9,675,5,810,6,2417
0500000US01027,"Clay County, Alabama",13703,726,1754,562,1014,7.4,781,5.7,767,5.6,2439,6725,370,955,303,518,7.7,363,5.4,370,5.5,1083,6978,356,802,265,495,7.1,419,6,398,5.7,1361
0500000US01029,"Cleburne County, Alabama",14945,897,2047,613,1166,7.8,837,5.6,732,4.9,2511,7387,458,1079,295,591,8,369,5,377,5.1,1138,7558,446,975,317,574,7.6,461,6.1,363,4.8,1383
0500000US01031,"Coffee County, Alabama",50468,3331,6763,2019,4340,8.6,3634,7.2,3129,6.2,7419,25029,1852,3454,976,2278,9.1,1927,7.7,1677,6.7,3204,25439,1475,3307,1068,2061,8.1,1730,6.8,1450,5.7,4248
0500000US01033,"Colbert County, Alabama",54456,3104,6644,2178,4629,8.5,3050,5.6,3050,5.6,9584,26239,1601,3490,1128,2257,8.6,1469,5.6,1522,5.8,4041,28217,1496,3160,1044,2370,8.4,1608,5.7,1552,5.5,5531
0500000US01035,"Conecuh County, Alabama",13104,786,1690,537,1127,8.6,537,4.1,760,5.8,2437,6352,419,832,311,635,10,222,3.5,368,5.8,1086,6752,371,858,230,493,7.3,311,4.6,385,5.7,1357
0500000US01037,"Coosa County, Alabama",11198,538,1232,437,851,7.6,560,5,515,4.6,1937,5670,278,641,312,454,8,278,4.9,232,4.1,873,5528,260,597,127,404,7.3,276,5,276,5,1067
0500000US01039,"Covington County, Alabama",37847,2271,4655,1514,3103,8.2,1968,5.2,2082,5.5,7191,18261,1187,2410,822,1497,8.2,1004,5.5,1004,5.5,2995,19586,1077,2252,705,1606,8.2,979,5,1077,5.5,4191
0500000US01041,"Crenshaw County, Alabama",13955,879,1814,572,1158,8.3,754,5.4,726,5.2,2261,6770,379,955,311,589,8.7,413,6.1,379,5.6,934,7185,503,869,251,568,7.9,338,4.7,352,4.9,1322
0500000US01043,"Cullman County, Alabama",80499,4910,10384,3139,6923,8.6,4830,6,4830,6,13282,39849,2550,5380,1674,3507,8.8,2510,6.3,2391,6,5738,40650,2358,5000,1504,3374,8.3,2317,5.7,2398,5.9,7520
0500000US01045,"Dale County, Alabama",50102,3507,6563,2154,4760,9.5,3708,7.4,3607,7.2,7014,24692,1778,3383,1037,2617,10.6,1901,7.7,1827,7.4,3012,25410,1728,3176,1118,2160,8.5,1804,7.1,1753,6.9,3989
0500000US01047,"Dallas County, Alabama",43091,3016,6205,1939,4094,9.5,2542,5.9,2413,5.6,6205,19901,1512,3164,975,1910,9.6,1194,6,1055,5.3,2547,23190,1507,3038,951,2203,9.5,1368,5.9,1368,5.9,3687
0500000US01049,"DeKalb County, Alabama",71076,4691,10164,3127,6041,8.5,4193,5.9,4336,6.1,10235,34964,2378,5280,1503,3147,9,2098,6,2238,6.4,4405,36112,2347,4911,1625,2889,8,2094,5.8,2131,5.9,5814
0500000US01051,"Elmore County, Alabama",79895,4794,10706,3196,7670,9.6,5033,6.3,5513,6.9,9907,39004,2457,5344,1599,4017,10.3,2418,6.2,2730,7,4485,40891,2331,5357,1595,3639,8.9,2658,6.5,2821,6.9,5398
0500000US01053,"Escambia County, Alabama",38169,2366,4809,1412,3359,8.8,2443,6.4,2481,6.5,5916,19704,1202,2325,749,1793,9.1,1419,7.2,1379,7,2562,18465,1145,2493,665,1588,8.6,1034,5.6,1089,5.9,3361
0500000US01055,"Etowah County, Alabama",104260,6151,13241,4275,9071,8.7,5943,5.7,6151,5.9,16786,50390,3124,6803,2217,4636,9.2,2923,5.8,2872,5.7,7055,53870,2963,6464,2047,4471,8.3,2963,5.5,3232,6,9750
0500000US01057,"Fayette County, Alabama",17110,941,2173,599,1420,8.3,992,5.8,821,4.8,3200,8372,511,1113,318,737,8.8,561,6.7,402,4.8,1381,8738,428,1057,280,690,7.9,428,4.9,419,4.8,1809
0500000US01059,"Franklin County, Alabama",31666,2248,4402,1140,2818,8.9,1963,6.2,1868,5.9,4845,15598,1232,2153,577,1575,10.1,983,6.3,951,6.1,2090,16068,1012,2233,578,1237,7.7,964,6,916,5.7,2780
0500000US01061,"Geneva County, Alabama",26791,1554,3349,1045,2063,7.7,1420,5.3,1634,6.1,4796,13058,875,1698,496,1019,7.8,705,5.4,797,6.1,2063,13733,687,1662,549,1044,7.6,714,5.2,824,6,2733
0500000US01063,"Greene County, Alabama",8934,536,1144,438,795,8.9,518,5.8,447,5,1474,4196,239,583,231,432,10.3,222,5.3,227,5.4,625,4738,298,559,213,365,7.7,298,6.3,218,4.6,848
0500000US01065,"Hale County, Alabama",15594,951,2090,733,1325,8.5,920,5.9,889,5.7,2448,7403,474,1044,355,644,8.7,474,6.4,415,5.6,1044,8191,475,1057,377,688,8.4,459,5.6,467,5.7,1409
0500000US01067,"Henry County, Alabama",17308,952,2112,744,1350,7.8,813,4.7,865,5,3219,8255,479,1090,305,710,8.6,355,4.3,371,4.5,1412,9053,471,1023,435,634,7,462,5.1,489,5.4,1811
0500000US01069,"Houston County, Alabama",102326,6651,14019,4195,8493,8.3,6651,6.5,6447,6.3,15247,49077,3435,7214,2110,4172,8.5,3190,6.5,3043,6.2,6478,53249,3248,6763,2077,4313,8.1,3461,6.5,3355,6.3,8733
0500000US01071,"Jackson County, Alabama",53171,2978,6753,2180,4201,7.9,2712,5.1,3031,5.7,8986,26299,1578,3471,1183,2157,8.2,1394,5.3,1394,5.3,3945,26872,1370,3252,994,2042,7.6,1344,5,1612,6,5025
0500000US01073,"Jefferson County, Alabama",658552,43464,84295,25684,63221,9.6,48733,7.4,45440,6.9,88246,311746,22446,43021,13093,30863,9.9,23069,7.4,21822,7,35227,346806,21502,41617,12485,32253,9.3,25317,7.3,23930,6.9,53061
0500000US01075,"Lamar County, Alabama",14396,806,1828,533,1065,7.4,691,4.8,806,5.6,2764,6934,381,922,270,555,8,326,4.7,374,5.4,1193,7462,418,910,261,515,6.9,373,5,425,5.7,1574
0500000US01077,"Lauderdale County, Alabama",92666,5097,11027,3614,10286,11.1,5282,5.7,5004,5.4,15939,44456,2623,5513,1867,4979,11.2,2667,6,2534,5.7,6757,48210,2459,5496,1736,5303,11,2603,5.4,2507,5.2,9160
0500000US01079,"Lawrence County, Alabama",34009,2007,4387,1326,2959,8.7,1870,5.5,1905,5.6,5067,16615,997,2210,698,1545,9.3,964,5.8,964,5.8,2243,17394,1009,2192,644,1426,8.2,922,5.3,939,5.4,2800
0500000US01081,"Lee County, Alabama",144405,8664,17762,5487,29459,20.4,10975,7.6,9386,6.5,13574,71463,4502,9147,2716,15150,21.2,5574,7.8,4645,6.5,6003,72942,4158,8680,2699,14370,19.7,5471,7.5,4741,6.5,7513
0500000US01083,"Limestone County, Alabama",85264,5372,11340,3496,6736,7.9,5713,6.7,5798,6.8,10743,43063,2756,5857,1723,3445,8,3101,7.2,3057,7.1,4780,42201,2616,5528,1772,3334,7.9,2659,6.3,2743,6.5,5950
0500000US01085,"Lowndes County, Alabama",11086,687,1452,499,1064,9.6,610,5.5,521,4.7,1685,5233,293,774,277,502,9.6,309,5.9,235,4.5,722,5853,392,679,222,562,9.6,304,5.2,287,4.9,966
0500000US01087,"Macon County, Alabama",20803,1061,2184,832,3994,19.2,1165,5.6,832,4,3100,9564,555,1081,459,1769,18.5,545,5.7,402,4.2,1262,11239,506,1101,382,2225,19.8,629,5.6,438,3.9,1832
0500000US01089,"Madison County, Alabama",339279,20696,44106,14250,34606,10.2,23750,7,21714,6.4,42749,166315,10644,22453,7152,17796,10.7,11975,7.2,10644,6.4,18461,172964,10205,21621,7092,16778,9.7,11762,6.8,10897,6.3,24215
0500000US01091,"Marengo County, Alabama",20669,1240,2728,930,1798,8.7,1033,5,1054,5.1,3617,9715,593,1399,476,903,9.3,466,4.8,476,4.9,1525,10954,635,1336,460,887,8.1,581,5.3,581,5.3,2103
0500000US01093,"Marion County, Alabama",30615,1714,3643,1133,2388,7.8,1684,5.5,1653,5.4,5786,15242,899,1890,610,1235,8.1,884,5.8,823,5.4,2561,15373,799,1737,538,1153,7.5,799,5.2,830,5.4,3213
0500000US01095,"Marshall County, Alabama",93699,6559,12837,3935,8246,8.8,5809,6.2,5716,6.1,14242,46136,3322,6505,2122,4337,9.4,2953,6.4,2860,6.2,6090,47563,3234,6373,1807,3900,8.2,2854,6,2806,5.9,8133
0500000US01097,"Mobile County, Alabama",413188,28097,56194,17767,41319,10,27684,6.7,26444,6.4,54954,198234,14273,28744,9119,20220,10.2,13282,6.7,12885,6.5,22995,214954,13757,27514,8598,21065,9.8,14617,6.8,13542,6.3,32028
0500000US01099,"Monroe County, Alabama",22778,1389,3121,1093,1891,8.3,1116,4.9,1139,5,3781,10992,725,1594,572,1000,9.1,506,4.6,528,4.8,1594,11786,672,1532,519,896,7.6,601,5.1,625,5.3,2180
0500000US01101,"Montgomery County, Alabama",228980,15800,30912,9617,26104,11.4,16945,7.4,15800,6.9,28165,108931,8061,15577,5011,12963,11.9,8279,7.6,7625,7,11438,120049,7683,15246,4682,13205,11,8764,7.3,8163,6.8,16687
0500000US01103,"Morgan County, Alabama",119673,7420,15917,5026,10053,8.4,7420,6.2,7539,6.3,17472,58806,3822,8056,2529,5293,9,3764,6.4,3764,6.4,7586,60867,3652,7791,2435,4808,7.9,3713,6.1,3774,6.2,9921
0500000US01105,"Perry County, Alabama",10390,717,1361,405,1330,12.8,644,6.2,551,5.3,1756,4908,373,707,211,702,14.3,275,5.6,226,4.6,731,5482,345,652,192,630,11.5,367,6.7,323,5.9,1025
