GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_023E,S0101_C01_007E,S0101_C01_008E,S0101_C01_030E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_023E,S0101_C03_007E,S0101_C03_008E,S0101_C03_030E,S0101_C05_001E,S0101_C05_002E,S0101_C05_020E,S0101_C05_021E,S0101_C05_023E,S0101_C05_007E,S0101_C05_008E,S0101_C05_030E
0500000US01015,"Calhoun County, Alabama",114618,6608,13768,4576,10558,8066,7063,19738,55141,3254,7078,2468,5350,3965,3424,8372,59477,3354,6690,2108,5208,4101,3639,11366
0500000US01017,"Chambers County, Alabama",33660,2043,3821,1201,2806,2228,1900,6470,16089,999,1885,628,1442,1119,948,2771,17571,1044,1936,573,1364,1109,952,3699
0500000US01019,"Cherokee County, Alabama",25903,1187,2943,1115,1784,1400,1095,5811,12777,656,1438,520,1001,718,508,2700,13126,531,1505,595,783,682,587,3111
0500000US01021,"Chilton County, Alabama",44055,2759,5882,1994,3374,3016,2766,7052,21459,1226,2944,1093,1774,1506,1306,3203,22596,1533,2938,901,1600,1510,1460,3849
0500000US01023,"Choctaw County, Alabama",12925,679,1427,497,993,661,615,2922,6145,318,753,294,493,312,292,1275,6780,361,674,203,500,349,323,1647
0500000US01025,"Clarke County, Alabama",24128,1377,2893,1017,2071,1420,1191,4679,11403,682,1468,496,1021,688,562,2047,12725,695,1425,521,1050,732,629,2632
0500000US01027,"Clay County, Alabama",13337,680,1647,451,1100,765,738,2698,6438,328,845,247,538,352,324,1208,6899,352,802,204,562,413,414,1490
0500000US01029,"Cleburne County, Alabama",14916,849,1950,584,1052,911,846,2899,7309,438,954,319,537,480,424,1313,7607,411,996,265,515,431,422,1586
0500000US01031,"Coffee County, Alabama",51662,3207,6940,2112,4110,3359,3250,8550,25479,1674,3538,1099,2130,1728,1660,3756,26183,1533,3402,1013,1980,1631,1590,4794
0500000US01033,"Colbert County, Alabama",54771,3139,6379,2035,4259,3595,2993,10644,26284,1701,3188,1042,2149,1802,1545,4546,28487,1438,3191,993,2110,1793,1448,6098
0500000US01035,"Conecuh County, Alabama",12394,700,1444,460,957,727,613,2746,6078,383,872,179,577,287,448,1251,6316,317,572,281,380,440,165,1495
0500000US01037,"Coosa County, Alabama",10757,364,1105,332,697,646,443,2430,5462,171,617,196,387,343,240,1133,5295,193,488,136,310,303,203,1297
0500000US01039,"Covington County, Alabama",37200,2165,4567,1431,2713,2256,2107,7726,17986,1105,2415,692,1406,1088,1005,3350,19214,1060,2152,739,1307,1168,1102,4376
0500000US01041,"Crenshaw County, Alabama",13844,788,1767,551,1048,887,783,2609,6748,413,901,308,522,457,406,1128,7096,375,866,243,526,430,377,1481
0500000US01043,"Cullman County, Alabama",82853,5115,10330,3260,6422,5459,4869,15116,40759,2478,5253,1663,3228,2751,2539,6740,42094,2637,5077,1597,3194,2708,2330,8376
0500000US01045,"Dale County, Alabama",49277,3231,6257,1897,4383,3692,3454,8081,24301,1620,3226,988,2344,1984,1670,3590,24976,1611,3031,909,2039,1708,1784,4491
0500000US01047,"Dallas County, Alabama",39149,2393,5320,1716,3520,2371,2200,6809,18039,1202,2678,869,1657,1074,1008,2865,21110,1191,2642,847,1863,1297,1192,3944
0500000US01049,"DeKalb County, Alabama",71310,4260,10066,3184,5810,4425,4059,11883,35318,2242,5146,1660,3021,2226,2017,5258,35992,2018,4920,1524,2789,2199,2042,6625
0500000US01051,"Elmore County, Alabama",81144,4737,10213,3279,6822,5912,5553,12053,39226,2386,5202,1643,3569,2773,2691,5446,41918,2351,5011,1636,3253,3139,2862,6607
0500000US01053,"Escambia County, Alabama",37057,2103,4760,1425,2910,2563,2442,6566,18856,1083,2379,692,1522,1419,1394,2831,18201,1020,2381,733,1388,1144,1048,3735
0500000US01055,"Etowah County, Alabama",102748,5916,12228,4025,8547,6416,5832,19257,49564,3051,6199,2057,4318,3236,2779,8257,53184,2865,6029,1968,4229,3180,3053,11000
0500000US01057,"Fayette County, Alabama",16494,876,1989,615,1308,950,971,3438,8138,475,1113,325,689,451,459,1503,8356,401,876,290,619,499,512,1935
0500000US01059,"Franklin County, Alabama",31466,2219,4308,1357,2796,1907,2164,5304,15676,1100,2240,675,1457,1036,1249,2345,15790,1119,2068,682,1339,871,915,2959
0500000US01061,"Geneva County, Alabama",26417,1440,3337,1041,1939,1420,1507,5275,12835,725,1689,539,998,716,700,2325,13582,715,1648,502,941,704,807,2950
0500000US01063,"Greene County, Alabama",8324,578,976,330,647,595,407,1773,3846,353,493,39,324,366,210,749,4478,225,483,291,323,229,197,1024
0500000US01065,"Hale County, Alabama",14809,984,1861,609,1434,772,858,2777,7035,529,954,328,764,309,440,1219,7774,455,907,281,670,463,418,1558
0500000US01067,"Henry County, Alabama",17133,889,2053,654,1369,809,827,3785,8319,455,1088,355,706,429,415,1651,8814,434,965,299,663,380,412,2134
0500000US01069,"Houston County, Alabama",104702,6401,13607,4345,8150,6966,6679,18052,50190,3334,7041,2207,4091,3334,3212,7767,54512,3067,6566,2138,4059,3632,3467,10285
0500000US01071,"Jackson County, Alabama",51852,2756,6199,2027,3871,3029,2895,10113,25381,1529,3194,1000,1916,1561,1481,4452,26471,1227,3005,1027,1955,1468,1414,5661
0500000US01073,"Jefferson County, Alabama",659680,42520,83780,24877,58760,49415,46120,101785,312033,21618,42691,12520,28919,23805,21911,42105,347647,20902,41089,12357,29841,25610,24209,59680
0500000US01075,"Lamar County, Alabama",13885,722,1784,544,998,698,758,2983,6783,396,907,291,545,345,333,1293,7102,326,877,253,453,353,425,1690
0500000US01077,"Lauderdale County, Alabama",92556,4785,10222,3302,10641,5853,5242,18228,44568,2523,5342,1645,5098,3036,2654,7885,47988,2262,4880,1657,5543,2817,2588,10343
0500000US01079,"Lawrence County, Alabama",33058,1779,4206,1198,2561,2024,1950,5998,15955,829,2119,592,1220,1005,986,2627,17103,950,2087,606,1341,1019,964,3371
0500000US01081,"Lee County, Alabama",161152,9527,19195,5666,29709,12493,10562,18696,79453,4881,9866,2973,15201,6404,5116,8419,81699,4646,9329,2693,14508,6089,5446,10277
0500000US01083,"Limestone County, Alabama",94727,5217,12247,4119,7202,6200,6368,14328,47291,2593,6151,2060,3703,3313,3254,6414,47436,2624,6096,2059,3499,2887,3114,7914
0500000US01085,"Lowndes County, Alabama",10079,613,1240,418,746,705,609,1856,4821,363,565,270,357,331,320,790,5258,250,675,148,389,374,289,1066
0500000US01087,"Macon County, Alabama",18708,834,1824,590,3427,1145,904,3614,8593,422,932,323,1515,565,412,1513,10115,412,892,267,1912,580,492,2101
0500000US01089,"Madison County, Alabama",362276,21250,44373,14064,34829,25934,24502,53151,176935,10826,22595,7139,17658,13098,12265,23244,185341,10424,21778,6925,17171,12836,12237,29907
0500000US01091,"Marengo County, Alabama",19321,969,2653,781,1826,985,1049,3729,9299,566,1426,402,893,510,478,1615,10022,403,1227,379,933,475,571,2114
0500000US01093,"Marion County, Alabama",29866,1552,3541,1181,2320,1765,1513,6288,14781,774,1907,633,1218,901,727,2738,15085,778,1634,548,1102,864,786,3550
0500000US01095,"Marshall County, Alabama",95643,6615,13250,4022,7801,6097,5605,16093,47230,3347,6895,2078,4132,3121,2866,6981,48413,3268,6355,1944,3669,2976,2739,9112
0500000US01097,"Mobile County, Alabama",414114,27202,53868,16741,37465,30484,27253,65339,197367,13566,27352,8549,18599,14725,12726,28066,216747,13636,26516,8192,18866,15759,14527,37273
0500000US01099,"Monroe County, Alabama",21270,1135,2706,907,1804,1241,1036,4100,10160,652,1442,464,916,575,463,1784,11110,483,1264,443,888,666,573,2316
0500000US01101,"Montgomery County, Alabama",226941,15346,29351,8743,22931,17402,15507,33107,107049,7757,14805,4436,11389,8431,7383,13837,119892,7589,14546,4307,11542,8971,8124,19270
0500000US01103,"Morgan County, Alabama",119213,7181,15256,4930,9368,7556,7051,20412,58712,3705,7864,2495,4843,3807,3640,8846,60501,3476,7392,2435,4525,3749,3411,11566
0500000US01105,"Perry County, Alabama",9293,484,1128,395,1403,462,342,1772,4263,174,517,253,805,160,150,716,5030,310,611,142,598,302,192,1056
0500000US01107,"Pickens County, Alabama",20243,1057,2222,752,1717,1344,1172,3739,9637,577,1158,389,916,608,489,1677,10606,480,1064,363,801,736,683,2062
0500000US01109,"Pike County, Alabama",33333,1826,3623,1021,7565,2357,1576,4946,15980,956,1890,506,3515,1314,764,2213,17353,870,1733,515,4050,1043,812,2733
0500000US01111,"Randolph County, Alabama",22647,1317,2706,873,1975,1217,1165,4622,11057,683,1390,518,943,621,558,2077,11590,634,1316,355,1032,596,607,2545
0500000US01113,"Russell County, Alabama",57952,4158,7818,2193,4863,4612,4033,8029,27861,2072,3957,1095,2431,2268,1985,3317,30091,2086,3861,1098,2432,2344,2048,4712
0500000US01115,"St. Clair County, Alabama",87989,5171,11447,3423,6524,5610,5780,14317,44013,2560,6074,1861,3393,2935,2864,6490,43976,2611,5373,1562,3131,2675,2916,7827
0500000US01117,"Shelby County, Alabama",213432,12441,28893,9291,17380,12804,13496,31716,103346,6165,14725,4744,8541,6305,6439,14125,110086,6276,14168,4547,8839,6499,7057,17591
0500000US01119,"Sumter County, Alabama",12797,715,1319,436,2239,1020,516,2234,5927,378,653,290,1229,281,226,902,6870,337,666,146,1010,739,290,1332
0500000US01121,"Talladega County, Alabama",80387,4266,9772,3219,7137,5227,4637,14052,38826,2233,4811,1645,3455,2579,2240,6284,41561,2033,4961,1574,3682,2648,2397,7768
0500000US01123,"Tallapoosa County, Alabama",40541,2257,4732,1480,3405,2229,2085,8505,19573,1197,2327,755,1930,969,977,3875,20968,1060,2405,725,1475,1260,1108,4630
0500000US01125,"Tuscaloosa County, Alabama",207305,12402,23971,7245,34631,17270,13307,26673,100006,6371,12200,3683,16729,8640,6587,11507,107299,6031,11771,3562,17902,8630,6720,15166
0500000US01127,"Walker County, Alabama",64110,3923,7804,2529,5072,3974,3598,12191,31453,2049,4014,1380,2616,2029,1817,5364,32657,1874,3790,1149,2456,1945,1781,6827
0500000US01129,"Washington County, Alabama",16541,801,2002,985,1407,802,868,3047,8159,392,1032,454,745,457,464,1387,8382,409,970,531,662,345,404,1660
0500000US01131,"Wilcox County, Alabama",10681,671,1400,506,990,628,506,2026,5014,296,686,251,569,266,218,888,5667,375,714,255,421,362,288,1138
0500000US01133,"Winston County, Alabama",23784,1315,2710,901,1702,1303,1273,5075,11781,712,1373,438,850,634,673,2306,12003,603,1337,463,852,669,600,2769
0500000US02013,"Aleutians East Borough, Alaska",3385,109,283,92,285,266,241,318,2033,59,167,41,192,213,144,153,1352,50,116,51,93,53,97,165
0500000US02016,"Aleutians West Census Area, Alaska",5698,189,677,116,589,499,505,347,3380,93,345,55,372,312,323,164,2318,96,332,61,217,187,182,183
0500000US02020,"Anchorage Municipality, Alaska",293531,21197,39237,11442,29785,26773,24472,30873,149670,10762,20184,6004,16626,13941,12618,14510,143861,10435,19053,5438,13159,12832,11854,16363
0500000US02050,"Bethel Census Area, Alaska",18134,1835,3556,1003,1939,1533,1319,1301,9477,941,1811,555,1000,786,702,639,8657,894,1745,448,939,747,617,662
0500000US02060,"Bristol Bay Borough, Alaska",875,48,91,41,60,46,45,87,524,29,43,17,47,30,22,54,351,19,48,24,13,16,23,33
0500000US02068,"Denali Borough, Alaska",2246,64,141,56,358,131,156,209,1201,38,95,18,219,61,61,132,1045,26,46,38,139,70,95,77
0500000US02070,"Dillingham Census Area, Alaska",4961,469,837,238,522,396,337,499,2542,199,423,122,271,204,191,290,2419,270,414,116,251,192,146,209
0500000US02090,"Fairbanks North Star Borough, Alaska",99072,7808,12842,3293,13283,10165,8231,9699,53417,4056,6566,1594,8400,5750,4442,4943,45655,3752,6276,1699,4883,4415,3789,4756
0500000US02100,"Haines Borough, Alaska",2518,185,396,61,26,123,137,633,1297,79,202,2,10,42,116,365,1221,106,194,59,16,81,21,268
0500000US02105,"Hoonah-Angoon Census Area, Alaska",2139,90,198,34,106,131,110,439,1142,47,68,16,62,75,65,248,997,43,130,18,44,56,45,191
0500000US02110,"Juneau City and Borough, Alaska",32227,1875,3860,1209,2722,2541,2376,4039,16504,970,2001,644,1435,1297,1324,1945,15723,905,1859,565,1287,1244,1052,2094
0500000US02122,"Kenai Peninsula Borough, Alaska",58464,3592,7385,2270,4566,3618,3687,9631,30480,1805,3804,1184,2520,1970,1885,5038,27984,1787,3581,1086,2046,1648,1802,4593
0500000US02130,"Ketchikan Gateway Borough, Alaska",13800,797,1694,542,1125,956,918,2050,7083,411,834,296,612,524,462,1011,6717,386,860,246,513,432,456,1039
0500000US02150,"Kodiak Island Borough, Alaska",13451,991,1932,538,1056,1354,1115,1319,7221,486,1103,287,700,637,612,646,6230,505,829,251,356,717,503,673
0500000US02158,"Kusilvak Census Area, Alaska",8250,1076,1790,464,910,716,569,454,4463,561,955,237,473,407,323,203,3787,515,835,227,437,309,246,251
0500000US02164,"Lake and Peninsula Borough, Alaska",1393,87,179,57,152,120,105,109,749,39,79,25,106,34,64,48,644,48,100,32,46,86,41,61
0500000US02170,"Matanuska-Susitna Borough, Alaska",105369,7517,16153,4726,8787,7423,7671,11939,54838,3846,8369,2463,4839,3975,3994,6009,50531,3671,7784,2263,3948,3448,3677,5930
0500000US02180,"Nome Census Area, Alaska",9988,987,1954,493,1034,819,707,702,5262,498,1031,256,579,425,372,351,4726,489,923,237,455,394,335,351
0500000US02185,"North Slope Borough, Alaska",9792,793,1379,391,724,729,855,671,5985,409,718,229,402,421,538,386,3807,384,661,162,322,308,317,285
0500000US02188,"Northwest Arctic Borough, Alaska",7715,818,1534,368,786,708,527,575,4189,414,822,184,407,382,297,269,3526,404,712,184,379,326,230,306
0500000US02195,"Petersburg Borough, Alaska",3257,209,333,107,413,169,162,717,1723,119,155,67,270,116,50,360,1534,90,178,40,143,53,112,357
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",6407,380,884,237,449,392,384,1027,3478,193,466,129,244,212,195,586,2929,187,418,108,205,180,189,441
0500000US02220,"Sitka City and Borough, Alaska",8640,383,1170,324,617,671,561,1310,4444,185,660,202,329,339,255,628,4196,198,510,122,288,332,306,682
0500000US02230,"Skagway Municipality, Alaska",1107,61,67,31,81,95,119,130,606,16,36,13,47,74,63,67,501,45,31,18,34,21,56,63
0500000US02240,"Southeast Fairbanks Census Area, Alaska",6878,517,1069,278,496,505,455,938,3770,244,533,152,276,295,240,527,3108,273,536,126,220,210,215,411
0500000US02261,"Valdez-Cordova Census Area, Alaska",9243,584,1263,309,607,694,854,1134,4845,283,614,205,429,273,392,611,4398,301,649,104,178,421,462,523
0500000US02275,"Wrangell City and Borough, Alaska",2502,120,241,107,109,187,114,569,1357,53,138,78,56,98,67,305,1145,67,103,29,53,89,47,264
0500000US02282,"Yakutat City and Borough, Alaska",649,56,80,14,57,55,45,94,356,30,31,3,35,27,29,54,293,26,49,11,22,28,16,40
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",5377,400,854,237,444,390,342,770,2879,197,444,122,233,216,181,433,2498,203,410,115,211,174,161,337
0500000US04001,"Apache County, Arizona",71511,4813,11234,3504,7011,4857,4365,10694,35155,2400,5570,1623,3487,2560,2229,4852,36356,2413,5664,1881,3524,2297,2136,5842
