GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_007E,S0101_C01_008E,S0101_C01_008E,S0101_C01_028E,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_022E,S0101_C02_007E,S0101_C02_007E,S0101_C02_008E,S0101_C02_008E,S0101_C02_028E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_022E,S0101_C03_007E,S0101_C03_007E,S0101_C03_008E,S0101_C03_008E,S0101_C03_028E
0400000US37,North Carolina,9544249,629920,1269385,381770,944881,9.9,620376,6.5,620376,6.5,1250297,4649769,320834,646318,195290,483576,10.4,306885,6.6,306885,6.6,530074,4894480,308352,621599,185990,460081,9.4,313247,6.4,318141,6.5,719489
0400000US38,North Dakota,676253,43956,80474,25698,83179,12.3,48690,7.2,41928,6.2,98057,342030,22574,41386,13339,44122,12.9,25994,7.6,22232,6.5,42754,334223,21390,39438,12032,39104,11.7,22727,6.8,20053,6,55147
0400000US39,Ohio,11533561,715081,1522430,484410,1095688,9.5,726614,6.3,692014,6,1637766,5630373,365974,776991,247736,557407,9.9,360344,6.4,349083,6.2,692536,5903188,348288,743802,236128,543093,9.2,365998,6.2,348288,5.9,944510
0400000US40,Oklahoma,3749005,262430,513614,153709,382399,10.2,262430,7,239936,6.4,509865,1855637,133606,263500,77937,196698,10.6,133606,7.2,122472,6.6,222676,1893368,128749,249925,73841,185550,9.8,128749,6.8,117389,6.2,287792
0400000US41,Oregon,3836628,234034,479579,149628,360643,9.4,264727,6.9,260891,6.8,540965,1899186,119649,244995,75967,184221,9.7,132943,7,132943,7,241197,1937442,114309,234430,71685,176307,9.1,129809,6.7,127871,6.6,298366
0400000US42,Pennsylvania,12699589,723877,1536650,507984,1257259,9.9,787375,6.2,736576,5.8,1968436,6190405,371424,786181,266187,637612,10.3,396186,6.4,365234,5.9,829514,6509184,351496,755065,247349,618372,9.5,390551,6,364514,5.6,1145616
0400000US44,Rhode Island,1052471,56833,124192,42099,119982,11.4,66306,6.3,62096,5.9,153661,508521,28986,64074,21358,60005,11.8,33562,6.6,30511,6,63057,543950,27741,60922,20670,59835,11,32637,6,31549,5.8,90296
0400000US45,South Carolina,4630351,300973,592685,185214,476926,10.3,305603,6.6,287082,6.2,638988,2251898,153129,301754,94580,243205,10.8,150877,6.7,141870,6.3,276983,2378453,147464,292550,90381,233088,9.8,152221,6.4,145086,6.1,363903
0400000US46,South Dakota,815871,57927,109327,34267,82403,10.1,55479,6.8,49768,6.1,117485,409334,29881,56488,17601,42571,10.4,28653,7,25379,6.2,51576,406537,28051,52850,16668,39434,9.7,26425,6.5,23986,5.9,65859
0400000US47,Tennessee,6353226,406606,832273,254129,609910,9.6,419313,6.6,406606,6.4,864039,3097568,207537,424367,130098,303562,9.8,207537,6.7,201342,6.5,368611,3255658,198595,406957,123715,302776,9.3,211618,6.5,205106,6.3,491604
0400000US48,Texas,25208897,1941085,3806543,1134400,2596516,10.3,1840249,7.3,1764623,7,2646934,12509812,988275,1939021,575451,1338550,10.7,938236,7.5,888197,7.1,1150903,12699085,939732,1854066,546061,1257209,9.9,914334,7.2,876237,6.9,1485793
0400000US49,Utah,2766233,260026,475792,130013,320883,11.6,226831,8.2,215766,7.8,251727,1389986,133439,244638,66719,159848,11.5,115369,8.3,111199,8,113979,1376247,126615,232586,63307,161021,11.7,110100,8,104595,7.6,137625
0400000US50,Vermont,625498,31900,71932,25020,65677,10.5,35028,5.6,34402,5.5,91948,308429,16347,37320,12646,34236,11.1,17580,5.7,16964,5.5,40713,317069,15219,34561,12049,31390,9.9,17439,5.5,17439,5.5,51365
0400000US51,Virginia,8014955,504942,1025914,320598,809510,10.1,561047,7,528987,6.6,985839,3933820,259632,523198,165220,416985,10.6,283235,7.2,263566,6.7,428786,4081135,248949,501980,155083,391789,9.6,277517,6.8,265274,6.5,563197
0400000US53,Washington,6738714,438016,862555,269549,653655,9.7,485187,7.2,458233,6.8,835601,3360046,225123,443526,141122,339365,10.1,248643,7.4,231843,6.9,376325,3378668,212856,422334,131768,317595,9.4,236507,7,222992,6.6,462878
0400000US54,West Virginia,1850481,103627,214656,68468,170244,9.2,107328,5.8,111029,6,299778,911142,52846,110248,34623,87470,9.6,53757,5.9,56491,6.2,130293,939339,50724,105206,32877,83601,8.9,53542,5.7,55421,5.9,169081
0400000US55,Wisconsin,5687219,352608,745026,233176,551660,9.7,369669,6.5,352608,6.2,784836,2822271,180625,381007,121358,282227,10,186270,6.6,177803,6.3,341495,2864948,174762,363848,114598,272170,9.5,180492,6.3,171897,6,444067
0400000US56,Wyoming,562803,39396,73727,21949,56843,10.1,40522,7.2,36019,6.4,70350,286644,20065,37837,11466,30384,10.6,21212,7.4,18919,6.6,32677,276159,19331,35625,10494,26511,9.6,19607,7.1,17398,6.3,37834
0400000US72,Puerto Rico,3716727,223004,505475,167253,379106,10.2,245304,6.6,245304,6.6,546359,1780705,113965,259983,85474,190535,10.7,119307,6.7,117527,6.6,238614,1936022,108417,247811,81313,187794,9.7,125841,6.5,127777,6.6,309764
0500000US01001,"Autauga County, Alabama",54590,3548,8352,2730,4804,8.8,3166,5.8,3275,6,6715,26538,1858,4140,1380,2468,9.3,1539,5.8,1566,5.9,2813,28052,1683,4208,1375,2328,8.3,1627,5.8,1739,6.2,3871
0500000US01003,"Baldwin County, Alabama",183226,11177,23819,7146,13925,7.6,10444,5.7,10627,5.8,30965,89270,5535,11962,3660,7231,8.1,5267,5.9,5267,5.9,14372,93956,5637,11838,3476,6671,7.1,5262,5.6,5449,5.8,16630
0500000US01005,"Barbour County, Alabama",27469,1566,3379,1044,2472,9,2005,7.3,1868,6.8,4010,14749,826,1785,546,1475,10,1165,7.9,1209,8.2,1740,12720,750,1603,496,1005,7.9,840,6.6,649,5.1,2277
0500000US01007,"Bibb County, Alabama",22769,1321,3074,888,1958,8.6,1343,5.9,1526,6.7,2937,12154,717,1519,547,1033,8.5,705,5.8,887,7.3,1264,10615,594,1560,340,934,8.8,637,6,637,6,1677
0500000US01009,"Blount County, Alabama",57466,3620,7930,2471,4770,8.3,3390,5.9,3390,5.9,8562,28489,1880,4045,1310,2422,8.5,1795,6.3,1738,6.1,3818,28977,1739,3854,1159,2347,8.1,1594,5.5,1681,5.8,4752
0500000US01011,"Bullock County, Alabama",10779,668,1283,420,819,7.6,550,5.1,755,7,1498,5996,390,690,282,402,6.7,228,3.8,552,9.2,642,4783,282,603,143,421,8.8,316,6.6,206,4.3,851
0500000US01013,"Butler County, Alabama",20730,1285,2881,808,1679,8.1,1244,6,1244,6,3483,9738,672,1509,419,799,8.2,555,5.7,565,5.8,1373,10992,616,1363,385,879,8,682,6.2,671,6.1,2099
0500000US01015,"Calhoun County, Alabama",117834,7188,15201,4478,12608,10.7,7777,6.6,6952,5.9,17204,56686,3798,7709,2324,6292,11.1,3741,6.6,3401,6,7086,61148,3424,7460,2140,6359,10.4,3975,6.5,3547,5.8,10089
0500000US01017,"Chambers County, Alabama",34228,2054,4347,1403,2807,8.2,1883,5.5,1951,5.7,5750,16232,1006,2191,714,1445,8.9,877,5.4,925,5.7,2321,17996,1044,2142,702,1368,7.6,1008,5.6,1044,5.8,3437
0500000US01019,"Cherokee County, Alabama",25917,1425,2955,959,2073,8,1244,4.8,1400,5.4,4691,12748,816,1492,484,982,7.7,599,4.7,688,5.4,2116,13169,606,1462,474,1093,8.3,645,4.9,711,5.4,2581
0500000US01021,"Chilton County, Alabama",43611,3009,6018,1875,3794,8.7,2573,5.9,3053,7,5975,21490,1440,3073,1010,1934,9,1268,5.9,1504,7,2643,22121,1548,2942,863,1836,8.3,1305,5.9,1548,7,3340
0500000US01023,"Choctaw County, Alabama",13838,761,1771,581,1107,8,581,4.2,720,5.2,2574,6696,455,911,295,556,8.3,281,4.2,341,5.1,1105,7142,307,864,286,550,7.7,293,4.1,379,5.3,1464
0500000US01025,"Clarke County, Alabama",25768,1520,3608,1263,2165,8.4,1211,4.7,1469,5.7,4149,12181,780,1791,633,1023,8.4,621,5.1,633,5.2,1778,13587,747,1821,639,1128,8.3,598,4.4,829,6.1,2378
0500000US01027,"Clay County, Alabama",13828,816,1811,498,1023,7.4,802,5.8,761,5.5,2461,6786,414,1004,251,543,8,380,5.6,346,5.1,1093,7042,408,810,246,486,6.9,430,6.1,415,5.9,1380
0500000US01029,"Cleburne County, Alabama",14905,954,1997,641,1148,7.7,909,6.1,730,4.9,2415,7327,484,1055,308,593,8.1,381,5.2,366,5,1077,7578,462,947,333,553,7.3,530,7,371,4.9,1341
0500000US01031,"Coffee County, Alabama",49966,3398,6645,2049,4497,9,3448,6.9,2898,5.8,7295,24676,1851,3356,987,2394,9.7,1801,7.3,1456,5.9,3085,25290,1543,3288,1062,2099,8.3,1669,6.6,1416,5.6,4173
0500000US01033,"Colbert County, Alabama",54451,3104,6697,2232,4519,8.3,3049,5.6,2995,5.5,9474,26164,1596,3506,1125,2224,8.5,1439,5.5,1413,5.4,3977,28287,1499,3196,1075,2263,8,1612,5.7,1556,5.5,5516
0500000US01035,"Conecuh County, Alabama",13188,765,1662,593,1240,9.4,462,3.5,752,5.7,2413,6430,444,829,315,649,10.1,231,3.6,367,5.7,1067,6758,318,838,277,588,8.7,230,3.4,378,5.6,1345
0500000US01037,"Coosa County, Alabama",11305,543,1277,464,870,7.7,543,4.8,520,4.6,1933,5761,305,668,363,444,7.7,271,4.7,259,4.5,870,5544,238,610,94,427,7.7,277,5,261,4.7,1059
0500000US01039,"Covington County, Alabama",37803,2268,4725,1550,3062,8.1,2004,5.3,1966,5.2,7107,18325,1191,2437,825,1503,8.2,1008,5.5,971,5.3,3024,19478,1071,2279,740,1558,8,993,5.1,1013,5.2,4110
0500000US01041,"Crenshaw County, Alabama",13971,908,1830,587,1174,8.4,699,5,740,5.3,2221,6809,415,960,354,579,8.5,395,5.8,354,5.2,919,7162,487,874,244,587,8.2,301,4.2,380,5.3,1303
0500000US01043,"Cullman County, Alabama",80403,4905,10533,3216,6834,8.5,4824,6,4824,6,12945,39849,2550,5459,1674,3547,8.9,2510,6.3,2391,6,5579,40554,2352,5069,1500,3325,8.2,2352,5.8,2393,5.9,7340
0500000US01045,"Dale County, Alabama",50129,3659,6818,1955,4762,9.5,3760,7.5,3509,7,6868,24827,1837,3625,968,2607,10.5,1912,7.7,1738,7,2930,25302,1822,3163,961,2151,8.5,1872,7.4,1771,7,3922
0500000US01047,"Dallas County, Alabama",43572,3181,6362,2004,4096,9.4,2527,5.8,2396,5.5,6144,20042,1583,3207,1002,1904,9.5,1142,5.7,1042,5.2,2485,23530,1624,3129,1035,2188,9.3,1388,5.9,1365,5.8,3647
0500000US01049,"DeKalb County, Alabama",70949,4966,10146,3122,5818,8.2,4399,6.2,4683,6.6,9933,34974,2483,5246,1574,3043,8.7,2203,6.3,2273,6.5,4267,35975,2482,4929,1547,2806,7.8,2194,6.1,2410,6.7,5684
0500000US01051,"Elmore County, Alabama",79330,4839,10392,3411,7536,9.5,4998,6.3,5474,6.9,9520,38822,2485,5280,1708,3999,10.3,2407,6.2,2718,7,4309,40508,2390,5145,1701,3565,8.8,2633,6.5,2755,6.8,5226
0500000US01053,"Escambia County, Alabama",38122,2325,4841,1601,3126,8.2,2554,6.7,2592,6.8,5756,19686,1181,2303,827,1693,8.6,1476,7.5,1496,7.6,2480,18436,1143,2526,774,1456,7.9,1069,5.8,1088,5.9,3300
0500000US01055,"Etowah County, Alabama",104317,6155,13457,4381,8971,8.6,6050,5.8,6050,5.8,16586,50374,3123,6901,2267,4534,9,3022,6,2871,5.7,6851,53943,3075,6473,2104,4423,8.2,3075,5.7,3183,5.9,9710
0500000US01057,"Fayette County, Alabama",17219,947,2221,603,1412,8.2,930,5.4,895,5.2,3134,8473,517,1178,322,746,8.8,474,5.6,458,5.4,1356,8746,437,1032,280,656,7.5,455,5.2,437,5,1775
0500000US01059,"Franklin County, Alabama",31664,2248,4370,1203,2786,8.8,1995,6.3,1932,6.1,4718,15547,1182,2130,575,1555,10,1026,6.6,933,6,2006,16117,1064,2240,629,1225,7.6,967,6,983,6.1,2724
0500000US01061,"Geneva County, Alabama",26769,1553,3346,1071,2061,7.7,1446,5.4,1553,5.8,4711,13024,847,1693,508,1029,7.9,755,5.8,729,5.6,2006,13745,701,1636,577,1031,7.5,674,4.9,838,6.1,2694
0500000US01063,"Greene County, Alabama",9067,553,1251,408,889,9.8,517,5.7,435,4.8,1460,4284,244,685,188,454,10.6,227,5.3,218,5.1,630,4783,306,564,220,440,9.2,287,6,215,4.5,832
0500000US01065,"Hale County, Alabama",15750,929,2189,772,1386,8.8,882,5.6,866,5.5,2394,7489,472,1093,374,704,9.4,427,5.7,404,5.4,1011,8261,463,1099,397,677,8.2,463,5.6,463,5.6,1396
0500000US01067,"Henry County, Alabama",17275,950,2142,743,1347,7.8,795,4.6,881,5.1,3127,8225,494,1102,313,691,8.4,370,4.5,387,4.7,1349,9050,453,1050,434,661,7.3,434,4.8,498,5.5,1774
0500000US01069,"Houston County, Alabama",101459,6696,14001,4160,8421,8.3,6595,6.5,6290,6.2,14712,48655,3455,7201,2092,4087,8.4,3163,6.5,3017,6.2,6228,52804,3221,6759,2112,4277,8.1,3432,6.5,3327,6.3,8501
0500000US01071,"Jackson County, Alabama",53279,2984,6820,2184,4102,7.7,2824,5.3,3197,6,8791,26341,1580,3503,1212,2055,7.8,1475,5.6,1501,5.7,3872,26938,1428,3340,970,2020,7.5,1347,5,1670,6.2,4903
0500000US01073,"Jefferson County, Alabama",658464,44117,84283,26339,63871,9.7,48726,7.4,44776,6.8,86917,311658,22439,43009,13401,31166,10,23374,7.5,21504,6.9,34594,346806,21849,41270,12832,32947,9.5,25664,7.4,23583,6.8,52368
0500000US01075,"Lamar County, Alabama",14513,842,1829,551,1059,7.3,682,4.7,798,5.5,2728,6993,406,930,266,545,7.8,329,4.7,392,5.6,1154,7520,436,902,286,519,6.9,353,4.7,406,5.4,1572
0500000US01077,"Lauderdale County, Alabama",92528,5182,11103,3609,9993,10.8,5274,5.7,4997,5.4,15637,44344,2616,5543,1862,4878,11,2616,5.9,2528,5.7,6607,48184,2506,5541,1735,5156,10.7,2698,5.6,2457,5.1,9010
0500000US01079,"Lawrence County, Alabama",34148,2117,4439,1366,2971,8.7,1810,5.3,1981,5.8,4917,16696,1035,2237,735,1569,9.4,902,5.4,1018,6.1,2187,17452,1065,2199,628,1396,8,925,5.3,960,5.5,2740
0500000US01081,"Lee County, Alabama",140938,8456,17476,5356,29174,20.7,10570,7.5,8879,6.3,12825,69643,4388,8984,2646,14904,21.4,5432,7.8,4388,6.3,5641,71295,4064,8555,2709,14259,20,5205,7.3,4492,6.3,7272
0500000US01083,"Limestone County, Alabama",83313,5415,11081,3416,6582,7.9,5582,6.7,5499,6.6,10331,42264,2789,5663,1733,3466,8.2,2916,6.9,2916,6.9,4607,41049,2627,5377,1683,3161,7.7,2627,6.4,2586,6.3,5706
0500000US01085,"Lowndes County, Alabama",11304,701,1537,520,1108,9.8,588,5.2,497,4.4,1662,5284,296,808,259,518,9.8,301,5.7,232,4.4,713,6020,409,734,259,596,9.9,283,4.7,265,4.4,951
0500000US01087,"Macon County, Alabama",21214,1103,2334,849,4009,18.9,1124,5.3,870,4.1,3034,9687,552,1143,465,1744,18,494,5.1,426,4.4,1221,11527,553,1187,369,2271,19.7,634,5.5,450,3.9,1810
0500000US01089,"Madison County, Alabama",334661,20749,43841,14390,34135,10.2,23092,6.9,20749,6.2,41163,164288,10679,22507,7393,17579,10.7,11664,7.1,10350,6.3,17743,170373,10222,21467,6815,16697,9.8,11415,6.7,10563,6.2,23511
0500000US01091,"Marengo County, Alabama",20909,1275,2823,983,1756,8.4,1045,5,1045,5,3555,9816,618,1443,501,893,9.1,461,4.7,481,4.9,1482,11093,654,1376,499,876,7.9,588,5.3,577,5.2,2074
0500000US01093,"Marion County, Alabama",30641,1747,3616,1226,2359,7.7,1563,5.1,1624,5.3,5730,15138,908,1907,621,1166,7.7,833,5.5,817,5.4,2513,15503,837,1705,605,1209,7.8,744,4.8,822,5.3,3225
0500000US01095,"Marshall County, Alabama",93070,6794,12658,4002,8097,8.7,5863,6.3,5677,6.1,13867,45911,3443,6473,2158,4270,9.3,2984,6.5,2892,6.3,5923,47159,3348,6178,1839,3820,8.1,2877,6.1,2782,5.9,7923
0500000US01097,"Mobile County, Alabama",412297,28036,56897,18141,41230,10,27624,6.7,25975,6.3,53599,197997,14454,28908,9504,20196,10.2,13266,6.7,12474,6.3,22374,214300,13930,27859,8786,21216,9.9,14358,6.7,13287,6.2,31288
0500000US01099,"Monroe County, Alabama",22993,1403,3265,1104,1885,8.2,1196,5.2,1196,5.2,3610,11135,713,1659,579,980,8.8,568,5.1,557,5,1525,11858,676,1601,522,901,7.6,617,5.2,628,5.3,2087
