GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_007E,S0101_C01_008E,S0101_C01_008E,S0101_C01_028E,,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_022E,S0101_C02_007E,S0101_C02_007E,S0101_C02_008E,S0101_C02_008E,S0101_C02_028E,,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_022E,S0101_C03_007E,S0101_C03_007E,S0101_C03_008E,S0101_C03_008E,S0101_C03_028E
Geography,Geographic Area Name,Total!!Estimate!!Total population,Total!!Estimate!!AGE!!Under 5 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!30 to 34 years,Total!!Estimate!!AGE!!30 to 34 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,,Male!!Estimate!!Total population,Male!!Estimate!!AGE!!Under 5 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!30 to 34 years,Male!!Estimate!!AGE!!30 to 34 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,,Female!!Estimate!!Total population,Female!!Estimate!!AGE!!Under 5 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!30 to 34 years,Female!!Estimate!!AGE!!30 to 34 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over
0500000US13273,"Terrell County, Georgia",9530,696,1287,429,934,9.8,524,5.5,467,4.9,1391,,4652,363,670,233,502,10.8,251,5.4,261,5.6,549,,4878,332,620,195,429,8.8,268,5.5,210,4.3,844
0500000US13275,"Thomas County, Georgia",44609,2944,6290,2007,3658,8.2,2543,5.7,2453,5.5,6691,,21236,1571,3207,1041,1784,8.4,1253,5.9,1210,5.7,2718,,23373,1379,3085,958,1870,8,1286,5.5,1262,5.4,3973
0500000US13277,"Tift County, Georgia",40204,2975,5709,1729,4905,12.2,2573,6.4,2573,6.4,5146,,19340,1528,2862,870,2514,13,1218,6.3,1257,6.5,2089,,20864,1460,2858,855,2399,11.5,1335,6.4,1294,6.2,3046
0500000US13279,"Toombs County, Georgia",27269,2291,4118,1309,2291,8.4,1718,6.3,1909,7,3627,,12828,1219,1911,667,1180,9.2,744,5.8,949,7.4,1424,,14441,1069,2195,635,1126,7.8,968,6.7,953,6.6,2209
0500000US13281,"Towns County, Georgia",10502,420,945,315,1040,9.9,357,3.4,410,3.9,2993,,5015,251,486,130,416,8.3,256,5.1,196,3.9,1354,,5487,165,455,187,626,11.4,99,1.8,209,3.8,1635
0500000US13283,"Treutlen County, Georgia",6846,493,972,240,479,7,534,7.8,397,5.8,897,,3489,272,461,181,192,5.5,314,9,129,3.7,338,,3357,218,517,60,285,8.5,218,6.5,269,8,561
0500000US13285,"Troup County, Georgia",66422,4716,9897,3055,6576,9.9,4118,6.2,3985,6,8103,,31944,2396,5047,1597,3322,10.4,1917,6,1885,5.9,3258,,34478,2345,4861,1448,3241,9.4,2207,6.4,2103,6.1,4861
0500000US13287,"Turner County, Georgia",8973,646,1346,359,826,9.2,502,5.6,547,6.1,1310,,4438,302,719,257,417,9.4,306,6.9,293,6.6,497,,4535,340,630,100,408,9,200,4.4,258,5.7,807
0500000US13289,"Twiggs County, Georgia",9200,377,1205,386,984,10.7,313,3.4,524,5.7,1417,,4501,207,666,131,455,10.1,203,4.5,302,6.7,635,,4699,169,536,254,531,11.3,108,2.3,226,4.8,780
0500000US13291,"Union County, Georgia",21217,870,2270,658,1209,5.7,891,4.2,955,4.5,5453,,10355,445,1149,425,683,6.6,393,3.8,425,4.1,2589,,10862,424,1108,228,521,4.8,489,4.5,543,5,2868
0500000US13293,"Upson County, Georgia",27235,1716,3568,1226,2478,9.1,1389,5.1,1552,5.7,4194,,12955,920,1827,557,1205,9.3,738,5.7,738,5.7,1697,,14280,800,1742,685,1271,8.9,657,4.6,814,5.7,2485
0500000US13295,"Walker County, Georgia",68370,4171,9230,2803,5401,7.9,3965,5.8,4444,6.5,10187,,33405,2071,4744,1370,2773,8.3,1971,5.9,2305,6.9,4242,,34965,2098,4441,1469,2587,7.4,1993,5.7,2133,6.1,5944
0500000US13297,"Walton County, Georgia",83003,5893,12616,3818,6557,7.9,4897,5.9,5146,6.2,9711,,40574,3084,6411,1866,3368,8.3,2272,5.6,2516,6.2,4098,,42429,2800,6237,1909,3225,7.6,2631,6.2,2631,6.2,5558
0500000US13299,"Ware County, Georgia",36181,2460,4667,1447,3473,9.6,2496,6.9,2098,5.8,5536,,17940,1274,2386,736,1848,10.3,1363,7.6,1058,5.9,2225,,18241,1186,2298,730,1642,9,1131,6.2,1058,5.8,3302
0500000US13301,"Warren County, Georgia",5873,376,752,258,399,6.8,393,6.7,200,3.4,1010,,2722,204,403,82,231,8.5,155,5.7,98,3.6,414,,3151,170,350,176,170,5.4,236,7.5,101,3.2,596
0500000US13303,"Washington County, Georgia",21175,1398,2689,974,1948,9.2,1398,6.6,1249,5.9,2880,,10640,692,1394,521,1075,10.1,777,7.3,713,6.7,1096,,10535,706,1296,464,864,8.2,622,5.9,527,5,1780
0500000US13305,"Wayne County, Georgia",29988,2099,4168,1259,2489,8.3,1949,6.5,1979,6.6,3808,,15662,1112,2193,642,1316,8.4,1034,6.6,1159,7.4,1676,,14326,988,1991,616,1160,8.1,917,6.4,831,5.8,2120
0500000US13307,"Webster County, Georgia",2760,61,312,44,179,6.5,144,5.2,127,4.6,566,,1297,57,125,22,134,10.3,62,4.8,64,4.9,230,,1463,4,186,20,47,3.2,80,5.5,64,4.4,336
0500000US13309,"Wheeler County, Georgia",7354,316,706,250,838,11.4,853,11.6,559,7.6,860,,4904,191,314,137,598,12.2,682,13.9,456,9.3,407,,2450,120,394,113,243,9.9,172,7,105,4.3,451
0500000US13311,"White County, Georgia",26840,1584,3221,1047,2389,8.9,1315,4.9,1342,5,4616,,13400,871,1688,536,1313,9.8,697,5.2,670,5,2157,,13440,699,1546,511,1075,8,632,4.7,659,4.9,2460
0500000US13313,"Whitfield County, Georgia",101234,8402,16096,4454,9718,9.6,6884,6.8,6884,6.8,10832,,50552,4398,8240,2325,5156,10.2,3488,6.9,3387,6.7,4600,,50682,4004,7856,2179,4561,9,3345,6.6,3446,6.8,6234
0500000US13315,"Wilcox County, Georgia",9131,502,986,329,858,9.4,685,7.5,667,7.3,1324,,5302,239,498,201,541,10.2,451,8.5,488,9.2,567,,3829,264,490,130,314,8.2,234,6.1,172,4.5,754
0500000US13317,"Wilkes County, Georgia",10485,482,1384,451,744,7.1,556,5.3,608,5.8,1971,,5052,217,763,177,450,8.9,248,4.9,354,7,829,,5433,266,614,277,299,5.5,310,5.7,255,4.7,1141
0500000US13319,"Wilkinson County, Georgia",9617,664,1346,394,846,8.8,471,4.9,452,4.7,1471,,4580,348,682,169,449,9.8,192,4.2,247,5.4,605,,5037,312,665,222,398,7.9,282,5.6,201,4,866
0500000US13321,"Worth County, Georgia",21741,1500,2935,1000,2022,9.3,1283,5.9,1000,4.6,3065,,10433,772,1461,469,1033,9.9,605,5.8,511,4.9,1304,,11308,724,1481,531,995,8.8,678,6,498,4.4,1764
0500000US15001,"Hawaii County, Hawaii",182997,11712,22692,7503,15372,8.4,11529,6.3,10431,5.7,26169,,91760,5964,11837,3854,7891,8.6,5873,6.4,5322,5.8,12296,,91237,5748,10857,3741,7573,8.3,5657,6.2,5109,5.6,13868
0500000US15003,"Honolulu County, Hawaii",944287,61379,112370,35883,97262,10.3,71766,7.6,61379,6.5,135977,,472503,31658,57645,17955,52920,11.2,37800,8,31658,6.7,59063,,471784,29722,55199,17456,43876,9.3,33968,7.2,30194,6.4,76901
0500000US15005,"Kalawao County, Hawaii",57,0,0,0,0,0,3,5.3,2,3.5,24,,35,0,0,0,0,0,3,8.6,0,0,18,,22,0,0,0,0,0,0,0,2,9.1,6
0500000US15007,"Kauai County, Hawaii",66306,4244,8089,2785,5106,7.7,4045,6.1,3779,5.7,9747,,33379,2203,4206,1469,2670,8,2103,6.3,1936,5.8,4373,,32927,2041,3852,1284,2437,7.4,1976,6,1844,5.6,5400
0500000US15009,"Maui County, Hawaii",152907,9939,19419,6116,11621,7.6,10245,6.7,10092,6.6,18960,,76892,5152,9919,3153,5998,7.8,5152,6.7,5229,6.8,8535,,76015,4789,9502,2965,5625,7.4,5093,6.7,4865,6.4,10414
0500000US16001,"Ada County, Idaho",388174,28337,58226,16303,35712,9.2,29501,7.6,28337,7.3,39594,,194560,14397,29768,8561,18289,9.4,14981,7.7,14592,7.5,17316,,193614,13940,28268,7938,17425,9,14327,7.4,13747,7.1,22266
0500000US16003,"Adams County, Idaho",3980,159,450,159,155,3.9,111,2.8,251,6.3,899,,2058,74,210,78,111,5.4,41,2,113,5.5,490,,1922,85,240,81,46,2.4,71,3.7,138,7.2,407
0500000US16005,"Bannock County, Idaho",81730,6865,12178,3187,10870,13.3,6293,7.7,5639,6.9,8990,,40588,3491,6251,1745,5439,13.4,3247,8,2922,7.2,3978,,41142,3333,5924,1481,5431,13.2,3045,7.4,2715,6.6,5019
0500000US16007,"Bear Lake County, Idaho",6013,397,968,295,409,6.8,277,4.6,349,5.8,1082,,2986,197,472,149,194,6.5,149,5,170,5.7,517,,3027,203,493,142,212,7,127,4.2,176,5.8,566
0500000US16009,"Benewah County, Idaho",9293,576,1245,409,651,7,381,4.1,437,4.7,1626,,4762,300,667,233,338,7.1,205,4.3,195,4.1,829,,4531,272,580,177,313,6.9,177,3.9,240,5.3,797
0500000US16011,"Bingham County, Idaho",45002,4230,8100,2385,3960,8.8,2790,6.2,2790,6.2,5085,,22460,2089,4200,1190,2044,9.1,1348,6,1393,6.2,2403,,22542,2164,3922,1195,1916,8.5,1443,6.4,1398,6.2,2682
0500000US16013,"Blaine County, Idaho",21354,1431,2797,918,1431,6.7,1174,5.5,1431,6.7,2370,,11122,812,1468,567,767,6.9,612,5.5,734,6.6,1235,,10232,624,1330,348,675,6.6,563,5.5,686,6.7,1126
0500000US16015,"Boise County, Idaho",7094,305,951,305,383,5.4,241,3.4,291,4.1,1036,,3706,170,482,148,193,5.2,130,3.5,152,4.1,578,,3388,136,468,159,186,5.5,108,3.2,142,4.2,461
0500000US16017,"Bonner County, Idaho",40849,2124,5024,1757,2492,6.1,1920,4.7,2328,5.7,6863,,20536,1109,2526,945,1335,6.5,986,4.8,1150,5.6,3368,,20313,1016,2498,813,1178,5.8,934,4.6,1178,5.8,3474
0500000US16019,"Bonneville County, Idaho",102422,9833,17207,5019,9013,8.8,7682,7.5,7170,7,11062,,51051,5054,8883,2604,4492,8.8,3829,7.5,3676,7.2,4901,,51371,4829,8373,2414,4521,8.8,3853,7.5,3493,6.8,6165
0500000US16021,"Boundary County, Idaho",10845,651,1518,607,640,5.9,542,5,466,4.3,1789,,5457,355,748,333,355,6.5,262,4.8,289,5.3,928,,5388,296,770,275,286,5.3,275,5.1,183,3.4,862
0500000US16023,"Butte County, Idaho",2848,179,447,137,165,5.8,148,5.2,159,5.6,550,,1363,85,236,49,64,4.7,45,3.3,99,7.3,273,,1485,97,212,88,101,6.8,104,7,59,4,278
0500000US16025,"Camas County, Idaho",1235,70,165,72,91,7.4,44,3.6,59,4.8,141,,686,48,118,38,79,11.5,18,2.6,32,4.7,70,,549,23,48,34,13,2.4,27,4.9,27,4.9,71
0500000US16027,"Canyon County, Idaho",186620,17169,32659,8958,17729,9.5,13063,7,13250,7.1,19782,,92636,8893,16674,4632,8893,9.6,6392,6.9,6670,7.2,8893,,93984,8365,15977,4323,8741,9.3,6579,7,6579,7,10996
0500000US16029,"Caribou County, Idaho",6893,565,1041,331,427,6.2,379,5.5,469,6.8,1082,,3528,268,568,176,236,6.7,183,5.2,254,7.2,497,,3365,299,474,155,192,5.7,192,5.7,219,6.5,589
0500000US16031,"Cassia County, Idaho",22491,2092,4048,1215,1934,8.6,1394,6.2,1282,5.7,2811,,11340,1100,2064,624,1077,9.5,658,5.8,646,5.7,1225,,11151,1004,1996,591,847,7.6,736,6.6,636,5.7,1595
0500000US16033,"Clark County, Idaho",847,106,101,36,67,7.9,45,5.3,38,4.5,125,,442,70,53,17,31,7,21,4.8,5,1.1,70,,405,36,48,19,36,8.9,24,5.9,33,8.1,55
0500000US16035,"Clearwater County, Idaho",8753,333,884,324,525,6,420,4.8,455,5.2,1891,,4746,185,479,161,308,6.5,275,5.8,275,5.8,959,,4007,148,401,164,212,5.3,144,3.6,180,4.5,930
0500000US16037,"Custer County, Idaho",4313,229,466,224,259,6,233,5.4,194,4.5,729,,2304,106,302,122,129,5.6,143,6.2,97,4.2,353,,2009,125,167,102,129,6.4,90,4.5,98,4.9,374
0500000US16039,"Elmore County, Idaho",26744,2487,3931,1257,3423,12.8,2300,8.6,1712,6.4,2648,,13858,1330,2023,610,1996,14.4,1109,8,887,6.4,1220,,12886,1147,1907,631,1417,11,1173,9.1,812,6.3,1417
0500000US16041,"Franklin County, Idaho",12650,1189,2543,708,923,7.3,696,5.5,810,6.4,1619,,6450,619,1322,368,503,7.8,348,5.4,406,6.3,748,,6200,577,1221,341,422,6.8,341,5.5,403,6.5,868
0500000US16043,"Fremont County, Idaho",13133,1156,2219,722,985,7.5,946,7.2,801,6.1,1812,,6737,559,1152,350,519,7.7,492,7.3,472,7,909,,6396,595,1068,371,473,7.4,448,7,333,5.2,902
0500000US16045,"Gem County, Idaho",16783,1057,2232,873,1192,7.1,839,5,806,4.8,3038,,8464,601,1219,457,592,7,440,5.2,406,4.8,1464,,8319,449,1015,416,599,7.2,399,4.8,408,4.9,1581
0500000US16047,"Gooding County, Idaho",15285,1238,2522,734,1284,8.4,917,6,887,5.8,2369,,7884,646,1325,363,710,9,489,6.2,465,5.9,1135,,7401,585,1199,377,577,7.8,429,5.8,422,5.7,1236
0500000US16049,"Idaho County, Idaho",16108,838,1885,660,983,6.1,709,4.4,709,4.4,3383,,8370,444,963,318,603,7.2,427,5.1,393,4.7,1733,,7738,402,921,348,379,4.9,286,3.7,317,4.1,1640
0500000US16051,"Jefferson County, Idaho",25291,2656,4932,1315,1973,7.8,1720,6.8,1897,7.5,2453,,12716,1335,2467,725,1017,8,839,6.6,941,7.4,1144,,12575,1320,2477,591,968,7.7,868,6.9,956,7.6,1295
0500000US16053,"Jerome County, Idaho",21794,2092,3640,1068,2049,9.4,1526,7,1373,6.3,2376,,11102,1055,1832,566,1099,9.9,799,7.2,722,6.5,1144,,10692,1037,1807,513,962,9,716,6.7,652,6.1,1240
0500000US16055,"Kootenai County, Idaho",137178,8779,19205,6036,11797,8.6,8505,6.2,7819,5.7,19616,,67566,4527,9865,3108,6013,8.9,4122,6.1,3851,5.7,9054,,69612,4316,9328,2924,5708,8.2,4386,6.3,4037,5.8,10581
0500000US16057,"Latah County, Idaho",36932,1957,3730,1145,9713,26.3,2955,8,2031,5.5,3693,,19124,956,1989,612,5336,27.9,1568,8.2,1052,5.5,1721,,17808,1033,1727,534,4363,24.5,1407,7.9,979,5.5,1994
0500000US16059,"Lemhi County, Idaho",7895,418,813,316,466,5.9,308,3.9,339,4.3,1761,,4000,216,436,176,232,5.8,164,4.1,180,4.5,884,,3895,206,382,140,238,6.1,144,3.7,164,4.2,876
0500000US16061,"Lewis County, Idaho",3785,204,413,208,257,6.8,155,4.1,144,3.8,848,,1893,102,206,93,172,9.1,76,4,76,4,398,,1892,102,206,115,87,4.6,79,4.2,68,3.6,450
0500000US16063,"Lincoln County, Idaho",5106,429,955,209,541,10.6,286,5.6,317,6.2,500,,2641,227,425,135,293,11.1,158,6,190,7.2,248,,2465,202,530,74,247,10,131,5.3,128,5.2,251
0500000US16065,"Madison County, Idaho",36984,3440,4623,1405,13869,37.5,3513,9.5,1516,4.1,2071,,17789,1850,2384,729,5746,32.3,2224,12.5,747,4.2,925,,19195,1593,2265,691,8139,42.4,1286,6.7,768,4,1133
0500000US16067,"Minidoka County, Idaho",19740,1619,3119,1066,1638,8.3,1145,5.8,1165,5.9,2922,,9990,849,1618,559,899,9,539,5.4,629,6.3,1379,,9750,770,1511,497,741,7.6,595,6.1,546,5.6,1550
0500000US16069,"Nez Perce County, Idaho",39088,2228,4769,1524,3792,9.7,2502,6.4,2267,5.8,6919,,19381,1221,2384,872,1899,9.8,1260,6.5,1202,6.2,3120,,19707,985,2404,650,1892,9.6,1261,6.4,1064,5.4,3823
0500000US16071,"Oneida County, Idaho",4225,342,693,203,266,6.3,186,4.4,220,5.2,714,,2183,159,386,166,135,6.2,92,4.2,122,5.6,334,,2042,182,306,37,133,6.5,96,4.7,98,4.8,384
0500000US16073,"Owyhee County, Idaho",11449,870,1901,595,1053,9.2,515,4.5,721,6.3,1534,,5921,438,971,385,568,9.6,278,4.7,385,6.5,711,,5528,426,929,210,481,8.7,238,4.3,332,6,824
0500000US16075,"Payette County, Idaho",22596,1740,3593,1152,1762,7.8,1220,5.4,1446,6.4,3389,,11205,852,1871,616,852,7.6,639,5.7,672,6,1591,,11391,888,1720,535,911,8,570,5,775,6.8,1800
0500000US16077,"Power County, Idaho",7671,660,1304,399,729,9.5,384,5,506,6.6,905,,3878,334,593,225,388,10,213,5.5,302,7.8,430,,3793,330,713,174,338,8.9,167,4.4,205,5.4,474
0500000US16079,"Shoshone County, Idaho",12849,617,1478,604,784,6.1,617,4.8,578,4.5,2493,,6483,318,771,337,428,6.6,337,5.2,292,4.5,1186,,6366,299,713,261,356,5.6,286,4.5,293,4.6,1311
0500000US16081,"Teton County, Idaho",9786,910,1527,401,597,6.1,832,8.5,861,8.8,626,,5195,442,790,291,338,6.5,405,7.8,452,8.7,322,,4591,473,735,110,257,5.6,432,9.4,413,9,312
0500000US16083,"Twin Falls County, Idaho",76129,6166,11343,3197,7537,9.9,5405,7.1,4796,6.3,10582,,37635,3086,5758,1618,3726,9.9,2785,7.4,2484,6.6,4704,,38494,3080,5582,1578,3811,9.9,2618,6.8,2310,6,5851
0500000US16085,"Valley County, Idaho",9877,533,1096,336,602,6.1,474,4.8,583,5.9,1570,,5104,296,541,168,322,6.3,260,5.1,311,6.1,806,,4773,234,554,167,277,5.8,215,4.5,272,5.7,764
0500000US16087,"Washington County, Idaho",10153,538,1411,508,548,5.4,518,5.1,508,5,1970,,5069,294,730,299,289,5.7,253,5,294,5.8,923,,5084,239,686,208,259,5.1,259,5.1,214,4.2,1052
0500000US17001,"Adams County, Illinois",67045,4157,8649,2682,5967,8.9,4023,6,3755,5.6,11733,,32594,2053,4433,1402,3096,9.5,1923,5.9,1858,5.7,4954,,34451,2136,4203,1275,2894,8.4,2102,6.1,1895,5.5,6787
0500000US17003,"Alexander County, Illinois",8314,582,989,341,856,10.3,374,4.5,457,5.5,1422,,4051,340,344,130,486,12,174,4.3,211,5.2,624,,4263,239,644,209,367,8.6,196,4.6,252,5.9,793
0500000US17005,"Bond County, Illinois",17849,1071,2088,714,2285,12.8,946,5.3,982,5.5,2767,,9036,497,1102,398,1247,13.8,488,5.4,470,5.2,1166,,8813,582,987,308,1040,11.8,467,5.3,511,5.8,1604
0500000US17007,"Boone County, Illinois",54084,3894,9086,2812,4381,8.1,2704,5,3299,6.1,6057,,27109,2060,4581,1464,2386,8.8,1328,4.9,1545,5.7,2711,,26975,1807,4505,1349,1969,7.3,1349,5,1753,6.5,3372
0500000US17009,"Brown County, Illinois",6897,276,628,207,662,9.6,628,9.1,697,10.1,848,,4381,131,311,101,491,11.2,478,10.9,548,12.5,368,,2516,141,317,106,176,7,153,6.1,151,6,476
0500000US17011,"Bureau County, Illinois",34963,2063,4475,1538,2482,7.1,1888,5.4,1923,5.5,6293,,17037,1022,2266,852,1278,7.5,954,5.6,971,5.7,2675,,17926,1058,2223,699,1219,6.8,932,5.2,950,5.3,3639
0500000US17013,"Calhoun County, Illinois",5093,270,626,199,372,7.3,239,4.7,250,4.9,1014,,2545,143,316,79,206,8.1,127,5,125,4.9,466,,2548,130,311,117,166,6.5,112,4.4,125,4.9,548
0500000US17015,"Carroll County, Illinois",15474,743,1795,650,1037,6.7,743,4.8,727,4.7,3311,,7716,386,926,340,563,7.3,417,5.4,378,4.9,1489,,7758,357,877,318,481,6.2,326,4.2,357,4.6,1823
0500000US17017,"Cass County, Illinois",13639,777,2059,600,1118,8.2,846,6.2,791,5.8,2087,,6923,450,1052,325,658,9.5,422,6.1,429,6.2,879,,6716,322,1001,269,463,6.9,423,6.3,369,5.5,1216
0500000US17019,"Champaign County, Illinois",199443,11368,20543,6582,49262,24.7,16354,8.2,12764,6.4,19944,,99670,5681,10366,3488,26014,26.1,8472,8.5,6479,6.5,8472,,99773,5687,10077,3193,23147,23.2,7882,7.9,6286,6.3,11474
0500000US17021,"Christian County, Illinois",34897,2059,4257,1466,2896,8.3,1954,5.6,1954,5.6,6142,,17659,1024,2207,777,1589,9,1007,5.7,1024,5.8,2614,,17238,1034,2051,690,1327,7.7,931,5.4,948,5.5,3517
0500000US17023,"Clark County, Illinois",16442,888,2170,723,1250,7.6,888,5.4,839,5.1,2960,,8047,451,1086,394,636,7.9,459,5.7,410,5.1,1223,,8395,437,1091,327,613,7.3,437,5.2,420,5,1729
0500000US17025,"Clay County, Illinois",13862,887,1788,541,1040,7.5,790,5.7,707,5.1,2467,,6730,451,888,269,518,7.7,377,5.6,350,5.2,1010,,7132,428,899,278,514,7.2,414,5.8,357,5,1462
0500000US17027,"Clinton County, Illinois",37577,2142,4847,1578,3156,8.4,2443,6.5,2518,6.7,5486,,19384,1144,2462,756,1725,8.9,1434,7.4,1454,7.5,2307,,18193,1019,2401,837,1419,7.8,1019,5.6,1073,5.9,3184
0500000US17029,"Coles County, Illinois",53684,2738,5422,1664,13045,24.3,3167,5.9,2631,4.9,7462,,25738,1390,2805,875,6023,23.4,1596,6.2,1364,5.3,3063,,27946,1341,2627,782,7014,25.1,1565,5.6,1286,4.6,4415
0500000US17031,"Cook County, Illinois",5182969,342076,673786,217685,513114,9.9,435369,8.4,393906,7.6,616773,,2509506,175665,343802,112928,255970,10.2,215818,8.6,195741,7.8,250951,,2673463,168428,331509,106939,256652,9.6,221897,8.3,195163,7.3,366264
0500000US17033,"Crawford County, Illinois",19850,1012,2283,873,1826,9.2,1092,5.5,1052,5.3,3454,,10063,513,1137,483,1016,10.1,614,6.1,553,5.5,1429,,9787,499,1135,391,803,8.2,489,5,499,5.1,2026
0500000US17035,"Cumberland County, Illinois",11073,698,1462,465,908,8.2,609,5.5,642,5.8,1838,,5512,358,711,248,474,8.6,292,5.3,342,6.2,783,,5561,334,751,217,428,7.7,323,5.8,300,5.4,1051
0500000US17037,"DeKalb County, Illinois",104684,6490,12876,3769,22716,21.7,7747,7.4,6490,6.2,10050,,52260,3345,6637,1881,11393,21.8,4129,7.9,3345,6.4,4233,,52424,3145,6238,1940,11271,21.5,3617,6.9,3093,5.9,5819
0500000US17039,"De Witt County, Illinois",16635,932,2063,699,1231,7.4,948,5.7,965,5.8,2828,,8260,512,1041,355,677,8.2,463,5.6,504,6.1,1206,,8375,419,1022,343,561,6.7,477,5.7,469,5.6,1616
0500000US17041,"Douglas County, Illinois",19958,1437,2934,798,1637,8.2,1197,6,1237,6.2,3113,,9806,735,1510,392,834,8.5,618,6.3,628,6.4,1285,,10152,690,1421,406,802,7.9,579,5.7,609,6,1817
0500000US17043,"DuPage County, Illinois",914224,57596,128906,42054,77709,8.5,59425,6.5,57596,6.3,104222,,448461,29150,65924,21975,40810,9.1,30495,6.8,28702,6.4,43501,,465763,27946,63344,20494,37261,8,29343,6.3,28412,6.1,60083
0500000US17045,"Edgar County, Illinois",18658,1101,2314,746,1399,7.5,1026,5.5,1045,5.6,3433,,9059,544,1141,371,743,8.2,516,5.7,534,5.9,1386,,9599,557,1161,384,653,6.8,509,5.3,509,5.3,2045
0500000US17047,"Edwards County, Illinois",6693,375,897,288,489,7.3,328,4.9,355,5.3,1198,,3319,209,441,166,262,7.9,176,5.3,179,5.4,491,,3374,165,455,121,223,6.6,152,4.5,179,5.3,705
0500000US17049,"Effingham County, Illinois",34229,2225,4758,1575,2944,8.6,2122,6.2,1985,5.8,5169,,17012,1191,2535,834,1531,9,1089,6.4,1021,6,2127,,17217,1050,2204,758,1412,8.2,1016,5.9,981,5.7,3047
0500000US17051,"Fayette County, Illinois",22051,1279,2800,904,1985,9,1433,6.5,1367,6.2,3528,,11500,633,1392,460,1127,9.8,828,7.2,782,6.8,1530,,10551,644,1403,454,844,8,601,5.7,570,5.4,2005
0500000US17053,"Ford County, Illinois",14088,803,1916,606,972,6.9,733,5.2,803,5.7,2634,,6818,409,989,300,525,7.7,361,5.3,389,5.7,1036,,7270,400,923,305,443,6.1,378,5.2,414,5.7,1599
0500000US17055,"Franklin County, Illinois",39540,2333,5101,1621,3124,7.9,2135,5.4,2254,5.7,7236,,19363,1239,2653,852,1588,8.2,1065,5.5,1104,5.7,3117,,20177,1069,2441,787,1533,7.6,1090,5.4,1170,5.8,4136
0500000US17057,"Fulton County, Illinois",37122,1967,4418,1411,2896,7.8,2264,6.1,2376,6.4,6682,,19037,1009,2265,742,1618,8.5,1275,6.7,1275,6.7,2875,,18085,959,2170,651,1266,7,1013,5.6,1085,6,3816
0500000US17059,"Gallatin County, Illinois",5685,347,642,222,415,7.3,324,5.7,279,4.9,1160,,2795,190,327,112,215,7.7,168,6,131,4.7,523,,2890,159,315,107,202,7,153,5.3,147,5.1,639
0500000US17061,"Greene County, Illinois",13911,779,1781,598,1113,8,765,5.5,807,5.8,2393,,7035,394,915,310,577,8.2,436,6.2,422,6,1069,,6876,385,860,296,529,7.7,330,4.8,392,5.7,1327
0500000US17063,"Grundy County, Illinois",49460,3611,7518,2275,3858,7.8,3215,6.5,3462,7,5441,,24570,1892,3882,1155,1941,7.9,1572,6.4,1720,7,2359,,24890,1693,3659,1145,1917,7.7,1643,6.6,1742,7,3086
0500000US17065,"Hamilton County, Illinois",8441,498,1097,346,591,7,490,5.8,464,5.5,1663,,4132,269,583,186,285,6.9,244,5.9,236,5.7,698,,4309,228,513,159,306,7.1,250,5.8,233,5.4,961
0500000US17067,"Hancock County, Illinois",19155,1073,2299,785,1322,6.9,1015,5.3,977,5.1,3774,,9404,545,1157,404,696,7.4,508,5.4,498,5.3,1636,,9751,527,1141,380,634,6.5,507,5.2,488,5,2135
0500000US17069,"Hardin County, Illinois",4357,257,549,122,253,5.8,340,7.8,209,4.8,915,,2278,150,280,80,116,5.1,141,6.2,114,5,444,,2079,108,270,40,135,6.5,200,9.6,96,4.6,474
0500000US17071,"Henderson County, Illinois",7379,317,849,303,487,6.6,369,5,332,4.5,1505,,3649,164,412,142,259,7.1,197,5.4,175,4.8,686,,3730,157,433,160,228,6.1,172,4.6,157,4.2,817
