GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_007E,S0101_C01_008E,S0101_C01_008E,S0101_C01_028E,,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_022E,S0101_C02_007E,S0101_C02_007E,S0101_C02_008E,S0101_C02_008E,S0101_C02_028E,,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_022E,S0101_C03_007E,S0101_C03_007E,S0101_C03_008E,S0101_C03_008E,S0101_C03_028E
Geography,Geographic Area Name,Total!!Estimate!!Total population,Total!!Estimate!!AGE!!Under 5 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!30 to 34 years,Total!!Estimate!!AGE!!30 to 34 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,,Male!!Estimate!!Total population,Male!!Estimate!!AGE!!Under 5 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!30 to 34 years,Male!!Estimate!!AGE!!30 to 34 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,,Female!!Estimate!!Total population,Female!!Estimate!!AGE!!Under 5 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!30 to 34 years,Female!!Estimate!!AGE!!30 to 34 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over
0100000US,United States,306603772,20235849,40778302,13183962,30660377,10,20849056,6.8,19622641,6.4,39551887,,150740216,10250335,20952890,6632570,15676982,10.4,10551815,7,9948854,6.6,17033644,,155863556,9819404,19950535,6390406,14962901,9.6,10442858,6.7,9819404,6.3,22600216
0400000US01,Alabama,4747424,303835,626660,199392,479490,10.1,308583,6.5,294340,6.2,645650,,2302958,154298,320111,103633,239508,10.4,151995,6.6,142783,6.2,271749,,2444466,149112,308003,97779,237113,9.7,156446,6.4,149112,6.1,374003
0400000US02,Alaska,700703,52553,100901,32933,75676,10.8,52553,7.5,45546,6.5,52553,,363548,27266,51987,17087,41444,11.4,27630,7.6,23631,6.5,25448,,337155,25287,48887,15846,34390,10.2,24949,7.4,22252,6.6,27310
0400000US04,Arizona,6337373,462628,887232,272507,627400,9.9,449953,7.1,411929,6.5,861883,,3152339,236425,453937,138703,324691,10.3,230121,7.3,211207,6.7,390890,,3185034,226137,436350,130586,302578,9.5,216582,6.8,200657,6.3,468200
0400000US05,Arkansas,2895928,196923,390950,118733,283801,9.8,194027,6.7,179548,6.2,414118,,1421287,100911,200401,61115,143550,10.1,95226,6.7,90962,6.4,179082,,1474641,95852,191703,57511,140091,9.5,97326,6.6,88478,6,234468
0400000US06,California,36969200,2550875,5064780,1663614,3881766,10.5,2735721,7.4,2550875,6.9,4177520,,18387718,1305528,2592668,864223,2022649,11,1397467,7.6,1287140,7,1801996,,18581482,1244959,2489919,817585,1858148,10,1337867,7.2,1244959,6.7,2359848
0400000US08,Colorado,4966061,342658,670418,203609,486674,9.8,367489,7.4,352590,7.1,536335,,2489370,174256,341044,104554,253916,10.2,186703,7.5,181724,7.3,236490,,2476691,165938,326923,96591,232809,9.4,178322,7.2,168415,6.8,299680
0400000US09,Connecticut,3558172,202816,462562,153001,323794,9.1,209932,5.9,206374,5.8,498144,,1731389,103883,237200,77913,166213,9.6,105615,6.1,102152,5.9,209498,,1826783,98646,226521,74898,157103,8.6,104127,5.7,104127,5.7,290458
0400000US10,Delaware,890856,56124,113139,36525,89086,10,57906,6.5,52561,5.9,126502,,432225,28527,57486,19018,44951,10.4,28527,6.6,25934,6,55325,,458631,27518,55036,17428,44487,9.7,29352,6.4,27059,5.9,71088
0400000US11,District of Columbia,593955,33261,52268,17225,83154,14,65929,11.1,53456,9,67711,,280675,16841,26103,8701,37610,13.4,30594,10.9,25822,9.2,27225,,313280,16291,26002,8772,45739,14.6,35401,11.3,27569,8.8,40726
0400000US12,Florida,18688787,1083950,2205277,728863,1738057,9.3,1177394,6.3,1102638,5.9,3214471,,9138819,548329,1124075,374692,886465,9.7,594023,6.5,548329,6,1425656,,9549968,525248,1079146,353349,840397,8.8,582548,6.1,553898,5.8,1785844
0400000US13,Georgia,9600612,691244,1372888,422427,969662,10.1,672043,7,652842,6.8,1008064,,4691368,351853,699014,215803,497285,10.6,328396,7,323704,6.9,422223,,4909244,338738,672566,206188,471287,9.6,343647,7,333829,6.8,584200
0400000US15,Hawaii,1346554,87526,162933,52516,129269,9.6,96952,7.2,86179,6.4,191211,,674569,45196,83647,26983,69481,10.3,50593,7.5,43847,6.5,84321,,671985,42335,79294,25535,59135,8.8,47039,7,41663,6.2,106846
0400000US16,Idaho,1549987,119349,234048,69749,154999,10,105399,6.8,100749,6.5,189098,,776969,61381,120430,36518,79251,10.2,53611,6.9,51280,6.6,87021,,773018,58749,114407,33240,76529,9.9,51792,6.7,48700,6.3,102038
0400000US17,Illinois,12790182,844152,1739465,562768,1253438,9.8,908103,7.1,856942,6.7,1585983,,6272579,426535,890706,288539,639803,10.2,451626,7.2,432808,6.9,664893,,6517603,410609,853806,273739,606137,9.3,449715,6.9,430162,6.6,925500
0400000US18,Indiana,6454254,432435,890687,277533,651880,10.1,419527,6.5,406618,6.3,832599,,3175252,222268,457236,142886,330226,10.4,212742,6.7,203216,6.4,352453,,3279002,213135,436107,134439,321342,9.8,209856,6.4,200019,6.1,478734
0400000US19,Iowa,3032266,200130,400259,127355,306259,10.1,194065,6.4,181936,6,451808,,1498400,101891,205281,64431,157332,10.5,98894,6.6,92901,6.2,190297,,1533866,98167,194801,61355,150319,9.8,95100,6.2,88964,5.8,259223
0400000US20,Kansas,2830985,201000,396338,118901,288760,10.2,192507,6.8,175521,6.2,370859,,1403192,102433,203463,61740,150142,10.7,98223,7,89804,6.4,158561,,1427793,98518,192752,58540,139924,9.8,95662,6.7,87095,6.1,212741
0400000US21,Kentucky,4316040,280543,565401,176958,414340,9.6,284859,6.6,276227,6.4,569717,,2120101,142047,290454,91164,209890,9.9,142047,6.7,139927,6.6,243812,,2195939,136148,276688,85642,202026,9.2,142736,6.5,138344,6.3,327195
0400000US22,Louisiana,4484596,309437,609905,192838,475367,10.6,322891,7.2,282530,6.3,547121,,2193423,157926,311466,98704,236890,10.8,162313,7.4,140379,6.4,232503,,2291173,151217,297852,93938,235991,10.3,162673,7.1,142053,6.2,316182
0400000US23,Maine,1328543,69084,155440,53142,116912,8.8,73070,5.5,71741,5.4,207253,,650339,35769,79341,27314,59831,9.2,35769,5.5,35118,5.4,90397,,678204,33232,75281,25772,56969,8.4,36623,5.4,36623,5.4,117329
0400000US24,Maryland,5736545,367139,745751,246671,550708,9.6,390085,6.8,361402,6.3,694122,,2774785,185911,380146,124865,283028,10.2,191460,6.9,174811,6.3,294127,,2961760,177706,364296,118470,269520,9.1,198438,6.7,186591,6.3,399838
0400000US25,Massachusetts,6512227,364685,794492,260489,670759,10.3,436319,6.7,403758,6.2,892175,,3150111,189007,406364,135455,333912,10.6,214208,6.8,198457,6.3,368563,,3362116,178192,386643,127760,336212,10,218538,6.5,205089,6.1,521128
0400000US26,Michigan,9920621,605158,1329363,446428,972221,9.8,595237,6,575396,5.8,1339284,,4867629,306661,681468,228779,496498,10.2,296925,6.1,287190,5.9,574380,,5052992,293074,651836,217279,480034,9.5,298127,5.9,293074,5.8,768055
0400000US27,Minnesota,5278190,353639,701999,221684,506706,9.6,369473,7,337804,6.4,670330,,2620590,180821,361641,115306,259438,9.9,186062,7.1,172959,6.6,293506,,2657600,172744,342830,108962,249814,9.4,180717,6.8,167429,6.3,380037
0400000US28,Mississippi,2956700,209926,416895,130095,307497,10.4,198099,6.7,183315,6.2,375501,,1434572,107593,212317,65990,154934,10.8,96116,6.7,90378,6.3,156368,,1522128,101983,203965,65452,152213,10,100460,6.6,94372,6.2,219186
0400000US29,Missouri,5955802,387127,786166,250144,589624,9.9,399039,6.7,369260,6.2,827856,,2915275,198239,402308,128272,297358,10.2,198239,6.8,183662,6.3,352748,,3040527,188513,383106,121621,291891,9.6,200675,6.6,182432,6,471282
0400000US30,Montana,982854,60937,122857,40297,96320,9.8,61920,6.3,57988,5.9,143497,,492668,31038,63062,20199,49759,10.1,32516,6.6,29560,6,66018,,490186,29901,59313,19607,46568,9.5,29901,6.1,27941,5.7,77449
0400000US31,Nebraska,1813061,130540,248389,76149,184932,10.2,125101,6.9,114223,6.3,244763,,898314,66475,126662,39526,94323,10.5,63780,7.1,58390,6.5,104204,,914747,64032,121661,37505,89645,9.8,61288,6.7,56714,6.2,139042
0400000US32,Nevada,2673396,189811,363582,109609,245952,9.2,197831,7.4,187138,7,315461,,1350934,97267,185078,56739,126988,9.4,99969,7.4,95916,7.1,148603,,1322462,92572,177210,54221,119022,9,96540,7.3,91250,6.9,166630
0400000US33,New Hampshire,1315911,71059,164489,55268,123696,9.4,72375,5.5,72375,5.5,175016,,649547,36375,84441,28580,62357,9.6,36375,5.6,35725,5.5,77296,,666364,34651,79964,27321,61305,9.2,35317,5.3,35984,5.4,97956
0400000US34,New Jersey,8753064,542690,1155404,376382,761517,8.7,551443,6.3,551443,6.3,1172911,,4261485,276997,588085,191767,392057,9.2,276997,6.5,276997,6.5,485809,,4491579,265003,561447,179663,363818,8.1,273986,6.1,278478,6.2,687212
0400000US35,New Mexico,2037136,144637,283162,89634,205751,10.1,138525,6.8,124265,6.1,266865,,1005646,73412,142802,45254,105593,10.5,70395,7,62350,6.2,119672,,1031490,70141,139251,43323,99023,9.6,67047,6.5,60858,5.9,146472
0400000US36,New York,19302448,1158147,2393504,810703,1949547,10.1,1370474,7.1,1273962,6.6,2586528,,9341547,588517,1223743,411028,990204,10.6,672591,7.2,625884,6.7,1074278,,9960901,567771,1165425,388475,966207,9.7,697263,7,647459,6.5,1524018
0400000US37,North Carolina,9418736,631055,1252692,386168,923036,9.8,612218,6.5,621637,6.6,1205598,,4588579,321201,642401,197309,472624,10.3,302846,6.6,307435,6.7,509332,,4830157,304300,613430,183546,454035,9.4,313960,6.5,313960,6.5,695543
0400000US38,North Dakota,666783,42674,79347,26005,82681,12.4,46675,7,40007,6,96684,,336763,21890,40748,13807,43779,13,24920,7.4,21216,6.3,42095,,330020,20791,38942,12211,38942,11.8,21451,6.5,19141,5.8,54783
0400000US39,Ohio,11525536,726109,1532896,495598,1094926,9.5,737634,6.4,680007,5.9,1602050,,5624513,365593,781807,253103,551202,9.8,365593,6.5,343095,6.1,674942,,5901023,354061,749430,241942,542894,9.2,365863,6.2,342259,5.8,932362
0400000US40,Oklahoma,3714520,260016,505175,156010,382596,10.3,260016,7,234015,6.3,497746,,1838148,132347,261017,79040,196682,10.7,132347,7.2,119480,6.5,216901,,1876372,127593,245805,75055,185761,9.9,127593,6.8,114459,6.1,281456
0400000US41,Oregon,3801991,235723,479051,152080,357387,9.4,262337,6.9,254733,6.7,520873,,1882081,120453,244671,77165,182562,9.7,131746,7,129864,6.9,231496,,1919910,115195,234229,72957,176632,9.2,130554,6.8,124794,6.5,289906
0400000US42,Pennsylvania,12660739,721662,1557271,519090,1240752,9.8,772305,6.1,721662,5.7,1949754,,6167949,370077,795665,271390,629131,10.2,388581,6.3,357741,5.8,814169,,6492790,357103,759656,253219,616815,9.5,389567,6,363596,5.6,1129745
0400000US44,Rhode Island,1053959,57968,126475,42158,119097,11.3,66399,6.3,61130,5.8,150716,,508799,30019,64617,21878,59529,11.7,33072,6.5,30019,5.9,61565,,545160,28348,61603,20716,59422,10.9,33255,6.1,31074,5.7,89406
0400000US45,South Carolina,4575864,297431,590286,187610,471314,10.3,302007,6.6,283704,6.2,617742,,2227017,151437,300647,95762,240518,10.8,149210,6.7,140302,6.3,265015,,2348847,147977,288908,91605,230187,9.8,152675,6.5,143280,6.1,349978
0400000US46,South Dakota,807697,57346,108231,33923,82385,10.2,54116,6.7,47654,5.9,115501,,404695,29947,55848,17807,42088,10.4,28329,7,24282,6,50587,,403002,27807,52793,16523,39897,9.9,25792,6.4,23374,5.8,65286
0400000US47,Tennessee,6297991,403071,825037,258218,598309,9.5,421965,6.7,403071,6.4,837633,,3070555,205727,423737,132034,300914,9.8,208798,6.8,199586,6.5,356184,,3227436,200101,403430,125870,300152,9.3,213011,6.6,203328,6.3,480888
0400000US48,Texas,24774187,1932387,3740902,1114838,2551741,10.3,1833290,7.4,1734193,7,2551741,,12291119,983290,1905123,577683,1315150,10.7,921834,7.5,872669,7.1,1106201,,12483068,936230,1822528,536772,1235824,9.9,898781,7.2,861332,6.9,1435553
0400000US49,Utah,2715379,257961,464330,127623,320415,11.8,225376,8.3,209084,7.7,244384,,1364170,132324,238730,66844,160972,11.8,115954,8.5,107769,7.9,110498,,1351209,125662,225652,62156,160794,11.9,110799,8.2,101341,7.5,133770
0400000US50,Vermont,624958,31873,72495,25623,65621,10.5,34373,5.5,34373,5.5,89369,,308125,16639,37591,13249,33894,11,17255,5.6,16947,5.5,39440,,316833,15525,35168,12356,31683,10,17426,5.5,17109,5.4,50060
0400000US51,Virginia,7926192,507276,1014553,317048,800545,10.1,546907,6.9,523129,6.6,959069,,3891319,256827,521437,163435,412480,10.6,276284,7.1,256827,6.6,408588,,4034873,250162,496289,157360,387348,9.6,274371,6.8,262267,6.5,544708
0400000US53,Washington,6652845,432435,858217,272767,645326,9.7,479005,7.2,445741,6.7,804994,,3314698,222085,440855,142532,334784,10.1,241973,7.3,225399,6.8,357987,,3338147,210303,420607,133526,313786,9.4,233670,7,216980,6.5,447312
0400000US54,West Virginia,1846372,103397,214179,70162,169866,9.2,108936,5.9,110782,6,293573,,908648,53610,109946,35437,88139,9.7,54519,6,56336,6.2,127211,,937724,50637,105025,33758,82520,8.8,54388,5.8,54388,5.8,166915
0400000US55,Wisconsin,5664893,356888,742101,237926,555160,9.8,362553,6.4,345558,6.1,764761,,2810744,182698,379450,123673,283885,10.1,185509,6.6,177077,6.3,331668,,2854149,174103,362477,117020,271144,9.5,179811,6.3,171249,6,436685
0400000US56,Wyoming,554697,38829,72111,22188,56579,10.2,39938,7.2,34946,6.3,68228,,282671,20070,37313,11590,30246,10.7,20635,7.3,17808,6.3,31659,,272026,18770,34819,10881,26387,9.7,19314,7.1,16866,6.2,36724
0400000US60,American Samoa,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!,,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!,,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!
0400000US66,Guam,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!,,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!,,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!
0400000US69,Commonwealth of the Northern Mariana Islands,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!,,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!,,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!
0400000US72,Puerto Rico,3742586,228298,523962,172159,381744,10.2,250753,6.7,247011,6.6,531447,,1793553,116581,267239,87884,191910,10.7,121962,6.8,118374,6.6,231368,,1949033,111095,255323,83808,189056,9.7,128636,6.6,126687,6.5,300151
0400000US78,United States Virgin Islands,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!,,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!,,null,#VALUE!,#VALUE!,#VALUE!,#VALUE!,null,#VALUE!,null,#VALUE!,null,#VALUE!
0500000US01001,"Autauga County, Alabama",53944,3560,8307,2859,4639,8.6,3129,5.8,3345,6.2,6311,,26174,1806,4188,1440,2356,9,1518,5.8,1597,6.1,2670,,27770,1750,4138,1416,2305,8.3,1611,5.8,1750,6.3,3610
0500000US01003,"Baldwin County, Alabama",179523,11130,23338,7181,13464,7.5,10233,5.7,10233,5.7,29980,,87553,5516,11820,3677,7092,8.1,5078,5.8,5078,5.8,13921,,91970,5610,11588,3495,6438,7,5242,5.7,5242,5.7,16095
0500000US01005,"Barbour County, Alabama",27546,1680,3388,1074,2479,9,1983,7.2,1846,6.7,3939,,14649,894,1729,571,1450,9.9,1172,8,1172,8,1670,,12897,774,1651,516,1032,8,800,6.2,684,5.3,2244
0500000US01007,"Bibb County, Alabama",22746,1297,3139,933,2093,9.2,1297,5.7,1433,6.3,2866,,11848,663,1469,581,877,7.4,699,5.9,770,6.5,1220,,10898,643,1656,349,1221,11.2,588,5.4,665,6.1,1646
0500000US01009,"Blount County, Alabama",57140,3600,8000,2514,4628,8.1,3486,6.1,3428,6,8228,,28357,1815,4112,1361,2382,8.4,1815,6.4,1758,6.2,3630,,28783,1785,3857,1123,2216,7.7,1698,5.9,1669,5.8,4605
0500000US01011,"Bullock County, Alabama",10877,674,1240,479,957,8.8,620,5.7,772,7.1,1447,,5948,446,666,339,589,9.9,226,3.8,434,7.3,619,,4929,222,572,138,370,7.5,399,8.1,340,6.9,828
0500000US01013,"Butler County, Alabama",20860,1356,2795,876,1731,8.3,1293,6.2,1210,5.8,3442,,9790,715,1459,460,832,8.5,587,6,548,5.6,1361,,11070,642,1351,421,897,8.1,697,6.3,653,5.9,2092
0500000US01015,"Calhoun County, Alabama",117614,7174,15172,4587,12585,10.7,7880,6.7,6822,5.8,16819,,56539,3788,7633,2375,6219,11,3788,6.7,3336,5.9,6898,,61075,3420,7512,2260,6352,10.4,4092,6.7,3542,5.8,9894
0500000US01017,"Chambers County, Alabama",34375,1994,4400,1444,2750,8,1925,5.6,2063,6,5672,,16281,1009,2247,733,1400,8.6,912,5.6,961,5.9,2279,,18094,1013,2171,724,1357,7.5,1031,5.7,1104,6.1,3402
0500000US01019,"Cherokee County, Alabama",25819,1317,3098,955,1833,7.1,1265,4.9,1523,5.9,4673,,12913,697,1653,517,943,7.3,633,4.9,723,5.6,2118,,12906,607,1445,439,891,6.9,632,4.9,800,6.2,2542
0500000US01021,"Chilton County, Alabama",43444,2998,5995,1868,3736,8.6,2607,6,2911,6.7,5908,,21434,1393,3086,1050,1950,9.1,1243,5.8,1436,6.7,2615,,22010,1607,2927,836,1783,8.1,1365,6.2,1497,6.8,3279
0500000US01023,"Choctaw County, Alabama",13953,781,1814,586,1060,7.6,642,4.6,586,4.2,2498,,6698,429,931,288,516,7.7,335,5,241,3.6,1072,,7255,348,885,305,544,7.5,305,4.2,341,4.7,1429
0500000US01025,"Clarke County, Alabama",26046,1537,3751,1328,2240,8.6,1172,4.5,1459,5.6,4089,,12586,793,2102,667,1032,8.2,642,5.1,617,4.9,1737,,13460,727,1642,646,1211,9,538,4,848,6.3,2342
0500000US01027,"Clay County, Alabama",14010,799,1835,504,1023,7.3,841,6,743,5.3,2508,,6833,389,936,266,540,7.9,396,5.8,348,5.1,1114,,7177,409,904,244,481,6.7,438,6.1,388,5.4,1400
0500000US01029,"Cleburne County, Alabama",14881,938,1964,685,1131,7.6,878,5.9,759,5.1,2351,,7395,466,1050,318,599,8.1,392,5.3,385,5.2,1057,,7486,472,906,367,532,7.1,487,6.5,374,5,1295
0500000US01031,"Coffee County, Alabama",49221,3298,6596,2018,4430,9,3396,6.9,3052,6.2,7186,,24169,1740,3311,991,2393,9.9,1716,7.1,1595,6.6,3045,,25052,1553,3282,1027,2029,8.1,1678,6.7,1428,5.7,4134
0500000US01033,"Colbert County, Alabama",54478,3105,6755,2234,4413,8.1,3105,5.7,2942,5.4,9425,,26201,1598,3537,1153,2201,8.4,1467,5.6,1415,5.4,3930,,28277,1499,3224,1103,2177,7.7,1640,5.8,1527,5.4,5486
0500000US01035,"Conecuh County, Alabama",13286,797,1754,558,1355,10.2,332,2.5,837,6.3,2365,,6555,557,852,315,669,10.2,190,2.9,236,3.6,1036,,6731,242,902,242,687,10.2,141,2.1,592,8.8,1326
0500000US01037,"Coosa County, Alabama",11303,554,1322,486,836,7.4,576,5.1,497,4.4,1797,,5775,329,699,375,410,7.1,289,5,208,3.6,820,,5528,221,625,105,426,7.7,287,5.2,293,5.3,984
0500000US01039,"Covington County, Alabama",37736,2264,4755,1547,3019,8,2075,5.5,2075,5.5,6943,,18352,1193,2478,826,1487,8.1,1009,5.5,1064,5.8,2936,,19384,1086,2268,737,1512,7.8,1047,5.4,1008,5.2,4012
0500000US01041,"Crenshaw County, Alabama",13938,850,1854,613,1129,8.1,725,5.2,781,5.6,2216,,6786,387,964,387,556,8.2,407,6,360,5.3,896,,7152,465,880,222,572,8,322,4.5,415,5.8,1330
0500000US01043,"Cullman County, Alabama",80246,4895,10592,3210,6821,8.5,4895,6.1,4895,6.1,12679,,39779,2546,5490,1710,3540,8.9,2506,6.3,2466,6.2,5450,,40467,2388,5058,1538,3278,8.1,2388,5.9,2388,5.9,7203
0500000US01045,"Dale County, Alabama",49920,3694,6689,2047,4792,9.6,3744,7.5,3395,6.8,6689,,24643,1873,3524,986,2588,10.5,1898,7.7,1700,6.9,2859,,25277,1820,3160,1036,2199,8.7,1845,7.3,1694,6.7,3817
0500000US01047,"Dallas County, Alabama",43868,3202,6405,2106,4124,9.4,2544,5.8,2369,5.4,6098,,20177,1594,3228,1029,1917,9.5,1150,5.7,1009,5,2462,,23691,1611,3198,1066,2203,9.3,1398,5.9,1350,5.7,3648
0500000US01049,"DeKalb County, Alabama",70608,5084,10168,3107,5649,8,4519,6.4,4731,6.7,9744,,35007,2591,5321,1575,2941,8.4,2275,6.5,2345,6.7,4166,,35601,2492,4842,1531,2706,7.6,2278,6.4,2385,6.7,5554
0500000US01051,"Elmore County, Alabama",78641,4797,10381,3539,7314,9.3,5033,6.4,5269,6.7,9201,,38593,2431,5249,1814,3898,10.1,2393,6.2,2663,6.9,4129,,40048,2403,5166,1682,3444,8.6,2603,6.5,2603,6.5,5086
0500000US01053,"Escambia County, Alabama",38081,2399,4798,1676,3199,8.4,2475,6.5,2590,6.8,5636,,19566,1154,2328,861,1761,9,1409,7.2,1487,7.6,2387,,18515,1241,2481,815,1426,7.7,1074,5.8,1092,5.9,3240
0500000US01055,"Etowah County, Alabama",104216,6253,13340,4481,8858,8.5,6149,5.9,6149,5.9,16362,,50481,3281,6916,2322,4442,8.8,3079,6.1,2928,5.8,6714,,53735,2955,6448,2149,4406,8.2,3063,5.7,3224,6,9619
0500000US01057,"Fayette County, Alabama",17361,955,2274,625,1406,8.1,903,5.2,920,5.3,3142,,8481,509,1170,331,721,8.5,475,5.6,449,5.3,1357,,8880,435,1110,293,684,7.7,435,4.9,471,5.3,1785
0500000US01059,"Franklin County, Alabama",31532,2176,4383,1230,2712,8.6,2050,6.5,1734,5.5,4761,,15429,1049,2114,586,1527,9.9,1095,7.1,864,5.6,2021,,16103,1127,2254,628,1176,7.3,934,5.8,886,5.5,2721
0500000US01061,"Geneva County, Alabama",26646,1572,3331,1066,2212,8.3,1386,5.2,1599,6,4636,,12960,829,1711,518,1063,8.2,739,5.7,765,5.9,1957,,13686,739,1629,561,1136,8.3,643,4.7,835,6.1,2669
0500000US01063,"Greene County, Alabama",9170,550,1302,440,990,10.8,495,5.4,422,4.6,1440,,4355,279,701,200,501,11.5,248,5.7,187,4.3,618,,4815,270,597,241,486,10.1,241,5,236,4.9,819
0500000US01065,"Hale County, Alabama",15972,942,2300,799,1422,8.9,910,5.7,878,5.5,2348,,7618,465,1158,389,724,9.5,434,5.7,411,5.4,975,,8354,468,1144,409,693,8.3,476,5.7,459,5.5,1370
0500000US01067,"Henry County, Alabama",17240,931,2172,776,1448,8.4,741,4.3,862,5,3017,,8311,515,1105,416,640,7.7,432,5.2,341,4.1,1297,,8929,420,1063,366,804,9,304,3.4,509,5.7,1714
0500000US01069,"Houston County, Alabama",100310,6620,13843,4213,8326,8.3,6520,6.5,6219,6.2,14244,,48111,3416,7120,2165,4089,8.5,3127,6.5,2935,6.1,5966,,52199,3184,6734,2140,4228,8.1,3393,6.5,3289,6.3,8247
0500000US01071,"Jackson County, Alabama",53357,3041,6883,2188,4108,7.7,2935,5.5,3201,6,8590,,26313,1605,3500,1158,2052,7.8,1526,5.8,1526,5.8,3763,,27044,1406,3408,1001,2028,7.5,1406,5.2,1650,6.1,4814
0500000US01073,"Jefferson County, Alabama",657486,44052,84816,26957,64434,9.8,48654,7.4,44052,6.7,86131,,310984,22391,42916,13683,31409,10.1,23324,7.5,21147,6.8,33897,,346502,21483,41580,13167,32918,9.5,25641,7.4,22869,6.6,52322
0500000US01075,"Lamar County, Alabama",14644,864,1889,571,1084,7.4,703,4.8,791,5.4,2592,,7058,445,960,254,572,8.1,332,4.7,381,5.4,1122,,7586,425,933,319,508,6.7,364,4.8,402,5.3,1472
0500000US01077,"Lauderdale County, Alabama",92269,5167,11257,3598,9965,10.8,5444,5.9,4890,5.3,15317,,44174,2606,5610,1855,4859,11,2695,6.1,2474,5.6,6449,,48095,2501,5627,1731,5098,10.6,2790,5.8,2405,5,8849
0500000US01079,"Lawrence County, Alabama",34250,2124,4453,1439,2946,8.6,1884,5.5,1987,5.8,4795,,16764,1039,2246,771,1559,9.3,939,5.6,1073,6.4,2129,,17486,1084,2203,664,1399,8,927,5.3,927,5.3,2693
0500000US01081,"Lee County, Alabama",137855,8409,17232,5376,29501,21.4,10063,7.3,8409,6.1,12269,,68170,4431,8794,2659,15134,22.2,5113,7.5,4090,6,5317,,69685,3972,8432,2718,14425,20.7,4878,7,4320,6.2,7038
0500000US01083,"Limestone County, Alabama",80966,5263,10768,3320,6477,8,5344,6.6,5263,6.5,9797,,41126,2714,5552,1727,3372,8.2,2797,6.8,2755,6.7,4359,,39840,2550,5259,1594,3068,7.7,2510,6.3,2470,6.2,5458
0500000US01085,"Lowndes County, Alabama",11538,715,1604,565,1142,9.9,577,5,496,4.3,1650,,5393,297,831,286,529,9.8,297,5.5,216,4,712,,6145,418,768,289,608,9.9,277,4.5,277,4.5,934
0500000US01087,"Macon County, Alabama",21489,1117,2450,881,4126,19.2,1096,5.1,881,4.1,2987,,9779,538,1203,489,1799,18.4,469,4.8,411,4.2,1193,,11710,574,1253,386,2330,19.9,621,5.3,468,4,1803
