GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_023E,S0101_C01_007E,S0101_C01_008E,S0101_C01_030E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_023E,S0101_C03_007E,S0101_C03_008E,,S0101_C03_030E,S0101_C05_001E,S0101_C05_002E,S0101_C05_020E,S0101_C05_021E,S0101_C05_023E,S0101_C05_007E,S0101_C05_008E,,S0101_C05_030E
Geography,Geographic Area Name,Estimate!!Total!!Total population,Estimate!!Total!!Total population!!AGE!!Under 5 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Total!!Total population!!AGE!!25 to 29 years,Estimate!!Total!!Total population!!AGE!!30 to 34 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!65 years and over,Estimate!!Male!!Total population,Estimate!!Male!!Total population!!AGE!!Under 5 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Male!!Total population!!AGE!!25 to 29 years,Estimate!!Male!!Total population!!AGE!!30 to 34 years,,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!65 years and over,Estimate!!Female!!Total population,Estimate!!Female!!Total population!!AGE!!Under 5 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Female!!Total population!!AGE!!25 to 29 years,Estimate!!Female!!Total population!!AGE!!30 to 34 years,,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!65 years and over
0500000US12013,"Calhoun County, Florida",14444,656,1721,710,1063,1012,1052,2660,8048,313,964,267,694,591,687,,1234,6396,343,757,443,369,421,365,,1426
0500000US12015,"Charlotte County, Florida",176954,5386,12402,4377,9569,6789,6281,69046,86278,2801,6473,2146,5338,3471,3111,,33118,90676,2585,5929,2231,4231,3318,3170,,35928
0500000US12017,"Citrus County, Florida",143087,5454,11885,4034,8069,5890,5390,51358,69376,2756,6153,2090,4352,3063,2733,,24574,73711,2698,5732,1944,3717,2827,2657,,26784
0500000US12019,"Clay County, Florida",207291,11571,28178,9629,16886,13071,12748,30931,102225,5981,14569,4930,8652,6843,6311,,14217,105066,5590,13609,4699,8234,6228,6437,,16714
0500000US12021,"Collier County, Florida",363922,16696,36303,11369,24844,17451,17608,112279,179336,8584,18581,5844,13203,9243,9207,,53228,184586,8112,17722,5525,11641,8208,8401,,59051
0500000US12023,"Columbia County, Florida",69105,4129,8482,2540,6140,4439,4277,12424,35683,2005,4392,1279,3874,2366,2307,,5759,33422,2124,4090,1261,2266,2073,1970,,6665
0500000US12027,"DeSoto County, Florida",36399,1872,3973,1300,3336,2582,2603,7760,20657,926,2098,712,2235,1626,1676,,3754,15742,946,1875,588,1101,956,927,,4006
0500000US12029,"Dixie County, Florida",16437,733,1770,548,1016,890,867,3732,9218,396,979,338,647,533,518,,1876,7219,337,791,210,369,357,349,,1856
0500000US12031,"Duval County, Florida",924229,62490,114774,32679,85579,79717,71309,123480,448163,31983,58404,16507,43872,39483,35262,,52815,476066,30507,56370,16172,41707,40234,36047,,70665
0500000US12033,"Escambia County, Florida",311522,18844,35988,10421,37684,24452,20389,50472,154520,9619,18366,5270,21053,12588,10433,,22116,157002,9225,17622,5151,16631,11864,9956,,28356
0500000US12035,"Flagler County, Florida",107139,4331,10835,3570,6955,4528,4784,31580,51187,1894,5518,1814,3561,2412,2154,,15057,55952,2437,5317,1756,3394,2116,2630,,16523
0500000US12037,"Franklin County, Florida",11736,516,1115,288,851,818,889,2515,6714,286,557,189,506,583,588,,1269,5022,230,558,99,345,235,301,,1246
0500000US12039,"Gadsden County, Florida",46017,2699,5821,1566,3803,2937,2652,7614,21785,1307,2885,722,1879,1467,1242,,3331,24232,1392,2936,844,1924,1470,1410,,4283
0500000US12041,"Gilchrist County, Florida",17615,851,1884,827,2163,920,862,3517,9249,435,974,514,1599,484,417,,1595,8366,416,910,313,564,436,445,,1922
0500000US12043,"Glades County, Florida",13363,439,1408,282,1178,767,808,3463,7303,224,617,166,694,423,496,,1771,6060,215,791,116,484,344,312,,1692
0500000US12045,"Gulf County, Florida",16055,781,1350,502,1245,1368,969,3195,9586,383,744,321,851,983,710,,1588,6469,398,606,181,394,385,259,,1607
0500000US12047,"Hamilton County, Florida",14269,669,1597,451,1419,1062,924,2351,8281,310,839,267,1095,604,663,,1090,5988,359,758,184,324,458,261,,1261
0500000US12049,"Hardee County, Florida",27228,1765,4191,1262,2687,1979,1693,4206,14705,930,2280,782,1579,1205,940,,2003,12523,835,1911,480,1108,774,753,,2203
0500000US12051,"Hendry County, Florida",40127,2840,6121,1832,4049,2890,2683,5287,21437,1473,3340,1042,2224,1596,1560,,2675,18690,1367,2781,790,1825,1294,1123,,2612
0500000US12053,"Hernando County, Florida",182696,8223,19212,6465,12256,9512,8911,50317,87747,4134,9681,3331,6226,4794,4331,,23306,94949,4089,9531,3134,6030,4718,4580,,27011
0500000US12055,"Highlands County, Florida",102101,4835,9843,2995,6381,4987,4702,35532,49727,2508,4979,1507,3453,2605,2349,,16640,52374,2327,4864,1488,2928,2382,2353,,18892
0500000US12057,"Hillsborough County, Florida",1378883,87034,175475,53249,127367,108013,100380,189676,673286,44694,89871,27320,63600,53366,49416,,83551,705597,42340,85604,25929,63767,54647,50964,,106125
0500000US12059,"Holmes County, Florida",19430,898,2206,698,1567,1324,1160,3849,10484,448,1189,420,1014,839,676,,1744,8946,450,1017,278,553,485,484,,2105
0500000US12061,"Indian River County, Florida",150984,6447,14126,4816,9954,7050,6415,47735,72290,3423,7100,2430,5285,3535,3221,,21811,78694,3024,7026,2386,4669,3515,3194,,25924
0500000US12063,"Jackson County, Florida",48472,2371,5018,1644,4069,3265,3250,8981,26784,1222,2594,856,2499,2007,2002,,3987,21688,1149,2424,788,1570,1258,1248,,4994
0500000US12065,"Jefferson County, Florida",14105,611,1320,389,875,890,774,3101,7507,266,691,253,484,547,518,,1450,6598,345,629,136,391,343,256,,1651
0500000US12067,"Lafayette County, Florida",8744,543,1013,410,632,658,671,1177,5066,159,482,193,455,491,587,,564,3678,384,531,217,177,167,84,,613
0500000US12069,"Lake County, Florida",335362,16662,37331,11576,22704,17775,17659,88151,162402,8512,19131,6038,11453,8912,8687,,40652,172960,8150,18200,5538,11251,8863,8972,,47499
0500000US12071,"Lee County, Florida",718679,33878,73290,22816,50854,39783,38074,198022,351918,17424,37575,11602,25857,19917,19179,,94451,366761,16454,35715,11214,24997,19866,18895,,103571
0500000US12073,"Leon County, Florida",288102,14957,29867,9190,64057,23365,18300,35700,136894,7703,15165,4665,29692,11689,8901,,15624,151208,7254,14702,4525,34365,11676,9399,,20076
0500000US12075,"Levy County, Florida",39961,2012,4541,1395,2842,2121,2135,9401,19364,937,2341,708,1478,1007,1047,,4508,20597,1075,2200,687,1364,1114,1088,,4893
0500000US12077,"Liberty County, Florida",8365,375,763,255,965,549,622,1305,5110,242,413,193,684,363,385,,575,3255,133,350,62,281,186,237,,730
0500000US12079,"Madison County, Florida",18474,921,1982,616,1505,1402,1153,3642,9829,493,1042,321,933,821,676,,1704,8645,428,940,295,572,581,477,,1938
0500000US12081,"Manatee County, Florida",373853,18190,39836,12453,25585,19797,19143,98927,180595,9283,20150,6411,13249,9789,9292,,45864,193258,8907,19686,6042,12336,10008,9851,,53063
0500000US12083,"Marion County, Florida",348371,17419,36549,11319,24052,19269,17744,98883,167211,8836,18720,5790,12299,9476,8643,,45853,181160,8583,17829,5529,11753,9793,9101,,53030
0500000US12085,"Martin County, Florida",157581,6439,14768,5020,10044,7220,7028,47411,78002,3318,7521,2532,5418,4008,3923,,21958,79579,3121,7247,2488,4626,3212,3105,,25453
0500000US12086,"Miami-Dade County, Florida",2715516,157507,302579,94431,238131,197488,191480,423353,1318627,80254,154157,48030,120993,100421,97154,,176361,1396889,77253,148422,46401,117138,97067,94326,,246992
0500000US12087,"Monroe County, Florida",76325,3550,6137,1841,5197,4659,4639,16263,39822,1809,3114,929,2820,2428,2416,,8552,36503,1741,3023,912,2377,2231,2223,,7711
0500000US12089,"Nassau County, Florida",80578,4009,9134,3017,5498,4442,4307,16835,39956,2157,4756,1615,2860,2318,2222,,8040,40622,1852,4378,1402,2638,2124,2085,,8795
0500000US12091,"Okaloosa County, Florida",200737,13322,24342,6894,18676,17143,15001,31003,101745,6820,12303,3605,10782,9301,7922,,14076,98992,6502,12039,3289,7894,7842,7079,,16927
0500000US12093,"Okeechobee County, Florida",40572,2382,4831,1646,3429,2613,2401,7793,21866,1294,2541,955,1974,1478,1325,,3827,18706,1088,2290,691,1455,1135,1076,,3966
0500000US12095,"Orange County, Florida",1321194,82019,164705,50350,144128,117964,103380,150264,648446,41914,84272,25312,70887,59960,51862,,65564,672748,40105,80433,25038,73241,58004,51518,,84700
0500000US12097,"Osceola County, Florida",338619,21663,47142,15190,32079,24674,24178,43188,166820,11157,24116,7784,16520,12560,12233,,19234,171799,10506,23026,7406,15559,12114,11945,,23954
0500000US12099,"Palm Beach County, Florida",1446277,74181,155839,49991,111514,87783,83822,336908,701207,37979,79454,25589,57133,44973,42511,,148869,745070,36202,76385,24402,54381,42810,41311,,188039
0500000US12101,"Pasco County, Florida",510593,26529,59000,18651,36301,27479,28383,114764,248572,13632,30178,9473,18663,13593,13730,,52568,262021,12897,28822,9178,17638,13886,14653,,62196
0500000US12103,"Pinellas County, Florida",957875,42635,88172,28510,66006,58324,55260,228495,459766,21784,44885,14517,33348,28827,27170,,101359,498109,20851,43287,13993,32658,29497,28090,,127136
0500000US12105,"Polk County, Florida",668671,39134,84684,26060,57022,44009,40924,133538,327706,20028,43405,13361,28846,22029,20429,,61367,340965,19106,41279,12699,28176,21980,20495,,72171
0500000US12107,"Putnam County, Florida",72766,4177,8853,2596,5300,4288,3832,16270,35841,2122,4520,1221,2779,2208,1932,,7763,36925,2055,4333,1375,2521,2080,1900,,8507
0500000US12109,"St. Johns County, Florida",235503,11949,29960,9636,17286,10916,12461,45239,114660,5935,15228,4962,9039,5276,5949,,21019,120843,6014,14732,4674,8247,5640,6512,,24220
0500000US12111,"St. Lucie County, Florida",305591,15920,34869,11270,22976,17477,16686,71109,149385,8248,18014,5830,11826,8901,8094,,33131,156206,7672,16855,5440,11150,8576,8592,,37978
0500000US12113,"Santa Rosa County, Florida",170442,9728,21297,6885,14045,11515,11389,26193,87175,5030,10918,3553,7997,6332,6084,,12168,83267,4698,10379,3332,6048,5183,5305,,14025
0500000US12115,"Sarasota County, Florida",412144,14882,33847,11252,24080,17701,16861,145841,196433,7313,17424,5817,12340,9025,8490,,66785,215711,7569,16423,5435,11740,8676,8371,,79056
0500000US12117,"Seminole County, Florida",455086,24115,54600,18163,39227,33652,31729,67463,219935,12402,27583,9144,19918,17217,15723,,29092,235151,11713,27017,9019,19309,16435,16006,,38371
0500000US12119,"Sumter County, Florida",120999,2142,5227,1483,3817,3310,3405,67271,60725,1075,2808,690,2171,2042,2292,,32499,60274,1067,2419,793,1646,1268,1113,,34772
0500000US12121,"Suwannee County, Florida",43924,2157,5902,1489,3407,2604,2585,8836,22230,1076,2731,876,1632,1395,1424,,4080,21694,1081,3171,613,1775,1209,1161,,4756
0500000US12123,"Taylor County, Florida",22098,1028,2583,625,1774,1682,1495,4222,12414,533,1382,316,1092,1234,983,,1978,9684,495,1201,309,682,448,512,,2244
0500000US12125,"Union County, Florida",15239,849,1542,495,1142,1424,1043,2211,9919,421,780,235,798,1041,749,,1323,5320,428,762,260,344,383,294,,888
0500000US12127,"Volusia County, Florida",527634,25018,52342,16948,44120,32023,28057,125506,257275,12578,26689,8751,23009,16452,14220,,57169,270359,12440,25653,8197,21111,15571,13837,,68337
0500000US12129,"Wakulla County, Florida",31877,1553,3993,1283,2065,1991,2238,4432,17490,707,2118,714,1239,1164,1310,,2110,14387,846,1875,569,826,827,928,,2322
0500000US12131,"Walton County, Florida",65858,3876,7306,2217,4250,3932,4132,12784,33317,1911,3651,1274,2365,2046,2138,,6092,32541,1965,3655,943,1885,1886,1994,,6692
0500000US12133,"Washington County, Florida",24566,1256,2778,841,2063,1675,1687,4263,13231,549,1344,459,1241,1058,1118,,2014,11335,707,1434,382,822,617,569,,2249
0500000US13001,"Appling County, Georgia",18454,1206,2593,810,1522,1059,1189,3052,9353,652,1364,491,855,525,610,,1373,9101,554,1229,319,667,534,579,,1679
0500000US13003,"Atkinson County, Georgia",8265,527,1346,391,771,524,535,1053,4208,290,742,198,377,287,296,,480,4057,237,604,193,394,237,239,,573
0500000US13005,"Bacon County, Georgia",11228,809,1640,420,930,731,772,1700,5564,363,939,196,479,381,419,,723,5664,446,701,224,451,350,353,,977
0500000US13007,"Baker County, Georgia",3189,139,328,163,244,214,157,738,1521,56,177,77,127,114,84,,284,1668,83,151,86,117,100,73,,454
0500000US13009,"Baldwin County, Georgia",45286,2209,5055,1434,8528,2778,2419,6776,22759,1134,2523,675,4120,1452,1271,,3147,22527,1075,2532,759,4408,1326,1148,,3629
0500000US13011,"Banks County, Georgia",18510,970,2438,849,1432,1058,1057,3086,9281,463,1333,465,779,481,491,,1401,9229,507,1105,384,653,577,566,,1685
0500000US13013,"Barrow County, Georgia",76887,5413,11699,3334,6156,5582,5767,9187,37771,2703,5982,1723,3162,2765,2829,,3971,39116,2710,5717,1611,2994,2817,2938,,5216
0500000US13015,"Bartow County, Georgia",103620,6752,14335,4490,8980,6992,6461,13851,51332,3517,7341,2349,4617,3435,3182,,6180,52288,3235,6994,2141,4363,3557,3279,,7671
0500000US13017,"Ben Hill County, Georgia",17154,1087,2517,741,1409,1002,908,2781,8047,536,1177,393,742,439,386,,1117,9107,551,1340,348,667,563,522,,1664
0500000US13019,"Berrien County, Georgia",19025,1136,2638,827,1374,1200,1159,3269,9299,518,1367,397,749,542,640,,1493,9726,618,1271,430,625,658,519,,1776
0500000US13021,"Bibb County, Georgia",153490,10633,21160,6225,15709,11139,9568,22757,72065,5298,10860,3190,7392,5230,4444,,9276,81425,5335,10300,3035,8317,5909,5124,,13481
0500000US13023,"Bleckley County, Georgia",12775,702,1545,547,2120,572,644,2148,5937,386,699,236,1083,247,269,,932,6838,316,846,311,1037,325,375,,1216
0500000US13025,"Brantley County, Georgia",18561,1106,2546,830,1547,1099,1023,2853,9103,614,1217,449,762,538,517,,1329,9458,492,1329,381,785,561,506,,1524
0500000US13027,"Brooks County, Georgia",15622,890,1864,669,1103,1030,796,2979,7608,550,941,289,516,592,363,,1290,8014,340,923,380,587,438,433,,1689
0500000US13029,"Bryan County, Georgia",35885,2585,6139,1798,2799,2269,2555,3653,17786,1257,3199,972,1497,1077,1246,,1693,18099,1328,2940,826,1302,1192,1309,,1960
0500000US13031,"Bulloch County, Georgia",74782,4235,8348,2409,18318,5669,4549,8175,36777,2207,4224,1199,9334,2963,2322,,3669,38005,2028,4124,1210,8984,2706,2227,,4506
0500000US13033,"Burke County, Georgia",22550,1646,3270,975,1954,1517,1293,3299,10697,794,1657,488,1014,731,595,,1422,11853,852,1613,487,940,786,698,,1877
0500000US13035,"Butts County, Georgia",23750,1363,2682,874,2102,1844,1810,3579,12661,633,1324,489,1296,1154,1104,,1524,11089,730,1358,385,806,690,706,,2055
0500000US13037,"Calhoun County, Georgia",6428,206,725,219,534,489,568,934,3875,100,407,91,370,340,409,,393,2553,106,318,128,164,149,159,,541
0500000US13039,"Camden County, Georgia",52714,3892,7148,1899,6796,4701,3627,6436,27019,1969,3575,1000,4246,2590,1944,,2999,25695,1923,3573,899,2550,2111,1683,,3437
0500000US13043,"Candler County, Georgia",10827,629,1629,458,924,668,592,1845,5363,305,863,292,451,325,330,,836,5464,324,766,166,473,343,262,,1009
0500000US13045,"Carroll County, Georgia",116022,7425,15575,4861,15332,8099,7272,15152,56448,3886,8026,2337,7471,3996,3585,,6568,59574,3539,7549,2524,7861,4103,3687,,8584
0500000US13047,"Catoosa County, Georgia",66299,3634,8833,2930,5317,3962,4055,11119,31991,1888,4627,1544,2547,1945,1976,,4806,34308,1746,4206,1386,2770,2017,2079,,6313
0500000US13049,"Charlton County, Georgia",12983,670,1431,374,1468,715,823,1927,7522,293,712,114,969,443,530,,927,5461,377,719,260,499,272,293,,1000
0500000US13051,"Chatham County, Georgia",287049,18665,34186,9617,32484,25767,22148,41403,138403,9578,17415,4905,16054,12919,10978,,17875,148646,9087,16771,4712,16430,12848,11170,,23528
0500000US13053,"Chattahoochee County, Georgia",10767,892,1249,176,3572,1472,863,409,7172,409,628,128,3067,1070,599,,165,3595,483,621,48,505,402,264,,244
0500000US13055,"Chattooga County, Georgia",24817,1375,3300,939,2125,1736,1311,4201,12865,734,1712,507,1287,1083,707,,1835,11952,641,1588,432,838,653,604,,2366
0500000US13057,"Cherokee County, Georgia",241910,14819,35424,10971,19149,14105,14969,31100,119270,7669,18287,5608,9833,6917,7422,,13989,122640,7150,17137,5363,9316,7188,7547,,17111
0500000US13059,"Clarke County, Georgia",124602,6777,11806,3071,33455,11745,8931,12807,59248,3510,5972,1501,15724,5668,4403,,5246,65354,3267,5834,1570,17731,6077,4528,,7561
0500000US13061,"Clay County, Georgia",3001,147,363,74,227,210,149,681,1473,17,169,34,120,148,75,,285,1528,130,194,40,107,62,74,,396
0500000US13063,"Clayton County, Georgia",278666,21404,44254,12674,28212,22765,19924,24343,130748,10779,22500,6169,13976,10682,9103,,10208,147918,10625,21754,6505,14236,12083,10821,,14135
0500000US13065,"Clinch County, Georgia",6743,565,975,270,435,606,357,1023,3427,359,509,205,224,262,94,,469,3316,206,466,65,211,344,263,,554
0500000US13067,"Cobb County, Georgia",745057,47657,101409,31141,67658,54204,53723,85117,360270,24189,51118,15812,34155,26817,26135,,37129,384787,23468,50291,15329,33503,27387,27588,,47988
0500000US13069,"Coffee County, Georgia",42961,2914,5827,1809,4504,3068,2810,5728,22088,1564,2924,987,2432,1715,1524,,2467,20873,1350,2903,822,2072,1353,1286,,3261
0500000US13071,"Colquitt County, Georgia",45606,3195,6909,1951,4112,2882,2947,6704,22554,1618,3573,1020,2176,1472,1474,,2912,23052,1577,3336,931,1936,1410,1473,,3792
0500000US13073,"Columbia County, Georgia",147295,9373,21700,6749,12131,9838,10527,18706,71970,4717,10979,3502,6169,4967,5055,,8461,75325,4656,10721,3247,5962,4871,5472,,10245
0500000US13075,"Cook County, Georgia",17184,1128,2550,767,1470,1027,1025,2665,8348,682,1290,393,752,457,499,,1171,8836,446,1260,374,718,570,526,,1494
0500000US13077,"Coweta County, Georgia",140516,8666,20322,6342,11664,8294,8847,18483,68430,4369,10261,3199,5890,4028,4312,,8243,72086,4297,10061,3143,5774,4266,4535,,10240
0500000US13079,"Crawford County, Georgia",12344,644,1530,445,946,741,588,2186,6299,340,774,333,545,372,289,,1003,6045,304,756,112,401,369,299,,1183
0500000US13081,"Crisp County, Georgia",22846,1464,3145,1070,2082,1128,1382,4014,10849,746,1630,532,1156,373,773,,1764,11997,718,1515,538,926,755,609,,2250
0500000US13083,"Dade County, Georgia",16227,767,1764,536,2067,888,829,2939,7932,403,896,285,988,449,397,,1299,8295,364,868,251,1079,439,432,,1640
0500000US13085,"Dawson County, Georgia",23861,1356,2721,929,1868,1351,1364,4659,11774,682,1362,475,951,680,669,,2158,12087,674,1359,454,917,671,695,,2501
0500000US13087,"Decatur County, Georgia",26833,1802,3671,1124,2439,1734,1692,4221,12907,911,1793,585,1292,868,837,,1761,13926,891,1878,539,1147,866,855,,2460
0500000US13089,"DeKalb County, Georgia",743187,52982,95077,26207,65502,63342,60924,85571,351871,26864,48485,13205,31566,30251,29173,,34986,391316,26118,46592,13002,33936,33091,31751,,50585
0500000US13091,"Dodge County, Georgia",20919,1106,2366,710,1809,1463,1240,3540,10972,676,1190,390,960,901,681,,1549,9947,430,1176,320,849,562,559,,1991
0500000US13093,"Dooly County, Georgia",13905,563,1468,503,1284,711,841,2557,7529,300,717,239,748,506,509,,1155,6376,263,751,264,536,205,332,,1402
0500000US13095,"Dougherty County, Georgia",91049,6151,12299,3651,11082,6565,5640,13321,42144,3147,6359,1776,5199,3075,2598,,5491,48905,3004,5940,1875,5883,3490,3042,,7830
0500000US13097,"Douglas County, Georgia",141840,8958,21500,6932,13207,8906,8730,15585,67726,4548,10993,3547,6650,4332,3997,,6806,74114,4410,10507,3385,6557,4574,4733,,8779
0500000US13099,"Early County, Georgia",10348,664,1430,484,829,606,503,1928,4791,285,729,223,412,303,229,,789,5557,379,701,261,417,303,274,,1139
0500000US13101,"Echols County, Georgia",3994,186,495,180,301,184,269,646,1973,65,193,53,193,78,160,,316,2021,121,302,127,108,106,109,,330
0500000US13103,"Effingham County, Georgia",58689,3936,8963,2833,4892,3787,4121,6519,29215,2067,4680,1442,2521,1904,2037,,2951,29474,1869,4283,1391,2371,1883,2084,,3568
0500000US13105,"Elbert County, Georgia",19212,1120,2437,642,1484,1234,1071,3790,9188,543,1179,351,724,674,566,,1638,10024,577,1258,291,760,560,505,,2152
0500000US13107,"Emanuel County, Georgia",22499,1528,3172,956,2011,1505,1543,3488,11105,802,1578,521,1100,727,820,,1472,11394,726,1594,435,911,778,723,,2016
0500000US13109,"Evans County, Georgia",10727,781,1635,424,658,812,738,1712,5303,460,894,215,375,417,318,,734,5424,321,741,209,283,395,420,,978
0500000US13111,"Fannin County, Georgia",24925,993,2489,769,1585,1134,1009,6957,12086,517,1318,386,886,554,468,,3288,12839,476,1171,383,699,580,541,,3669
0500000US13113,"Fayette County, Georgia",111369,4911,15236,5924,9823,4842,4856,19089,54055,2595,7764,2991,5082,2429,2284,,8715,57314,2316,7472,2933,4741,2413,2572,,10374
0500000US13115,"Floyd County, Georgia",96824,5851,12909,3912,10065,6292,5706,15636,46810,2999,6672,1961,4623,3290,2747,,6765,50014,2852,6237,1951,5442,3002,2959,,8871
0500000US13117,"Forsyth County, Georgia",219880,13618,37290,11242,15713,8843,12738,25021,109258,7062,19160,5739,8166,4342,5962,,11263,110622,6556,18130,5503,7547,4501,6776,,13758
0500000US13119,"Franklin County, Georgia",22514,1367,2653,938,2191,1382,1211,4365,10853,726,1288,413,1172,579,668,,1842,11661,641,1365,525,1019,803,543,,2523
0500000US13121,"Fulton County, Georgia",1021902,62272,129017,38983,104967,87880,82180,113402,495087,31824,65445,19516,53301,43055,39978,,47346,526815,30448,63572,19467,51666,44825,42202,,66056
0500000US13123,"Gilmer County, Georgia",29922,1570,3149,1185,2161,1418,1373,6989,15079,752,1679,562,1058,797,711,,3392,14843,818,1470,623,1103,621,662,,3597
0500000US13125,"Glascock County, Georgia",3009,134,403,167,243,141,123,513,1438,119,207,37,118,69,73,,215,1571,15,196,130,125,72,50,,298
0500000US13127,"Glynn County, Georgia",83974,4971,10681,3268,6796,5200,4934,15794,39419,2474,5378,1692,3394,2474,2268,,6896,44555,2497,5303,1576,3402,2726,2666,,8898
0500000US13129,"Gordon County, Georgia",56790,3516,8113,2589,4791,3592,3537,8030,28001,1841,4179,1329,2448,1700,1845,,3449,28789,1675,3934,1260,2343,1892,1692,,4581
0500000US13131,"Grady County, Georgia",24926,1668,3488,1060,1761,1703,1588,4277,12176,941,1803,548,776,933,795,,1844,12750,727,1685,512,985,770,793,,2433
0500000US13133,"Greene County, Georgia",16976,683,2081,494,1055,898,900,4714,8299,366,1165,254,529,434,410,,2284,8677,317,916,240,526,464,490,,2430
0500000US13135,"Gwinnett County, Georgia",902298,61066,142176,44209,82008,59033,61093,83442,441051,31028,72140,22485,41924,29432,29897,,36465,461247,30038,70036,21724,40084,29601,31196,,46977
0500000US13137,"Habersham County, Georgia",44289,2654,5624,1765,4620,2422,2408,8067,20962,1435,2780,896,2273,1020,1214,,3644,23327,1219,2844,869,2347,1402,1194,,4423
0500000US13139,"Hall County, Georgia",195961,13011,29210,8730,17894,13130,12277,27758,97518,6672,15001,4570,9110,6742,6212,,12362,98443,6339,14209,4160,8784,6388,6065,,15396
0500000US13141,"Hancock County, Georgia",8535,292,706,210,639,709,582,1844,5193,162,389,196,578,628,514,,841,3342,130,317,14,61,81,68,,1003
0500000US13143,"Haralson County, Georgia",28956,1744,4053,1229,2227,1861,1692,4522,14041,848,2003,626,1157,891,822,,1959,14915,896,2050,603,1070,970,870,,2563
0500000US13145,"Harris County, Georgia",33590,1576,4278,1493,2774,1676,1693,5861,16832,903,2248,726,1472,880,927,,2773,16758,673,2030,767,1302,796,766,,3088
0500000US13147,"Hart County, Georgia",25631,1396,3087,896,1864,1586,1458,5456,12558,628,1602,467,988,867,672,,2432,13073,768,1485,429,876,719,786,,3024
0500000US13149,"Heard County, Georgia",11677,647,1551,523,930,682,654,1886,5747,371,783,252,485,336,280,,857,5930,276,768,271,445,346,374,,1029
0500000US13151,"Henry County, Georgia",221307,12905,33635,11877,20711,13290,12938,24308,105759,6564,17168,6062,10436,6348,5879,,10651,115548,6341,16467,5815,10275,6942,7059,,13657
0500000US13153,"Houston County, Georgia",151682,10239,22206,6556,13760,11273,11168,18488,73756,5274,11276,3502,7138,5580,5345,,8093,77926,4965,10930,3054,6622,5693,5823,,10395
0500000US13155,"Irwin County, Georgia",9268,419,1279,312,1052,460,493,1728,4758,211,658,158,624,241,294,,778,4510,208,621,154,428,219,199,,950
0500000US13157,"Jackson County, Georgia",65755,4262,9685,2826,4749,4130,4184,9475,32445,2158,4967,1350,2492,1943,2100,,4210,33310,2104,4718,1476,2257,2187,2084,,5265
0500000US13159,"Jasper County, Georgia",13784,787,1937,572,1069,813,683,2324,6682,395,1025,251,563,359,283,,1046,7102,392,912,321,506,454,400,,1278
0500000US13161,"Jeff Davis County, Georgia",14991,1027,2396,623,1240,965,973,2297,7408,603,1199,330,704,456,455,,1027,7583,424,1197,293,536,509,518,,1270
0500000US13163,"Jefferson County, Georgia",15772,1031,2076,653,1352,1031,935,2746,7605,527,1049,343,700,560,467,,1126,8167,504,1027,310,652,471,468,,1620
0500000US13165,"Jenkins County, Georgia",8827,622,1162,256,971,421,308,1484,4055,409,610,76,585,137,102,,528,4772,213,552,180,386,284,206,,956
0500000US13167,"Johnson County, Georgia",9730,536,1057,336,1073,544,504,1722,5318,251,528,182,603,331,324,,797,4412,285,529,154,470,213,180,,925
0500000US13169,"Jones County, Georgia",28548,1482,3994,1284,2244,1589,1555,4748,13874,803,1996,697,1231,728,750,,2124,14674,679,1998,587,1013,861,805,,2624
0500000US13171,"Lamar County, Georgia",18513,1014,2128,723,2777,1036,1002,3034,8959,531,1136,385,1263,523,388,,1339,9554,483,992,338,1514,513,614,,1695
0500000US13173,"Lanier County, Georgia",10366,715,1511,416,892,751,825,1319,5183,361,716,256,519,363,416,,641,5183,354,795,160,373,388,409,,678
0500000US13175,"Laurens County, Georgia",47418,3161,6631,1936,4092,2902,2756,7984,22497,1640,3443,975,2057,1350,1215,,3328,24921,1521,3188,961,2035,1552,1541,,4656
0500000US13177,"Lee County, Georgia",29348,1795,4594,1421,2212,1894,1929,3498,14674,920,2316,791,1184,858,946,,1660,14674,875,2278,630,1028,1036,983,,1838
0500000US13179,"Liberty County, Georgia",62108,6298,9065,2209,8915,7089,4975,5189,31550,3220,4689,1090,5155,3849,2549,,2230,30558,3078,4376,1119,3760,3240,2426,,2959
