GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_023E,S0101_C01_007E,S0101_C01_008E,S0101_C01_030E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_023E,S0101_C03_007E,S0101_C03_008E,,S0101_C03_030E,S0101_C05_001E,S0101_C05_002E,S0101_C05_020E,S0101_C05_021E,S0101_C05_023E,S0101_C05_007E,S0101_C05_008E,,S0101_C05_030E
Geography,Geographic Area Name,Estimate!!Total!!Total population,Estimate!!Total!!Total population!!AGE!!Under 5 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Total!!Total population!!AGE!!25 to 29 years,Estimate!!Total!!Total population!!AGE!!30 to 34 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!65 years and over,Estimate!!Male!!Total population,Estimate!!Male!!Total population!!AGE!!Under 5 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Male!!Total population!!AGE!!25 to 29 years,Estimate!!Male!!Total population!!AGE!!30 to 34 years,,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!65 years and over,Estimate!!Female!!Total population,Estimate!!Female!!Total population!!AGE!!Under 5 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Female!!Total population!!AGE!!25 to 29 years,Estimate!!Female!!Total population!!AGE!!30 to 34 years,,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!65 years and over
0500000US31137,"Phelps County, Nebraska",9120,560,1213,394,711,470,516,1804,4578,310,665,194,382,261,263,,773,4542,250,548,200,329,209,253,,1031
0500000US31139,"Pierce County, Nebraska",7157,470,995,314,517,325,402,1323,3566,221,516,158,265,173,210,,603,3591,249,479,156,252,152,192,,720
0500000US31141,"Platte County, Nebraska",33063,2377,4794,1413,2761,1920,1992,5585,16860,1210,2516,756,1458,1056,1045,,2541,16203,1167,2278,657,1303,864,947,,3044
0500000US31143,"Polk County, Nebraska",5255,263,733,220,380,207,243,1109,2540,122,334,114,184,99,120,,514,2715,141,399,106,196,108,123,,595
0500000US31145,"Red Willow County, Nebraska",10806,639,1367,467,969,561,621,2113,5401,292,692,321,511,303,356,,956,5405,347,675,146,458,258,265,,1157
0500000US31147,"Richardson County, Nebraska",8009,431,956,302,511,343,427,1903,3974,223,516,171,251,178,221,,853,4035,208,440,131,260,165,206,,1050
0500000US31149,"Rock County, Nebraska",1350,73,122,31,138,62,50,367,674,38,66,17,77,37,29,,142,676,35,56,14,61,25,21,,225
0500000US31151,"Saline County, Nebraska",14288,912,2190,541,1858,779,673,2027,7257,474,1081,263,971,357,323,,916,7031,438,1109,278,887,422,350,,1111
0500000US31153,"Sarpy County, Nebraska",178351,13359,28325,7876,15157,12607,13644,19582,89176,6833,14542,4010,8145,6488,6796,,8755,89175,6526,13783,3866,7012,6119,6848,,10827
0500000US31155,"Saunders County, Nebraska",21024,1341,3008,891,1506,1002,1208,3744,10628,630,1604,468,790,501,619,,1798,10396,711,1404,423,716,501,589,,1946
0500000US31157,"Scotts Bluff County, Nebraska",36255,2411,5149,1466,3022,2117,2169,6687,17575,1240,2566,760,1567,1064,1041,,2849,18680,1171,2583,706,1455,1053,1128,,3838
0500000US31159,"Seward County, Nebraska",17127,1030,2325,665,2264,839,901,2853,8726,524,1199,344,1261,449,477,,1292,8401,506,1126,321,1003,390,424,,1561
0500000US31161,"Sheridan County, Nebraska",5234,266,688,231,354,197,329,1314,2566,131,341,119,204,94,177,,599,2668,135,347,112,150,103,152,,715
0500000US31163,"Sherman County, Nebraska",3042,142,373,108,188,115,129,795,1527,77,196,50,99,57,62,,361,1515,65,177,58,89,58,67,,434
0500000US31165,"Sioux County, Nebraska",1266,109,143,11,106,55,128,276,643,61,99,6,40,21,57,,139,623,48,44,5,66,34,71,,137
0500000US31167,"Stanton County, Nebraska",5992,406,871,244,404,304,353,994,3002,197,444,112,211,146,180,,458,2990,209,427,132,193,158,173,,536
0500000US31169,"Thayer County, Nebraska",5098,307,640,185,329,211,233,1278,2545,170,320,91,178,115,112,,579,2553,137,320,94,151,96,121,,699
0500000US31171,"Thomas County, Nebraska",645,30,75,25,48,44,61,144,321,15,38,21,24,19,43,,58,324,15,37,4,24,25,18,,86
0500000US31173,"Thurston County, Nebraska",7140,685,1475,395,717,477,394,861,3545,337,787,204,365,247,209,,381,3595,348,688,191,352,230,185,,480
0500000US31175,"Valley County, Nebraska",4224,268,523,162,286,216,210,1031,2073,144,265,75,131,105,109,,482,2151,124,258,87,155,111,101,,549
0500000US31177,"Washington County, Nebraska",20219,1170,2822,935,1500,868,1180,3471,9911,614,1445,480,751,448,540,,1596,10308,556,1377,455,749,420,640,,1875
0500000US31179,"Wayne County, Nebraska",9367,502,1021,313,2191,483,461,1418,4716,253,558,182,1121,243,253,,647,4651,249,463,131,1070,240,208,,771
0500000US31181,"Webster County, Nebraska",3571,175,513,129,268,187,157,796,1769,102,207,63,149,119,84,,354,1802,73,306,66,119,68,73,,442
0500000US31183,"Wheeler County, Nebraska",822,44,78,28,30,48,30,194,435,25,42,16,20,20,15,,83,387,19,36,12,10,28,15,,111
0500000US31185,"York County, Nebraska",13799,863,1793,530,1301,810,889,2663,6693,452,953,290,697,356,389,,1184,7106,411,840,240,604,454,500,,1479
0500000US32001,"Churchill County, Nevada",24010,1621,2912,946,2065,1543,1506,4446,12138,826,1473,502,1124,803,841,,2131,11872,795,1439,444,941,740,665,,2315
0500000US32003,"Clark County, Nevada",2141574,137048,283877,83429,182247,160668,157601,301845,1069779,70227,144693,42592,93082,80916,79502,,141088,1071795,66821,139184,40837,89165,79752,78099,,160757
0500000US32005,"Douglas County, Nevada",47828,1768,4889,1678,2957,2204,2383,12611,24102,915,2483,953,1621,1130,1233,,6316,23726,853,2406,725,1336,1074,1150,,6295
0500000US32007,"Elko County, Nevada",52252,3729,8226,2434,4661,3964,3827,5477,27199,1954,4171,1288,2490,2092,2023,,2723,25053,1775,4055,1146,2171,1872,1804,,2754
0500000US32009,"Esmeralda County, Nevada",981,33,154,9,16,62,51,269,406,14,43,9,5,25,30,,124,575,19,111,0,11,37,21,,145
0500000US32011,"Eureka County, Nevada",1830,67,300,69,70,28,72,283,921,39,110,45,58,1,58,,143,909,28,190,24,12,27,14,,140
0500000US32013,"Humboldt County, Nevada",16904,1239,2683,722,1261,1130,1268,2083,8779,595,1356,357,623,588,734,,1064,8125,644,1327,365,638,542,534,,1019
0500000US32015,"Lander County, Nevada",5746,443,960,275,375,328,297,822,3347,292,695,146,224,165,195,,383,2399,151,265,129,151,163,102,,439
0500000US32017,"Lincoln County, Nevada",5174,196,421,240,570,341,282,1225,2673,34,199,105,286,258,144,,660,2501,162,222,135,284,83,138,,565
0500000US32019,"Lyon County, Nevada",53155,2960,6484,2141,3443,3158,3166,10937,26757,1468,3194,989,1787,1674,1633,,5488,26398,1492,3290,1152,1656,1484,1533,,5449
0500000US32021,"Mineral County, Nevada",4448,229,423,117,330,266,293,1099,2205,132,190,67,102,153,148,,521,2243,97,233,50,228,113,145,,578
0500000US32023,"Nye County, Nevada",43705,1957,4116,1384,2428,1979,1948,12644,22243,960,2054,753,1337,1093,1046,,6372,21462,997,2062,631,1091,886,902,,6272
0500000US32027,"Pershing County, Nevada",6611,290,661,145,356,548,605,1061,4286,115,290,100,217,387,492,,606,2325,175,371,45,139,161,113,,455
0500000US32029,"Storey County, Nevada",3941,148,377,72,202,143,128,1176,1963,91,99,46,127,76,60,,607,1978,57,278,26,75,67,68,,569
0500000US32031,"Washoe County, Nevada",450486,27179,55638,16535,40948,35234,31412,69819,226751,13845,28651,8572,20779,18074,16211,,33522,223735,13334,26987,7963,20169,17160,15201,,36297
0500000US32033,"White Pine County, Nevada",9737,521,1116,368,666,767,670,1587,5704,338,566,197,437,551,437,,782,4033,183,550,171,229,216,233,,805
0500000US32510,"Carson City, Nevada",54467,2883,6360,2004,4328,3496,3127,10667,27912,1471,3322,998,2278,1904,1730,,4907,26555,1412,3038,1006,2050,1592,1397,,5760
0500000US33001,"Belknap County, New Hampshire",60640,2655,6644,2198,4347,3035,3207,12642,29736,1300,3348,1162,2258,1582,1499,,5976,30904,1355,3296,1036,2089,1453,1708,,6666
0500000US33003,"Carroll County, New Hampshire",47840,1845,4312,1624,3046,1999,2192,12516,23845,982,2222,896,1643,1039,1115,,6068,23995,863,2090,728,1403,960,1077,,6448
0500000US33005,"Cheshire County, New Hampshire",76263,3493,7815,2514,9408,4616,4313,14195,37221,1739,3945,1319,4508,2383,2147,,6514,39042,1754,3870,1195,4900,2233,2166,,7681
0500000US33007,"Coos County, New Hampshire",32038,1277,2984,1073,2262,1778,1667,7204,16874,636,1527,585,1338,1082,960,,3416,15164,641,1457,488,924,696,707,,3788
0500000US33009,"Grafton County, New Hampshire",89811,3708,8436,2810,11982,5617,5217,17342,44161,1895,4245,1446,6170,2930,2545,,8096,45650,1813,4191,1364,5812,2687,2672,,9246
0500000US33011,"Hillsborough County, New Hampshire",411087,21678,48604,16040,36472,27621,26669,60825,204293,11202,24770,8247,18885,14251,13550,,27129,206794,10476,23834,7793,17587,13370,13119,,33696
0500000US33013,"Merrimack County, New Hampshire",149452,7183,16495,5608,14251,8776,8763,25707,73538,3637,8362,2861,7265,4577,4470,,11380,75914,3546,8133,2747,6986,4199,4293,,14327
0500000US33015,"Rockingham County, New Hampshire",305129,14048,34740,12137,23504,17651,17382,50759,151201,7290,17700,6196,12473,9178,8679,,23207,153928,6758,17040,5941,11031,8473,8703,,27552
0500000US33017,"Strafford County, New Hampshire",128237,6186,13840,4321,20649,8435,7817,18162,62703,3080,7136,2172,9699,4443,3965,,8142,65534,3106,6704,2149,10950,3992,3852,,10020
0500000US33019,"Sullivan County, New Hampshire",43125,2006,4742,1547,3023,2370,2416,8632,21411,1016,2359,802,1632,1257,1274,,3974,21714,990,2383,745,1391,1113,1142,,4658
0500000US34001,"Atlantic County, New Jersey",268539,15268,32485,10425,24978,16562,15287,45459,130026,7725,16569,5383,12584,8416,7573,,20039,138513,7543,15916,5042,12394,8146,7714,,25420
0500000US34003,"Bergen County, New Jersey",929999,49382,113193,36833,75765,50662,56376,155306,450784,25137,57804,18851,38555,25745,27921,,66843,479215,24245,55389,17982,37210,24917,28455,,88463
0500000US34005,"Burlington County, New Jersey",446367,23228,54031,17696,38470,27710,26877,72612,219534,11855,27376,9048,21046,14763,13490,,31225,226833,11373,26655,8648,17424,12947,13387,,41387
0500000US34007,"Camden County, New Jersey",507367,31246,65141,20250,43271,35074,34285,75995,245068,15922,33337,10311,22000,17634,16871,,32113,262299,15324,31804,9939,21271,17440,17414,,43882
0500000US34009,"Cape May County, New Jersey",93705,4381,9165,3067,7216,5195,4438,23572,45829,2279,4695,1549,4116,2675,2226,,10533,47876,2102,4470,1518,3100,2520,2212,,13039
0500000US34011,"Cumberland County, New Jersey",153400,9945,20502,6056,12986,11215,11048,22325,78687,5030,10454,3098,6831,6389,6381,,9670,74713,4915,10048,2958,6155,4826,4667,,12655
0500000US34013,"Essex County, New Jersey",793555,52553,105336,31082,72493,54114,53507,104288,381576,26789,53697,15651,36627,26793,25926,,42532,411979,25764,51639,15431,35866,27321,27581,,61756
0500000US34015,"Gloucester County, New Jersey",290852,15508,37330,12284,26098,18110,17348,43423,141229,7891,19009,6335,13381,9304,8502,,18806,149623,7617,18321,5949,12717,8806,8846,,24617
0500000US34017,"Hudson County, New Jersey",668631,47046,70775,19837,55703,68463,70655,76628,332268,24092,35907,10232,29158,34799,36509,,31722,336363,22954,34868,9605,26545,33664,34146,,44906
0500000US34019,"Hunterdon County, New Jersey",125051,4982,14405,5852,11380,5347,5291,21457,62447,2495,7380,3089,6628,2930,2641,,9928,62604,2487,7025,2763,4752,2417,2650,,11529
0500000US34021,"Mercer County, New Jersey",368762,20950,44093,14129,41897,23408,22565,53598,180369,10660,22599,7121,20762,12283,11507,,22715,188393,10290,21494,7008,21135,11125,11058,,30883
0500000US34023,"Middlesex County, New Jersey",826698,48536,101375,31226,78378,56035,56800,117814,407247,24872,51598,16167,40031,28400,28623,,50871,419451,23664,49777,15059,38347,27635,28177,,66943
0500000US34025,"Monmouth County, New Jersey",623387,31241,77548,26547,53003,33238,32435,103679,303154,15858,39453,13458,27180,17183,16182,,44953,320233,15383,38095,13089,25823,16055,16253,,58726
0500000US34027,"Morris County, New Jersey",494383,24683,61396,21140,42023,25366,27562,80497,242484,12708,31502,10827,21410,13186,13902,,35181,251899,11975,29894,10313,20613,12180,13660,,45316
0500000US34029,"Ocean County, New Jersey",591939,41199,77163,22169,44243,32838,31102,131798,285371,21153,39529,11376,22526,16838,15714,,55786,306568,20046,37634,10793,21717,16000,15388,,76012
0500000US34031,"Passaic County, New Jersey",504041,34408,66415,20198,49947,34656,32705,70281,245463,17576,33875,10308,24825,17519,16329,,29736,258578,16832,32540,9890,25122,17137,16376,,40545
0500000US34033,"Salem County, New Jersey",63336,3428,7837,2540,5277,3733,3430,11182,30982,1741,3994,1353,2733,1900,1634,,4933,32354,1687,3843,1187,2544,1833,1796,,6249
0500000US34035,"Somerset County, New Jersey",330176,17325,42613,14646,26882,16958,18662,48929,161296,8878,21930,7426,13898,8716,9283,,20926,168880,8447,20683,7220,12984,8242,9379,,28003
0500000US34037,"Sussex County, New Jersey",142298,6448,16667,6123,12150,7414,7131,22889,70730,3291,8495,3178,6231,4056,3629,,10537,71568,3157,8172,2945,5919,3358,3502,,12352
0500000US34039,"Union County, New Jersey",553066,35056,73096,22211,47555,34724,35987,76895,269450,17793,37071,11336,24232,17752,17943,,32318,283616,17263,36025,10875,23323,16972,18044,,44577
0500000US34041,"Warren County, New Jersey",106293,4871,12437,4404,9186,5875,5477,18236,51936,2401,6276,2293,4646,3143,2738,,7960,54357,2470,6161,2111,4540,2732,2739,,10276
0500000US35001,"Bernalillo County, New Mexico",677692,39636,86095,25848,63033,51688,50186,103210,332271,20411,43826,13179,32085,26314,25412,,45577,345421,19225,42269,12669,30948,25374,24774,,57633
0500000US35003,"Catron County, New Mexico",3539,64,272,132,114,81,63,1364,1930,3,172,114,93,76,38,,820,1609,61,100,18,21,5,25,,544
0500000US35005,"Chaves County, New Mexico",65459,4477,9909,3195,6491,4091,4224,10048,32600,2344,5075,1683,3495,2067,2095,,4557,32859,2133,4834,1512,2996,2024,2129,,5491
0500000US35006,"Cibola County, New Mexico",26978,1832,3447,1159,2404,2024,1760,4088,13648,917,1638,549,1249,1132,964,,1826,13330,915,1809,610,1155,892,796,,2262
0500000US35007,"Colfax County, New Mexico",12353,618,1316,377,926,598,594,3155,6309,280,695,276,517,332,303,,1524,6044,338,621,101,409,266,291,,1631
0500000US35009,"Curry County, New Mexico",50199,4160,7258,1993,6164,4652,3830,6018,26109,2100,3756,1081,3742,2640,1970,,2651,24090,2060,3502,912,2422,2012,1860,,3367
0500000US35011,"De Baca County, New Mexico",2060,105,297,146,187,56,125,431,1052,45,121,112,54,54,65,,226,1008,60,176,34,133,2,60,,205
0500000US35013,"Do������a Ana Co",215338,14354,30674,8928,31757,14311,13333,32046,105774,7256,15592,4563,15875,7458,6970,,14973,109564,7098,15082,4365,15882,6853,6363,,17073
0500000US35015,"Eddy County, New Mexico",57437,4178,8498,2521,5222,3966,4173,8129,28989,2108,4450,1245,2707,2036,2185,,3720,28448,2070,4048,1276,2515,1930,1988,,4409
0500000US35017,"Grant County, New Mexico",28061,1646,3208,1020,2181,1375,1515,7197,13869,874,1720,476,1151,643,711,,3524,14192,772,1488,544,1030,732,804,,3673
0500000US35019,"Guadalupe County, New Mexico",4382,220,430,124,247,313,415,990,2507,165,160,93,85,207,266,,507,1875,55,270,31,162,106,149,,483
0500000US35021,"Harding County, New Mexico",459,21,43,6,6,2,39,176,266,0,2,6,6,2,26,,121,193,21,41,0,0,0,13,,55
0500000US35023,"Hidalgo County, New Mexico",4371,256,582,163,299,304,195,919,2149,105,294,61,98,231,115,,439,2222,151,288,102,201,73,80,,480
0500000US35025,"Lea County, New Mexico",70126,5493,12410,3262,7014,4962,5324,7684,36137,2792,6454,1665,3756,2623,2931,,3486,33989,2701,5956,1597,3258,2339,2393,,4198
0500000US35027,"Lincoln County, New Mexico",19482,836,2099,678,1233,825,923,5399,9228,408,1015,230,687,392,455,,2553,10254,428,1084,448,546,433,468,,2846
0500000US35028,"Los Alamos County, New Mexico",18356,953,2476,739,1137,670,1478,3173,9353,521,1311,372,567,363,833,,1518,9003,432,1165,367,570,307,645,,1655
0500000US35029,"Luna County, New Mexico",24264,1797,3623,965,2346,1370,1435,4994,12020,904,1732,471,1235,732,789,,2385,12244,893,1891,494,1111,638,646,,2609
0500000US35031,"McKinley County, New Mexico",72849,5698,12205,3463,7563,5661,4734,8412,35158,2895,6182,1742,3838,2734,2413,,3483,37691,2803,6023,1721,3725,2927,2321,,4929
0500000US35033,"Mora County, New Mexico",4563,254,470,128,432,327,155,1151,2230,105,332,14,320,109,66,,456,2333,149,138,114,112,218,89,,695
0500000US35035,"Otero County, New Mexico",65745,4441,8603,2396,7203,5117,4506,10952,33886,2221,4418,1208,4357,2921,2409,,5203,31859,2220,4185,1188,2846,2196,2097,,5749
0500000US35037,"Quay County, New Mexico",8373,508,1157,193,581,282,637,2026,3881,205,558,85,311,87,317,,947,4492,303,599,108,270,195,320,,1079
0500000US35039,"Rio Arriba County, New Mexico",39307,2628,5064,1626,3342,2295,2256,7083,19250,1224,2518,846,1653,1172,1116,,3269,20057,1404,2546,780,1689,1123,1140,,3814
0500000US35041,"Roosevelt County, New Mexico",19117,1423,2555,750,3492,1399,1123,2574,9523,728,1323,352,1767,728,619,,1187,9594,695,1232,398,1725,671,504,,1387
0500000US35043,"Sandoval County, New Mexico",140769,7806,19793,6064,11147,8290,9049,23111,68955,4004,10070,3179,5685,4232,4459,,10554,71814,3802,9723,2885,5462,4058,4590,,12557
0500000US35045,"San Juan County, New Mexico",127455,9028,19907,5768,11242,8965,8724,17443,63123,4661,10119,2860,5733,4550,4404,,7812,64332,4367,9788,2908,5509,4415,4320,,9631
0500000US35047,"San Miguel County, New Mexico",28034,1337,3006,1308,2912,1662,1460,5536,14108,671,1639,645,1548,880,823,,2567,13926,666,1367,663,1364,782,637,,2969
0500000US35049,"Santa Fe County, New Mexico",148917,6669,16307,5031,11147,8274,8649,32763,72344,3458,8097,2489,5682,4226,4441,,14958,76573,3211,8210,2542,5465,4048,4208,,17805
0500000US35051,"Sierra County, New Mexico",11135,518,981,297,684,403,421,3918,5516,340,354,214,448,126,259,,1940,5619,178,627,83,236,277,162,,1978
0500000US35053,"Socorro County, New Mexico",17000,590,2664,669,2130,697,792,3142,8799,259,1366,521,1437,248,494,,1469,8201,331,1298,148,693,449,298,,1673
0500000US35055,"Taos County, New Mexico",32888,1508,3458,1087,2883,935,1689,7976,16076,693,1790,565,1512,487,835,,3690,16812,815,1668,522,1371,448,854,,4286
0500000US35057,"Torrance County, New Mexico",15595,741,1872,680,1433,740,755,3001,8358,393,927,490,816,480,342,,1523,7237,348,945,190,617,260,413,,1478
0500000US35059,"Union County, New Mexico",4175,234,486,70,311,241,377,810,2302,128,200,27,204,168,265,,349,1873,106,286,43,107,73,112,,461
0500000US35061,"Valencia County, New Mexico",75956,4328,10588,3268,6727,4704,4440,12596,38130,2271,5498,1660,3466,2470,2257,,5910,37826,2057,5090,1608,3261,2234,2183,,6686
0500000US36001,"Albany County, New York",307426,15583,31321,10492,45521,20247,19824,49416,148910,8012,15988,5270,22424,10130,9962,,21017,158516,7571,15333,5222,23097,10117,9862,,28399
0500000US36003,"Allegany County, New York",47025,2425,5411,1750,7284,2404,2357,8444,23755,1311,2747,882,3904,1261,1153,,4012,23270,1114,2664,868,3380,1143,1204,,4432
0500000US36005,"Bronx County, New York",1437872,106083,196541,58456,152655,121669,105343,174470,676963,53814,100106,29767,76828,59536,49872,,68052,760909,52269,96435,28689,75827,62133,55471,,106418
0500000US36007,"Broome County, New York",194402,10199,20856,6906,27491,11154,10560,35621,95608,5267,10795,3573,14133,5720,5416,,15349,98794,4932,10061,3333,13358,5434,5144,,20272
0500000US36009,"Cattaraugus County, New York",77686,4440,9924,3076,7216,4179,4233,14106,38491,2249,5006,1596,3697,2089,2141,,6500,39195,2191,4918,1480,3519,2090,2092,,7606
0500000US36011,"Cayuga County, New York",77868,3935,8702,2990,6715,4885,4761,13859,39982,2074,4511,1538,3574,2728,2601,,6346,37886,1861,4191,1452,3141,2157,2160,,7513
0500000US36013,"Chautauqua County, New York",129656,7042,14745,4961,13050,7877,7206,24668,63960,3523,7478,2552,6797,4096,3632,,10955,65696,3519,7267,2409,6253,3781,3574,,13713
0500000US36015,"Chemung County, New York",85740,5075,10337,3248,7159,5228,5286,15319,42556,2596,5292,1659,3580,2890,2621,,6743,43184,2479,5045,1589,3579,2338,2665,,8576
0500000US36017,"Chenango County, New York",48348,2596,5621,1924,3749,2720,2515,9540,24227,1314,2910,953,1961,1420,1302,,4509,24121,1282,2711,971,1788,1300,1213,,5031
0500000US36019,"Clinton County, New York",80794,3945,8048,2542,11305,5212,4934,12853,41499,2015,4123,1312,5740,3120,2786,,5864,39295,1930,3925,1230,5565,2092,2148,,6989
0500000US36021,"Columbia County, New York",60919,2572,6101,2292,4348,3306,3209,13577,30495,1247,3221,1284,2408,1654,1540,,6310,30424,1325,2880,1008,1940,1652,1669,,7267
0500000US36023,"Cortland County, New York",48123,2527,5244,1665,8525,2915,2551,7547,23550,1324,2681,898,3859,1482,1271,,3423,24573,1203,2563,767,4666,1433,1280,,4124
0500000US36025,"Delaware County, New York",45502,1795,4435,1624,4760,2263,2180,10595,22943,891,2274,838,2594,1230,1051,,5099,22559,904,2161,786,2166,1033,1129,,5496
0500000US36027,"Dutchess County, New York",293894,13631,31908,11512,32378,17557,16264,48700,146174,6958,16277,5922,16273,9452,8471,,21637,147720,6673,15631,5590,16105,8105,7793,,27063
0500000US36029,"Erie County, New York",919866,50232,103857,34454,87610,68701,59964,158532,444998,25649,52756,17577,44163,34841,29998,,67242,474868,24583,51101,16877,43447,33860,29966,,91290
0500000US36031,"Essex County, New York",37751,1495,3503,1327,2695,2384,2133,8322,19622,793,1794,723,1500,1440,1177,,3924,18129,702,1709,604,1195,944,956,,4398
0500000US36033,"Franklin County, New York",50692,2463,5715,1734,5092,3627,3413,8081,27816,1286,3055,846,3093,2444,2088,,3792,22876,1177,2660,888,1999,1183,1325,,4289
0500000US36035,"Fulton County, New York",53743,2677,6255,2045,4166,3171,3236,9981,26847,1397,3250,1038,2204,1674,1625,,4461,26896,1280,3005,1007,1962,1497,1611,,5520
0500000US36037,"Genesee County, New York",58112,2980,6781,2173,4913,3647,3434,10453,29022,1430,3434,1147,2426,2070,1776,,4687,29090,1550,3347,1026,2487,1577,1658,,5766
0500000US36039,"Greene County, New York",47617,2029,4456,1572,4133,3065,2674,9996,24903,1030,2307,845,2484,1814,1501,,4709,22714,999,2149,727,1649,1251,1173,,5287
0500000US36041,"Hamilton County, New York",4575,147,358,128,406,138,129,1319,2347,68,189,69,265,71,37,,658,2228,79,169,59,141,67,92,,661
0500000US36043,"Herkimer County, New York",62505,3214,7463,2384,5600,3485,3366,12251,30918,1715,3782,1232,2907,1741,1690,,5543,31587,1499,3681,1152,2693,1744,1676,,6708
0500000US36045,"Jefferson County, New York",114448,9078,14649,4050,14302,11021,8634,14619,59931,4631,7435,1941,8931,6401,4770,,6546,54517,4447,7214,2109,5371,4620,3864,,8073
0500000US36047,"Kings County, New York",2600747,193743,316610,89406,223707,246449,228103,343548,1231912,99417,161680,45211,109340,118998,110633,,139557,1368835,94326,154930,44195,114367,127451,117470,,203991
0500000US36049,"Lewis County, New York",26719,1661,3455,1076,2154,1521,1530,4620,13451,800,1781,523,1111,818,786,,2186,13268,861,1674,553,1043,703,744,,2434
0500000US36051,"Livingston County, New York",63907,2804,6528,2264,9624,3483,3545,10713,32050,1464,3331,1146,4508,1984,1899,,4901,31857,1340,3197,1118,5116,1499,1646,,5812
0500000US36053,"Madison County, New York",71359,3319,7823,2780,9531,3711,3587,12142,35252,1720,3963,1370,4698,1902,1838,,5573,36107,1599,3860,1410,4833,1809,1749,,6569
0500000US36055,"Monroe County, New York",744248,41595,87638,28140,76369,55056,48912,121631,359374,21181,44690,14402,38538,27570,23980,,52371,384874,20414,42948,13738,37831,27486,24932,,69260
0500000US36057,"Montgomery County, New York",49426,3034,6278,1973,3928,3088,3160,8965,24265,1512,3239,1042,2005,1541,1534,,3964,25161,1522,3039,931,1923,1547,1626,,5001
0500000US36059,"Nassau County, New York",1356564,74241,165715,55149,120849,79427,76227,232164,659405,38033,84938,28261,61717,40604,38095,,100033,697159,36208,80777,26888,59132,38823,38132,,132131
0500000US36061,"New York County, New York",1632480,79897,122034,33840,149638,193382,173174,257362,772144,40674,61435,16718,67708,90215,84854,,104819,860336,39223,60599,17122,81930,103167,88320,,152543
0500000US36063,"Niagara County, New York",211704,11078,23849,7919,18251,13573,12308,38400,103127,5669,12081,4097,9322,6787,6078,,16767,108577,5409,11768,3822,8929,6786,6230,,21633
0500000US36065,"Oneida County, New York",230782,13161,27411,8510,22421,14570,13946,41650,115089,6738,13968,4411,11862,7605,7340,,18190,115693,6423,13443,4099,10559,6965,6606,,23460
0500000US36067,"Onondaga County, New York",464242,26583,55371,18096,48534,31874,29691,75035,223995,13661,28311,9179,23589,15842,14638,,32313,240247,12922,27060,8917,24945,16032,15053,,42722
0500000US36069,"Ontario County, New York",109472,5507,12788,4270,10173,5947,5898,20570,53704,2794,6532,2261,5207,3097,2908,,9195,55768,2713,6256,2009,4966,2850,2990,,11375
0500000US36071,"Orange County, New York",378227,24852,54803,17444,40210,21627,21576,50452,189484,12783,28157,8982,22833,11108,10856,,22201,188743,12069,26646,8462,17377,10519,10720,,28251
0500000US36073,"Orleans County, New York",41175,2113,4459,1593,3378,2919,2572,6944,20539,1083,2219,843,1872,1521,1297,,3130,20636,1030,2240,750,1506,1398,1275,,3814
0500000US36075,"Oswego County, New York",119104,6521,14238,4670,13526,7474,6749,18238,59648,3385,7377,2404,6860,3970,3404,,8422,59456,3136,6861,2266,6666,3504,3345,,9816
0500000US36077,"Otsego County, New York",60244,2552,5446,1880,10459,2980,2837,12021,29127,1341,2791,927,4855,1494,1456,,5543,31117,1211,2655,953,5604,1486,1381,,6478
0500000US36079,"Putnam County, New York",99070,4418,11652,4241,8461,5160,5262,16053,49296,2173,5943,2104,4529,2758,2692,,7346,49774,2245,5709,2137,3932,2402,2570,,8707
0500000US36081,"Queens County, New York",2298513,144790,247475,73193,186799,191152,181757,340656,1114654,74386,126787,37415,93271,94991,91208,,142502,1183859,70404,120688,35778,93528,96161,90549,,198154
0500000US36083,"Rensselaer County, New York",159431,8479,17589,5655,16626,11400,10541,25539,78611,4303,9021,2846,9236,5788,5172,,11259,80820,4176,8568,2809,7390,5612,5369,,14280
0500000US36085,"Richmond County, New York",474101,27356,58611,18536,40845,33153,30097,73325,229424,13904,30121,9552,20656,16778,15046,,31369,244677,13452,28490,8984,20189,16375,15051,,41956
