GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_008E,,S0101_C01_028E,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_007E,S0101_C02_008E,,S0101_C02_028E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_007E,S0101_C03_008E,,S0101_C03_028E
Geography,Geographic Area Name,Total!!Estimate!!Total population,Total!!Estimate!!AGE!!Under 5 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!30 to 34 years,,Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Male!!Estimate!!Total population,Male!!Estimate!!AGE!!Under 5 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!30 to 34 years,,Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Female!!Estimate!!Total population,Female!!Estimate!!AGE!!Under 5 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!30 to 34 years,,Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over
0500000US29067,"Douglas County, Missouri",13467,781,1630,498,902,6.7,5,4.8,,3003,6749,439,850,256,7.3,5,4.9,,1404,6718,343,779,242,6.1,5,4.7,,1599
0500000US29069,"Dunklin County, Missouri",31271,2252,4503,1376,2658,8.5,5.2,5.5,,5410,15043,1173,2302,707,9.1,4.8,5.5,,2271,16228,1071,2191,649,7.9,5.6,5.5,,3148
0500000US29071,"Franklin County, Missouri",102063,6328,13574,4185,8267,8.1,6.2,5.9,,15922,50830,3355,7015,2186,8.6,6.1,5.9,,7116,51233,2972,6507,1998,7.7,6.3,5.9,,8812
0500000US29073,"Gasconade County, Missouri",14875,744,1830,595,1056,7.1,4.8,5.1,,3183,7389,414,961,296,7,4.8,5,,1397,7486,337,876,292,7.2,4.8,5.2,,1782
0500000US29075,"Gentry County, Missouri",6745,465,904,270,519,7.7,5.5,5.9,,1342,3242,237,421,133,7.7,5.6,5.8,,571,3503,228,483,137,7.7,5.4,6.1,,771
0500000US29077,"Greene County, Missouri",285449,17412,33112,9705,39963,14,7.3,6.8,,43674,139153,8906,16977,4870,14,7.5,7.2,,18368,146296,8485,15946,4681,14,7.1,6.4,,25163
0500000US29079,"Grundy County, Missouri",10231,737,1310,368,941,9.2,6.7,5.3,,2149,4950,396,609,178,10.1,7.8,5.7,,896,5281,338,702,195,8.4,5.7,4.9,,1257
0500000US29081,"Harrison County, Missouri",8649,545,1263,337,579,6.7,5.9,5.2,,1825,4305,280,676,185,7.3,5.6,5.4,,792,4344,261,582,152,6.1,6.2,4.9,,1038
0500000US29083,"Henry County, Missouri",21930,1206,2829,877,1469,6.7,5.4,5.6,,4408,10847,597,1432,423,7,5.7,5.3,,2028,11083,610,1408,454,6.3,5,5.9,,2394
0500000US29085,"Hickory County, Missouri",9267,371,899,343,482,5.2,3.4,3.6,,2975,4523,172,452,185,5.3,3.7,3.8,,1456,4744,199,446,152,5.1,3.2,3.3,,1523
0500000US29087,"Holt County, Missouri",4537,259,522,136,277,6.1,5.1,4.9,,1021,2274,132,280,66,6.2,5.3,5,,459,2263,124,242,68,6.1,4.9,4.7,,561
0500000US29089,"Howard County, Missouri",10148,619,1269,365,1329,13.1,5.3,5.5,,1695,5075,305,634,203,13.4,5,5.5,,771,5073,309,634,162,12.9,5.7,5.5,,923
0500000US29091,"Howell County, Missouri",40265,2617,5557,1651,3261,8.1,5.9,5.9,,7530,19617,1393,2805,883,8.1,6.2,5.7,,3355,20648,1218,2746,764,8,5.7,6,,4171
0500000US29093,"Iron County, Missouri",10220,501,1247,409,797,7.8,4.9,5.3,,1932,5071,264,644,218,9,5.1,5,,857,5149,237,602,196,6.7,4.7,5.7,,1071
0500000US29095,"Jackson County, Missouri",683643,46488,91608,26662,60161,8.8,7.8,7.3,,92292,330662,23808,46623,13557,8.9,7.9,7.4,,39018,352981,22944,44829,13060,8.6,7.7,7.2,,53653
0500000US29097,"Jasper County, Missouri",117376,8451,16550,4812,11503,9.8,7,6.8,,16198,57174,4288,8347,2458,10,7.2,6.9,,6975,60202,4094,8187,2408,9.6,6.8,6.7,,9211
0500000US29099,"Jefferson County, Missouri",222453,13792,30476,9343,17796,8,6.2,6.6,,29586,110600,7078,15595,4756,8.3,6.3,6.7,,13383,111853,6711,14876,4474,7.7,6.1,6.6,,16219
0500000US29101,"Johnson County, Missouri",54229,3471,6399,1952,11334,20.9,7.5,6.4,,6345,27952,1845,3270,1034,21.9,8.3,6.4,,3019,26277,1629,3153,893,19.9,6.6,6.4,,3311
0500000US29103,"Knox County, Missouri",3997,240,516,220,308,7.7,4.6,4.7,,823,2025,130,265,126,8.9,4.4,4.9,,360,1972,110,250,93,6.5,4.7,4.5,,463
0500000US29105,"Laclede County, Missouri",35505,2237,4900,1491,2769,7.8,6,6.3,,5929,17608,1127,2483,757,8.4,5.9,6.4,,2641,17897,1092,2416,716,7.2,6,6.2,,3275
0500000US29107,"Lafayette County, Missouri",32789,1902,4328,1410,2558,7.8,5.8,5.3,,5836,16121,935,2192,742,8.3,6.1,5.4,,2595,16668,967,2150,683,7.3,5.6,5.2,,3267
0500000US29109,"Lawrence County, Missouri",38204,2483,5463,1796,2942,7.7,5.3,5.7,,6609,19079,1278,2805,973,8.2,5.2,5.6,,3034,19125,1224,2639,822,7.1,5.4,5.8,,3576
0500000US29111,"Lewis County, Missouri",10146,568,1309,416,1238,12.2,5.5,5.8,,1806,5094,285,723,219,12.9,5.5,5.8,,810,5052,288,591,192,11.5,5.5,5.8,,1000
0500000US29113,"Lincoln County, Missouri",54286,3583,8089,2606,4669,8.6,6.3,6.7,,6677,27178,1875,4294,1277,8.7,6,6.6,,3098,27108,1708,3795,1328,8.5,6.5,6.8,,3578
0500000US29115,"Linn County, Missouri",12319,678,1712,554,924,7.5,4.7,5.4,,2476,5900,348,856,260,7.7,4.8,5.3,,1062,6419,327,854,289,7.4,4.5,5.4,,1419
0500000US29117,"Livingston County, Missouri",15057,858,1807,572,1144,7.6,6.3,6.9,,2951,6773,467,894,312,8,5.3,5.7,,1280,8284,398,911,257,7.2,7.1,7.8,,1673
0500000US29119,"McDonald County, Missouri",22720,1545,3385,1091,1863,8.2,5.7,6.3,,3158,11570,833,1759,579,9,5.5,6.2,,1539,11150,714,1628,513,7.5,5.8,6.5,,1606
0500000US29121,"Macon County, Missouri",15399,955,2125,601,1093,7.1,5.2,5.5,,3265,7595,463,1086,327,7.8,5.5,5.6,,1428,7804,484,1038,281,6.5,4.9,5.3,,1826
0500000US29123,"Madison County, Missouri",12403,707,1674,496,943,7.6,5.5,5.3,,2344,6087,353,907,256,7.4,5.5,5.4,,1083,6316,360,777,234,7.9,5.4,5.2,,1263
0500000US29125,"Maries County, Missouri",8987,458,1105,359,701,7.8,4.8,5.2,,1752,4453,218,548,183,9.1,4.3,5.2,,833,4534,240,562,172,6.5,5.4,5.3,,920
0500000US29127,"Marion County, Missouri",28858,1876,3723,1212,2684,9.3,5.9,6,,4935,13914,918,1878,654,8.8,6.3,5.8,,2171,14944,971,1823,583,9.8,5.6,6.1,,2765
0500000US29129,"Mercer County, Missouri",3702,207,522,196,263,7.1,3.9,5.3,,763,1856,104,280,87,7.3,4.1,5.4,,362,1846,103,242,109,6.8,3.7,5.1,,402
0500000US29131,"Miller County, Missouri",25011,1501,3301,1100,1951,7.8,5.7,5.9,,4452,12354,778,1705,544,8.2,5.8,5.6,,2088,12657,734,1595,557,7.4,5.5,6.2,,2367
0500000US29133,"Mississippi County, Missouri",14112,847,1863,466,1073,7.6,7.1,6.9,,2328,7568,371,1007,257,7.4,8.5,7.9,,1022,6544,478,857,203,7.9,5.6,5.8,,1309
0500000US29135,"Moniteau County, Missouri",15840,1045,2297,681,1236,7.8,6.2,6.8,,2376,8295,514,1211,324,8,6.5,7.4,,1078,7545,536,1094,347,7.4,6,6.1,,1290
0500000US29137,"Monroe County, Missouri",8642,458,1098,380,588,6.8,4.7,5.3,,1789,4333,234,576,204,6.6,4.8,5.7,,845,4309,224,521,181,7.1,4.6,4.9,,944
0500000US29139,"Montgomery County, Missouri",11820,709,1560,449,804,6.8,5.1,5.4,,2352,5885,347,836,235,7.2,5.3,5.4,,1053,5935,362,724,220,6.4,4.9,5.3,,1300
0500000US29141,"Morgan County, Missouri",20182,1211,2482,747,1332,6.6,4.6,5,,4743,10136,598,1277,365,6.7,4.7,5.4,,2301,10046,623,1206,382,6.5,4.5,4.6,,2441
0500000US29143,"New Madrid County, Missouri",18229,1130,2388,729,1404,7.7,5.6,5.2,,3190,8758,578,1226,377,8.3,5.7,4.8,,1349,9471,559,1174,350,7.3,5.6,5.6,,1847
0500000US29145,"Newton County, Missouri",58741,3642,7989,2585,5345,9.1,5.6,5.5,,10221,29291,1992,4218,1347,9.8,5.7,5.3,,4599,29450,1679,3770,1237,8.4,5.4,5.7,,5625
0500000US29147,"Nodaway County, Missouri",23026,1036,2118,714,6608,28.7,5.5,5.5,,3247,11399,536,1049,365,27.1,6.7,6,,1436,11627,488,1070,349,30.3,4.3,5,,1814
0500000US29149,"Oregon County, Missouri",10922,623,1387,437,765,7,4.4,4.3,,2512,5384,307,689,210,7.8,4.4,4.6,,1201,5538,316,698,227,6.3,4.4,4.1,,1313
0500000US29151,"Osage County, Missouri",13704,754,1891,576,1233,9,5.5,5.4,,2275,7153,386,987,286,10.6,5.5,5.4,,1066,6551,373,904,282,7.2,5.6,5.3,,1205
0500000US29153,"Ozark County, Missouri",9450,416,1077,321,567,6,3.8,4.3,,2448,4739,227,531,175,6.1,3.6,4.3,,1189,4711,188,542,151,5.8,4.1,4.3,,1253
0500000US29155,"Pemiscot County, Missouri",17599,1285,2569,827,1514,8.6,6.1,5.6,,2745,8318,616,1356,424,8.9,6.3,5.2,,1115,9281,668,1225,408,8.4,6,5.9,,1624
0500000US29157,"Perry County, Missouri",19152,1092,2758,824,1513,7.9,5.6,5.7,,3179,9481,550,1422,427,7.8,5.9,5.7,,1394,9671,551,1335,406,8.1,5.3,5.8,,1779
0500000US29159,"Pettis County, Missouri",42193,2911,5865,1772,3755,8.9,6.8,6.6,,6456,20704,1511,3023,890,8.7,6.8,6.9,,2816,21489,1418,2858,881,9.1,6.7,6.3,,3632
0500000US29161,"Phelps County, Missouri",44833,2600,5380,1479,7532,16.8,6.4,6,,6680,23404,1357,2785,796,21,6.5,6,,2996,21429,1264,2614,686,12.3,6.2,6,,3686
0500000US29163,"Pike County, Missouri",18475,1090,2235,721,1681,9.1,6.8,6.7,,3030,10249,584,1189,359,10.2,7.6,7.4,,1404,8226,502,1045,362,7.7,5.8,5.7,,1629
0500000US29165,"Platte County, Missouri",94970,5888,12821,4084,7977,8.4,6.3,6.8,,12251,46798,2948,6505,1966,9,6.3,7,,5569,48172,2987,6262,2071,7.9,6.3,6.6,,6696
0500000US29167,"Polk County, Missouri",31113,1836,4107,1431,4014,12.9,5,5.7,,5320,15225,914,2132,776,12.5,5.3,5.7,,2406,15888,937,1954,651,13.3,4.8,5.7,,2908
0500000US29169,"Pulaski County, Missouri",53302,3784,6556,1812,12473,23.4,9.4,8.4,,3998,30338,1942,3428,910,29.8,9.8,8.2,,1760,22964,1860,3146,896,15,8.8,8.7,,2250
0500000US29171,"Putnam County, Missouri",4877,278,590,190,380,7.8,4.5,4.7,,1127,2448,140,326,93,8.1,4.7,4.8,,529,2429,141,267,100,7.5,4.3,4.7,,598
0500000US29173,"Ralls County, Missouri",10225,501,1299,419,746,7.3,4.4,5.3,,1973,5191,265,680,202,8.2,4.2,5,,950,5034,237,619,211,6.3,4.5,5.5,,1022
0500000US29175,"Randolph County, Missouri",25081,1430,3235,953,2282,9.1,7,6.5,,3913,13155,737,1710,474,9.6,8,7.1,,1658,11926,692,1538,477,8.5,5.8,5.9,,2254
0500000US29177,"Ray County, Missouri",22921,1329,3071,1031,1788,7.8,5.1,5.7,,3874,11340,624,1565,556,8.6,5.1,5.6,,1780,11581,695,1494,475,7,5.2,5.8,,2096
0500000US29179,"Reynolds County, Missouri",6530,307,803,268,405,6.2,4.5,5.6,,1489,3374,159,449,165,6.5,4.2,5.5,,749,3156,148,353,101,5.9,4.8,5.7,,742
0500000US29181,"Ripley County, Missouri",13936,850,1853,530,1045,7.5,5.4,5.4,,2704,6897,441,972,276,7.3,5.2,5.6,,1269,7039,408,887,253,7.7,5.7,5.1,,1436
0500000US29183,"St. Charles County, Missouri",379856,23551,52800,16334,33047,8.7,6.2,6.9,,50141,186762,12140,26894,8218,9.1,6.3,7,,22038,193094,11586,26068,7917,8.3,6,6.9,,28192
0500000US29185,"St. Clair County, Missouri",9444,434,1011,359,623,6.6,4.7,4.4,,2427,4750,223,513,171,7.3,5,4.5,,1131,4694,211,498,188,5.9,4.3,4.2,,1300
0500000US29186,"Ste. Genevieve County, Missouri",17937,879,2421,753,1471,8.2,4.8,5.7,,3031,9037,443,1238,361,9,4.9,5.4,,1419,8900,436,1184,383,7.4,4.8,6,,1620
0500000US29187,"St. Francois County, Missouri",66230,3510,8279,2384,5961,9,7.4,7,,10067,35676,1748,4174,1213,10.2,8.2,7.8,,4495,30554,1742,4125,1161,7.7,6.4,6.2,,5591
0500000US29189,"St. Louis County, Missouri",1000560,58032,125070,41023,89050,8.9,6.3,6.3,,165092,474388,29886,64042,20873,9.4,6.5,6.4,,68312,526172,28413,61562,19995,8.4,6.2,6.2,,96289
0500000US29195,"Saline County, Missouri",23214,1532,2995,836,2739,11.8,6.3,5.6,,3900,11587,776,1564,463,12.8,6.3,5.4,,1669,11627,756,1430,372,10.8,6.4,5.8,,2232
0500000US29197,"Schuyler County, Missouri",4396,299,633,202,360,8.2,5.2,4.8,,835,2155,151,332,101,8.7,5.7,4.7,,371,2241,150,300,99,7.8,4.7,4.9,,464
0500000US29199,"Scotland County, Missouri",4893,387,773,230,387,7.9,5.6,5.5,,910,2388,203,370,117,8.1,5.8,5.8,,399,2505,183,401,110,7.6,5.5,5.1,,511
0500000US29201,"Scott County, Missouri",38994,2535,5264,1560,3237,8.3,6.2,6.4,,6473,18943,1326,2652,796,8.9,6.3,6.3,,2823,20051,1203,2627,742,7.7,6.2,6.5,,3649
0500000US29203,"Shannon County, Missouri",8256,462,1049,338,644,7.8,5.6,5,,1610,4056,227,535,162,7.6,5.6,5.6,,718,4200,231,508,176,8,5.5,4.5,,890
0500000US29205,"Shelby County, Missouri",6148,369,830,252,455,7.4,4.7,5.7,,1236,3065,199,435,120,7.6,4.5,5.8,,536,3083,173,395,129,7.2,4.9,5.5,,700
0500000US29207,"Stoddard County, Missouri",29788,1728,3694,1192,2353,7.9,5.7,5.8,,5719,14509,871,1814,624,8.1,5.8,5.8,,2481,15279,840,1864,565,7.7,5.6,5.7,,3239
0500000US29209,"Stone County, Missouri",31197,1310,3089,1092,1934,6.2,3.8,4,,8517,15297,704,1514,566,7,3.8,4.1,,4191,15900,588,1558,525,5.4,3.7,3.9,,4341
0500000US29211,"Sullivan County, Missouri",6416,385,860,231,500,7.8,5.1,6.6,,1206,3255,218,452,127,8.2,5.7,5.4,,531,3161,168,408,104,7.3,4.4,7.8,,673
0500000US29213,"Taney County, Missouri",53853,3177,6247,1993,5385,10,6,5.5,,10609,26219,1626,3172,1049,10,6.5,5.4,,4903,27634,1548,3067,967,9.9,5.5,5.6,,5693
0500000US29215,"Texas County, Missouri",25690,1490,3520,1002,1901,7.4,5.6,5.6,,4932,13201,766,1795,488,7.7,6.2,5.9,,2297,12489,737,1736,525,6.9,4.9,5.3,,2635
0500000US29217,"Vernon County, Missouri",20836,1250,2938,917,1813,8.7,5.2,6.1,,3646,10209,674,1603,480,7.8,5.2,6.3,,1623,10627,574,1328,436,9.6,5.2,6,,2030
0500000US29219,"Warren County, Missouri",33290,2097,4661,1398,2330,7,6.6,5.9,,5460,16777,1007,2550,755,7.1,6.4,5.8,,2567,16513,1106,2081,644,6.9,6.7,6,,2873
0500000US29221,"Washington County, Missouri",25002,1400,3425,975,1950,7.8,5.9,6,,3800,12835,693,1707,513,8.2,6.3,6.3,,1784,12167,706,1716,462,7.5,5.5,5.8,,2008
0500000US29223,"Wayne County, Missouri",13341,680,1574,547,907,6.8,4.9,4.8,,2922,6640,359,757,312,7.5,4.7,5,,1408,6701,328,818,235,6.1,5.2,4.6,,1514
0500000US29225,"Webster County, Missouri",37075,2595,5747,1743,2929,7.9,5.6,5.8,,5376,18883,1360,2965,906,8.1,5.9,5.7,,2530,18192,1237,2783,837,7.7,5.3,5.9,,2856
0500000US29227,"Worth County, Missouri",2061,113,227,74,146,7.1,4.7,4.6,,497,984,59,116,22,7.5,4.8,5.4,,209,1077,55,111,52,6.7,4.5,3.8,,286
0500000US29229,"Wright County, Missouri",18378,1158,2628,809,1378,7.5,5,5.1,,3437,9003,603,1332,414,7.9,5.2,5.2,,1549,9375,563,1294,394,7.1,4.9,5.1,,1875
0500000US29510,"St. Louis city, Missouri",316030,20858,33499,9481,33499,10.6,10.3,9.1,,36027,152766,10846,16957,4889,10.7,10.2,9.3,,14513,163264,10122,16490,4735,10.5,10.4,9,,21551
0500000US30001,"Beaverhead County, Montana",9317,447,932,363,1295,13.9,4.6,5.9,,1863,4649,232,442,200,13.7,5.1,5.4,,925,4668,210,490,168,14.1,4.1,6.5,,943
0500000US30003,"Big Horn County, Montana",13214,1216,2590,634,1242,9.4,7.1,6,,1454,6522,652,1317,339,9.5,6.7,6.2,,685,6692,562,1271,294,9.3,7.5,5.8,,776
0500000US30005,"Blaine County, Montana",6609,555,1124,317,595,9,5.9,5.9,,938,3283,272,604,164,9.3,5.6,5.8,,407,3326,279,519,156,8.8,6.2,5.9,,529
0500000US30007,"Broadwater County, Montana",5692,256,700,205,370,6.5,4.4,3.6,,1167,2928,129,316,91,7.2,4.6,4.8,,600,2764,127,384,116,5.7,4.2,2.2,,567
0500000US30009,"Carbon County, Montana",10340,414,1117,393,558,5.4,4.2,4.5,,2347,5171,212,579,222,5.5,3.8,4.4,,1189,5169,202,538,165,5.3,4.6,4.6,,1163
0500000US30011,"Carter County, Montana",1295,63,158,36,85,6.6,4.2,6,,322,625,19,86,15,6.2,4.3,7.2,,149,670,45,72,21,7,4.2,4.9,,174
0500000US30013,"Cascade County, Montana",82049,5497,10174,2790,8205,10,7.3,6.8,,14030,41248,2846,5197,1485,10.7,7.6,7.2,,6393,40801,2652,4937,1346,9.3,6.9,6.5,,7589
0500000US30015,"Chouteau County, Montana",5837,292,876,263,514,8.8,5.4,4.9,,1051,2898,142,417,145,8.9,6.3,4.8,,496,2939,150,456,118,8.8,4.5,5,,558
0500000US30017,"Custer County, Montana",11980,803,1378,431,1042,8.7,6.6,6,,2216,5999,426,738,258,9,6.1,6.5,,1002,5981,377,640,173,8.5,7.1,5.6,,1220
0500000US30019,"Daniels County, Montana",1787,95,179,70,130,7.3,3.4,3.6,,431,878,38,101,35,8.5,3.6,5.1,,168,909,56,77,35,6.1,3.2,2.1,,262
0500000US30021,"Dawson County, Montana",9431,594,1169,302,839,8.9,6.4,6.7,,1594,4975,308,627,159,9.6,6.9,7.5,,726,4456,285,548,147,8.2,5.8,5.7,,864
0500000US30023,"Deer Lodge County, Montana",9176,321,780,330,899,9.8,4.6,5.5,,1918,4883,171,381,200,12.1,3.9,6.5,,928,4293,146,404,133,7.2,5.3,4.4,,987
0500000US30025,"Fallon County, Montana",2913,227,443,67,198,6.8,5.9,7.1,,460,1525,137,226,38,6.8,6.4,7.2,,191,1388,87,218,31,6.8,5.4,6.9,,271
0500000US30027,"Fergus County, Montana",11429,640,1303,389,697,6.1,5.3,5.4,,2594,5750,351,690,196,6.6,4.7,5.7,,1248,5679,290,619,187,5.6,6,5,,1346
0500000US30029,"Flathead County, Montana",94696,5682,12026,3598,7102,7.5,5.4,6.3,,16098,47281,2979,6288,1891,7.6,5.2,6.3,,7754,47415,2655,5690,1754,7.4,5.5,6.4,,8345
0500000US30031,"Gallatin County, Montana",97958,5877,11167,3037,15967,16.3,8.1,7.8,,10971,50509,3132,5556,1515,17.2,8.4,8,,5152,47449,2752,5646,1518,15.2,7.7,7.7,,5741
0500000US30033,"Garfield County, Montana",1061,81,103,35,84,7.9,5.3,7.7,,255,510,52,44,16,7.1,2.4,9.4,,129,551,29,59,19,8.7,8,6.2,,126
0500000US30035,"Glacier County, Montana",13695,1260,2383,685,1370,10,6.5,6.2,,1520,6722,632,1183,343,10.1,7.1,6.4,,686,6973,628,1199,349,9.9,5.9,6,,830
0500000US30037,"Golden Valley County, Montana",730,20,94,21,22,3,2.9,2.7,,179,344,9,43,8,2.3,4.1,1.7,,92,386,11,51,13,3.6,1.8,3.6,,87
0500000US30039,"Granite County, Montana",3212,119,353,125,173,5.4,2.1,4,,912,1648,61,176,43,5.5,2.1,4.4,,488,1564,56,177,81,5.4,2.1,3.7,,425
0500000US30041,"Hill County, Montana",16529,1405,2413,661,1736,10.5,7,6.1,,2298,8355,719,1228,351,11.6,7.1,6.4,,1053,8174,687,1185,319,9.4,6.9,5.9,,1242
0500000US30043,"Jefferson County, Montana",11601,487,1392,557,719,6.2,3.9,4.4,,2146,5958,232,733,280,6.5,3.9,4.5,,1132,5643,254,660,282,6,4,4.3,,1016
0500000US30045,"Judith Basin County, Montana",1981,57,188,77,103,5.2,3.5,5,,469,1034,33,94,55,5.9,3.8,3.1,,254,947,24,95,22,4.5,3.2,7.1,,215
0500000US30047,"Lake County, Montana",29311,1905,4045,1231,2198,7.5,5.1,5.4,,5745,14418,980,2062,634,8,4.8,5.7,,2826,14893,908,1996,611,7.1,5.3,5,,2919
0500000US30049,"Lewis and Clark County, Montana",65989,3761,8183,2508,5477,8.3,5.8,6.6,,10624,32839,1905,4335,1379,8.5,5.6,6.8,,4992,33150,1823,3845,1127,8.2,6,6.5,,5669
0500000US30051,"Liberty County, Montana",2292,133,238,64,215,9.4,5.2,4.9,,511,1137,72,142,25,9.7,6,5.6,,239,1155,62,96,39,9.1,4.5,4.2,,271
0500000US30053,"Lincoln County, Montana",19268,829,2004,674,1137,5.9,3.8,4.2,,4778,9639,405,1041,347,6.7,3.7,3.9,,2410,9629,424,963,327,5.1,4,4.5,,2378
0500000US30055,"McCone County, Montana",1678,112,173,60,91,5.4,5.7,5.4,,383,914,57,116,31,4.2,6.1,6,,203,764,55,57,30,6.8,5.1,4.6,,180
0500000US30057,"Madison County, Montana",7810,297,711,219,406,5.2,5.2,5.4,,2038,4046,154,328,109,5.3,6.8,5.4,,1076,3764,147,380,113,5.1,3.6,5.3,,960
0500000US30059,"Meagher County, Montana",1960,116,231,76,100,5.1,4.8,5.9,,433,937,49,106,50,3.5,4.2,5.2,,208,1023,66,126,26,6.5,5.5,6.5,,226
0500000US30061,"Mineral County, Montana",4223,194,431,135,342,8.1,1.8,3.1,,1128,2155,97,226,41,8.5,2,2.1,,588,2068,97,205,95,7.6,1.6,4.2,,540
0500000US30063,"Missoula County, Montana",113101,5994,12667,3393,16626,14.7,8.1,7.4,,15382,56928,3074,6490,1765,14.3,8.7,7.6,,7287,56173,2865,6123,1629,15.1,7.6,7.1,,8033
0500000US30065,"Musselshell County, Montana",4778,253,607,196,311,6.5,3.6,4.4,,1013,2374,131,318,97,5.4,3.7,4.1,,508,2404,123,291,99,7.5,3.4,4.7,,502
0500000US30067,"Park County, Montana",15843,856,1632,539,982,6.2,4.7,6.3,,3074,7917,443,879,269,5.9,4.7,5.8,,1480,7926,404,745,269,6.5,4.6,6.8,,1593
0500000US30069,"Petroleum County, Montana",445,24,30,21,13,2.9,3.6,6.3,,88,239,15,18,13,5.4,0,8.8,,55,206,9,12,8,0,7.8,3.4,,33
0500000US30071,"Phillips County, Montana",4150,257,519,145,303,7.3,4.4,4.2,,876,2086,148,250,100,8.8,4.2,4.6,,403,2064,109,268,43,5.7,4.7,3.8,,471
0500000US30073,"Pondera County, Montana",6166,413,845,259,456,7.4,5.5,5.1,,1215,3100,211,419,186,7.2,5.7,5.1,,567,3066,202,426,71,7.5,5.4,5.2,,644
0500000US30075,"Powder River County, Montana",1648,73,120,73,115,7,5.4,4,,391,811,20,56,35,9.2,6.5,3.7,,179,837,53,64,38,4.9,4.3,4.3,,212
0500000US30077,"Powell County, Montana",6928,256,568,201,568,8.2,6.7,5.9,,1289,4314,129,285,112,9.6,8.4,6.4,,682,2614,128,285,89,5.9,3.9,5,,612
0500000US30079,"Prairie County, Montana",1414,88,211,47,57,4,2.8,2.4,,366,747,58,103,28,5.4,4.7,2,,183,667,30,108,19,2.4,0.7,2.8,,183
0500000US30081,"Ravalli County, Montana",41130,1933,4853,1604,2715,6.6,4,4.9,,9378,20385,958,2548,836,7.2,3.9,4.7,,4525,20745,975,2303,747,6,4.1,5.1,,4834
0500000US30083,"Richland County, Montana",11392,752,1618,422,1025,9,6.3,6.6,,1504,5864,340,809,217,9.9,6.1,7,,715,5528,415,813,205,8,6.4,6.2,,791
0500000US30085,"Roosevelt County, Montana",11230,988,2078,539,1213,10.8,6.7,6.3,,1202,5525,519,967,276,12.1,6.6,6.2,,519,5705,468,1118,268,9.5,6.7,6.4,,685
0500000US30087,"Rosebud County, Montana",9348,748,1533,458,813,8.7,5.1,5.3,,1281,4629,306,773,278,8.3,5.6,5.4,,630,4719,444,760,179,9,4.7,5.1,,651
0500000US30089,"Sanders County, Montana",11375,523,1115,466,671,5.9,3.4,4.1,,2980,5837,274,595,245,6.2,3,4,,1582,5538,255,521,216,5.6,3.7,4.3,,1401
0500000US30091,"Sheridan County, Montana",3645,233,437,117,211,5.8,5.2,7.4,,806,1866,138,222,63,6.2,5.7,6.9,,381,1779,98,215,55,5.5,4.7,7.9,,425
0500000US30093,"Silver Bow County, Montana",34560,1866,3836,1140,4251,12.3,5.4,5.5,,5910,17188,928,1977,584,12.9,6.1,5.6,,2664,17372,938,1859,556,11.8,4.8,5.5,,3249
0500000US30095,"Stillwater County, Montana",9342,420,1196,383,607,6.5,3.7,5,,1850,4748,214,608,185,7.1,4.1,4.4,,964,4594,202,588,193,5.9,3.3,5.6,,882
0500000US30097,"Sweet Grass County, Montana",3634,193,483,171,178,4.9,5,3.3,,865,1770,94,250,78,5.6,6.8,3.3,,382,1864,99,235,93,4.2,3.3,3.3,,483
0500000US30099,"Teton County, Montana",6067,382,801,255,443,7.3,4.2,5.1,,1335,2979,179,393,131,8.2,4,5.1,,643,3088,201,411,120,6.4,4.5,5.1,,692
0500000US30101,"Toole County, Montana",5114,235,552,189,486,9.5,5.8,6.6,,777,2919,120,280,108,10.5,7.3,7.5,,365,2195,116,272,83,8.2,3.8,5.5,,408
0500000US30103,"Treasure County, Montana",846,32,85,47,82,9.7,6.4,2.4,,171,433,16,47,24,10.6,7.6,2.3,,86,413,16,38,23,8.7,5.1,2.4,,85
0500000US30105,"Valley County, Montana",7576,424,970,318,530,7,5.2,5.2,,1576,3805,244,483,175,6.2,5.2,5.1,,731,3771,185,483,140,7.8,5.2,5.3,,845
