GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_008E,,S0101_C01_028E,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_007E,S0101_C02_008E,,S0101_C02_028E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_007E,S0101_C03_008E,,S0101_C03_028E
Geography,Geographic Area Name,Total!!Estimate!!Total population,Total!!Estimate!!AGE!!Under 5 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!30 to 34 years,,Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Male!!Estimate!!Total population,Male!!Estimate!!AGE!!Under 5 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!30 to 34 years,,Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Female!!Estimate!!Total population,Female!!Estimate!!AGE!!Under 5 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!30 to 34 years,,Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over
0500000US18055,"Greene County, Indiana",32633,1730,4242,1403,2480,7.6,5.3,5.7,,5907,16217,843,2157,697,8.3,5.3,5.9,,2676,16416,870,2101,722,6.9,5.2,5.4,,3250
0500000US18057,"Hamilton County, Indiana",303042,21213,50608,14849,21213,7,5.3,7,,31819,148054,10956,25613,7403,7.4,5.1,6.9,,14213,154988,10384,24953,7284,6.7,5.5,7.2,,17669
0500000US18059,"Hancock County, Indiana",71955,4029,10146,3310,5756,8,5.4,5.8,,10649,35160,2074,5063,1793,8.4,5.6,5.7,,4817,36795,1950,5078,1545,7.7,5.2,5.8,,5814
0500000US18061,"Harrison County, Indiana",39370,2283,5000,1693,2953,7.5,5.5,6.1,,6339,19678,1240,2558,807,7.8,5.7,6.1,,2893,19692,1044,2442,886,7.1,5.4,6,,3466
0500000US18063,"Hendricks County, Indiana",155817,9661,23528,7168,12621,8.1,5.4,6.8,,19321,77782,4978,12134,3656,8.9,5.4,6.9,,8478,78035,4760,11471,3512,7.4,5.4,6.8,,10769
0500000US18065,"Henry County, Indiana",48953,2399,5923,2007,4063,8.3,5.7,5.8,,8812,25487,1274,3058,1045,9.3,6.3,6.3,,3874,23466,1126,2839,962,7.2,5,5.3,,4928
0500000US18067,"Howard County, Indiana",82728,4964,10589,3309,6536,7.9,5.9,5.9,,14808,40000,2600,5440,1720,8.5,5.9,5.7,,6400,42728,2393,5170,1624,7.4,5.8,6,,8417
0500000US18069,"Huntington County, Indiana",36696,2055,4550,1505,3670,10,6.2,5.8,,5835,18039,1064,2309,794,10,6.6,6.1,,2507,18657,1007,2257,728,10,5.7,5.4,,3340
0500000US18071,"Jackson County, Indiana",43637,2924,6022,1745,3404,7.8,5.9,6.5,,6676,21674,1474,3056,889,8,6.1,6.5,,2926,21963,1428,2943,857,7.7,5.8,6.6,,3734
0500000US18073,"Jasper County, Indiana",33461,2008,4751,1439,3078,9.2,5.3,6.2,,5220,16556,1026,2351,745,10,5.5,6,,2351,16905,980,2384,693,8.5,5,6.4,,2857
0500000US18075,"Jay County, Indiana",21196,1526,3010,975,1759,8.3,5.5,5.8,,3519,10402,811,1539,468,8.6,5.7,6,,1529,10794,723,1468,507,8,5.3,5.6,,1986
0500000US18077,"Jefferson County, Indiana",32482,1787,3768,1429,3541,10.9,5.4,5.9,,5197,15443,880,1930,618,10.5,5.4,5.9,,2301,17039,903,1840,818,11.3,5.4,5.9,,2914
0500000US18079,"Jennings County, Indiana",28023,1709,3727,1373,2466,8.8,5.4,5.3,,4147,14126,890,1949,664,9.4,5.7,5.4,,1879,13897,806,1793,709,8.3,5.1,5.3,,2279
0500000US18081,"Johnson County, Indiana",147567,9592,21250,6641,12543,8.5,6.3,6.5,,20217,72527,5004,10952,3336,8.7,6.6,6.3,,8776,75040,4577,10280,3227,8.4,6.2,6.6,,11481
0500000US18083,"Knox County, Indiana",37956,2201,4365,1480,5124,13.5,5.7,6,,6301,19294,1138,2296,752,16.1,6,6.3,,2605,18662,1064,2090,709,10.9,5.3,5.7,,3695
0500000US18085,"Kosciusko County, Indiana",78461,5100,10749,3374,7532,9.6,6.3,6.3,,11691,38893,2528,5445,1750,9.4,6.5,6.7,,5328,39568,2572,5302,1622,9.9,6.1,6,,6370
0500000US18087,"LaGrange County, Indiana",38395,3648,7218,2035,3571,9.3,5.8,5.8,,4838,19459,1888,3833,1051,9.8,5.8,5.6,,2238,18936,1742,3390,985,8.7,5.8,6.1,,2613
0500000US18089,"Lake County, Indiana",489698,30851,68068,21547,44073,9,5.9,6.4,,71496,236906,15636,34588,10898,9.5,6,6.4,,30324,252792,15168,33116,10617,8.6,5.9,6.4,,40952
0500000US18091,"LaPorte County, Indiana",110993,6660,13430,4440,9434,8.5,6.4,6.6,,17426,57380,3271,6828,2238,9.3,7.2,7.4,,7689,53613,3324,6648,2198,7.7,5.6,5.8,,9758
0500000US18093,"Lawrence County, Indiana",45696,2468,5849,1919,3519,7.7,5.4,5.6,,8225,22624,1267,3054,1018,8.1,5.5,5.6,,3665,23072,1177,2792,900,7.2,5.3,5.6,,4568
0500000US18095,"Madison County, Indiana",129862,7532,16103,5065,11428,8.8,6.2,6.3,,21947,64976,3899,8382,2664,9,6.4,6.6,,9551,64886,3634,7721,2401,8.5,6,6,,12393
0500000US18097,"Marion County, Indiana",932142,69911,126771,35421,91350,9.8,8.7,7.8,,105332,448928,35465,64646,17957,9.9,8.6,7.9,,43546,483214,34308,62335,17879,9.8,8.7,7.7,,61851
0500000US18099,"Marshall County, Indiana",46833,2904,6744,2295,3981,8.5,5.2,5.6,,7587,23262,1466,3489,1140,9.1,5.4,5.9,,3303,23571,1438,3276,1155,8,5.1,5.3,,4290
0500000US18101,"Martin County, Indiana",10218,654,1247,419,766,7.5,5.2,5.5,,1747,5114,327,660,220,7.6,5.1,5.7,,788,5104,327,592,194,7.4,5.2,5.3,,954
0500000US18103,"Miami County, Indiana",36093,1877,4656,1408,3429,9.5,6.4,6.3,,5739,19190,960,2380,710,10.3,7.3,7,,2591,16903,896,2265,676,8.7,5.3,5.6,,3127
0500000US18105,"Monroe County, Indiana",143292,6448,12753,3726,39692,27.7,8.3,6.3,,16192,71286,3279,6558,1853,28,9,6.7,,6986,72006,3096,6193,1800,27.4,7.7,6,,9145
0500000US18107,"Montgomery County, Indiana",38108,2325,4954,1562,3735,9.8,5.5,5.6,,6402,19274,1195,2544,771,11.7,5.9,5.7,,2814,18834,1130,2411,791,7.8,5.1,5.6,,3597
0500000US18109,"Morgan County, Indiana",69504,3892,9522,3058,5699,8.2,5.3,5.6,,10426,34395,1995,4884,1582,8.5,5.3,5.4,,4815,35109,1931,4599,1475,7.8,5.4,5.9,,5617
0500000US18111,"Newton County, Indiana",14022,701,1837,561,1094,7.8,5.7,5.7,,2454,7075,333,969,297,7.4,6.2,5.8,,1111,6947,361,875,257,8.1,5.2,5.5,,1348
0500000US18113,"Noble County, Indiana",47587,3093,6948,2189,3997,8.4,5.8,5.9,,6853,23839,1597,3552,1120,8.8,5.9,5.9,,3051,23748,1472,3396,1069,8,5.6,5.9,,3800
0500000US18115,"Ohio County, Indiana",6003,288,732,204,390,6.5,5.2,5.5,,1165,3003,153,360,99,6.7,5.2,6.2,,526,3000,138,375,105,6.3,5.2,4.8,,636
0500000US18117,"Orange County, Indiana",19579,1155,2604,920,1527,7.8,5.5,5.4,,3407,9696,601,1328,456,8.1,6,5.4,,1513,9883,553,1275,474,7.6,5.1,5.4,,1888
0500000US18119,"Owen County, Indiana",21038,1136,2525,863,1578,7.5,5.3,5.1,,3640,10665,597,1322,448,7.7,5.4,5.3,,1749,10373,539,1214,425,7.4,5.2,4.9,,1888
0500000US18121,"Parke County, Indiana",17033,988,2010,647,1380,8.1,6.6,6.2,,2913,8089,502,1043,332,8.1,5.7,5.2,,1407,8944,483,966,313,8.1,7.4,7.1,,1512
0500000US18123,"Perry County, Indiana",19301,1081,2335,637,1641,8.5,6.4,6.6,,3223,10316,536,1197,330,10,7.3,7.5,,1455,8985,548,1132,314,6.8,5.3,5.6,,1770
0500000US18125,"Pike County, Indiana",12554,716,1594,552,891,7.1,5,5.3,,2348,6277,358,791,257,7.5,5.4,5.6,,1092,6277,352,803,295,6.7,4.6,5.1,,1262
0500000US18127,"Porter County, Indiana",167016,9353,21879,7182,15700,9.4,5.9,6.3,,24050,82416,4780,11209,3791,9.7,6.1,6.3,,10714,84600,4568,10660,3469,9,5.7,6.3,,13282
0500000US18129,"Posey County, Indiana",25527,1481,3216,1072,2068,8.1,5.4,5.5,,4186,12774,728,1661,549,8.7,5.5,5.7,,1954,12753,765,1543,523,7.5,5.4,5.2,,2232
0500000US18131,"Pulaski County, Indiana",12910,697,1730,568,981,7.6,5.2,5.3,,2337,6544,360,916,294,8,5.1,5.3,,1086,6366,337,821,267,7.2,5.4,5.2,,1248
0500000US18133,"Putnam County, Indiana",37626,1806,4101,1355,5493,14.6,6,5.8,,5682,19799,950,2099,713,14.4,7,6.5,,2514,17827,838,1979,660,14.9,4.9,5,,3155
0500000US18135,"Randolph County, Indiana",25403,1524,3277,1219,1931,7.6,5.3,5.2,,4725,12346,667,1642,630,8.2,5.5,5.1,,2062,13057,862,1645,588,7.1,5,5.2,,2664
0500000US18137,"Ripley County, Indiana",28633,1718,3837,1317,2319,8.1,5.3,5.7,,4896,14138,848,1965,650,8.7,5.4,5.9,,2206,14495,870,1884,652,7.6,5.1,5.6,,2696
0500000US18139,"Rush County, Indiana",16873,911,2227,776,1367,8.1,5.5,5.3,,2936,8272,455,1084,372,8.5,5.9,5.3,,1274,8601,456,1135,404,7.7,5.2,5.2,,1669
0500000US18141,"St. Joseph County, Indiana",267696,17400,35871,10976,29714,11.1,6.6,6.3,,38281,129850,8830,18439,5584,11,6.8,6.5,,16361,137846,8684,17506,5514,11.3,6.5,6.1,,21918
0500000US18143,"Scott County, Indiana",23734,1377,3038,1021,1994,8.4,5.8,5.8,,3774,11672,689,1517,537,9.1,5.9,5.7,,1692,12062,675,1520,495,7.6,5.7,5.9,,2087
0500000US18145,"Shelby County, Indiana",44404,2575,5995,1776,3508,7.9,5.9,6,,6883,21912,1337,3024,920,8.1,6.2,5.8,,3024,22492,1215,2969,855,7.7,5.7,6.2,,3869
0500000US18147,"Spencer County, Indiana",20777,1184,2680,873,1579,7.6,4.9,5.4,,3698,10530,632,1369,453,7.8,4.9,5.7,,1737,10247,543,1312,410,7.4,5,5.1,,1957
0500000US18149,"Starke County, Indiana",23069,1246,3137,923,1892,8.2,5.5,5.5,,3876,11361,636,1545,466,8.2,5.6,5.2,,1840,11708,621,1604,457,8.2,5.4,5.7,,2037
0500000US18151,"Steuben County, Indiana",34279,1885,4011,1371,3736,10.9,5.2,5,,5896,17401,1009,2001,679,12.5,5.4,5,,2749,16878,895,2008,675,9.2,4.9,5,,3139
0500000US18153,"Sullivan County, Indiana",21026,1177,2376,778,1745,8.3,6.6,6.6,,3427,11324,634,1212,408,8.9,7.5,7.4,,1551,9702,553,1164,378,7.6,5.6,5.6,,1872
0500000US18155,"Switzerland County, Indiana",10484,723,1447,451,797,7.6,5,5.8,,1772,5434,408,761,255,7.7,4.9,5.6,,875,5050,318,677,192,7.6,5.2,5.9,,899
0500000US18157,"Tippecanoe County, Indiana",183397,11187,20907,5869,44749,24.4,7.8,6.3,,18706,93774,5720,10596,2907,26.7,8.1,6.5,,8065,89623,5467,10307,2958,21.9,7.6,6.2,,10755
0500000US18159,"Tipton County, Indiana",15447,726,1962,649,1174,7.6,4.8,4.8,,2981,7611,365,989,342,8.4,5.3,5,,1309,7836,360,980,313,6.9,4.4,4.6,,1677
0500000US18161,"Union County, Indiana",7251,428,870,384,595,8.2,4.9,5.1,,1254,3652,274,467,234,8.9,4.8,4.8,,551,3599,155,403,151,7.4,5,5.4,,705
0500000US18163,"Vanderburgh County, Indiana",181692,11447,22166,6359,19441,10.7,7.5,6.7,,27799,87909,5802,11252,3253,10.4,7.6,6.9,,11604,93783,5533,10879,3001,10.9,7.3,6.5,,16224
0500000US18165,"Vermillion County, Indiana",15752,835,2016,677,1197,7.6,5.1,5.3,,2946,7742,434,1061,379,7.9,5.3,5.3,,1285,8010,409,953,288,7.4,4.9,5.3,,1658
0500000US18167,"Vigo County, Indiana",108099,6270,12431,3783,16431,15.2,6.4,6.2,,15891,54944,3297,6483,1978,15.5,7.1,6.8,,6648,53155,2977,6007,1807,14.9,5.7,5.6,,9196
0500000US18169,"Wabash County, Indiana",32177,1673,3958,1351,3250,10.1,5.2,5.2,,6242,15775,820,2003,726,10.7,5.3,5.4,,2682,16402,853,1952,607,9.5,5.1,5,,3576
0500000US18171,"Warren County, Indiana",8309,474,1005,316,598,7.2,4.8,5.5,,1604,4119,222,503,173,7.6,5,4.7,,733,4190,256,499,142,6.9,4.5,6.3,,872
0500000US18173,"Warrick County, Indiana",61427,3501,8907,2703,4484,7.3,5,5.9,,9890,30350,1791,4583,1457,7.5,5.1,6.1,,4431,31077,1709,4351,1212,7,5,5.7,,5438
0500000US18175,"Washington County, Indiana",27792,1584,3780,1251,2223,8,5.5,5.5,,4308,13783,772,1888,620,8.6,5.6,5.6,,1943,14009,813,1877,616,7.5,5.3,5.4,,2354
0500000US18177,"Wayne County, Indiana",67423,3978,8360,2629,6203,9.2,5.6,5.7,,12069,32580,2020,4138,1434,9.8,5.7,5.9,,5017,34843,1951,4251,1220,8.7,5.5,5.4,,7073
0500000US18179,"Wells County, Indiana",27836,1782,3897,1141,2255,8.1,5.5,5.7,,4843,13760,894,2009,619,8.8,5.7,5.6,,2092,14076,887,1900,521,7.5,5.3,5.7,,2731
0500000US18181,"White County, Indiana",24265,1456,3203,1019,1844,7.6,5.2,5.2,,4513,12061,760,1628,555,8,5.2,5.1,,2014,12204,696,1562,464,7.2,5.1,5.3,,2490
0500000US18183,"Whitley County, Indiana",33354,1901,4503,1401,2635,7.9,5.6,5.6,,5403,16660,950,2349,716,8.2,6,5.8,,2382,16694,952,2154,668,7.5,5.2,5.4,,3022
0500000US19001,"Adair County, Iowa",7330,367,931,286,476,6.5,4.9,5.3,,1664,3612,191,452,141,7.4,5.4,5.4,,719,3718,171,476,141,5.6,4.5,5.3,,944
0500000US19003,"Adams County, Iowa",3822,229,428,138,275,7.2,5,5.3,,848,1890,127,215,74,6.7,5.1,5.8,,384,1932,104,214,66,7.7,5,4.9,,466
0500000US19005,"Allamakee County, Iowa",14001,868,1750,518,1008,7.2,4.6,5.1,,2968,7106,448,902,256,7.8,5.1,5.1,,1414,6895,421,848,262,6.7,4,5.1,,1551
0500000US19007,"Appanoose County, Iowa",12602,744,1600,441,870,6.9,5.5,5.6,,2722,6265,395,827,232,7.1,5.8,5.5,,1222,6337,349,767,209,6.7,5.3,5.7,,1502
0500000US19009,"Audubon County, Iowa",5793,295,666,226,400,6.9,4.5,4.5,,1396,2843,159,344,108,6.6,4.9,4.8,,597,2950,136,319,118,7.1,4,4.1,,799
0500000US19011,"Benton County, Iowa",25720,1543,3678,1106,1955,7.6,4.4,5.5,,4321,12853,810,1877,578,8.1,4.5,5.4,,1954,12867,746,1801,528,7.1,4.3,5.5,,2368
0500000US19013,"Black Hawk County, Iowa",132821,8501,15673,4516,20853,15.7,6.7,6.2,,19658,65049,4358,8131,2147,15.4,7.2,6.4,,8586,67772,4134,7523,2372,16.1,6.3,6,,11047
0500000US19015,"Boone County, Iowa",26411,1453,3196,1241,2139,8.1,5.6,6.7,,4490,13295,705,1742,758,8.3,5.6,6.3,,1994,13116,761,1443,498,7.9,5.5,7.1,,2479
0500000US19017,"Bremer County, Iowa",24663,1381,3058,987,3058,12.4,5.2,5.6,,4563,12171,755,1570,475,12.8,5.4,5.7,,2033,12492,637,1499,512,12,5,5.5,,2523
0500000US19019,"Buchanan County, Iowa",21031,1409,3323,862,1472,7,5.4,6.3,,3512,10453,711,1672,470,7.1,5.6,6.6,,1589,10578,709,1650,402,6.8,5.3,6,,1915
0500000US19021,"Buena Vista County, Iowa",20445,1554,2801,838,2413,11.8,6.9,5.6,,2965,10363,756,1461,456,12,7.2,5.7,,1295,10082,796,1341,373,11.6,6.5,5.4,,1664
0500000US19023,"Butler County, Iowa",14933,836,2016,597,986,6.6,4.7,6,,3166,7469,426,1031,314,6.9,5.2,6.2,,1427,7464,411,985,276,6.3,4.3,5.8,,1732
0500000US19025,"Calhoun County, Iowa",9876,583,1116,346,780,7.9,5.3,5.3,,2222,5101,316,576,173,8.9,5.9,5.4,,974,4775,267,540,167,6.7,4.6,5.2,,1251
0500000US19027,"Carroll County, Iowa",20555,1316,2816,843,1562,7.6,4.8,5.7,,3947,10009,651,1451,420,7.8,4.9,5.9,,1631,10546,675,1350,411,7.5,4.6,5.6,,2320
0500000US19029,"Cass County, Iowa",13433,766,1733,484,967,7.2,4.5,5.6,,2875,6633,385,929,259,8.1,4.6,5.6,,1247,6800,388,809,231,6.4,4.4,5.6,,1625
0500000US19031,"Cedar County, Iowa",18389,975,2519,772,1250,6.8,4.5,6,,3347,9038,497,1238,398,7.3,4.6,5.9,,1482,9351,468,1281,374,6.3,4.4,6,,1870
0500000US19033,"Cerro Gordo County, Iowa",43303,2382,5023,1602,3464,8,5.4,6,,8531,21146,1163,2664,804,8.5,5.5,6.5,,3595,22157,1196,2371,798,7.5,5.3,5.5,,4919
0500000US19035,"Cherokee County, Iowa",11752,658,1398,423,870,7.4,4.8,5,,2668,5865,358,657,235,8.8,5.2,5.3,,1161,5887,300,742,188,6,4.5,4.7,,1507
0500000US19037,"Chickasaw County, Iowa",12164,693,1679,499,924,7.6,4.5,5.1,,2323,6124,331,870,269,8.2,4.7,5.1,,1041,6040,368,809,236,7,4.2,5.1,,1287
0500000US19039,"Clarke County, Iowa",9273,649,1261,325,825,8.9,6.5,5.3,,1632,4585,339,674,183,9.4,6,6.5,,692,4688,314,586,145,8.4,6.9,4.1,,942
0500000US19041,"Clay County, Iowa",16478,1088,2076,593,1236,7.5,5.5,5.7,,3180,8093,583,1044,283,7.9,6.2,5.7,,1352,8385,503,1023,310,7.1,4.9,5.6,,1836
0500000US19043,"Clayton County, Iowa",17735,975,2252,692,1224,6.9,4.7,5,,3724,8875,497,1136,373,7,4.6,5.1,,1722,8860,487,1108,310,6.8,4.8,5,,1994
0500000US19045,"Clinton County, Iowa",47972,2830,6284,1919,3838,8,5.4,5.5,,8779,23508,1410,3291,987,8.1,5.5,5.6,,3879,24464,1419,3009,930,7.8,5.3,5.4,,4917
0500000US19047,"Crawford County, Iowa",17147,1303,2418,720,1680,9.8,5.1,5.8,,2846,8720,584,1256,384,10.1,5.8,6.5,,1264,8427,716,1163,337,9.4,4.5,5,,1576
0500000US19049,"Dallas County, Iowa",78074,6402,12570,3279,4919,6.3,6.9,8.4,,8822,38507,3350,6277,1617,6.5,6.6,8.5,,3889,39567,3047,6291,1662,6.1,7.3,8.3,,4867
0500000US19051,"Davis County, Iowa",8768,745,1394,430,666,7.6,4.9,5.2,,1517,4325,359,692,212,8.4,4.9,5.2,,683,4443,387,702,218,6.9,5,5.3,,835
0500000US19053,"Decatur County, Iowa",8210,452,993,320,1478,18,4.2,4.5,,1527,4108,238,501,168,19.5,4.3,4.6,,682,4102,209,488,152,16.5,4.1,4.5,,845
0500000US19055,"Delaware County, Iowa",17445,1099,2373,733,1343,7.7,4.1,5.6,,3140,8710,557,1202,366,7.6,4.3,5.7,,1428,8735,533,1162,367,7.8,4,5.4,,1712
0500000US19057,"Des Moines County, Iowa",40114,2487,5135,1564,3129,7.8,5.4,6,,7541,19749,1323,2607,849,8.3,5.4,5.9,,3298,20365,1161,2525,713,7.4,5.4,6.1,,4256
0500000US19059,"Dickinson County, Iowa",17046,852,1875,580,1091,6.4,4.7,5.3,,4091,8536,444,990,316,6.6,5.2,5.5,,1852,8510,408,885,255,6.2,4.3,5.2,,2247
0500000US19061,"Dubuque County, Iowa",96359,5974,12430,3758,10021,10.4,6.4,6.3,,15610,47634,3191,6240,1905,10.9,6.7,6.6,,6716,48725,2826,6188,1900,9.9,6.1,6,,8868
0500000US19063,"Emmet County, Iowa",9820,520,1228,373,992,10.1,5.3,5.4,,1935,4828,280,594,140,11.1,5.2,5.9,,840,4992,240,629,235,9.2,5.4,4.9,,1098
0500000US19065,"Fayette County, Iowa",20391,1142,2427,775,2121,10.4,5.4,5,,4180,10269,637,1273,400,10.9,5.6,5.1,,1838,10122,496,1164,375,9.8,5.1,4.8,,2348
0500000US19067,"Floyd County, Iowa",16004,864,2129,640,1264,7.9,4.6,4.9,,3393,7866,440,1086,323,8.4,4.9,5.3,,1495,8138,431,1042,317,7.5,4.3,4.6,,1896
0500000US19069,"Franklin County, Iowa",10393,509,1507,395,738,7.1,5.1,5.5,,2058,5266,269,879,216,7.5,4.7,5.9,,916,5127,236,631,179,6.6,5.6,5.1,,1138
0500000US19071,"Fremont County, Iowa",7019,400,870,274,477,6.8,4,4.9,,1509,3508,200,439,147,7.5,4.2,5,,684,3511,197,432,130,6.1,3.8,4.8,,829
0500000US19073,"Greene County, Iowa",9083,490,1208,381,663,7.3,4.5,5.2,,1917,4442,244,631,187,8,4.7,5.6,,817,4641,251,575,195,6.7,4.3,4.8,,1100
0500000US19075,"Grundy County, Iowa",12373,705,1683,532,829,6.7,4.7,5.8,,2437,6076,340,863,267,7.2,5,5.9,,1063,6297,365,819,264,6.3,4.5,5.7,,1379
0500000US19077,"Guthrie County, Iowa",10691,556,1411,449,706,6.6,4.2,4.9,,2277,5354,268,755,236,7,4.3,4.9,,1017,5337,283,651,213,6.2,4.2,4.9,,1260
0500000US19079,"Hamilton County, Iowa",15227,807,2086,640,1035,6.8,4.4,6.3,,2954,7535,422,1093,347,7.2,4.5,6.5,,1288,7692,385,1000,285,6.5,4.3,6,,1669
0500000US19081,"Hancock County, Iowa",11006,561,1475,484,726,6.6,4.4,5.6,,2234,5555,278,755,261,6.9,4.6,6.1,,1022,5451,283,720,218,6.3,4.2,5.1,,1216
0500000US19083,"Hardin County, Iowa",17324,918,2131,797,1403,8.1,4.8,6.2,,3638,8648,510,1064,493,8.8,4.7,6.5,,1548,8676,399,1058,295,7.4,4.8,6,,2082
0500000US19085,"Harrison County, Iowa",14335,774,1892,588,1061,7.4,4.8,5.2,,2724,7101,398,980,298,7.8,5.1,5,,1207,7234,383,911,282,7,4.5,5.3,,1512
0500000US19087,"Henry County, Iowa",19941,1216,2353,897,1835,9.2,5.7,6.2,,3530,10147,578,1197,477,9.7,5.9,6.9,,1552,9794,637,1146,431,8.7,5.4,5.5,,1978
0500000US19089,"Howard County, Iowa",9430,622,1367,368,651,6.9,5,6.1,,1895,4689,328,671,188,6.8,5.5,6.2,,830,4741,294,702,180,7.1,4.6,5.9,,1062
0500000US19091,"Humboldt County, Iowa",9607,548,1335,365,663,6.9,5.3,6,,1979,4672,257,621,192,6.9,5.3,6.5,,888,4935,286,711,173,7,5.2,5.6,,1091
0500000US19093,"Ida County, Iowa",7041,430,936,282,465,6.6,4.8,5.5,,1528,3522,208,500,144,6.8,4.5,5.8,,673,3519,218,436,137,6.3,5.1,5.3,,852
0500000US19095,"Iowa County, Iowa",16326,980,2122,718,1175,7.2,4.7,6.1,,2939,8101,510,1077,340,7.5,4.9,6.2,,1264,8225,469,1036,387,6.9,4.5,5.9,,1678
0500000US19097,"Jackson County, Iowa",19529,1035,2461,859,1387,7.1,4.8,5.3,,3847,9711,515,1224,486,7.6,5.2,5.7,,1709,9818,520,1237,383,6.7,4.4,4.9,,2140
0500000US19099,"Jasper County, Iowa",36715,2129,4626,1395,2790,7.6,5.5,6.3,,6609,18811,1129,2389,734,8.4,6,6.8,,2878,17904,1003,2238,662,6.7,4.9,5.7,,3724
0500000US19101,"Jefferson County, Iowa",17662,848,1855,742,1784,10.1,7.6,5,,3197,9395,507,874,413,12.5,9.5,5.1,,1447,8267,339,984,331,7.4,5.4,4.9,,1744
0500000US19103,"Johnson County, Iowa",142006,8804,15621,4260,30247,21.3,8.7,7.6,,13917,70409,4506,7815,2042,21,9.3,7.9,,6196,71597,4296,7804,2148,21.6,8.2,7.3,,7732
0500000US19105,"Jones County, Iowa",20481,1085,2601,778,1454,7.1,5.1,6.3,,3809,10580,561,1354,360,7.7,5.6,6.1,,1703,9901,525,1238,416,6.4,4.6,6.6,,2119
0500000US19107,"Keokuk County, Iowa",10234,624,1310,420,737,7.2,4.8,5.6,,2078,5166,310,708,222,7.2,5.1,5.5,,925,5068,309,598,203,7.1,4.4,5.7,,1156
0500000US19109,"Kossuth County, Iowa",15226,868,1918,594,1111,7.3,4.5,5.4,,3365,7610,441,982,289,7.7,4.8,5.5,,1507,7616,426,937,297,7,4.2,5.3,,1858
0500000US19111,"Lee County, Iowa",35172,2005,4185,1407,2814,8,5.6,5.6,,6612,17813,1015,2191,730,8.6,6.2,5.8,,2850,17359,989,1996,677,7.5,5.1,5.3,,3784
0500000US19113,"Linn County, Iowa",218076,13957,29222,8941,20935,9.6,6.7,7,,31185,107727,7218,14759,4632,9.8,6.8,7.2,,13574,110349,6842,14345,4304,9.4,6.6,6.7,,17545
0500000US19115,"Louisa County, Iowa",11251,630,1508,529,923,8.2,4.7,6.1,,1834,5752,316,817,288,8.8,4.6,6.4,,817,5499,319,693,242,7.5,4.7,5.8,,1023
0500000US19117,"Lucas County, Iowa",8700,479,1096,392,644,7.4,4.2,4.9,,1879,4370,240,581,197,7.8,4.1,5.4,,874,4330,238,520,195,6.9,4.3,4.3,,1009
0500000US19119,"Lyon County, Iowa",11730,868,1924,516,833,7.1,4.6,6.2,,1994,6010,481,1058,270,7.4,4.5,6.4,,871,5720,383,864,240,6.7,4.7,6,,1121
0500000US19121,"Madison County, Iowa",15661,955,2365,752,987,6.3,4.3,5.6,,2506,7830,517,1253,384,6.7,3.9,5.7,,1143,7831,431,1112,376,5.9,4.6,5.6,,1370
0500000US19123,"Mahaska County, Iowa",22324,1384,2991,871,2009,9,6.1,6.1,,3817,11323,747,1585,464,9.5,6.7,5.8,,1687,11001,649,1408,418,8.4,5.5,6.3,,2145
0500000US19125,"Marion County, Iowa",33197,1992,4614,1361,3585,10.8,5.1,5.7,,5511,16457,971,2320,724,11.1,5.5,5.6,,2452,16740,1038,2310,653,10.4,4.8,5.8,,3063
0500000US19127,"Marshall County, Iowa",40735,2811,5744,1629,3544,8.7,5.6,6.2,,7047,20641,1466,2993,826,9.2,6,6.3,,3179,20094,1366,2753,804,8.2,5.2,6.1,,3858
0500000US19129,"Mills County, Iowa",14841,831,2033,668,1113,7.5,4.3,5.1,,2315,7534,445,1070,324,8.4,4.2,5,,1100,7307,395,965,351,6.6,4.5,5.3,,1220
0500000US19131,"Mitchell County, Iowa",10757,613,1527,484,818,7.6,4.4,5.1,,2324,5351,332,803,235,7.9,4.6,5.4,,990,5406,287,719,243,7.4,4.2,4.8,,1335
