GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_007E,S0101_C01_008E,S0101_C01_008E,,S0101_C01_028E,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_022E,S0101_C02_007E,S0101_C02_007E,S0101_C02_008E,S0101_C02_008E,,S0101_C02_028E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_022E,S0101_C03_007E,S0101_C03_007E,S0101_C03_008E,S0101_C03_008E,,S0101_C03_028E
Geography,Geographic Area Name,Total!!Estimate!!Total population,Total!!Estimate!!AGE!!Under 5 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!30 to 34 years,Total!!Estimate!!AGE!!30 to 34 years,,Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Male!!Estimate!!Total population,Male!!Estimate!!AGE!!Under 5 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!30 to 34 years,Male!!Estimate!!AGE!!30 to 34 years,,Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Female!!Estimate!!Total population,Female!!Estimate!!AGE!!Under 5 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!30 to 34 years,Female!!Estimate!!AGE!!30 to 34 years,,Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over
0500000US18055,"Greene County, Indiana",32815,1772,4364,1411,2494,7.6,1706,5.2,1838,5.6,,5743,16298,864,2184,733,1369,8.4,847,5.2,962,5.9,,2575,16517,892,2180,694,1123,6.8,859,5.2,875,5.3,,3171
0500000US18057,"Hamilton County, Indiana",296635,21061,50428,14535,19875,6.7,16315,5.5,21061,7.1,,29367,144898,10722,25502,7390,10288,7.1,7535,5.2,9998,6.9,,13041,151737,10318,24885,7132,9711,6.4,8801,5.8,10925,7.2,,16388
0500000US18059,"Hancock County, Indiana",71328,4066,10057,3495,5635,7.9,3780,5.3,4137,5.8,,10200,34905,2024,5166,1885,2862,8.2,1850,5.3,1990,5.7,,4573,36423,2040,4881,1566,2732,7.5,1894,5.2,2113,5.8,,5609
0500000US18061,"Harrison County, Indiana",39230,2158,5257,1569,3099,7.9,2158,5.5,2354,6,,6081,19612,1177,2648,804,1628,8.3,1098,5.6,1196,6.1,,2765,19618,981,2629,765,1452,7.4,1059,5.4,1157,5.9,,3315
0500000US18063,"Hendricks County, Indiana",153435,9513,23476,7211,12275,8,8439,5.5,10894,7.1,,18259,76496,4819,12086,3672,6579,8.6,4284,5.6,5661,7.4,,8109,76939,4770,11464,3462,5693,7.4,4155,5.4,5232,6.8,,10233
0500000US18065,"Henry County, Indiana",49146,2359,5996,2064,4030,8.2,2752,5.6,2900,5.9,,8650,25371,1218,3070,1066,2309,9.1,1598,6.3,1573,6.2,,3755,23775,1117,2924,999,1712,7.2,1141,4.8,1308,5.5,,4874
0500000US18067,"Howard County, Indiana",82765,4966,10677,3393,6704,8.1,4718,5.7,4800,5.8,,14567,39916,2595,5429,1716,3433,8.6,2275,5.7,2275,5.7,,6267,42849,2400,5228,1628,3257,7.6,2400,5.6,2528,5.9,,8313
0500000US18069,"Huntington County, Indiana",36863,2101,4682,1548,3723,10.1,2175,5.9,2138,5.8,,5714,18116,1087,2391,779,1793,9.9,1123,6.2,1123,6.2,,2428,18747,1012,2287,750,1931,10.3,1050,5.6,1012,5.4,,3299
0500000US18071,"Jackson County, Indiana",43471,2956,5825,1739,3565,8.2,2608,6,2826,6.5,,6521,21713,1607,2996,912,1824,8.4,1346,6.2,1368,6.3,,2844,21758,1371,2850,827,1719,7.9,1284,5.9,1480,6.8,,3655
0500000US18073,"Jasper County, Indiana",33448,2040,4850,1405,3111,9.3,1706,5.1,2107,6.3,,5084,16591,1062,2422,730,1643,9.9,879,5.3,1062,6.4,,2290,16857,978,2444,674,1467,8.7,826,4.9,1045,6.2,,2781
0500000US18075,"Jay County, Indiana",21255,1509,3061,978,1785,8.4,1148,5.4,1233,5.8,,3486,10443,783,1577,480,909,8.7,585,5.6,616,5.9,,1504,10812,724,1492,487,876,8.1,562,5.2,616,5.7,,1989
0500000US18077,"Jefferson County, Indiana",32453,1688,3797,1525,3472,10.7,1752,5.4,1882,5.8,,5095,15535,870,1942,668,1616,10.4,823,5.3,885,5.7,,2237,16918,812,1861,846,1861,11,914,5.4,1015,6,,2859
0500000US18079,"Jennings County, Indiana",28113,1715,3880,1378,2446,8.7,1462,5.2,1574,5.6,,4048,14134,919,2021,678,1286,9.1,777,5.5,806,5.7,,1837,13979,797,1859,699,1160,8.3,685,4.9,769,5.5,,2209
0500000US18081,"Johnson County, Indiana",145645,9467,21264,6554,12380,8.5,9030,6.2,9467,6.5,,19516,71670,4945,11037,3368,6164,8.6,4515,6.3,4587,6.4,,8457,73975,4439,10209,3255,6214,8.4,4586,6.2,4882,6.6,,10948
0500000US18083,"Knox County, Indiana",38062,2208,4453,1522,5024,13.2,2170,5.7,2208,5.8,,6280,19264,1079,2350,809,3005,15.6,1137,5.9,1194,6.2,,2581,18798,1128,2087,696,2030,10.8,1015,5.4,996,5.3,,3684
0500000US18085,"Kosciusko County, Indiana",77983,5147,10840,3353,7330,9.4,4835,6.2,4835,6.2,,11386,38870,2565,5597,1749,3654,9.4,2527,6.5,2565,6.6,,5170,39113,2581,5280,1604,3677,9.4,2347,6,2308,5.9,,6180
0500000US18087,"LaGrange County, Indiana",38084,3732,7122,2095,3504,9.2,2133,5.6,2247,5.9,,4722,19233,1904,3789,1096,1827,9.5,1058,5.5,1116,5.8,,2154,18851,1847,3318,980,1678,8.9,1075,5.7,1131,6,,2564
0500000US18089,"Lake County, Indiana",491596,31462,68823,21630,44244,9,29496,6,31954,6.5,,69807,237712,16164,35181,10935,22345,9.4,14263,6,15214,6.4,,29476,253884,15233,33767,10663,21834,8.6,14979,5.9,16502,6.5,,40114
0500000US18091,"LaPorte County, Indiana",111280,6566,13687,4451,9459,8.5,7011,6.3,7344,6.6,,16915,57575,3282,6909,2245,5354,9.3,4088,7.1,4203,7.3,,7485,53705,3276,6767,2148,4135,7.7,3007,5.6,3169,5.9,,9506
0500000US18093,"Lawrence County, Indiana",45814,2520,5864,1924,3482,7.6,2474,5.4,2566,5.6,,8017,22637,1313,3033,1019,1811,8,1222,5.4,1268,5.6,,3577,23177,1228,2828,904,1669,7.2,1275,5.5,1298,5.6,,4473
0500000US18095,"Madison County, Indiana",130280,7687,16285,5081,11595,8.9,7947,6.1,8338,6.4,,21496,65208,3912,8412,2674,5934,9.1,4108,6.3,4369,6.7,,9390,65072,3774,7809,2408,5661,8.7,3774,5.8,3904,6,,12168
0500000US18097,"Marion County, Indiana",926335,69475,125982,35201,91707,9.9,79665,8.6,72254,7.8,,102823,446372,35710,64278,17855,44637,10,37942,8.5,35263,7.9,,41959,479963,34077,61915,17279,47516,9.9,41277,8.6,36957,7.7,,60475
0500000US18099,"Marshall County, Indiana",46962,2959,6809,2301,3992,8.5,2395,5.1,2630,5.6,,7373,23335,1540,3524,1190,2077,8.9,1213,5.2,1377,5.9,,3197,23627,1441,3284,1110,1890,8,1158,4.9,1229,5.2,,4206
0500000US18101,"Martin County, Indiana",10262,605,1324,441,749,7.3,523,5.1,534,5.2,,1703,5176,311,699,228,378,7.3,274,5.3,280,5.4,,771,5086,300,626,214,371,7.3,254,5,254,5,,931
0500000US18103,"Miami County, Indiana",36211,1883,4599,1448,3331,9.2,2281,6.3,2136,5.9,,5540,19482,935,2416,740,2026,10.4,1403,7.2,1247,6.4,,2513,16729,954,2191,719,1322,7.9,870,5.2,903,5.4,,3011
0500000US18105,"Monroe County, Indiana",142404,6408,12816,3703,40158,28.2,11535,8.1,9114,6.4,,15664,70830,3400,6516,1842,20187,28.5,6091,8.6,4746,6.7,,6729,71574,3006,6299,1861,19898,27.8,5440,7.6,4366,6.1,,8875
0500000US18107,"Montgomery County, Indiana",38172,2328,4962,1641,3779,9.9,1985,5.2,2099,5.5,,6260,19378,1201,2635,814,2287,11.8,1046,5.4,1046,5.4,,2752,18794,1109,2330,808,1522,8.1,958,5.1,1034,5.5,,3533
0500000US18109,"Morgan County, Indiana",69403,3956,9578,3054,5622,8.1,3609,5.2,4025,5.8,,10063,34338,2026,4945,1580,2919,8.5,1786,5.2,1854,5.4,,4601,35065,1964,4629,1473,2700,7.7,1858,5.3,2139,6.1,,5435
0500000US18111,"Newton County, Indiana",14057,689,1870,548,1096,7.8,801,5.7,801,5.7,,2418,7100,362,987,284,533,7.5,440,6.2,419,5.9,,1093,6957,334,877,271,570,8.2,362,5.2,383,5.5,,1329
0500000US18113,"Noble County, Indiana",47546,3090,6942,2187,4041,8.5,2805,5.9,2805,5.9,,6609,23826,1549,3574,1096,2168,9.1,1453,6.1,1406,5.9,,2907,23720,1542,3368,1091,1898,8,1352,5.7,1399,5.9,,3700
0500000US18115,"Ohio County, Indiana",6033,271,724,223,416,6.9,308,5.1,320,5.3,,1140,3015,154,359,109,220,7.3,157,5.2,166,5.5,,510,3018,118,365,112,199,6.6,151,5,151,5,,628
0500000US18117,"Orange County, Indiana",19725,1144,2702,888,1558,7.9,1045,5.3,1065,5.4,,3373,9783,607,1379,440,802,8.2,528,5.4,528,5.4,,1507,9942,547,1312,447,746,7.5,507,5.1,537,5.4,,1869
0500000US18119,"Owen County, Indiana",21192,1102,2691,890,1589,7.5,1081,5.1,1038,4.9,,3518,10705,589,1434,450,803,7.5,567,5.3,546,5.1,,1670,10487,503,1258,430,787,7.5,514,4.9,493,4.7,,1846
0500000US18121,"Parke County, Indiana",17107,1026,2019,650,1369,8,1112,6.5,1026,6,,2874,8098,534,1045,332,656,8.1,453,5.6,405,5,,1385,9009,486,973,315,712,7.9,667,7.4,622,6.9,,1495
0500000US18123,"Perry County, Indiana",19414,1087,2330,641,1689,8.7,1204,6.2,1320,6.8,,3184,10407,572,1197,333,1062,10.2,739,7.1,812,7.8,,1426,9007,522,1144,315,621,6.9,468,5.2,504,5.6,,1747
0500000US18125,"Pike County, Indiana",12687,723,1573,495,913,7.2,634,5,698,5.5,,2334,6373,382,790,242,472,7.4,338,5.3,351,5.5,,1064,6314,341,783,246,442,7,303,4.8,341,5.4,,1269
0500000US18127,"Porter County, Indiana",166570,9328,22154,7163,15658,9.4,9828,5.9,10494,6.3,,23153,81958,4672,11310,3770,7950,9.7,4999,6.1,5245,6.4,,10327,84612,4654,10830,3469,7700,9.1,4907,5.8,5331,6.3,,12776
0500000US18129,"Posey County, Indiana",25567,1483,3273,1074,2096,8.2,1381,5.4,1329,5.2,,4014,12708,737,1665,546,1144,9,699,5.5,686,5.4,,1843,12859,746,1607,527,964,7.5,669,5.2,656,5.1,,2186
0500000US18131,"Pulaski County, Indiana",13047,718,1722,587,992,7.6,678,5.2,678,5.2,,2322,6623,364,907,305,523,7.9,338,5.1,358,5.4,,1080,6424,347,822,283,463,7.2,334,5.2,328,5.1,,1246
0500000US18133,"Putnam County, Indiana",37650,1807,4292,1431,5422,14.4,2259,6,2221,5.9,,5497,19967,978,2196,739,2855,14.3,1378,6.9,1358,6.8,,2456,17683,831,2087,690,2582,14.6,902,5.1,866,4.9,,3059
0500000US18135,"Randolph County, Indiana",25596,1485,3455,1126,1920,7.5,1331,5.2,1357,5.3,,4633,12487,662,1761,587,999,8,699,5.6,624,5,,2035,13109,826,1704,551,918,7,616,4.7,721,5.5,,2596
0500000US18137,"Ripley County, Indiana",28612,1774,3891,1316,2318,8.1,1516,5.3,1659,5.8,,4721,14064,858,1983,661,1224,8.7,759,5.4,830,5.9,,2110,14548,917,1920,669,1091,7.5,756,5.2,815,5.6,,2604
0500000US18139,"Rush County, Indiana",16991,901,2260,765,1393,8.2,935,5.5,901,5.3,,2956,8414,471,1119,379,732,8.7,505,6,454,5.4,,1271,8577,429,1132,386,669,7.8,429,5,455,5.3,,1690
0500000US18141,"St. Joseph County, Indiana",267246,17371,36078,10957,29932,11.2,17638,6.6,16836,6.3,,37414,129457,8803,18512,5567,14370,11.1,8674,6.7,8415,6.5,,15923,137789,8681,17499,5512,15570,11.3,8818,6.4,8543,6.2,,21633
0500000US18143,"Scott County, Indiana",23783,1379,3092,1070,1998,8.4,1356,5.7,1356,5.7,,3663,11685,666,1566,538,1052,9,689,5.9,654,5.6,,1648,12098,714,1512,520,932,7.7,665,5.5,702,5.8,,2032
0500000US18145,"Shelby County, Indiana",44441,2622,6000,1867,3511,7.9,2622,5.9,2622,5.9,,6755,21899,1336,2978,964,1818,8.3,1336,6.1,1292,5.9,,2934,22542,1285,3021,879,1691,7.5,1285,5.7,1330,5.9,,3810
0500000US18147,"Spencer County, Indiana",20856,1231,2711,897,1564,7.5,1001,4.8,1147,5.5,,3587,10557,686,1351,475,813,7.7,528,5,612,5.8,,1679,10299,546,1349,422,752,7.3,484,4.7,546,5.3,,1905
0500000US18149,"Starke County, Indiana",23117,1248,3190,971,1919,8.3,1202,5.2,1271,5.5,,3768,11395,661,1584,479,946,8.3,570,5,604,5.3,,1778,11722,598,1618,481,973,8.3,633,5.4,680,5.8,,1993
0500000US18151,"Steuben County, Indiana",34267,1816,4181,1371,3735,10.9,1748,5.1,1713,5,,5688,17379,938,2068,695,2190,12.6,921,5.3,886,5.1,,2642,16888,878,2094,692,1571,9.3,828,4.9,828,4.9,,3040
0500000US18153,"Sullivan County, Indiana",21111,1098,2386,781,1816,8.6,1478,7,1436,6.8,,3357,11540,589,1235,415,1108,9.6,958,8.3,889,7.7,,1512,9571,507,1149,364,718,7.5,526,5.5,536,5.6,,1847
0500000US18155,"Switzerland County, Indiana",10500,735,1449,462,809,7.7,536,5.1,620,5.9,,1649,5443,419,762,267,430,7.9,267,4.9,316,5.8,,767,5057,314,683,197,374,7.4,268,5.3,303,6,,875
0500000US18157,"Tippecanoe County, Indiana",180952,11038,20448,5790,44333,24.5,14114,7.8,11581,6.4,,18095,92366,5727,10345,2956,24754,26.8,7482,8.1,6004,6.5,,7759,88586,5404,10099,2835,19578,22.1,6644,7.5,5492,6.2,,10365
0500000US18159,"Tipton County, Indiana",15573,716,2024,670,1184,7.6,748,4.8,794,5.1,,2959,7776,373,1073,350,638,8.2,389,5,420,5.4,,1291,7797,335,959,320,538,6.9,351,4.5,366,4.7,,1669
0500000US18161,"Union County, Indiana",7299,387,927,409,606,8.3,343,4.7,387,5.3,,1190,3681,247,493,254,342,9.3,166,4.5,184,5,,526,3618,145,434,156,268,7.4,177,4.9,203,5.6,,666
0500000US18163,"Vanderburgh County, Indiana",181305,11604,22119,6346,19762,10.9,13235,7.3,12147,6.7,,27196,87661,6049,11221,3156,9292,10.6,6575,7.5,6049,6.9,,11221,93644,5525,10863,3090,10394,11.1,6649,7.1,6087,6.5,,15919
0500000US18165,"Vermillion County, Indiana",15860,841,2062,666,1205,7.6,777,4.9,856,5.4,,2887,7785,420,1082,374,607,7.8,389,5,420,5.4,,1253,8075,420,985,299,598,7.4,388,4.8,428,5.3,,1631
0500000US18167,"Vigo County, Indiana",108268,6388,12451,3789,16240,15,7037,6.5,6929,6.4,,15374,54952,3297,6429,1923,8463,15.4,3902,7.1,3847,7,,6374,53316,3039,6025,1866,7837,14.7,3146,5.9,3092,5.8,,8957
0500000US18169,"Wabash County, Indiana",32358,1715,4012,1327,3236,10,1618,5,1683,5.2,,6180,15894,826,2050,699,1717,10.8,826,5.2,874,5.5,,2654,16464,889,1943,626,1531,9.3,807,4.9,807,4.9,,3540
0500000US18171,"Warren County, Indiana",8367,460,1038,335,602,7.2,402,4.8,460,5.5,,1556,4159,220,524,179,312,7.5,204,4.9,195,4.7,,699,4208,240,509,156,290,6.9,194,4.6,261,6.2,,863
0500000US18173,"Warrick County, Indiana",60995,3538,8905,2684,4331,7.1,3172,5.2,3599,5.9,,9393,30171,1810,4616,1478,2233,7.4,1599,5.3,1840,6.1,,4194,30824,1726,4315,1202,2127,6.9,1541,5,1757,5.7,,5209
0500000US18175,"Washington County, Indiana",27930,1676,3826,1285,2262,8.1,1480,5.3,1564,5.6,,4190,13867,818,1955,652,1193,8.6,749,5.4,777,5.6,,1900,14063,844,1870,633,1069,7.6,731,5.2,788,5.6,,2278
0500000US18177,"Wayne County, Indiana",67866,4072,8483,2647,6312,9.3,3800,5.6,3733,5.5,,11877,32924,2173,4280,1449,3161,9.6,1910,5.8,1877,5.7,,4972,34942,1922,4193,1188,3145,9,1922,5.5,1887,5.4,,6919
0500000US18179,"Wells County, Indiana",27796,1807,3780,1195,2279,8.2,1557,5.6,1584,5.7,,4698,13709,850,1919,644,1220,8.9,781,5.7,781,5.7,,2043,14087,944,1859,549,1057,7.5,761,5.4,789,5.6,,2662
0500000US18181,"White County, Indiana",24388,1488,3292,1000,1829,7.5,1195,4.9,1366,5.6,,4414,12107,787,1671,533,944,7.8,617,5.1,678,5.6,,1973,12281,688,1633,454,884,7.2,589,4.8,700,5.7,,2432
0500000US18183,"Whitley County, Indiana",33330,1966,4466,1433,2633,7.9,1833,5.5,1866,5.6,,5199,16667,1017,2333,733,1350,8.1,983,5.9,983,5.9,,2300,16663,950,2133,717,1283,7.7,850,5.1,900,5.4,,2916
0500000US19001,"Adair County, Iowa",7426,356,951,290,490,6.6,364,4.9,401,5.4,,1671,3667,194,466,139,279,7.6,191,5.2,202,5.5,,715,3759,165,485,150,211,5.6,169,4.5,199,5.3,,959
0500000US19003,"Adams County, Iowa",3892,241,432,144,265,6.8,198,5.1,214,5.5,,856,1942,142,219,68,124,6.4,99,5.1,111,5.7,,392,1950,99,213,76,140,7.2,99,5.1,101,5.2,,464
0500000US19005,"Allamakee County, Iowa",14060,886,1729,548,970,6.9,647,4.6,773,5.5,,2924,7169,437,910,272,531,7.4,380,5.3,387,5.4,,1391,6891,441,827,269,441,6.4,262,3.8,379,5.5,,1530
0500000US19007,"Appanoose County, Iowa",12669,735,1596,443,887,7,684,5.4,709,5.6,,2673,6302,403,838,233,447,7.1,359,5.7,347,5.5,,1191,6367,331,758,216,433,6.8,325,5.1,369,5.8,,1484
0500000US19009,"Audubon County, Iowa",5869,282,704,246,387,6.6,258,4.4,270,4.6,,1403,2858,143,360,117,183,6.4,134,4.7,149,5.2,,592,3011,135,343,132,205,6.8,123,4.1,120,4,,810
0500000US19011,"Benton County, Iowa",25803,1548,3793,1110,1884,7.3,1135,4.4,1471,5.7,,4232,12888,773,1959,593,1005,7.8,580,4.5,722,5.6,,1895,12915,775,1834,517,878,6.8,555,4.3,749,5.8,,2325
0500000US19013,"Black Hawk County, Iowa",132496,8215,15767,4505,20934,15.8,9010,6.8,8347,6.3,,19212,64707,4206,7959,2265,10030,15.5,4659,7.2,4206,6.5,,8347,67789,4067,7728,2305,10914,16.1,4338,6.4,4135,6.1,,10846
0500000US19015,"Boone County, Iowa",26401,1452,3247,1267,2112,8,1531,5.8,1716,6.5,,4435,13244,702,1775,768,1073,8.1,755,5.7,848,6.4,,1960,13157,737,1474,513,1053,8,763,5.8,868,6.6,,2474
0500000US19017,"Bremer County, Iowa",24539,1301,3092,982,3067,12.5,1251,5.1,1374,5.6,,4417,12103,714,1573,472,1561,12.9,617,5.1,690,5.7,,1936,12436,572,1505,510,1517,12.2,622,5,672,5.4,,2487
0500000US19019,"Buchanan County, Iowa",20998,1407,3297,882,1470,7,1176,5.6,1323,6.3,,3402,10426,688,1679,469,751,7.2,594,5.7,678,6.5,,1533,10572,719,1618,402,729,6.9,571,5.4,634,6,,1882
0500000US19021,"Buena Vista County, Iowa",20507,1538,2789,861,2379,11.6,1374,6.7,1107,5.4,,2994,10516,747,1451,515,1230,11.7,768,7.3,589,5.6,,1304,9991,799,1339,340,1149,11.5,609,6.1,510,5.1,,1698
0500000US19023,"Butler County, Iowa",14966,913,2020,599,973,6.5,718,4.8,883,5.9,,3083,7429,453,1033,319,505,6.8,371,5,453,6.1,,1382,7537,460,987,279,467,6.2,339,4.5,430,5.7,,1703
0500000US19025,"Calhoun County, Iowa",9914,565,1120,337,783,7.9,506,5.1,535,5.4,,2231,5065,299,577,182,451,8.9,284,5.6,279,5.5,,967,4849,267,548,160,335,6.9,218,4.5,252,5.2,,1270
0500000US19027,"Carroll County, Iowa",20629,1341,2806,846,1527,7.4,1031,5,1176,5.7,,3899,10066,654,1470,433,765,7.6,513,5.1,584,5.8,,1590,10563,697,1342,423,771,7.3,507,4.8,602,5.7,,2303
0500000US19029,"Cass County, Iowa",13590,802,1753,489,938,6.9,625,4.6,761,5.6,,2895,6661,380,939,260,500,7.5,313,4.7,386,5.8,,1246,6929,423,825,236,437,6.3,305,4.4,374,5.4,,1649
0500000US19031,"Cedar County, Iowa",18375,974,2536,790,1231,6.7,827,4.5,1103,6,,3308,9013,505,1217,424,649,7.2,415,4.6,514,5.7,,1442,9362,477,1311,374,580,6.2,421,4.5,590,6.3,,1854
0500000US19033,"Cerro Gordo County, Iowa",43481,2391,5087,1652,3522,8.1,2348,5.4,2565,5.9,,8305,21284,1213,2724,809,1830,8.6,1171,5.5,1320,6.2,,3491,22197,1176,2353,821,1709,7.7,1154,5.2,1243,5.6,,4817
0500000US19035,"Cherokee County, Iowa",11853,628,1422,450,853,7.2,569,4.8,593,5,,2631,5921,320,687,266,503,8.5,302,5.1,308,5.2,,1137,5932,308,730,190,350,5.9,261,4.4,285,4.8,,1501
0500000US19037,"Chickasaw County, Iowa",12244,710,1702,502,906,7.4,514,4.2,649,5.3,,2339,6149,350,904,271,473,7.7,271,4.4,320,5.2,,1033,6095,366,805,232,433,7.1,250,4.1,329,5.4,,1304
0500000US19039,"Clarke County, Iowa",9280,650,1308,353,807,8.7,566,6.1,492,5.3,,1643,4686,347,698,197,440,9.4,276,5.9,291,6.2,,679,4594,303,606,152,368,8,289,6.3,202,4.4,,960
0500000US19041,"Clay County, Iowa",16537,1075,2067,612,1224,7.4,860,5.2,959,5.8,,3159,8133,577,1057,301,651,8,447,5.5,480,5.9,,1334,8404,496,1017,311,571,6.8,420,5,479,5.7,,1832
0500000US19043,"Clayton County, Iowa",17806,997,2297,694,1264,7.1,819,4.6,855,4.8,,3632,8896,480,1174,365,658,7.4,418,4.7,436,4.9,,1672,8910,517,1123,321,597,6.7,401,4.5,419,4.7,,1969
0500000US19045,"Clinton County, Iowa",48365,2950,6287,1886,3918,8.1,2660,5.5,2805,5.8,,8609,23788,1522,3235,975,1974,8.3,1285,5.4,1451,6.1,,3759,24577,1425,3023,934,1942,7.9,1401,5.7,1352,5.5,,4842
0500000US19047,"Crawford County, Iowa",17252,1328,2433,742,1501,8.7,897,5.2,1001,5.8,,2950,8688,608,1268,417,817,9.4,478,5.5,573,6.6,,1277,8564,728,1156,334,685,8,428,5,428,5,,1679
0500000US19049,"Dallas County, Iowa",74892,6216,12133,3145,4568,6.1,5467,7.3,6291,8.4,,8088,36706,3083,6093,1542,2349,6.4,2496,6.8,3157,8.6,,3634,38186,3131,6033,1566,2215,5.8,2979,7.8,3131,8.2,,4468
0500000US19051,"Davis County, Iowa",8742,717,1399,420,656,7.5,420,4.8,455,5.2,,1512,4295,326,700,219,352,8.2,206,4.8,223,5.2,,679,4447,387,703,205,302,6.8,213,4.8,231,5.2,,836
0500000US19053,"Decatur County, Iowa",8249,445,998,322,1435,17.4,355,4.3,363,4.4,,1510,4115,230,514,173,786,19.1,173,4.2,177,4.3,,663,4134,215,488,153,649,15.7,182,4.4,186,4.5,,843
0500000US19055,"Delaware County, Iowa",17507,1068,2416,753,1313,7.5,753,4.3,980,5.6,,3081,8731,568,1222,367,646,7.4,384,4.4,498,5.7,,1397,8776,509,1194,386,667,7.6,360,4.1,474,5.4,,1685
0500000US19057,"Des Moines County, Iowa",40208,2493,5147,1608,2975,7.4,2091,5.2,2573,6.4,,7438,19611,1255,2510,824,1569,8,1000,5.1,1235,6.3,,3275,20597,1215,2636,803,1421,6.9,1112,5.4,1318,6.4,,4181
0500000US19059,"Dickinson County, Iowa",16967,899,1832,543,1052,6.2,814,4.8,916,5.4,,4004,8490,467,951,297,560,6.6,450,5.3,475,5.6,,1800,8477,424,882,246,492,5.8,365,4.3,449,5.3,,2204
0500000US19061,"Dubuque County, Iowa",95906,5946,12468,3836,9974,10.4,6138,6.4,5850,6.1,,15153,47401,3128,6304,1896,5167,10.9,3128,6.6,2986,6.3,,6494,48505,2813,6160,1940,4753,9.8,3007,6.2,2910,6,,8634
0500000US19063,"Emmet County, Iowa",9917,526,1250,387,1061,10.7,536,5.4,555,5.6,,1904,4887,279,611,137,591,12.1,279,5.7,308,6.3,,826,5030,252,639,252,468,9.3,252,5,246,4.9,,1076
0500000US19065,"Fayette County, Iowa",20589,1215,2409,782,2162,10.5,1071,5.2,1029,5,,4118,10338,662,1220,403,1168,11.3,558,5.4,527,5.1,,1799,10251,554,1199,379,984,9.6,502,4.9,492,4.8,,2327
0500000US19067,"Floyd County, Iowa",16050,931,2103,690,1204,7.5,738,4.6,819,5.1,,3306,7958,462,1098,374,605,7.6,398,5,430,5.4,,1456,8092,469,1003,324,607,7.5,348,4.3,388,4.8,,1853
0500000US19069,"Franklin County, Iowa",10489,608,1406,409,724,6.9,577,5.5,577,5.5,,2045,5243,315,765,225,398,7.6,252,4.8,309,5.9,,907,5246,294,645,184,320,6.1,320,6.1,268,5.1,,1133
0500000US19071,"Fremont County, Iowa",7106,419,874,277,483,6.8,298,4.2,348,4.9,,1485,3523,204,433,148,254,7.2,155,4.4,180,5.1,,669,3583,215,441,125,226,6.3,143,4,172,4.8,,817
0500000US19073,"Greene County, Iowa",9174,486,1248,376,651,7.1,404,4.4,495,5.4,,1936,4481,233,668,184,350,7.8,202,4.5,251,5.6,,811,4693,253,582,197,300,6.4,202,4.3,244,5.2,,1122
0500000US19075,"Grundy County, Iowa",12407,794,1663,534,844,6.8,583,4.7,720,5.8,,2407,6095,354,853,274,439,7.2,293,4.8,378,6.2,,1042,6312,442,802,259,404,6.4,284,4.5,347,5.5,,1363
0500000US19077,"Guthrie County, Iowa",10740,569,1385,451,687,6.4,473,4.4,558,5.2,,2255,5318,261,734,234,346,6.5,239,4.5,266,5,,994,5422,304,656,217,336,6.2,233,4.3,287,5.3,,1263
0500000US19079,"Hamilton County, Iowa",15297,750,2157,658,1025,6.7,719,4.7,948,6.2,,2937,7467,366,1016,351,538,7.2,381,5.1,500,6.7,,1262,7830,376,1135,298,485,6.2,337,4.3,446,5.7,,1683
0500000US19081,"Hancock County, Iowa",11092,621,1464,466,688,6.2,544,4.9,599,5.4,,2196,5575,290,764,245,357,6.4,290,5.2,323,5.8,,992,5517,331,695,215,337,6.1,259,4.7,276,5,,1208
