GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_022E,S0101_C01_022E,S0101_C01_007E,S0101_C01_007E,S0101_C01_008E,S0101_C01_008E,,S0101_C01_028E,S0101_C02_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C02_022E,S0101_C02_022E,S0101_C02_007E,S0101_C02_007E,S0101_C02_008E,S0101_C02_008E,,S0101_C02_028E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_022E,S0101_C03_022E,S0101_C03_007E,S0101_C03_007E,S0101_C03_008E,S0101_C03_008E,,S0101_C03_028E
Geography,Geographic Area Name,Total!!Estimate!!Total population,Total!!Estimate!!AGE!!Under 5 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!25 to 29 years,Total!!Estimate!!AGE!!30 to 34 years,Total!!Estimate!!AGE!!30 to 34 years,,Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Male!!Estimate!!Total population,Male!!Estimate!!AGE!!Under 5 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!25 to 29 years,Male!!Estimate!!AGE!!30 to 34 years,Male!!Estimate!!AGE!!30 to 34 years,,Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,Female!!Estimate!!Total population,Female!!Estimate!!AGE!!Under 5 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!25 to 29 years,Female!!Estimate!!AGE!!30 to 34 years,Female!!Estimate!!AGE!!30 to 34 years,,Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over
0100000US,United States,316515021,19940446,41146953,12660601,31334987,9.9,21839536,6.9,21206506,6.7,,44628618,155734280,10122728,21024128,6385105,16040631,10.3,11057134,7.1,10589931,6.8,,19466785,160780741,9807625,20097593,6109668,15274170,9.5,10772310,6.7,10611529,6.6,,25081796
0400000US01,Alabama,4830620,294668,623150,193225,478231,9.9,313990,6.5,309160,6.4,,719762,2341093,149830,318389,98326,241133,10.3,154512,6.6,149830,6.4,,309024,2489527,144393,306212,94602,238995,9.6,159330,6.4,156840,6.3,,410772
0400000US02,Alaska,733375,55003,102673,30802,80671,11,60870,8.3,53536,7.3,,66004,384160,28428,52630,15751,46099,12,32269,8.4,28044,7.3,,32269,349215,26540,49938,14667,34572,9.9,28286,8.1,25143,7.2,,33175
0400000US04,Arizona,6641928,431725,909944,272319,664193,10,445009,6.7,438367,6.6,,1022857,3299088,221039,465171,138562,343105,10.4,230936,7,224338,6.8,,468470,3342840,213942,447941,133714,320913,9.6,217285,6.5,213942,6.4,,551569
0400000US05,Arkansas,2958208,192284,396400,118328,286946,9.7,192284,6.5,192284,6.5,,452606,1451913,98730,203268,60980,146643,10.1,95826,6.6,95826,6.6,,200364,1506295,93390,194312,57239,141592,9.4,96403,6.4,94897,6.3,,253058
0400000US06,California,38421464,2497395,5071633,1575280,3995832,10.4,2881610,7.5,2766345,7.2,,4802683,19087135,1278838,2595850,801660,2061411,10.8,1469709,7.7,1393361,7.3,,2118672,19334329,1237397,2494128,773373,1933433,10,1392072,7.2,1353403,7,,2687472
0400000US08,Colorado,5278906,337850,702094,200598,517333,9.8,395918,7.5,390639,7.4,,644027,2648667,172163,360219,103298,270164,10.2,203947,7.7,201299,7.6,,291353,2630239,163075,344561,97319,247242,9.4,189377,7.2,189377,7.2,,352452
0400000US09,Connecticut,3593222,190441,445560,147322,344949,9.6,219187,6.1,215593,6,,542577,1751607,98090,227709,75319,178664,10.2,112103,6.4,106848,6.1,,231212,1841615,93922,217311,71823,167587,9.1,108655,5.9,108655,5.9,,311233
0400000US10,Delaware,926454,55587,113954,34279,90792,9.8,62072,6.7,58367,6.3,,147306,448413,28250,57845,17488,45738,10.2,30940,6.9,28698,6.4,,65020,478041,27248,56409,16731,45414,9.5,31073,6.5,29639,6.2,,82223
0400000US11,District of Columbia,647484,40144,55036,15540,82230,12.7,77051,11.9,67986,10.5,,73166,306674,20547,27601,7667,37721,12.3,35268,11.5,32814,10.7,,29747,340810,19767,27606,7839,44646,13.1,41920,12.3,35444,10.4,,43624
0400000US12,Florida,19645772,1080517,2259264,707248,1787765,9.1,1257329,6.4,1198392,6.1,,3654114,9600009,556801,1152001,364800,912001,9.5,643201,6.7,604801,6.3,,1632002,10045763,532425,1105034,341556,863936,8.6,622837,6.2,602746,6,,2019198
0400000US13,Georgia,10006693,660442,1410944,420281,1010676,10.1,690462,6.9,680455,6.8,,1190796,4883331,336950,717850,209983,517633,10.6,341833,7,332067,6.8,,512750,5123362,327895,691654,204934,496966,9.7,343265,6.7,348389,6.8,,676284
0400000US15,Hawaii,1406299,91409,168756,49220,136411,9.7,106879,7.6,98441,7,,219383,709871,46851,86604,24845,75246,10.6,58209,8.2,51821,7.3,,97962,696428,44571,81482,23679,60589,8.7,48750,7,47357,6.8,,121875
0400000US16,Idaho,1616547,114775,244099,69512,156805,9.7,106692,6.6,106692,6.6,,223083,810464,58353,125622,36471,80236,9.9,54301,6.7,54301,6.7,,104550,806083,56426,119300,33855,75772,9.4,52395,6.5,52395,6.5,,118494
0400000US17,Illinois,12873761,798173,1699336,527824,1248755,9.7,888290,6.9,888290,6.9,,1737958,6316899,410598,865415,271627,638007,10.1,448500,7.1,448500,7.1,,745394,6556862,393412,832721,255718,609788,9.3,439310,6.7,445867,6.8,,996643
0400000US18,Indiana,6568645,420393,893336,269314,663433,10.1,420393,6.4,420393,6.4,,913042,3235263,216763,456172,139116,339703,10.5,210292,6.5,210292,6.5,,394702,3333382,206670,436673,133335,326671,9.8,210003,6.3,210003,6.3,,516674
0400000US19,Iowa,3093526,197986,408345,120648,318633,10.3,191799,6.2,197986,6.4,,479497,1534595,99749,208705,62918,162667,10.6,98214,6.4,101283,6.6,,208705,1558931,96654,199543,59239,154334,9.9,93536,6,96654,6.2,,271254
0400000US20,Kansas,2892987,199616,405018,118612,300871,10.4,193830,6.7,190937,6.6,,405018,1439862,102230,205900,60474,156945,10.9,99350,6.9,97911,6.8,,177103,1453125,97359,197625,58125,142406,9.8,94453,6.5,94453,6.5,,226688
0400000US21,Kentucky,4397353,277033,567259,171497,426543,9.7,281431,6.4,285828,6.5,,633219,2164208,142838,292168,88733,218585,10.1,140674,6.5,142838,6.6,,277019,2233145,133989,276910,82626,207682,9.3,140688,6.3,142921,6.4,,357303
0400000US22,Louisiana,4625253,309892,619784,185010,471776,10.2,337643,7.3,323768,7,,610533,2261156,158281,316562,92707,237421,10.5,167326,7.4,160542,7.1,,264555,2364097,151302,304969,89836,231682,9.8,167851,7.1,160759,6.8,,347522
0400000US23,Maine,1329100,65126,148859,49177,114303,8.6,75759,5.7,74430,5.6,,233922,650081,33154,76059,24703,58507,9,37705,5.8,37055,5.7,,105313,679019,31914,71976,23766,55680,8.2,38025,5.6,38025,5.6,,129014
0400000US24,Maryland,5930538,367693,747248,231291,563401,9.5,415138,7,403277,6.8,,788762,2872643,186722,382062,117778,287264,10,206830,7.2,198212,6.9,,338972,3057895,180416,366947,113142,275211,9,207937,6.8,204879,6.7,,452568
0400000US25,Massachusetts,6705586,368807,777848,254812,697381,10.4,476097,7.1,435863,6.5,,985721,3249650,188480,396457,129986,347713,10.7,233975,7.2,217727,6.7,,419205,3455936,179709,380153,124414,349050,10.1,238460,6.9,221180,6.4,,566774
0400000US26,Michigan,9900571,574233,1267273,405923,999958,10.1,603935,6.1,584134,5.9,,1485086,4861973,296580,646642,209065,510507,10.5,301442,6.2,291718,6,,651504,5038598,282161,619748,201544,488744,9.7,297277,5.9,297277,5.9,,831369
0400000US27,Minnesota,5419171,346827,715331,216767,503983,9.3,368504,6.8,373923,6.9,,753265,2692166,177683,366135,110379,258448,9.6,185759,6.9,188452,7,,333829,2727005,171801,351784,103626,248157,9.1,179982,6.6,185436,6.8,,419959
0400000US28,Mississippi,2988081,197213,415343,122511,310760,10.4,194225,6.5,194225,6.5,,415343,1451723,100169,211952,62424,158238,10.9,95814,6.6,95814,6.6,,178562,1536358,96791,202799,59918,153636,10,98327,6.4,98327,6.4,,236599
0400000US29,Missouri,6045448,374818,785908,241818,592454,9.8,399000,6.6,399000,6.6,,906817,2964003,192660,400140,121524,299364,10.1,201552,6.8,198588,6.7,,394212,3081445,184887,382099,117095,292737,9.5,200294,6.5,197212,6.4,,508438
0400000US30,Montana,1014699,60882,125823,37544,99441,9.8,62911,6.2,63926,6.3,,164381,510163,31120,64791,19386,52547,10.3,32140,6.3,33161,6.5,,77545,504536,29768,61553,18163,47426,9.4,30777,6.1,30777,6.1,,86780
0400000US31,Nebraska,1869365,130856,259842,74775,188806,10.1,125247,6.7,127117,6.8,,263580,929606,66932,132934,39043,96679,10.4,64143,6.9,64143,6.9,,116201,939759,62964,126867,35711,92096,9.8,61084,6.5,62024,6.6,,147542
0400000US32,Nevada,2798636,179113,372219,111945,251877,9,201502,7.2,198703,7.1,,380614,1407735,91503,190044,56309,129512,9.2,102765,7.3,101357,7.2,,180190,1390901,87627,182208,54245,123790,8.9,98754,7.1,97363,7,,200290
0400000US33,New Hampshire,1324201,66210,154932,51644,127123,9.6,76804,5.8,74155,5.6,,202603,653484,33328,78418,26793,64695,9.9,39209,6,37249,5.7,,90834,670717,32194,75791,25487,62377,9.3,37560,5.6,36889,5.5,,111339
0400000US34,New Jersey,8904413,534265,1130860,356177,792493,8.9,569882,6.4,578787,6.5,,1282235,4343027,273611,577623,182407,408245,9.4,286640,6.6,286640,6.6,,542878,4561386,259999,551928,173333,383156,8.4,278245,6.1,287367,6.3,,738945
0400000US35,New Mexico,2084117,137552,283440,83365,210496,10.1,141720,6.8,135468,6.5,,306365,1032414,70204,144538,42329,108403,10.5,73301,7.1,69172,6.7,,139376,1051703,67309,139876,41016,100963,9.6,68361,6.5,66257,6.3,,167221
0400000US36,New York,19673174,1180390,2321435,747581,1986991,10.1,1455815,7.4,1357449,6.9,,2813264,9541801,601133,1192725,381672,1001889,10.5,725177,7.6,667926,7,,1192725,10131373,577488,1134714,364729,982743,9.7,729459,7.2,688933,6.8,,1631151
0400000US37,North Carolina,9845333,610411,1289739,383968,974688,9.9,639947,6.5,639947,6.5,,1398037,4795408,311702,661766,196612,508313,10.6,316497,6.6,311702,6.5,,604221,5049925,297946,631241,186847,469643,9.3,323195,6.4,323195,6.4,,797888
0400000US38,North Dakota,721640,49072,88762,25257,90927,12.6,54123,7.5,49072,6.8,,102473,367963,24654,45259,13247,48939,13.3,29437,8,26493,7.2,,45627,353677,24404,43502,12379,41734,11.8,24757,7,22635,6.4,,56942
0400000US39,Ohio,11575977,694559,1493301,463039,1099718,9.5,740863,6.4,717711,6.2,,1747973,5662893,356762,764491,237842,560626,9.9,368088,6.5,356762,6.3,,753165,5913084,337046,727309,230610,544004,9.2,366611,6.2,360698,6.1,,993398
0400000US40,Oklahoma,3849733,265632,527413,153989,388823,10.1,265632,6.9,261782,6.8,,546662,1906944,135393,270786,80092,200229,10.5,135393,7.1,133486,7,,242182,1942789,130167,258391,73826,188451,9.7,130167,6.7,128224,6.6,,305018
0400000US41,Oregon,3939233,232415,480586,145752,362409,9.2,263929,6.7,271807,6.9,,606642,1948453,118856,245505,75990,185103,9.5,134443,6.9,136392,7,,274732,1990780,113474,234912,71668,179170,9,131391,6.6,135373,6.8,,332460
0400000US42,Pennsylvania,12779559,715655,1520768,485623,1239617,9.7,830671,6.5,779553,6.1,,2083068,6245344,368475,774423,249814,630780,10.1,418438,6.7,393457,6.3,,893084,6534215,352848,738366,235232,614216,9.4,411656,6.3,385519,5.9,,1195761
0400000US44,Rhode Island,1053661,54790,120117,38985,118010,11.2,70595,6.7,65327,6.2,,162264,510388,28071,61757,19905,58695,11.5,35727,7,32665,6.4,,68392,543273,27164,58673,19015,59217,10.9,34769,6.4,32596,6,,93986
0400000US45,South Carolina,4777576,291432,606752,181548,487313,10.2,315320,6.6,300987,6.3,,726192,2322409,148634,308880,92896,250820,10.8,155601,6.7,148634,6.4,,320492,2455167,144855,299530,88386,235696,9.6,157131,6.4,152220,6.2,,407558
0400000US46,South Dakota,843190,59866,113831,33728,84319,10,55651,6.6,54807,6.5,,125635,423477,30490,58863,17363,44042,10.4,29220,6.9,27949,6.6,,56322,419713,29380,55402,16369,40712,9.7,26862,6.4,26862,6.4,,69253
0400000US47,Tennessee,6499615,402976,838450,253485,623963,9.6,422475,6.5,422475,6.5,,948944,3167756,205904,427647,129878,316776,10,209072,6.6,209072,6.6,,414976,3331859,196580,409819,123279,309863,9.3,216571,6.5,213239,6.4,,536429
0400000US48,Texas,26538614,1963857,3954253,1141160,2706939,10.2,1937319,7.3,1910780,7.2,,2972325,13171316,1001020,2015211,592709,1396159,10.6,987849,7.5,961506,7.3,,1317132,13367298,949078,1938258,561427,1309995,9.8,949078,7.1,949078,7.1,,1657545
0400000US49,Utah,2903379,255497,505188,136459,330985,11.4,214850,7.4,226464,7.8,,281628,1459229,131331,259743,71502,167811,11.5,109442,7.5,115279,7.9,,129871,1444150,124197,245506,66431,164633,11.4,106867,7.4,111200,7.7,,153080
0400000US50,Vermont,626604,30704,69553,23184,66420,10.6,35716,5.7,35716,5.7,,102136,308573,15737,35794,12034,34252,11.1,17897,5.8,17589,5.7,,46286,318031,14629,33711,11449,32439,10.2,17492,5.5,18128,5.7,,55973
0400000US51,Virginia,8256630,511911,1040335,313752,825663,10,586221,7.1,569707,6.9,,1098132,4060948,263962,531984,158377,422339,10.4,296449,7.3,288327,7.1,,483253,4195682,251741,507678,155240,402785,9.6,285306,6.8,285306,6.8,,616765
0400000US53,Washington,6985464,447070,880168,265448,670605,9.6,502953,7.2,495968,7.1,,950023,3487725,226702,453404,136021,345285,9.9,261579,7.5,251116,7.2,,428990,3497739,216860,430222,129416,321792,9.2,244842,7,244842,7,,517665
0400000US54,West Virginia,1851420,103680,212913,66651,170331,9.2,107382,5.8,111085,6,,318444,913631,52077,108722,33804,87709,9.6,54818,6,56645,6.2,,142526,937789,50641,104095,32823,83463,8.9,52516,5.6,55330,5.9,,177242
0400000US55,Wisconsin,5742117,344527,740733,223943,556985,9.7,361753,6.3,367495,6.4,,849833,2851385,176786,379234,116907,285139,10,182489,6.4,188191,6.6,,376383,2890732,167662,361342,109848,274620,9.5,176335,6.1,182116,6.3,,471189
0400000US56,Wyoming,579679,38838,77097,22028,57388,9.9,40578,7,40578,7,,78257,295561,19507,39901,11527,30738,10.4,21576,7.3,20985,7.1,,36650,284118,19036,37219,10512,26991,9.5,19320,6.8,19604,6.9,,41197
0400000US72,Puerto Rico,3583073,197069,455050,154072,365473,10.2,225734,6.3,229317,6.4,,594790,1713860,101118,233085,78838,185097,10.8,111401,6.5,109687,6.4,,258793,1869213,95330,220567,74769,179444,9.6,115891,6.2,119630,6.4,,336458
0500000US01001,"Autauga County, Alabama",55221,3258,8228,2595,4859,8.8,3424,6.2,3313,6,,7455,26745,1685,4065,1284,2514,9.4,1658,6.2,1605,6,,3209,28476,1566,4129,1338,2335,8.2,1766,6.2,1709,6,,4271
0500000US01003,"Baldwin County, Alabama",195121,10537,25561,7415,14439,7.4,11512,5.9,11317,5.8,,35317,95314,5242,13058,3908,7434,7.8,5719,6,5528,5.8,,16489,99807,5190,12576,3593,7086,7.1,5689,5.7,5789,5.8,,18864
0500000US01005,"Barbour County, Alabama",26932,1481,3313,943,2397,8.9,1966,7.3,1885,7,,4336,14497,754,1740,507,1406,9.7,1189,8.2,1203,8.3,,1856,12435,721,1592,435,982,7.9,783,6.3,696,5.6,,2462
0500000US01007,"Bibb County, Alabama",22604,1130,2871,904,2057,9.1,1537,6.8,1537,6.8,,3255,12073,543,1425,567,1135,9.4,954,7.9,930,7.7,,1449,10531,590,1453,348,927,8.8,590,5.6,611,5.8,,1801
0500000US01009,"Blount County, Alabama",57710,3520,7675,2424,4617,8,3289,5.7,3463,6,,9522,28512,1825,3849,1255,2395,8.4,1654,5.8,1796,6.3,,4248,29198,1723,3854,1168,2219,7.6,1635,5.6,1693,5.8,,5285
0500000US01011,"Bullock County, Alabama",10678,673,1239,320,1004,9.4,587,5.5,726,6.8,,1559,5660,362,628,125,521,9.2,255,4.5,430,7.6,,645,5018,311,607,201,487,9.7,336,6.7,301,6,,913
0500000US01013,"Butler County, Alabama",20354,1242,2707,773,1628,8,1160,5.7,1282,6.3,,3623,9502,637,1425,409,808,8.5,513,5.4,599,6.3,,1473,10852,608,1270,369,825,7.6,651,6,695,6.4,,2160
0500000US01015,"Calhoun County, Alabama",116648,6766,14698,4549,11898,10.2,7699,6.6,7116,6.1,,18080,56274,3545,7597,2307,5852,10.4,3770,6.7,3433,6.1,,7597,60374,3260,7124,2234,6037,10,3924,6.5,3683,6.1,,10445
0500000US01017,"Chambers County, Alabama",34079,2045,4021,1329,2897,8.5,1977,5.8,1908,5.6,,6134,16258,992,2065,667,1447,8.9,975,6,894,5.5,,2536,17821,1051,1960,642,1444,8.1,998,5.6,1016,5.7,,3582
0500000US01019,"Cherokee County, Alabama",26008,1274,3069,988,1925,7.4,1222,4.7,1300,5,,5150,12975,727,1531,506,999,7.7,597,4.6,649,5,,2361,13033,560,1525,495,938,7.2,639,4.9,639,4.9,,2802
0500000US01021,"Chilton County, Alabama",43819,2804,5959,1797,3725,8.5,2673,6.1,2717,6.2,,6529,21619,1405,3027,908,1946,9,1297,6,1362,6.3,,2919,22200,1421,2953,910,1798,8.1,1376,6.2,1376,6.2,,3619
0500000US01023,"Choctaw County, Alabama",13395,656,1607,549,1045,7.8,630,4.7,697,5.2,,2719,6382,325,849,255,530,8.3,306,4.8,325,5.1,,1187,7013,337,764,288,512,7.3,323,4.6,372,5.3,,1529
0500000US01025,"Clarke County, Alabama",25070,1354,3234,1153,2181,8.7,1254,5,1429,5.7,,4387,11834,686,1609,556,1089,9.2,604,5.1,651,5.5,,1893,13236,662,1628,596,1099,8.3,649,4.9,781,5.9,,2502
0500000US01027,"Clay County, Alabama",13537,677,1719,582,1029,7.6,650,4.8,636,4.7,,2558,6671,374,907,334,507,7.6,314,4.7,213,3.2,,1167,6866,309,810,247,515,7.5,336,4.9,419,6.1,,1387
0500000US01029,"Cleburne County, Alabama",15002,885,2025,585,1095,7.3,840,5.6,795,5.3,,2655,7334,433,1034,286,550,7.5,374,5.1,396,5.4,,1173,7668,452,989,291,552,7.2,460,6,406,5.3,,1480
0500000US01031,"Coffee County, Alabama",50884,3206,6768,2137,4274,8.4,3358,6.6,3155,6.2,,7836,25174,1687,3499,1032,2215,8.8,1762,7,1661,6.6,,3424,25710,1543,3265,1106,2083,8.1,1568,6.1,1491,5.8,,4422
0500000US01033,"Colbert County, Alabama",54444,3049,6588,2232,4573,8.4,3158,5.8,3212,5.9,,9854,26303,1578,3446,1157,2262,8.6,1526,5.8,1578,6,,4208,28141,1491,3152,1041,2308,8.2,1632,5.8,1632,5.8,,5628
0500000US01035,"Conecuh County, Alabama",12865,746,1595,502,1119,8.7,618,4.8,656,5.1,,2522,6176,327,791,315,581,9.4,321,5.2,309,5,,1124,6689,421,803,194,535,8,301,4.5,355,5.3,,1391
0500000US01037,"Coosa County, Alabama",11027,529,1114,397,959,8.7,485,4.4,540,4.9,,1974,5579,279,558,201,603,10.8,190,3.4,262,4.7,,881,5448,256,550,196,360,6.6,300,5.5,278,5.1,,1084
0500000US01039,"Covington County, Alabama",37886,2235,4698,1478,2993,7.9,2046,5.4,2122,5.6,,7426,18339,1155,2439,789,1540,8.4,990,5.4,1027,5.6,,3118,19547,1056,2267,684,1466,7.5,1056,5.4,1095,5.6,,4300
0500000US01041,"Crenshaw County, Alabama",13938,878,1784,544,1171,8.4,781,5.6,669,4.8,,2383,6863,487,940,302,625,9.1,391,5.7,302,4.4,,1002,7075,396,849,241,552,7.8,382,5.4,361,5.1,,1373
0500000US01043,"Cullman County, Alabama",80965,4858,10364,3077,6882,8.5,4858,6,4777,5.9,,14007,40081,2565,5291,1563,3487,8.7,2605,6.5,2485,6.2,,6092,40884,2249,5111,1472,3393,8.3,2249,5.5,2330,5.7,,7931
0500000US01045,"Dale County, Alabama",49866,3391,6582,1945,4687,9.4,3640,7.3,3590,7.2,,7430,24708,1828,3410,964,2545,10.3,1977,8,1878,7.6,,3187,25158,1560,3170,981,2164,8.6,1686,6.7,1736,6.9,,4252
0500000US01047,"Dallas County, Alabama",42154,2866,6028,1855,3920,9.3,2487,5.9,2403,5.7,,6407,19450,1459,3054,934,1828,9.4,1148,5.9,1070,5.5,,2684,22704,1430,2952,931,2111,9.3,1362,6,1340,5.9,,3746
0500000US01049,"DeKalb County, Alabama",71068,4477,10163,3269,5970,8.4,3980,5.6,4122,5.8,,10589,35474,2590,5321,1667,3015,8.5,2022,5.7,1951,5.5,,4683,35594,1886,4805,1637,2954,8.3,1993,5.6,2207,6.2,,5944
0500000US01051,"Elmore County, Alabama",80763,4765,10661,3231,7672,9.5,5169,6.4,5573,6.9,,10741,39362,2598,5393,1614,4054,10.3,2480,6.3,2677,6.8,,4920,41401,2153,5258,1615,3643,8.8,2691,6.5,2898,7,,5838
0500000US01053,"Escambia County, Alabama",37935,2314,4704,1404,3490,9.2,2200,5.8,2352,6.2,,6108,19524,1191,2304,703,1933,9.9,1171,6,1289,6.6,,2636,18411,1123,2412,700,1547,8.4,1031,5.6,1068,5.8,,3480
0500000US01055,"Etowah County, Alabama",103766,5915,12867,4254,9028,8.7,5915,5.7,6018,5.8,,17536,50207,3113,6527,2259,4619,9.2,2962,5.9,2862,5.7,,7431,53559,2839,6320,2035,4445,8.3,2946,5.5,3106,5.8,,10123
0500000US01057,"Fayette County, Alabama",16896,912,2095,659,1352,8,929,5.5,963,5.7,,3210,8477,526,1195,339,670,7.9,500,5.9,475,5.6,,1407,8419,396,901,312,682,8.1,421,5,480,5.7,,1802
0500000US01059,"Franklin County, Alabama",31634,2151,4239,1297,2879,9.1,1993,6.3,1930,6.1,,5061,15311,1133,1914,643,1592,10.4,980,6.4,965,6.3,,2220,16323,1028,2318,653,1306,8,996,6.1,963,5.9,,2824
0500000US01061,"Geneva County, Alabama",26815,1555,3352,1046,2118,7.9,1421,5.3,1528,5.7,,4961,13174,856,1726,566,1120,8.5,659,5,751,5.7,,2174,13641,696,1637,464,996,7.3,750,5.5,764,5.6,,2796
0500000US01063,"Greene County, Alabama",8697,531,1096,400,748,8.6,470,5.4,487,5.6,,1513,4095,242,557,225,397,9.7,233,5.7,205,5,,643,4602,285,538,179,350,7.6,235,5.1,281,6.1,,874
0500000US01065,"Hale County, Alabama",15256,931,1968,702,1373,9,824,5.4,778,5.1,,2594,7183,488,984,330,682,9.5,388,5.4,323,4.5,,1085,8073,444,985,371,694,8.6,436,5.4,460,5.7,,1502
0500000US01067,"Henry County, Alabama",17252,932,2053,707,1346,7.8,794,4.6,845,4.9,,3416,8259,438,1082,355,702,8.5,388,4.7,380,4.6,,1511,8993,495,971,351,647,7.2,396,4.4,459,5.1,,1907
0500000US01069,"Houston County, Alabama",103534,6523,13977,4141,8490,8.2,6730,6.5,6626,6.4,,16255,49563,3370,7286,2082,4163,8.4,3222,6.5,3172,6.4,,6939,53971,3238,6746,2105,4318,8,3508,6.5,3454,6.4,,9283
0500000US01071,"Jackson County, Alabama",52860,2749,6713,2114,4070,7.7,2854,5.4,2960,5.6,,9462,26076,1434,3468,1147,2138,8.2,1460,5.6,1356,5.2,,4198,26784,1286,3214,991,1955,7.3,1393,5.2,1634,6.1,,5250
0500000US01073,"Jefferson County, Alabama",659026,43496,84355,25043,61289,9.3,48109,7.3,46132,7,,91605,311581,22122,42998,12775,29912,9.6,22745,7.3,22122,7.1,,37078,347445,21194,41693,12161,31270,9,25363,7.3,24321,7,,54549
0500000US01075,"Lamar County, Alabama",14133,735,1809,537,1046,7.4,707,5,763,5.4,,2770,6832,355,909,301,526,7.7,335,4.9,362,5.3,,1161,7301,372,898,241,511,7,372,5.1,394,5.4,,1606
0500000US01077,"Lauderdale County, Alabama",92737,5008,10665,3524,10665,11.5,5379,5.8,5101,5.5,,16507,44419,2665,5375,1777,5197,11.7,2710,6.1,2576,5.8,,7018,48318,2319,5315,1788,5460,11.3,2657,5.5,2561,5.3,,9470
0500000US01079,"Lawrence County, Alabama",33586,1780,4433,1209,2855,8.5,1948,5.8,1881,5.6,,5307,16421,887,2266,591,1544,9.4,985,6,952,5.8,,2381,17165,893,2180,635,1322,7.7,978,5.7,927,5.4,,2935
0500000US01081,"Lee County, Alabama",150982,8908,18420,5586,30045,19.9,11777,7.8,10116,6.7,,14947,74277,4457,9433,2823,15375,20.7,5868,7.9,4977,6.7,,6685,76705,4449,9051,2838,14651,19.1,5830,7.6,5063,6.6,,8361
0500000US01083,"Limestone County, Alabama",88805,5417,11722,3730,7016,7.9,5772,6.5,6305,7.1,,11900,44626,2722,5980,1830,3615,8.1,3035,6.8,3258,7.3,,5266,44179,2651,5743,1856,3402,7.7,2739,6.2,3004,6.8,,6627
0500000US01085,"Lowndes County, Alabama",10742,730,1353,419,1031,9.6,645,6,591,5.5,,1772,5125,425,677,195,523,10.2,308,6,282,5.5,,753,5617,303,680,219,511,9.1,331,5.9,315,5.6,,1022
0500000US01087,"Macon County, Alabama",20018,981,2022,741,3883,19.4,1141,5.7,861,4.3,,3223,9166,458,1008,376,1742,19,532,5.8,403,4.4,,1347,10852,521,1020,369,2149,19.8,608,5.6,456,4.2,,1877
0500000US01089,"Madison County, Alabama",346438,20440,43998,14204,34297,9.9,24251,7,22865,6.6,,46076,169422,10504,22364,7285,17620,10.4,12198,7.2,11351,6.7,,19992,177016,10090,21596,6904,16817,9.5,12214,6.9,11506,6.5,,26021
0500000US01091,"Marengo County, Alabama",20306,1198,2701,853,1787,8.8,1076,5.3,1036,5.1,,3736,9452,548,1352,425,888,9.4,492,5.2,454,4.8,,1588,10854,640,1335,423,901,8.3,575,5.3,575,5.3,,2149
0500000US01093,"Marion County, Alabama",30387,1580,3646,1215,2309,7.6,1580,5.2,1641,5.4,,5956,15004,840,1830,630,1155,7.7,795,5.3,795,5.3,,2641,15383,723,1815,585,1154,7.5,785,5.1,846,5.5,,3323
0500000US01095,"Marshall County, Alabama",94318,6225,13110,3867,8017,8.5,5942,6.3,5659,6,,15091,46409,3156,6683,2088,4223,9.1,3017,6.5,2831,6.1,,6590,47909,3114,6420,1773,3833,8,2875,6,2827,5.9,,8528
0500000US01097,"Mobile County, Alabama",414251,27755,55510,17399,40597,9.8,28583,6.9,26926,6.5,,58409,198216,13875,28147,8722,20218,10.2,13677,6.9,12686,6.4,,24777,216035,13826,27220,8425,20523,9.5,15122,7,14042,6.5,,33701
0500000US01099,"Monroe County, Alabama",22217,1333,3022,1022,1933,8.7,1089,4.9,1155,5.2,,3821,10639,681,1575,596,968,9.1,489,4.6,532,5,,1649,11578,660,1459,417,961,8.3,590,5.1,625,5.4,,2177
