GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_023E,S0101_C01_007E,S0101_C01_008E,S0101_C01_030E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_023E,S0101_C03_007E,S0101_C03_008E,S0101_C03_030E,S0101_C05_001E,S0101_C05_002E,S0101_C05_020E,S0101_C05_021E,S0101_C05_023E,S0101_C05_007E,S0101_C05_008E,S0101_C05_030E
Geography,Geographic Area Name,Estimate!!Total!!Total population,Estimate!!Total!!Total population!!AGE!!Under 5 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Total!!Total population!!AGE!!25 to 29 years,Estimate!!Total!!Total population!!AGE!!30 to 34 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!65 years and over,Estimate!!Male!!Total population,Estimate!!Male!!Total population!!AGE!!Under 5 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Male!!Total population!!AGE!!25 to 29 years,Estimate!!Male!!Total population!!AGE!!30 to 34 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!65 years and over,Estimate!!Female!!Total population,Estimate!!Female!!Total population!!AGE!!Under 5 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Female!!Total population!!AGE!!25 to 29 years,Estimate!!Female!!Total population!!AGE!!30 to 34 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!65 years and over
0100000US,United States,329725481,19423121,41921255,12889699,30339089,22854328,22506614,52888621,163206615,9940776,21455023,6595645,15499748,11591761,11365543,23762420,166518866,9482345,20466232,6294054,14839341,11262567,11141071,29126201
0400000US01,Alabama,4997675,295632,631608,195141,461491,331435,315812,844427,2429703,151356,322717,99974,230978,165130,154019,372139,2567972,144276,308891,95167,230513,166305,161793,472288
0400000US02,Alaska,735951,50791,102917,29026,68835,59218,57307,90188,384749,25965,52864,14977,38979,31655,29907,45027,351202,24826,50053,14049,29856,27563,27400,45161
0400000US04,Arizona,7079203,412606,920264,281565,672761,496623,470047,1243859,3533895,210607,469760,144036,347338,256594,242974,576938,3545308,201999,450504,137529,325423,240029,227073,666921
0400000US05,Arkansas,3006309,184580,398896,122309,279234,197068,191431,505361,1483520,95410,204800,62435,142808,99040,95296,226725,1522789,89170,194096,59874,136426,98028,96135,278636
0400000US06,California,39455353,2350335,5092474,1549623,3665851,2992210,2949412,5669879,19714044,1203859,2608034,792617,1879868,1538050,1518085,2549526,19741309,1146476,2484440,757006,1785983,1454160,1431327,3120353
0400000US08,Colorado,5723176,324246,717919,220570,523401,442444,447489,819254,2895936,165967,368381,112904,273168,229868,234150,379264,2827240,158279,349538,107666,250233,212576,213339,439990
0400000US09,Connecticut,3605330,182122,420911,141458,345702,221715,224146,620179,1768860,93734,214712,72468,176763,113856,112538,273903,1836470,88388,206199,68990,168939,107859,111608,346276
0400000US10,Delaware,981892,54234,117273,36138,83629,64150,63728,186375,477219,27567,59596,18348,42180,32141,31668,84006,504673,26667,57677,17790,41449,32009,32060,102369
0400000US11,District of Columbia,683154,42958,66518,15546,70406,77357,78357,83199,325490,21890,33635,7748,31755,35427,37517,34518,357664,21068,32883,7798,38651,41930,40840,48681
0400000US12,Florida,21339762,1118794,2400182,742337,1729159,1370531,1371911,4346965,10489548,571443,1227924,379009,881672,695887,694218,1976902,10850214,547351,1172258,363328,847487,674644,677693,2370063
0400000US13,Georgia,10625615,643718,1440793,447686,1017562,743331,718654,1479832,5191616,329092,735877,228016,518757,369530,351798,650976,5433999,314626,704916,219670,498805,373801,366856,828856
0400000US15,Hawaii,1453498,87767,174985,48268,122056,101516,101024,268789,732172,45527,90145,24728,66691,53358,51933,123186,721326,42240,84840,23540,55365,48158,49091,145603
0400000US16,Idaho,1811617,114969,263095,80766,167590,118378,116925,287098,912529,58614,135045,41468,86930,60857,58833,136928,899088,56355,128050,39298,80660,57521,58092,150170
0400000US17,Illinois,12821813,745681,1627689,513981,1169584,880487,871055,2012735,6332176,381213,831232,262755,594874,443153,439475,890219,6489637,364468,796457,251226,574710,437334,431580,1122516
0400000US18,Indiana,6751340,415542,898270,278275,658039,449725,429207,1057547,3344360,213036,459921,142459,336559,226569,215360,472493,3406980,202506,438349,135816,321480,223156,213847,585054
0400000US19,Iowa,3179090,194570,420012,127593,317031,200150,194581,540542,1590001,99307,214603,65647,163285,102405,98991,245458,1589089,95263,205409,61946,153746,97745,95590,295084
0400000US20,Kansas,2932099,185276,406904,121971,295997,190527,187454,464028,1468152,95187,208418,62942,154246,98904,94929,210512,1463947,90089,198486,59029,141751,91623,92525,253516
0400000US21,Kentucky,4494141,270859,575084,175966,418668,299736,282004,734851,2223783,139220,294212,91259,215116,152908,141704,328731,2270358,131639,280872,84707,203552,146828,140300,406120
0400000US22,Louisiana,4657305,297359,619330,184394,422367,324051,323184,722446,2283561,151391,315953,94784,215072,161702,160252,320459,2373744,145968,303377,89610,207295,162349,162932,401987
0400000US23,Maine,1357046,63932,143586,47067,107561,79663,82588,280821,668308,32899,73957,24154,54992,40080,41250,129191,688738,31033,69629,22913,52569,39583,41338,151630
0400000US24,Maryland,6148545,363466,773653,236030,534601,406858,423041,949890,2995146,185279,395783,120450,270938,203656,208619,415044,3153399,178187,377870,115580,263663,203202,214422,534846
0400000US25,Massachusetts,6991852,357943,777737,254044,699260,498204,492419,1156031,3413174,183397,398197,129924,345976,250358,245596,507819,3578678,174546,379540,124120,353284,247846,246823,648212
0400000US26,Michigan,10062512,564817,1229112,394927,950524,676297,622738,1733056,4983325,288862,631088,202816,484335,344878,313922,784751,5079187,275955,598024,192111,466189,331419,308816,948305
0400000US27,Minnesota,5670472,348468,749763,225338,499402,371245,384970,901517,2839135,178137,383492,115182,253407,189384,196543,414507,2831337,170331,366271,110156,245995,181861,188427,487010
0400000US28,Mississippi,2967023,182146,400708,123200,286864,195971,184656,472931,1444255,93586,204006,63283,145668,97142,90641,208362,1522768,88560,196702,59917,141196,98829,94015,264569
0400000US29,Missouri,6141534,367132,784229,241014,561340,411737,402614,1033836,3027741,188129,401938,123453,286303,206381,200482,461558,3113793,179003,382291,117561,275037,205356,202132,572278
0400000US30,Montana,1077978,60366,132471,39978,98701,70213,67878,202454,545671,31226,68369,20506,52356,35936,34407,97901,532307,29140,64102,19472,46345,34277,33471,104553
0400000US31,Nebraska,1951480,130400,274038,81472,190255,127489,127618,305771,978863,66837,141000,42180,96823,65035,65198,139059,972617,63563,133038,39292,93432,62454,62420,166712
0400000US32,Nevada,3059238,181429,395136,117465,248490,220773,222026,482407,1541789,92638,202237,60095,127781,112063,113259,228939,1517449,88791,192899,57370,120709,108710,108767,253468
0400000US33,New Hampshire,1372175,63509,147759,49347,125454,85052,86507,250136,683846,32295,75954,25252,63936,44333,44258,115777,688329,31214,71805,24095,61518,40719,42249,134359
0400000US34,New Jersey,9234024,530376,1147920,362146,781976,584584,595252,1494516,4539311,271646,586560,185406,399356,296741,300787,653101,4694713,258730,561360,176740,382620,287843,294465,841415
0400000US35,New Mexico,2109366,120716,279640,84970,197401,141297,139208,369541,1048448,61578,142660,43125,102046,72859,71901,170198,1060918,59138,136980,41845,95355,68438,67307,199343
0400000US36,New York,20114745,1154376,2338474,724546,1816269,1465454,1439189,3330159,9821711,590167,1198227,370896,910475,729035,720471,1451787,10293034,564209,1140247,353650,905794,736419,718718,1878372
0400000US37,North Carolina,10367022,594004,1303228,405083,979831,701087,674914,1686235,5067666,304889,665888,205862,504452,349482,331260,746168,5299356,289115,637340,199221,475379,351605,343654,940067
0400000US38,North Dakota,773344,53417,103048,27993,84989,58846,55657,118198,397093,27612,53085,13946,44800,31539,30118,54879,376251,25805,49963,14047,40189,27307,25539,63319
0400000US39,Ohio,11769923,689126,1477182,463681,1062481,785985,757273,2004802,5800004,351995,756724,237370,539866,396670,379784,891567,5969919,337131,720458,226311,522615,389315,377489,1113235
0400000US40,Oklahoma,3948136,252929,546002,162139,379325,271230,264386,615832,1964927,129519,279002,82948,196910,137961,133570,277310,1983209,123410,267000,79191,182415,133269,130816,338522
0400000US41,Oregon,4207177,223615,498386,151485,362295,292849,299939,743125,2096429,114886,255754,77796,184620,148545,152169,343287,2110748,108729,242632,73689,177675,144304,147770,399838
0400000US42,Pennsylvania,12970650,700792,1522747,480943,1154671,848804,852294,2361790,6394217,358907,779986,247022,584520,431989,432044,1047887,6576433,341885,742761,233921,570151,416815,420250,1313903
0400000US44,Rhode Island,1091949,55370,118738,38555,112671,76226,74992,188586,534283,28236,60865,19833,55615,38970,38040,82969,557666,27134,57873,18722,57056,37256,36952,105617
0400000US45,South Carolina,5078903,285472,632356,191975,461929,335728,324872,901497,2474059,146308,322358,97971,238194,165369,158839,404922,2604844,139164,309998,94004,223735,170359,166033,496575
0400000US46,South Dakota,881785,59538,123950,35210,82852,56276,57200,146784,446461,30241,63199,18202,42713,29783,29735,68936,435324,29297,60751,17008,40139,26493,27465,77848
0400000US47,Tennessee,6859497,405867,863157,265219,616774,482422,454732,1118190,3362099,207621,441363,135614,311993,239746,224696,499601,3497398,198246,421794,129605,304781,242676,230036,618589
0400000US48,Texas,28862581,1959223,4218529,1268424,2796936,2091456,2088573,3620798,14398171,1000733,2154522,647804,1436876,1061926,1058376,1633318,14464410,958490,2064007,620620,1360060,1029530,1030197,1987480
0400000US49,Utah,3231370,245639,539276,161148,363447,246273,224216,358168,1633843,125819,277420,82895,185192,126080,113794,168310,1597527,119820,261856,78253,178255,120193,110422,189858
0400000US50,Vermont,641637,29168,67722,21999,68285,37851,37524,125131,318533,15119,35383,11305,35186,19308,18779,58154,323104,14049,32339,10694,33099,18543,18745,66977
0400000US51,Virginia,8582479,501494,1065820,325438,807206,586172,589273,1328600,4245281,256734,547124,166637,415948,297545,295939,594392,4337198,244760,518696,158801,391258,288627,293334,734208
0400000US53,Washington,7617364,449543,952213,278704,658252,572530,579626,1177772,3831964,230732,487919,142233,341829,297673,299163,542528,3785400,218811,464294,136471,316423,274857,280463,635244
0400000US54,West Virginia,1801049,93223,208455,64817,156640,107858,103066,358875,896723,48062,107411,33282,81598,55187,52333,164810,904326,45161,101044,31535,75042,52671,50733,194065
0400000US55,Wisconsin,5871661,329324,733500,230120,551032,369922,365233,997078,2937621,168590,375996,117764,280384,189562,185722,460509,2934040,160734,357504,112356,270648,180360,179511,536569
0400000US56,Wyoming,576641,34262,77596,22609,52012,37324,38412,96540,295204,17712,39727,11865,27621,19511,20201,46969,281437,16550,37869,10744,24391,17813,18211,49571
0400000US72,Puerto Rico,3311274,122415,352419,122443,314885,224008,195204,703925,1571861,62729,178620,63284,160354,111493,94509,305458,1739413,59686,173799,59159,154531,112515,100695,398467
0500000US01001,"Autauga County, Alabama",58239,3318,7720,2763,4824,3706,3721,8815,28206,1783,3886,1233,2320,1854,1823,3919,30033,1535,3834,1530,2504,1852,1898,4896
0500000US01003,"Baldwin County, Alabama",227131,12035,28137,8854,16128,12288,12652,46805,110781,6121,14480,4512,8147,6013,6258,21795,116350,5914,13657,4342,7981,6275,6394,25010
0500000US01005,"Barbour County, Alabama",25259,1320,3023,921,2000,1768,1783,4801,13361,647,1498,470,1174,1127,1069,2084,11898,673,1525,451,826,641,714,2717
0500000US01007,"Bibb County, Alabama",22412,1196,2504,912,1743,1817,1517,3594,12300,603,1366,551,915,1125,1029,1629,10112,593,1138,361,828,692,488,1965
0500000US01009,"Blount County, Alabama",58884,3467,7772,2444,4533,3665,3367,10584,29530,1818,3964,1391,2443,1844,1661,4726,29354,1649,3808,1053,2090,1821,1706,5858
0500000US01011,"Bullock County, Alabama",10386,558,1506,239,1206,542,584,1682,5658,283,771,180,708,379,403,732,4728,275,735,59,498,163,181,950
0500000US01013,"Butler County, Alabama",19181,1087,2543,735,1432,1127,1054,3992,8974,527,1381,367,739,580,454,1641,10207,560,1162,368,693,547,600,2351
0500000US01015,"Calhoun County, Alabama",116425,6716,14101,4594,10751,7830,7174,20583,56079,3360,7240,2320,5345,3881,3446,8850,60346,3356,6861,2274,5406,3949,3728,11733
0500000US01017,"Chambers County, Alabama",34834,2056,3986,1224,2740,2383,1969,6828,16725,1034,1979,635,1402,1174,954,3003,18109,1022,2007,589,1338,1209,1015,3825
0500000US01019,"Cherokee County, Alabama",24975,1089,2810,948,1692,1336,1137,5710,12352,585,1402,436,946,698,520,2700,12623,504,1408,512,746,638,617,3010
0500000US01021,"Chilton County, Alabama",44857,2710,6089,1946,3578,2851,2728,7372,21876,1284,2987,989,1878,1363,1274,3375,22981,1426,3102,957,1700,1488,1454,3997
0500000US01023,"Choctaw County, Alabama",12792,700,1396,490,925,698,763,2916,6098,309,742,283,453,343,449,1277,6694,391,654,207,472,355,314,1639
0500000US01025,"Clarke County, Alabama",23346,1435,2800,943,1899,1411,1150,4608,11142,785,1387,467,928,683,532,2041,12204,650,1413,476,971,728,618,2567
0500000US01027,"Clay County, Alabama",14184,744,1775,498,1198,727,868,2861,6985,332,950,263,657,341,401,1268,7199,412,825,235,541,386,467,1593
0500000US01029,"Cleburne County, Alabama",15046,865,1993,585,1044,924,983,2888,7368,450,964,328,560,473,466,1272,7678,415,1029,257,484,451,517,1616
0500000US01031,"Coffee County, Alabama",53043,3212,7209,2251,4208,3387,3275,8964,26357,1638,3728,1210,2211,1712,1687,4026,26686,1574,3481,1041,1997,1675,1588,4938
0500000US01033,"Colbert County, Alabama",56789,3182,6884,1976,4357,3611,3428,11137,27602,1909,3419,978,2205,1810,1784,4804,29187,1273,3465,998,2152,1801,1644,6333
0500000US01035,"Conecuh County, Alabama",11778,508,1547,396,662,890,675,2688,5751,348,831,145,445,334,463,1232,6027,160,716,251,217,556,212,1456
0500000US01037,"Coosa County, Alabama",10442,465,872,359,581,720,272,2476,5426,324,498,231,334,383,158,1157,5016,141,374,128,247,337,114,1319
