GEO_ID,NAME,S0101_C01_001E,S0101_C01_002E,S0101_C01_020E,S0101_C01_021E,S0101_C01_023E,S0101_C01_007E,S0101_C01_008E,S0101_C01_030E,S0101_C03_001E,S0101_C03_002E,S0101_C03_020E,S0101_C03_021E,S0101_C03_023E,S0101_C03_007E,S0101_C03_008E,S0101_C03_030E,S0101_C05_001E,S0101_C05_002E,S0101_C05_020E,S0101_C05_021E,S0101_C05_023E,S0101_C05_007E,S0101_C05_008E,S0101_C05_030E
Geography,Geographic Area Name,Estimate!!Total!!Total population,Estimate!!Total!!Total population!!AGE!!Under 5 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Total!!Total population!!AGE!!25 to 29 years,Estimate!!Total!!Total population!!AGE!!30 to 34 years,Estimate!!Total!!Total population!!SELECTED AGE CATEGORIES!!65 years and over,Estimate!!Male!!Total population,Estimate!!Male!!Total population!!AGE!!Under 5 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Male!!Total population!!AGE!!25 to 29 years,Estimate!!Male!!Total population!!AGE!!30 to 34 years,Estimate!!Male!!Total population!!SELECTED AGE CATEGORIES!!65 years and over,Estimate!!Female!!Total population,Estimate!!Female!!Total population!!AGE!!Under 5 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!5 to 14 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!18 to 24 years,Estimate!!Female!!Total population!!AGE!!25 to 29 years,Estimate!!Female!!Total population!!AGE!!30 to 34 years,Estimate!!Female!!Total population!!SELECTED AGE CATEGORIES!!65 years and over
0100000US,United States,331097593,19004925,41371296,12837484,31282896,22673811,22714342,54737648,164200298,9725644,21184654,6577849,16019697,11574776,11533188,24482007,166897295,9279281,20186642,6259635,15263199,11099035,11181154,30255641
0400000US01,Alabama,5028092,291856,625214,193572,488930,328225,320441,871034,2445995,149474,319223,98906,245129,164554,156517,381165,2582097,142382,305991,94666,243801,163671,163924,489869
0400000US02,Alaska,734821,48991,101406,28941,69612,57587,57690,94160,386649,25142,52133,14912,39626,31585,30310,46776,348172,23849,49273,14029,29986,26002,27380,47384
0400000US04,Arizona,7172282,402636,908228,282599,699860,501362,481355,1297802,3588510,205506,464088,145090,362308,261182,250072,598164,3583772,197130,444140,137509,337552,240180,231283,699638
0400000US05,Arkansas,3018669,181324,394353,121591,289554,195578,194001,519434,1491622,93300,202339,61863,148999,98660,97133,231515,1527047,88024,192014,59728,140555,96918,96868,287919
0400000US06,California,39356104,2258308,4981194,1535068,3738836,2923386,2960897,5865300,19708947,1156233,2552760,786108,1922572,1510071,1531903,2624947,19647157,1102075,2428434,748960,1816264,1413315,1428994,3240353
0400000US08,Colorado,5770790,317189,703985,220136,546720,443794,453837,855353,2927588,162030,361005,113277,286578,232748,238665,393735,2843202,155159,342980,106859,260142,211046,215172,461618
0400000US09,Connecticut,3611317,182768,418867,141242,347650,223561,225905,629108,1769196,93705,213362,72191,176326,114538,113323,278526,1842121,89063,205505,69051,171324,109023,112582,350582
0400000US10,Delaware,993635,53990,116473,36239,86569,62852,65031,195016,482909,27470,59160,18334,43591,31664,32322,87631,510726,26520,57313,17905,42978,31188,32709,107385
0400000US11,District of Columbia,670587,41522,66937,15597,61935,74883,77462,84451,320797,21273,33902,7736,28181,34320,37440,34821,349790,20249,33035,7861,33754,40563,40022,49630
0400000US12,Florida,21634529,1104565,2388397,742467,1819253,1357126,1396272,4520647,10646786,563975,1222581,380393,927178,693602,710306,2040873,10987743,540590,1165816,362074,892075,663524,685966,2479774
0400000US13,Georgia,10722325,635299,1427767,449479,1051160,742855,732281,1540445,5244476,326239,729265,229237,536821,371056,359479,674785,5477849,309060,698502,220242,514339,371799,372802,865660
0400000US15,Hawaii,1450589,84552,172726,48041,122741,98504,100057,279708,732060,43756,89190,24701,67914,52131,51731,127399,718529,40796,83536,23340,54827,46373,48326,152309
0400000US16,Idaho,1854109,112576,260997,81206,187034,120574,119422,302543,933728,57644,133785,42048,94371,62403,60499,143426,920381,54932,127212,39158,92663,58171,58923,159117
0400000US17,Illinois,12757634,721165,1591325,507987,1190741,869427,865767,2070907,6313019,369069,813577,260088,608240,440022,439013,913008,6444615,352096,777748,247899,582501,429405,426754,1157899
0400000US18,Indiana,6784403,409573,890408,277480,674851,449756,434675,1097201,3366798,209991,456255,142259,346812,228347,219292,487662,3417605,199582,434153,135221,328039,221409,215383,609539
0400000US19,Iowa,3188836,189797,413101,127420,327316,199828,195506,560125,1598555,97265,211831,65295,168755,103760,100087,253242,1590281,92532,201270,62125,158561,96068,95419,306883
0400000US20,Kansas,2935922,180483,399223,121706,307990,189389,187572,478994,1474948,93065,204528,62629,162226,98659,95957,216565,1460974,87418,194695,59077,145764,90730,91615,262429
0400000US21,Kentucky,4502935,266553,569667,175260,424346,298716,286890,756439,2234041,136982,291972,90932,218753,154178,145177,337641,2268894,129571,277695,84328,205593,144538,141713,418798
0400000US22,Louisiana,4640546,289842,609584,183151,436823,314628,318878,743243,2275349,147783,311355,94427,220923,157565,157873,328992,2365197,142059,298229,88724,215900,157063,161005,414251
0400000US23,Maine,1366949,63182,141371,46263,110172,80106,84260,293488,674230,32469,72845,23712,56531,40733,42424,134243,692719,30713,68526,22551,53641,39373,41836,159245
0400000US24,Maryland,6161707,358539,766268,235487,541318,399987,423571,986154,3002896,182758,392243,120023,273669,200877,209952,428428,3158811,175781,374025,115464,267649,199110,213619,557726
0400000US25,Massachusetts,6984205,351208,764579,251229,697088,492870,492486,1195589,3419339,180018,391913,128968,347419,249422,247719,523813,3564866,171190,372666,122261,349669,243448,244767,671776
0400000US26,Michigan,10057921,552803,1207748,388913,970018,671615,635393,1786825,4993696,283361,619925,199918,496335,345819,322708,805816,5064225,269442,587823,188995,473683,325796,312685,981009
0400000US27,Minnesota,5695292,340546,740881,225657,513816,369859,382138,939396,2857964,173990,378928,115740,261987,189705,196426,430060,2837328,166556,361953,109917,251829,180154,185712,509336
0400000US28,Mississippi,2958846,178246,390969,121861,299448,190431,183331,487750,1437988,90990,199386,61731,151342,95118,89852,213023,1520858,87256,191583,60130,148106,95313,93479,274727
0400000US29,Missouri,6154422,360175,773941,240359,580838,407783,404313,1062483,3039220,184879,397178,123422,296828,205896,202411,472206,3115202,175296,376763,116937,284010,201887,201902,590277
0400000US30,Montana,1091840,59003,132091,40253,102293,70671,69483,211501,553716,30328,67985,20621,54406,36705,35567,101516,538124,28675,64106,19632,47887,33966,33916,109985
0400000US31,Nebraska,1958939,127312,271273,81850,195219,127881,126303,316709,984570,65003,139473,42210,100219,65613,64871,143505,974369,62309,131800,39640,95000,62268,61432,173204
0400000US32,Nevada,3104817,178103,392792,118797,260638,221217,227350,503234,1568332,90832,201164,60738,134396,113315,116957,237811,1536485,87271,191628,58059,126242,107902,110393,265423
0400000US33,New Hampshire,1379610,62919,144418,48851,126069,85815,87879,261749,689725,31825,74256,25159,64551,45150,45458,120658,689885,31094,70162,23692,61518,40665,42421,141091
0400000US34,New Jersey,9249063,523995,1132389,359177,806499,584464,600310,1532614,4556331,268430,578974,184103,412395,297832,305464,667666,4692732,255565,553415,175074,394104,286632,294846,864948
0400000US35,New Mexico,2112463,115927,272812,84739,205077,140466,139012,382672,1052858,59366,139309,43281,106696,72488,71705,175826,1059605,56561,133503,41458,98381,67978,67307,206846
0400000US36,New York,19994379,1121872,2295360,711211,1844128,1435397,1437017,3402284,9781286,573150,1176885,364662,926308,716894,723987,1477865,10213093,548722,1118475,346549,917820,718503,713030,1924419
0400000US37,North Carolina,10470214,589767,1289272,404849,1014214,702566,692107,1747925,5131370,301897,658858,206227,524460,353331,341923,769588,5338844,287870,630414,198622,489754,349235,350184,978337
0400000US38,North Dakota,776874,51717,103068,27948,87885,56815,56055,123220,399345,26806,53205,14230,46385,30436,30250,56883,377529,24911,49863,13718,41500,26379,25805,66337
0400000US39,Ohio,11774683,676403,1457746,459173,1083657,778785,765988,2068562,5814736,345614,747139,234859,553525,396217,386219,916857,5959947,330789,710607,224314,530132,382568,379769,1151705
0400000US40,Oklahoma,3970497,247466,540595,162383,398778,269346,266382,632751,1980478,126513,276665,83242,207495,137927,135599,283529,1990019,120953,263930,79141,191283,131419,130783,349222
0400000US41,Oregon,4229374,215756,489635,150587,374300,290955,303460,773258,2113341,110843,251905,77334,191295,149096,155136,355299,2116033,104913,237730,73253,183005,141859,148324,417959
0400000US42,Pennsylvania,12989208,688571,1501335,474656,1196563,836246,861187,2434405,6410766,352395,769282,244252,606543,427387,438439,1076870,6578442,336176,732053,230404,590020,408859,422748,1357535
0400000US44,Rhode Island,1094250,54172,116027,38125,114642,75403,76371,195378,537221,27570,59630,19770,56848,38725,39151,85459,557029,26602,56397,18355,57794,36678,37220,109919
0400000US45,South Carolina,5142750,283281,627519,193127,485502,332015,332045,938517,2510019,145790,319842,98881,250525,165215,162722,419040,2632731,137491,307677,94246,234977,166800,169323,519477
0400000US46,South Dakota,890342,58085,122979,35548,84743,56612,57287,153979,451671,29371,62961,18188,44002,30221,29575,71926,438671,28714,60018,17360,40741,26391,27712,82053
0400000US47,Tennessee,6923772,402591,858168,265721,638580,483816,465596,1155313,3400979,205719,438624,136118,324672,241851,231295,514159,3522793,196872,419544,129603,313908,241965,234301,641154
0400000US48,Texas,29243342,1923422,4197340,1275366,2936266,2107067,2117127,3768977,14624638,981619,2143929,652603,1512540,1078271,1079091,1691442,14618704,941803,2053411,622763,1423726,1028796,1038036,2077535
