GEO_ID,NAME,S0101_C01_001E,S0101_C02_002E,S0101_C02_020E,S0101_C02_021E,S0101_C01_023E,S0101_C01_007E,S0101_C01_008E,S0101_C02_030E,S0101_C03_001E,S0101_C04_002E,S0101_C04_020E,S0101_C04_021E,S0101_C03_023E,S0101_C03_007E,S0101_C03_008E,S0101_C04_030E,S0101_C05_001E,S0101_C06_002E,S0101_C06_020E,S0101_C06_021E,S0101_C05_023E,S0101_C05_007E,S0101_C05_008E,S0101_C06_030E
0400000US25,Massachusetts,6789319,359834,767193,251205,699251,490456,456622,1052344,3293426,184432,391918,128444,349086,245389,226729,451199,3495893,178291,377556,122356,350165,245067,229893,597798
0400000US26,Michigan,9925568,575683,1240696,397023,997075,628736,590859,1578165,4880579,292835,629595,204984,509325,319948,295132,697923,5044989,277474,605399,196755,487750,308788,295727,877828
0400000US27,Minnesota,5490726,351406,724776,214138,505783,365810,383587,801646,2731831,180301,368797,109273,257313,186807,194324,360602,2758895,171051,353139,104838,248470,179003,189263,444182
0400000US28,Mississippi,2986220,191118,412098,122435,303818,199377,189726,435988,1448717,97064,210064,63744,153769,99173,92277,188333,1537503,93788,201413,59963,150049,100204,97449,247538
0400000US29,Missouri,6075300,370593,777638,236937,585682,407251,398688,953822,2981332,190805,396517,122235,299606,204275,198984,420368,3093968,182544,380558,117571,286076,202976,199704,535256
0400000US30,Montana,1029862,60762,126673,38105,99785,64621,64824,176106,517860,31589,65250,19679,52291,33290,32882,83893,512002,29696,61952,18432,47494,31331,31942,92160
0400000US31,Nebraska,1893921,130681,263255,75757,190260,124470,129477,278406,943547,66992,134927,38685,97453,64137,65989,123605,950374,63675,128300,37065,92807,60333,63488,154911
0400000US32,Nevada,2887725,181927,378292,112621,249700,211829,206696,421608,1450091,92806,191412,58004,128181,107853,105272,198662,1437634,87696,185455,54630,121519,103976,101424,221396
0400000US33,New Hampshire,1331848,63929,149167,50610,128520,78993,77381,219755,659131,32957,75800,25706,65672,41067,39042,99529,672717,31618,73326,24218,62848,37926,38339,119744
0400000US34,New Jersey,8960161,528649,1120020,358406,796641,572509,578922,1352984,4372321,271084,572774,179265,409761,292771,289456,577146,4587840,256919,550541,174338,386880,279738,289466,775345
0400000US35,New Mexico,2084828,131344,283537,83393,205471,140147,138248,329403,1032086,67086,143460,42316,106856,72369,70810,149652,1052742,64217,138962,41057,98615,67778,67438,178966
0400000US36,New York,19798228,1168095,2296594,732534,1934115,1497168,1385999,3009331,9604111,605059,1171702,374560,974975,747182,688128,1277347,10194117,570871,1121353,356794,959140,749986,697871,1733000
0400000US37,North Carolina,10052564,603154,1296781,392050,978834,675033,643558,1517937,4895368,308408,660875,200710,507944,334917,315860,660875,5157196,293960,634335,190816,470890,340116,327698,856095
0400000US38,North Dakota,745475,51438,93184,26092,89615,59017,52442,107348,382121,26366,47765,13374,47934,32344,28558,48147,363354,25435,45056,12354,41681,26673,23884,58863
0400000US39,Ohio,11609756,696585,1462829,464390,1094438,761750,720961,1845951,5686081,358223,750563,238815,556760,384589,359727,801737,5923675,337649,716765,225100,537678,377161,361234,1042567
0400000US40,Oklahoma,3896251,264945,533786,155850,386488,271494,267033,572749,1930615,135143,274147,81086,199702,138138,135449,254841,1965636,129732,261430,76660,186786,133356,131584,318433
0400000US41,Oregon,4025127,233457,483015,148930,362918,277729,281092,656096,1993822,119629,247234,75765,185324,141133,141517,299073,2031305,113753,237663,71096,177594,136596,139575,357510
0400000US42,Pennsylvania,12790505,716268,1496489,473249,1215635,851686,797802,2187176,6260160,363089,763740,244146,617263,433017,402873,945284,6530345,346108,731399,228562,598372,418669,394929,1240766
0400000US44,Rhode Island,1056138,54919,118287,38021,116295,73684,66863,170038,512581,27679,60485,19478,58007,37683,33507,72787,543557,26634,57073,18481,58288,36001,33356,97297
0400000US45,South Carolina,4893444,288713,616574,185951,476888,330723,307798,797631,2376759,147359,313732,95070,246044,164103,151391,351760,2516685,143451,302002,90601,230844,166620,156407,442937
0400000US46,South Dakota,855444,59881,118051,33362,83878,56707,55984,131738,430587,31002,60282,17223,43639,29686,28865,60282,424857,29315,57356,15720,40239,27021,27119,71801
0400000US47,Tennessee,6597381,402440,837867,257298,621284,450690,427094,1015997,3217073,205893,427871,131900,314541,223632,210596,447173,3380308,196058,412398,125071,306743,227058,216498,567892
0400000US48,Texas,27419612,1974212,4030683,1179043,2752064,2015427,1986702,3208095,13616977,1007656,2056164,612764,1422083,1027840,1003910,1429783,13802635,966184,1987579,579711,1329981,987587,982792,1794343
0400000US49,Utah,2993941,254485,514958,143709,339440,222440,222491,308376,1506614,131075,265164,73824,172185,113312,112967,141622,1487327,123448,249871,69904,167255,109128,109524,165093
0400000US50,Vermont,624636,29983,67461,22487,66956,35856,36131,109311,308026,15401,34807,11397,34504,18386,17903,49900,316610,14247,32611,11081,32452,17470,18228,59523
0400000US51,Virginia,8365952,510323,1045744,317906,818913,585428,577356,1187965,4113988,259181,530704,160446,422090,296279,290263,522476,4251964,250866,510236,153071,396823,289149,287093,663306
0400000US53,Washington,7169967,451708,896246,265289,658536,530005,520210,1032475,3580888,229177,458354,139655,342274,273789,265564,469096,3589079,218934,437868,129207,316262,256216,254646,559896
0400000US54,West Virginia,1836843,101026,211237,66126,166309,109573,107256,336142,907621,51734,108007,33582,85567,56036,54287,151573,929222,49249,103144,31594,80742,53537,52969,184915
0400000US55,Wisconsin,5763217,340030,731929,224765,561451,358029,370175,899062,2864115,171847,375199,114565,285875,184204,187512,403840,2899102,165249,356590,110166,275576,173825,182663,492847
0400000US56,Wyoming,583200,37325,78732,22162,56225,40355,41043,83981,298301,19091,41166,11634,29905,21124,21502,39972,284899,18234,37892,10256,26320,19231,19541,44159
0400000US72,Puerto Rico,3468963,173448,416276,142227,346845,224182,209946,631351,1653997,89316,213366,72776,175701,110392,100486,272910,1814966,83488,201461,70784,171144,113790,109460,355733
0500000US01001,"Autauga County, Alabama",55036,3137,7815,2587,4770,3542,3280,7870,26899,1668,3981,1291,2536,1656,1612,3416,28137,1463,3798,1266,2234,1886,1668,4446
0500000US01003,"Baldwin County, Alabama",203360,11592,25420,7931,15339,11375,11374,38638,99527,5972,12839,4280,7793,5706,5648,18014,103833,5503,12668,3738,7546,5669,5726,20663
0500000US01005,"Barbour County, Alabama",26201,1441,3144,943,2253,1917,1844,4559,13976,727,1579,503,1284,1184,1139,1985,12225,709,1565,440,969,733,705,2592
0500000US01007,"Bibb County, Alabama",22580,1287,2552,881,1993,1627,1625,3410,12251,735,1348,551,1084,1003,1065,1482,10329,547,1208,341,909,624,560,1911
0500000US01009,"Blount County, Alabama",57667,3518,7670,2422,4627,3299,3401,10034,28490,1795,3846,1254,2461,1656,1711,4416,29177,1692,3822,1167,2166,1643,1690,5573
0500000US01011,"Bullock County, Alabama",10478,608,1184,377,935,755,422,1593,5616,247,601,191,510,474,256,668,4862,360,583,185,425,281,166,919
0500000US01013,"Butler County, Alabama",20126,1187,2576,805,1598,1216,1206,3723,9416,603,1375,424,795,574,548,1525,10710,578,1200,386,803,642,658,2206
0500000US01015,"Calhoun County, Alabama",115527,6585,14210,4621,11122,7917,7021,19062,55593,3224,7338,2390,5590,3846,3418,8061,59934,3356,6892,2277,5532,4071,3603,10908
0500000US01017,"Chambers County, Alabama",33895,2068,3932,1254,2941,2075,1862,6304,16320,1012,2056,636,1501,1050,909,2644,17575,1037,1898,615,1440,1025,953,3656
0500000US01019,"Cherokee County, Alabama",25855,1163,2999,1034,1850,1352,1177,5430,12862,630,1479,502,1002,679,541,2521,12993,546,1507,533,848,673,636,2897
0500000US01021,"Chilton County, Alabama",43805,2847,5914,1796,3558,2816,2802,6790,21554,1358,2974,991,1871,1355,1389,3061,22251,1491,2915,823,1687,1461,1413,3738
0500000US01023,"Choctaw County, Alabama",13188,659,1517,528,1033,641,659,2835,6277,282,803,301,515,314,307,1243,6911,380,712,228,518,327,352,1596
0500000US01025,"Clarke County, Alabama",24625,1354,3054,1084,2190,1306,1301,4556,11649,676,1538,524,1085,634,603,1992,12976,688,1518,558,1105,672,698,2556
0500000US01027,"Clay County, Alabama",13407,670,1662,509,1095,716,635,2614,6471,343,835,285,511,309,242,1184,6936,340,832,229,584,407,393,1422
0500000US01029,"Cleburne County, Alabama",14939,881,1987,583,1094,804,818,2764,7367,471,1046,295,569,405,388,1216,7572,401,947,295,525,399,430,1545
0500000US01031,"Coffee County, Alabama",51073,3167,6793,2145,4218,3261,3179,8172,25225,1640,3431,1110,2155,1717,1635,3582,25848,1525,3334,1060,2063,1544,1544,4575
0500000US01033,"Colbert County, Alabama",54435,3103,6532,2123,4304,3395,3122,10288,26143,1569,3346,1124,2146,1660,1521,4392,28292,1528,3197,990,2158,1735,1601,5913
0500000US01035,"Conecuh County, Alabama",12649,797,1518,468,1103,611,559,2669,6040,284,791,272,551,341,377,1202,6609,516,720,192,552,270,182,1461
0500000US01037,"Coosa County, Alabama",10955,383,1150,372,933,445,609,2301,5474,181,619,120,559,190,258,1056,5481,208,532,247,374,255,351,1244
0500000US01039,"Covington County, Alabama",37519,2176,4652,1463,2845,2103,2131,7616,18133,1106,2412,780,1449,1042,1029,3228,19386,1066,2229,679,1396,1061,1102,4401
0500000US01041,"Crenshaw County, Alabama",13866,790,1803,541,1144,817,686,2482,6786,461,909,278,604,418,298,1065,7080,326,899,262,540,399,388,1423
0500000US01043,"Cullman County, Alabama",81703,4902,10295,3186,6626,5248,4772,14543,40223,2534,5229,1649,3320,2645,2523,6315,41480,2406,5019,1493,3306,2603,2249,8213
0500000US01045,"Dale County, Alabama",49393,3260,6372,1976,4497,3626,3537,7804,24524,1692,3360,981,2404,1962,1803,3384,24869,1542,3009,995,2093,1664,1734,4402
0500000US01047,"Dallas County, Alabama",40755,2527,5706,1875,3828,2468,2294,6643,18809,1241,2878,922,1823,1143,1030,2765,21946,1273,2831,922,2005,1325,1264,3862
0500000US01049,"DeKalb County, Alabama",71194,4272,10181,3061,5956,4270,4296,11391,35328,2226,5370,1590,3066,2148,2164,5052,35866,2044,4842,1506,2890,2122,2132,6384
0500000US01051,"Elmore County, Alabama",80989,4697,10286,3240,7436,5401,5542,11419,39357,2440,5195,1653,3949,2637,2620,5274,41632,2290,5079,1624,3487,2764,2922,6162
0500000US01053,"Escambia County, Alabama",37621,2182,4778,1392,3343,2366,2417,6396,19326,1121,2377,676,1769,1361,1411,2783,18295,1079,2397,732,1574,1005,1006,3641
0500000US01055,"Etowah County, Alabama",103132,5775,12582,4228,8847,6033,5854,18357,49738,2984,6366,2188,4466,2999,2772,7908,53394,2776,6194,2029,4381,3034,3082,10519
0500000US01057,"Fayette County, Alabama",16657,916,1966,716,1344,909,917,3331,8191,532,1048,360,665,472,470,1458,8466,381,914,364,679,437,447,1879
0500000US01059,"Franklin County, Alabama",31507,1890,4474,1386,3001,1801,2003,5136,15818,1012,2420,696,1649,968,1096,2294,15689,894,2055,690,1352,833,907,2840
0500000US01061,"Geneva County, Alabama",26572,1461,3348,1089,2007,1492,1465,5049,13008,728,1769,559,1066,695,697,2250,13564,732,1573,529,941,797,768,2808
0500000US01063,"Greene County, Alabama",8533,512,1126,358,704,506,496,1655,4058,325,613,110,398,288,187,690,4475,188,515,246,306,218,309,967
0500000US01065,"Hale County, Alabama",14995,945,1874,675,1344,844,806,2714,7049,500,938,331,655,404,366,1149,7946,445,938,342,689,440,440,1557
0500000US01067,"Henry County, Alabama",17110,924,2002,667,1406,784,815,3593,8208,468,1051,304,765,369,350,1584,8902,454,953,356,641,415,465,2003
0500000US01069,"Houston County, Alabama",104108,6351,13846,4373,8324,6858,6713,17178,49905,3294,7186,2196,4137,3287,3221,7386,54203,3090,6667,2114,4187,3571,3492,9811
0500000US01071,"Jackson County, Alabama",52326,2773,6436,2093,4017,2913,2835,9785,25712,1517,3343,1028,2111,1451,1385,4345,26614,1251,3087,1091,1906,1462,1450,5482
0500000US01073,"Jefferson County, Alabama",659460,42865,84411,25059,60233,48650,46208,96281,312333,21863,42790,12806,29738,23226,22020,39666,347127,20828,41308,12497,30495,25424,24188,56929
0500000US01075,"Lamar County, Alabama",14021,673,1823,589,995,729,772,2888,6875,344,969,323,529,340,353,1231,7146,329,858,257,466,389,419,1658
0500000US01077,"Lauderdale County, Alabama",92590,4722,10555,3426,10670,5519,5278,17500,44263,2479,5356,1638,5150,2791,2622,7525,48327,2271,5219,1788,5520,2728,2656,9955
0500000US01079,"Lawrence County, Alabama",33288,1831,4161,1232,2676,2041,1911,5592,16164,905,2053,614,1365,1007,986,2473,17124,942,2106,616,1311,1034,925,3134
0500000US01081,"Lee County, Alabama",156597,9239,18792,5794,30306,12059,10395,16912,77172,4630,9724,2855,15520,6167,5042,7486,79425,4607,9054,2859,14786,5892,5353,9293
0500000US01083,"Limestone County, Alabama",91695,5318,11920,3943,7415,5565,6357,13112,45889,2707,6011,2065,3910,2864,3282,5782,45806,2657,5909,1924,3505,2701,3075,7329
0500000US01085,"Lowndes County, Alabama",10362,653,1326,404,919,672,593,1803,4896,377,592,206,474,317,300,769,5466,273,732,202,445,355,293,1033
0500000US01087,"Macon County, Alabama",19358,949,1897,658,3586,1143,907,3446,8933,465,956,357,1582,585,438,1447,10425,480,938,302,2004,558,469,1991
0500000US01089,"Madison County, Alabama",353213,20486,44152,14129,34556,24998,23587,49450,172568,10527,22434,7075,17584,12566,11771,21571,180645,10116,21677,7045,16972,12432,11816,27819
0500000US01091,"Marengo County, Alabama",19743,1204,2527,829,1652,1235,1048,3692,9235,517,1265,425,793,635,487,1598,10508,683,1261,399,859,600,561,2091
0500000US01093,"Marion County, Alabama",30058,1533,3607,1202,2301,1727,1530,6132,14880,789,1905,625,1186,880,755,2678,15178,759,1685,577,1115,847,775,3461
0500000US01095,"Marshall County, Alabama",94738,6347,13169,3979,7941,5962,5641,15727,46771,3274,6782,2151,4185,2996,2874,6875,47967,3118,6380,1871,3756,2966,2767,8826
0500000US01097,"Mobile County, Alabama",414328,27346,54691,16987,39583,29830,26662,61735,197968,13660,27913,8711,19599,14298,12587,26330,216360,13631,26829,8438,19984,15532,14075,35483
0500000US01099,"Monroe County, Alabama",21745,1283,2805,979,1880,1113,1092,4045,10355,663,1460,518,952,516,500,1781,11390,615,1344,467,928,597,592,2267
0500000US01101,"Montgomery County, Alabama",227120,15444,29753,8858,23851,17284,15722,31115,107470,7738,15046,4514,11912,8347,7512,13004,119650,7538,14717,4307,11939,8937,8210,18187
0500000US01103,"Morgan County, Alabama",119157,7030,15490,4885,9600,7324,7307,19423,58761,3643,8050,2468,4968,3698,3730,8403,60396,3382,7489,2416,4632,3626,3577,10992
0500000US01105,"Perry County, Alabama",9680,561,1210,378,1671,220,412,1791,4630,357,616,199,824,115,197,755,5050,207,596,177,847,105,215,1040
0500000US01107,"Pickens County, Alabama",20170,1130,2259,807,1743,1292,1247,3651,9601,614,1171,394,923,564,615,1575,10569,507,1099,402,820,728,632,2072
0500000US01109,"Pike County, Alabama",33287,1864,3628,1098,7076,2709,1680,4760,15897,938,1876,525,3568,1154,820,2098,17390,922,1739,556,3508,1555,860,2643
0500000US01111,"Randolph County, Alabama",22530,1262,2771,901,1993,1081,1153,4438,10998,660,1474,473,961,553,598,1958,11532,600,1303,438,1032,528,555,2468
0500000US01113,"Russell County, Alabama",58480,4328,8012,2281,5162,4862,4319,7602,28424,2189,4178,1194,2643,2420,2208,3098,30056,2134,3847,1082,2519,2442,2111,4478
0500000US01115,"St. Clair County, Alabama",86937,5216,11389,3477,6629,5327,5773,13475,43469,2695,5999,1826,3414,2766,2869,6086,43468,2478,5390,1652,3215,2561,2904,7390
0500000US01117,"Shelby County, Alabama",208721,12523,28803,9184,16962,12629,13850,28595,101420,6187,14807,4665,8435,6102,6691,12779,107301,6223,14164,4399,8527,6527,7159,15773
0500000US01119,"Sumter County, Alabama",13084,693,1426,458,2261,947,527,2146,6033,374,694,290,1136,349,207,851,7051,310,733,176,1125,598,320,1297
0500000US01121,"Talladega County, Alabama",80888,4368,10111,3236,7108,5089,4824,13347,39140,2192,4971,1644,3392,2499,2383,5871,41748,2129,5135,1586,3716,2590,2441,7515
0500000US01123,"Tallapoosa County, Alabama",40756,2201,4931,1549,3472,2142,2158,8110,19616,1157,2374,765,1894,989,1034,3649,21140,1057,2537,782,1578,1153,1124,4439
0500000US01125,"Tuscaloosa County, Alabama",204424,12265,23509,7155,36335,16650,13152,24735,98725,6220,11946,3653,17640,8362,6468,10564,105699,6025,11627,3488,18695,8288,6684,14164
0500000US01127,"Walker County, Alabama",64927,4025,7856,2597,5270,3967,3597,11882,31709,2029,4059,1332,2683,2025,1796,5169,33218,1960,3820,1229,2587,1942,1801,6710
0500000US01129,"Washington County, Alabama",16746,603,2445,770,1317,771,1078,2897,8342,325,1310,459,761,398,517,1301,8404,286,1135,311,556,373,561,1588
0500000US01131,"Wilcox County, Alabama",10919,546,1594,557,976,624,567,1944,5096,280,719,280,536,280,261,831,5823,268,873,280,440,344,306,1112
0500000US01133,"Winston County, Alabama",23968,1198,2924,887,1688,1280,1316,4937,11850,616,1446,450,860,669,695,2204,12118,594,1478,436,828,611,621,2727
0500000US02013,"Aleutians East Borough, Alaska",3338,97,257,93,337,244,234,274,2049,41,162,45,213,167,140,143,1289,54,94,49,124,77,94,131
0500000US02016,"Aleutians West Census Area, Alaska",5784,249,602,133,654,533,501,318,3539,113,287,64,409,325,341,166,2245,130,317,67,245,208,160,153
0500000US02020,"Anchorage Municipality, Alaska",298225,22069,39962,11929,32054,27283,24367,28033,152311,11271,20562,6092,17846,14226,12549,13099,145914,10652,19407,5691,14208,13057,11818,15029
0500000US02050,"Bethel Census Area, Alaska",17957,1885,3502,1024,1976,1471,1217,1275,9435,944,1859,538,1031,758,624,604,8522,946,1636,486,945,713,593,665
0500000US02060,"Bristol Bay Borough, Alaska",917,48,118,43,58,48,49,89,532,25,60,22,43,26,19,58,385,23,58,21,15,22,30,31
0500000US02068,"Denali Borough, Alaska",2303,81,180,64,388,154,163,175,1168,42,118,33,196,71,50,111,1135,39,62,31,192,83,113,64
0500000US02070,"Dillingham Census Area, Alaska",4974,487,816,239,554,384,329,403,2585,217,424,124,279,182,186,215,2389,270,392,117,275,202,143,189
0500000US02090,"Fairbanks North Star Borough, Alaska",100031,7802,12904,3401,14025,10255,8082,8703,53967,4155,6638,1673,8776,5780,4306,4425,46064,3685,6311,1658,5249,4475,3776,4238
0500000US02100,"Haines Borough, Alaska",2537,165,254,81,170,172,171,571,1323,70,156,19,110,97,117,323,1214,95,98,63,60,75,54,246
0500000US02105,"Hoonah-Angoon Census Area, Alaska",2146,114,189,49,145,94,100,408,1123,51,60,29,87,52,58,235,1023,62,128,20,58,42,42,173
0500000US02110,"Juneau City and Borough, Alaska",32434,1914,3892,1265,2993,2423,2312,3665,16663,983,2000,717,1614,1182,1248,1783,15771,946,1893,552,1379,1241,1064,1893
0500000US02122,"Kenai Peninsula Borough, Alaska",57961,3652,7303,2376,4683,3588,3596,8578,30261,1816,3752,1241,2657,1913,1875,4509,27700,1856,3573,1136,2026,1675,1721,4072
0500000US02130,"Ketchikan Gateway Borough, Alaska",13745,852,1677,536,1163,921,917,1856,7065,417,841,290,638,491,470,933,6680,434,842,247,525,430,447,929
0500000US02150,"Kodiak Island Borough, Alaska",13773,1102,1942,565,1188,1357,1163,1212,7370,597,1047,310,654,772,618,590,6403,506,903,263,534,585,545,621
0500000US02158,"Kusilvak Census Area, Alaska",8129,1016,1723,496,977,764,501,439,4342,530,921,247,496,453,273,195,3787,485,803,246,481,311,228,242
0500000US02164,"Lake and Peninsula Borough, Alaska",1301,87,211,66,147,102,97,98,661,43,86,35,84,36,43,44,640,44,125,32,63,66,54,54
0500000US02170,"Matanuska-Susitna Borough, Alaska",101135,7383,15575,4551,9022,6847,7242,10215,52767,3746,8073,2375,4952,3669,3788,5224,48368,3676,7497,2177,4070,3178,3454,5030
0500000US02180,"Nome Census Area, Alaska",9869,977,1895,523,1024,836,672,720,5250,525,956,273,552,441,363,383,4619,453,942,249,472,395,309,337
0500000US02185,"North Slope Borough, Alaska",9757,742,1346,400,772,749,955,595,6097,384,744,238,437,446,632,341,3660,359,604,165,335,303,323,253
0500000US02188,"Northwest Arctic Borough, Alaska",7715,795,1497,401,926,660,534,555,4168,433,750,217,495,366,266,258,3547,358,748,188,431,294,268,301
0500000US02195,"Petersburg Borough, Alaska",3275,219,419,102,358,137,170,547,1724,121,184,72,231,74,70,272,1551,98,234,29,127,63,100,276
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",6473,388,887,259,481,413,376,893,3509,200,470,133,273,209,205,505,2964,190,421,127,208,204,171,391
0500000US02220,"Sitka City and Borough, Alaska",8810,449,1189,335,665,636,631,1225,4520,235,637,199,353,279,320,588,4290,215,553,137,312,357,311,639
0500000US02230,"Skagway Municipality, Alaska",1038,40,69,26,73,50,130,117,594,15,36,8,37,34,77,71,444,26,33,18,36,16,53,46
0500000US02240,"Southeast Fairbanks Census Area, Alaska",6889,496,1068,296,554,535,408,840,3813,229,564,153,300,319,243,473,3076,271,501,145,254,216,165,366
0500000US02261,"Valdez-Cordova Census Area, Alaska",9439,547,1331,340,819,730,566,1114,4901,230,613,181,587,307,320,642,4538,322,722,163,232,423,246,476
0500000US02275,"Wrangell City and Borough, Alaska",2475,114,272,97,137,136,140,554,1280,58,146,50,79,61,73,273,1195,56,125,45,58,75,67,283
0500000US02282,"Yakutat City and Borough, Alaska",682,48,82,19,53,54,38,95,366,28,23,7,28,18,23,54,316,20,59,12,25,36,15,41
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",5453,431,840,256,481,380,359,687,2936,211,446,123,262,209,200,379,2517,219,393,133,219,171,159,305
