"GEO_ID","NAME","B01001E_001E","B01001E_001M","B01001E_002E","B01001E_002M","B01001E_003E","B01001E_003M","B01001E_004E","B01001E_004M","B01001E_005E","B01001E_005M","B01001E_006E","B01001E_006M","B01001E_007E","B01001E_007M","B01001E_008E","B01001E_008M","B01001E_009E","B01001E_009M","B01001E_010E","B01001E_010M","B01001E_011E","B01001E_011M","B01001E_012E","B01001E_012M","B01001E_013E","B01001E_013M","B01001E_014E","B01001E_014M","B01001E_015E","B01001E_015M","B01001E_016E","B01001E_016M","B01001E_017E","B01001E_017M","B01001E_018E","B01001E_018M","B01001E_019E","B01001E_019M","B01001E_020E","B01001E_020M","B01001E_021E","B01001E_021M","B01001E_022E","B01001E_022M","B01001E_023E","B01001E_023M","B01001E_024E","B01001E_024M","B01001E_025E","B01001E_025M","B01001E_026E","B01001E_026M","B01001E_027E","B01001E_027M","B01001E_028E","B01001E_028M","B01001E_029E","B01001E_029M","B01001E_030E","B01001E_030M","B01001E_031E","B01001E_031M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 5 years","Margin of Error!!Total!!Male!!Under 5 years","Estimate!!Total!!Male!!5 to 9 years","Margin of Error!!Total!!Male!!5 to 9 years","Estimate!!Total!!Male!!10 to 14 years","Margin of Error!!Total!!Male!!10 to 14 years","Estimate!!Total!!Male!!15 to 17 years","Margin of Error!!Total!!Male!!15 to 17 years","Estimate!!Total!!Male!!18 and 19 years","Margin of Error!!Total!!Male!!18 and 19 years","Estimate!!Total!!Male!!20 to 24 years","Margin of Error!!Total!!Male!!20 to 24 years","Estimate!!Total!!Male!!25 to 29 years","Margin of Error!!Total!!Male!!25 to 29 years","Estimate!!Total!!Male!!30 to 34 years","Margin of Error!!Total!!Male!!30 to 34 years","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!75 to 84 years","Margin of Error!!Total!!Male!!75 to 84 years","Estimate!!Total!!Male!!85 years and over","Margin of Error!!Total!!Male!!85 years and over","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 5 years","Margin of Error!!Total!!Female!!Under 5 years","Estimate!!Total!!Female!!5 to 9 years","Margin of Error!!Total!!Female!!5 to 9 years","Estimate!!Total!!Female!!10 to 14 years","Margin of Error!!Total!!Female!!10 to 14 years","Estimate!!Total!!Female!!15 to 17 years","Margin of Error!!Total!!Female!!15 to 17 years","Estimate!!Total!!Female!!18 and 19 years","Margin of Error!!Total!!Female!!18 and 19 years","Estimate!!Total!!Female!!20 to 24 years","Margin of Error!!Total!!Female!!20 to 24 years","Estimate!!Total!!Female!!25 to 29 years","Margin of Error!!Total!!Female!!25 to 29 years","Estimate!!Total!!Female!!30 to 34 years","Margin of Error!!Total!!Female!!30 to 34 years","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!75 to 84 years","Margin of Error!!Total!!Female!!75 to 84 years","Estimate!!Total!!Female!!85 years and over","Margin of Error!!Total!!Female!!85 years and over",
"0100000US","United States","582718","5451","290789","3290","20637","983","20809","847","21066","928","12381","608","10087","594","26232","1041","27427","1037","25348","941","42703","1248","33573","999","28325","730","14965","519","5550","466","1686","271","291929","3327","19668","924","19988","939","20507","907","12071","560","9563","680","24446","950","25962","852","24730","994","42470","1088","36105","1025","29821","739","16597","655","7521","508","2480","337",
"0400000US01","Alabama","2182","546","929","280","127","99","94","84","35","30","29","29","27","30","7","12","59","37","113","74","105","82","189","100","92","57","30","25","22","27","0","28","1253","331","67","48","194","140","64","43","69","49","0","28","35","36","80","46","170","103","224","121","117","51","139","89","52","46","27","19","15","22",
"0400000US02","Alaska","8849","485","4668","280","469","84","418","118","529","124","315","81","74","50","533","119","456","51","426","126","527","106","409","36","389","105","111","54","12","20","0","22","4181","337","409","87","316","154","459","149","189","82","82","62","387","82","445","91","348","54","637","66","444","61","229","85","159","83","77","70","0","22",
"0400000US04","Arizona","14112","625","7634","430","675","184","480","149","392","96","222","75","185","51","665","108","756","111","1010","169","1379","215","913","123","494","109","357","112","76","53","30","27","6478","347","486","132","593","147","340","93","212","65","370","166","501","102","698","163","642","93","877","147","716","118","596","115","294","90","96","63","57","47",
"0400000US05","Arkansas","7969","639","3923","430","491","135","236","160","564","267","120","93","38","44","208","117","648","182","408","199","688","226","291","121","156","105","38","34","5","8","32","51","4046","365","425","165","647","136","413","144","225","102","159","115","234","109","464","124","469","207","493","235","250","134","197","129","64","51","0","28","6","9",
"0400000US06","California","153366","2473","75362","1484","4759","401","4371","397","4504","411","3266","279","2460","282","6412","436","6419","380","6466","482","10878","507","9715","460","9036","426","4683","283","1867","237","526","161","78004","1469","4931","424","4655","472","4685","446","2909","306","2022","231","5968","419","6878","379","6656","353","11283","441","10751","391","9636","319","4716","358","2359","236","555","164",
"0400000US08","Colorado","8296","516","4049","393","234","95","327","143","284","92","138","68","251","123","435","169","361","155","346","132","455","146","568","168","342","101","213","115","46","30","49","37","4247","294","208","82","324","138","255","83","198","105","309","95","308","96","585","149","417","139","607","156","386","120","431","90","122","67","93","65","4","6",
"0400000US09","Connecticut","1173","278","507","182","27","41","9","19","49","56","28","46","0","29","78","75","38","41","0","29","25","30","181","110","72","51","0","29","0","29","0","29","666","189","32","53","0","29","77","61","51","53","0","29","66","61","48","52","59","49","188","143","48","49","31","35","66","55","0","29","0","29",
"0400000US10","Delaware","477","296","261","204","65","113","0","27","10","15","0","27","12","18","54","85","34","21","24","26","12","19","14","23","29","31","0","27","0","27","7","13","216","108","46","61","10","13","30","30","0","27","0","27","25","34","41","45","7","13","5","7","0","27","41","31","11","18","0","27","0","27",
"0400000US11","District of Columbia","340","84","214","89","0","29","0","29","0","29","0","29","0","29","37","31","17","26","11","18","78","55","40","37","31","31","0","29","0","29","0","29","126","64","0","29","0","29","0","29","0","29","0","29","5","11","76","66","10","15","29","33","0","29","0","29","0","29","0","29","6","9",
"0400000US12","Florida","12887","996","6150","698","409","315","313","117","364","138","159","73","137","80","539","150","452","148","698","220","1031","251","689","159","795","299","462","155","94","88","8","13","6737","712","240","120","479","158","511","144","215","105","198","135","297","104","521","170","756","203","1162","238","823","252","618","179","665","207","223","112","29","23",
"0400000US13","Georgia","6095","876","3124","535","211","136","249","109","255","147","96","87","93","100","204","111","414","212","312","113","602","217","193","110","338","129","157","109","0","31","0","31","2971","486","249","156","147","66","212","114","257","188","66","65","249","130","470","176","149","78","384","126","367","153","270","106","63","52","74","72","14","31",
"0400000US15","Hawaii","143274","2359","72651","1428","5044","352","6007","389","5815","400","3206","221","2294","192","5522","323","5864","364","5553","328","9638","422","8972","367","7532","373","4584","241","2062","230","558","173","70623","1397","4947","412","5333","410","5457","456","3209","230","2006","155","5264","284","5433","275","5186","282","9319","360","8627","317","7556","383","5005","223","2210","217","1071","224",
"0400000US16","Idaho","2761","373","1258","258","30","34","30","24","164","64","32","31","53","61","145","116","208","175","40","38","311","181","40","31","168","107","37","39","0","28","0","28","1503","315","40","31","103","80","156","85","56","28","152","133","160","111","89","100","220","143","194","88","104","82","81","70","101","63","43","48","4","7",
"0400000US17","Illinois","4582","524","2278","374","217","118","107","54","95","63","65","39","12","17","231","135","232","114","257","86","430","146","243","95","242","133","87","52","21","24","39","44","2304","325","87","52","161","53","130","47","85","49","212","132","197","68","87","54","269","114","467","121","296","110","132","64","123","75","30","24","28","27",
