"GEO_ID","NAME","B01001E_001E","B01001E_001M","B01001E_002E","B01001E_002M","B01001E_003E","B01001E_003M","B01001E_004E","B01001E_004M","B01001E_005E","B01001E_005M","B01001E_006E","B01001E_006M","B01001E_007E","B01001E_007M","B01001E_008E","B01001E_008M","B01001E_009E","B01001E_009M","B01001E_010E","B01001E_010M","B01001E_011E","B01001E_011M","B01001E_012E","B01001E_012M","B01001E_013E","B01001E_013M","B01001E_014E","B01001E_014M","B01001E_015E","B01001E_015M","B01001E_016E","B01001E_016M","B01001E_017E","B01001E_017M","B01001E_018E","B01001E_018M","B01001E_019E","B01001E_019M","B01001E_020E","B01001E_020M","B01001E_021E","B01001E_021M","B01001E_022E","B01001E_022M","B01001E_023E","B01001E_023M","B01001E_024E","B01001E_024M","B01001E_025E","B01001E_025M","B01001E_026E","B01001E_026M","B01001E_027E","B01001E_027M","B01001E_028E","B01001E_028M","B01001E_029E","B01001E_029M","B01001E_030E","B01001E_030M","B01001E_031E","B01001E_031M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 5 years","Margin of Error!!Total!!Male!!Under 5 years","Estimate!!Total!!Male!!5 to 9 years","Margin of Error!!Total!!Male!!5 to 9 years","Estimate!!Total!!Male!!10 to 14 years","Margin of Error!!Total!!Male!!10 to 14 years","Estimate!!Total!!Male!!15 to 17 years","Margin of Error!!Total!!Male!!15 to 17 years","Estimate!!Total!!Male!!18 and 19 years","Margin of Error!!Total!!Male!!18 and 19 years","Estimate!!Total!!Male!!20 to 24 years","Margin of Error!!Total!!Male!!20 to 24 years","Estimate!!Total!!Male!!25 to 29 years","Margin of Error!!Total!!Male!!25 to 29 years","Estimate!!Total!!Male!!30 to 34 years","Margin of Error!!Total!!Male!!30 to 34 years","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!75 to 84 years","Margin of Error!!Total!!Male!!75 to 84 years","Estimate!!Total!!Male!!85 years and over","Margin of Error!!Total!!Male!!85 years and over","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 5 years","Margin of Error!!Total!!Female!!Under 5 years","Estimate!!Total!!Female!!5 to 9 years","Margin of Error!!Total!!Female!!5 to 9 years","Estimate!!Total!!Female!!10 to 14 years","Margin of Error!!Total!!Female!!10 to 14 years","Estimate!!Total!!Female!!15 to 17 years","Margin of Error!!Total!!Female!!15 to 17 years","Estimate!!Total!!Female!!18 and 19 years","Margin of Error!!Total!!Female!!18 and 19 years","Estimate!!Total!!Female!!20 to 24 years","Margin of Error!!Total!!Female!!20 to 24 years","Estimate!!Total!!Female!!25 to 29 years","Margin of Error!!Total!!Female!!25 to 29 years","Estimate!!Total!!Female!!30 to 34 years","Margin of Error!!Total!!Female!!30 to 34 years","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!75 to 84 years","Margin of Error!!Total!!Female!!75 to 84 years","Estimate!!Total!!Female!!85 years and over","Margin of Error!!Total!!Female!!85 years and over",
"0100000US","United States","491673","4683","247008","2942","19664","758","19071","956","19537","1052","12854","674","9652","609","25977","870","23555","920","19553","708","37111","980","29663","822","18060","617","8440","392","3144","318","727","200","244665","2904","18424","912","18476","952","18649","896","12094","545","8582","591","23856","804","22423","809","19262","731","36652","1002","31779","968","19432","674","9150","418","4352","338","1534","262",
"0400000US01","Alabama","1769","473","911","267","89","51","53","44","73","70","31","32","10","17","243","146","104","96","62","48","72","49","137","96","14","18","20","30","0","119","3","5","858","280","175","113","43","39","28","31","0","119","15","26","160","107","104","63","81","79","95","61","67","55","72","65","18","28","0","119","0","119",
"0400000US02","Alaska","6317","349","3286","241","379","27","292","92","340","89","193","67","85","73","469","103","330","81","214","50","531","166","187","84","146","84","93","49","27","24","0","109","3031","229","300","111","410","125","166","97","174","77","215","102","311","113","259","121","100","66","515","120","370","130","130","83","36","34","42","60","3","6",
"0400000US04","Arizona","12038","612","6695","354","559","124","491","131","437","130","284","75","247","99","415","119","728","129","802","158","1154","210","771","119","414","129","244","106","54","42","95","109","5343","451","499","145","541","184","330","124","187","47","86","65","498","118","568","127","561","109","834","147","580","105","396","114","182","87","59","57","22","34",
"0400000US05","Arkansas","4133","230","2069","143","392","54","239","120","244","124","88","52","149","84","213","114","173","59","214","119","207","55","83","53","52","42","15","23","0","119","0","119","2064","161","367","60","261","70","160","71","115","83","84","63","65","50","323","81","116","86","328","108","160","86","32","37","34","48","19","27","0","119",
"0400000US06","California","140429","1992","69977","1358","4470","467","4991","428","5064","475","3705","336","2830","271","6848","488","6340","391","5551","348","10800","522","9658","412","5848","267","2679","245","1009","197","184","93","70452","1231","4320","459","4432","414","5090","449","3313","316","2320","300","6620","486","6211","366","5253","329","11716","427","9980","462","6109","278","3062","256","1597","214","429","154",
"0400000US08","Colorado","5757","586","2795","351","149","67","172","102","183","113","127","106","132","79","270","146","352","145","357","126","432","153","223","84","332","103","47","39","19","22","0","123","2962","376","208","108","165","92","192","105","142","87","57","41","364","132","340","141","167","89","393","157","432","188","387","144","62","42","0","123","53","57",
"0400000US09","Connecticut","1332","203","329","138","20","35","44","43","0","123","69","75","30","35","34","42","0","123","49","37","67","44","8","14","8","12","0","123","0","123","0","123","1003","199","189","110","0","123","0","123","8","15","15","26","144","126","102","75","54","50","261","148","196","89","10","15","24","44","0","123","0","123",
"0400000US10","Delaware","457","263","156","102","47","43","0","119","0","119","0","119","0","119","10","15","0","119","24","29","52","54","0","119","0","119","0","119","23","35","0","119","301","181","0","119","32","50","32","50","0","119","0","119","13","17","0","119","104","90","38","39","44","56","0","119","0","119","38","34","0","119",
"0400000US11","District of Columbia","362","43","196","79","0","132","0","132","28","40","0","132","0","132","0","132","0","132","22","33","130","78","0","132","16","26","0","132","0","132","0","132","166","78","31","47","0","132","0","132","0","132","17","28","18","30","0","132","11","19","24","35","0","132","65","57","0","132","0","132","0","132",
"0400000US12","Florida","10797","814","5081","449","455","139","386","147","270","115","252","88","193","112","376","180","665","201","510","197","542","148","733","186","384","120","235","102","80","75","0","136","5716","557","424","145","402","154","500","174","204","80","158","112","383","144","691","237","532","160","836","232","737","183","489","146","163","92","127","89","70","67",
"0400000US13","Georgia","4850","488","2434","361","107","89","170","95","273","131","169","104","56","55","250","146","333","158","228","104","340","140","274","133","146","100","41","40","47","37","0","132","2416","396","231","136","244","146","177","90","106","60","73","60","143","89","336","129","173","128","416","146","247","122","231","107","22","39","17","27","0","132",
"0400000US15","Hawaii","127661","1689","64907","962","5206","400","5139","410","5820","421","3620","210","2232","172","5888","247","5427","316","4219","318","9169","291","8276","334","5423","257","2991","215","1245","160","252","80","62754","1189","4863","321","4341","383","5418","393","3427","293","1855","163","5062","376","5059","303","4330","229","8462","355","8565","284","5790","240","3296","176","1692","162","594","112",
"0400000US16","Idaho","2284","386","1191","229","114","70","45","40","126","78","40","45","24","36","242","167","167","115","136","89","150","74","70","55","77","58","0","119","0","119","0","119","1093","302","55","48","110","72","152","97","20","33","50","41","82","53","91","101","145","86","102","70","247","117","39","35","0","119","0","119","0","119",
"0400000US17","Illinois","3290","518","1551","314","142","71","35","43","118","86","111","80","6","10","236","145","208","120","174","95","177","104","176","88","61","55","35","35","62","57","10","19","1739","380","126","92","57","49","118","93","59","41","106","78","78","66","285","195","83","78","383","160","173","96","219","111","23","31","18","25","11","18",
"0400000US18","Indiana","1510","339","810","235","72","48","149","121","39","62","52","46","71","58","66","45","32","38","100","104","55","50","90","67","45","51","39","40","0","119","0","119","700","214","15","16","6","8","5","8","31","40","34","37","67","58","43","55","120","103","182","117","64","45","62","61","52","45","0","119","19","28",
"0400000US19","Iowa","961","336","477","250","124","108","16","17","7","10","17","12","0","99","129","97","43","25","38","32","60","79","23","15","17","18","3","8","0","99","0","99","484","139","52","35","2","7","7","14","9","16","18","28","132","88","23","11","6","12","114","68","49","28","72","54","0","99","0","99","0","99",
"0400000US20","Kansas","1625","336","1000","250","133","103","30","27","36","37","94","50","20","17","198","115","137","68","68","55","108","70","99","76","68","33","9","18","0","109","0","109","625","169","77","64","59","60","96","51","0","109","12","20","41","35","55","49","53","43","63","47","93","48","41","42","7","11","28","31","0","109",
"0400000US21","Kentucky","2674","420","1128","295","0","123","131","93","22","27","67","74","39","49","218","131","191","95","64","63","132","91","151","108","107","83","6","32","0","123","0","123","1546","259","95","88","108","103","122","65","65","52","78","59","117","86","218","117","213","113","187","115","163","94","85","87","62","60","10","17","23","38",
"0400000US22","Louisiana","1416","411","722","378","35","31","15","16","50","28","34","51","19","20","71","67","163","163","12","14","239","219","52","34","17","23","7","11","8","12","0","123","694","195","41","33","19","14","30","15","21","26","0","123","181","102","26","30","49","34","92","54","99","73","109","77","2","5","13","21","12","22",
"0400000US23","Maine","438","134","165","79","5","7","0","104","20","21","21","16","0","104","10","17","2","5","55","55","39","41","0","104","13","14","0","104","0","104","0","104","273","109","50","48","11","18","8","8","0","104","11","17","0","104","18","30","58","52","48","52","22","22","27","17","0","104","20","32","0","104",
"0400000US24","Maryland","2977","587","1378","398","18","23","84","92","89","62","71","89","84","68","203","204","191","104","198","111","226","169","110","67","86","70","0","127","0","127","18","29","1599","379","79","54","98","76","52","56","6","10","24","47","186","131","326","165","278","192","148","107","279","147","71","63","11","17","14","22","27","48",
"0400000US25","Massachusetts","2281","391","1084","293","63","64","68","66","0","127","57","60","63","54","247","128","96","115","64","76","218","131","81","94","88","50","19","28","20","28","0","127","1197","228","67","61","64","67","97","61","54","49","177","101","105","67","74","66","40","39","229","119","113","84","84","57","73","92","20","28","0","127",
"0400000US26","Michigan","2722","426","1372","279","141","92","122","73","33","30","42","37","172","94","173","110","81","81","173","82","144","74","163","76","122","78","6","9","0","109","0","109","1350","273","164","134","154","103","65","51","47","38","55","41","104","70","224","119","88","63","81","71","191","99","133","64","14","16","30","36","0","109",
"0400000US27","Minnesota","2135","422","1120","281","190","103","76","71","114","89","26","28","0","93","150","107","134","103","51","48","157","82","161","82","42","45","14","19","0","93","5","7","1015","236","64","58","151","91","14","17","28","45","6","8","36","31","54","58","71","67","262","129","140","89","108","94","56","64","3","5","22","31",
"0400000US28","Mississippi","636","268","355","176","0","127","35","55","4","7","52","55","98","80","13","22","26","44","0","127","119","82","0","127","8","11","0","127","0","127","0","127","281","130","0","127","24","32","75","88","0","127","0","127","17","30","7","13","17","28","27","30","79","60","20","30","0","127","15","26","0","127",
"0400000US29","Missouri","5201","545","2400","331","412","169","217","111","152","68","137","69","57","46","133","82","300","110","107","58","527","143","242","94","80","51","36","31","0","114","0","114","2801","334","277","97","416","150","359","123","95","51","163","129","157","117","252","112","360","123","298","93","163","90","131","71","122","64","8","13","0","114",
"0400000US30","Montana","609","135","349","120","5","7","7","16","28","29","64","27","9","15","104","107","22","29","0","104","51","24","50","40","0","104","4","8","5","8","0","104","260","63","0","104","10","16","22","24","30","12","0","104","23","26","28","16","17","18","73","39","25","25","26","34","0","104","6","9","0","104",
"0400000US31","Nebraska","1209","165","590","102","47","33","53","29","94","47","22","24","16","19","47","39","119","93","38","30","108","45","33","35","8","16","5","8","0","99","0","99","619","107","44","20","76","35","107","54","28","17","14","23","30","30","71","45","42","32","100","44","84","42","4","9","19","18","0","99","0","99",
"0400000US32","Nevada","15526","845","7932","488","443","117","479","179","774","185","469","154","254","74","837","131","698","80","576","120","1401","148","894","100","553","82","469","86","52","47","33","32","7594","507","505","202","639","188","555","186","269","147","248","149","777","143","724","93","697","169","1134","153","887","150","700","95","361","74","98","53","0","136",
"0400000US33","New Hampshire","287","110","168","82","17","19","2","6","0","114","0","114","0","114","50","40","15","25","15","23","44","33","25","29","0","114","0","114","0","114","0","114","119","53","30","30","0","114","0","114","0","114","13","22","10","13","0","114","0","114","36","20","22","26","8","14","0","114","0","114","0","114",
"0400000US34","New Jersey","2303","492","1152","321","19","24","89","86","48","37","52","47","0","123","137","97","118","80","140","96","308","141","124","59","99","58","10","17","8","14","0","123","1151","296","30","23","77","58","10","7","27","27","93","79","206","139","57","70","66","54","354","168","152","73","56","96","23","37","0","123","0","123",
"0400000US35","New Mexico","1088","215","562","133","12","25","47","31","12","19","54","46","31","33","53","39","42","65","69","32","43","38","103","73","63","46","18","19","15","22","0","127","526","163","27","28","43","56","80","54","0","127","8","15","91","77","33","36","67","78","45","33","43","43","64","38","13","18","12","19","0","127",
