"GEO_ID","NAME","B01001E_001E","B01001E_001M","B01001E_002E","B01001E_002M","B01001E_003E","B01001E_003M","B01001E_004E","B01001E_004M","B01001E_005E","B01001E_005M","B01001E_006E","B01001E_006M","B01001E_007E","B01001E_007M","B01001E_008E","B01001E_008M","B01001E_009E","B01001E_009M","B01001E_010E","B01001E_010M","B01001E_011E","B01001E_011M","B01001E_012E","B01001E_012M","B01001E_013E","B01001E_013M","B01001E_014E","B01001E_014M","B01001E_015E","B01001E_015M","B01001E_016E","B01001E_016M","B01001E_017E","B01001E_017M","B01001E_018E","B01001E_018M","B01001E_019E","B01001E_019M","B01001E_020E","B01001E_020M","B01001E_021E","B01001E_021M","B01001E_022E","B01001E_022M","B01001E_023E","B01001E_023M","B01001E_024E","B01001E_024M","B01001E_025E","B01001E_025M","B01001E_026E","B01001E_026M","B01001E_027E","B01001E_027M","B01001E_028E","B01001E_028M","B01001E_029E","B01001E_029M","B01001E_030E","B01001E_030M","B01001E_031E","B01001E_031M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 5 years","Margin of Error!!Total!!Male!!Under 5 years","Estimate!!Total!!Male!!5 to 9 years","Margin of Error!!Total!!Male!!5 to 9 years","Estimate!!Total!!Male!!10 to 14 years","Margin of Error!!Total!!Male!!10 to 14 years","Estimate!!Total!!Male!!15 to 17 years","Margin of Error!!Total!!Male!!15 to 17 years","Estimate!!Total!!Male!!18 and 19 years","Margin of Error!!Total!!Male!!18 and 19 years","Estimate!!Total!!Male!!20 to 24 years","Margin of Error!!Total!!Male!!20 to 24 years","Estimate!!Total!!Male!!25 to 29 years","Margin of Error!!Total!!Male!!25 to 29 years","Estimate!!Total!!Male!!30 to 34 years","Margin of Error!!Total!!Male!!30 to 34 years","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!75 to 84 years","Margin of Error!!Total!!Male!!75 to 84 years","Estimate!!Total!!Male!!85 years and over","Margin of Error!!Total!!Male!!85 years and over","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 5 years","Margin of Error!!Total!!Female!!Under 5 years","Estimate!!Total!!Female!!5 to 9 years","Margin of Error!!Total!!Female!!5 to 9 years","Estimate!!Total!!Female!!10 to 14 years","Margin of Error!!Total!!Female!!10 to 14 years","Estimate!!Total!!Female!!15 to 17 years","Margin of Error!!Total!!Female!!15 to 17 years","Estimate!!Total!!Female!!18 and 19 years","Margin of Error!!Total!!Female!!18 and 19 years","Estimate!!Total!!Female!!20 to 24 years","Margin of Error!!Total!!Female!!20 to 24 years","Estimate!!Total!!Female!!25 to 29 years","Margin of Error!!Total!!Female!!25 to 29 years","Estimate!!Total!!Female!!30 to 34 years","Margin of Error!!Total!!Female!!30 to 34 years","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!75 to 84 years","Margin of Error!!Total!!Female!!75 to 84 years","Estimate!!Total!!Female!!85 years and over","Margin of Error!!Total!!Female!!85 years and over",
"0100000US","United States","570116","4939","283824","3111","20250","940","20666","978","21285","1005","12070","487","9938","604","26281","1021","26496","867","24438","854","41667","1369","33695","829","26993","753","13749","572","4913","406","1383","213","286292","3006","20419","814","20373","996","20518","847","11922","568","9152","581","24526","736","25614","822","23626","760","41223","1024","36012","988","28081","946","15489","597","7013","548","2324","349",
"0400000US01","Alabama","2213","592","1027","302","155","121","115","85","70","49","23","33","23","28","14","24","63","47","135","57","128","81","170","97","84","56","25","22","22","25","0","27","1186","344","17","19","175","149","75","52","70","45","0","27","37","30","94","56","196","130","207","108","142","64","112","78","23","26","23","20","15","21",
"0400000US02","Alaska","9075","369","4655","252","467","120","544","135","482","127","269","79","137","77","473","113","426","45","372","118","670","142","288","117","408","123","105","61","14","19","0","20","4420","261","398","61","371","170","441","144","258","84","94","62","437","50","525","96","379","31","625","68","429","68","251","92","146","75","66","60","0","20",
"0400000US04","Arizona","13364","603","7345","368","609","116","368","130","345","109","265","80","283","92","636","101","672","87","967","130","1250","178","953","142","564","129","325","102","73","40","35","26","6019","369","471","127","506","153","319","114","220","71","305","98","477","98","685","140","552","82","748","120","696","86","575","116","316","97","90","59","59","48",
"0400000US05","Arkansas","7062","624","3588","434","503","140","162","121","550","271","98","103","25","42","202","109","558","189","462","205","675","219","133","72","157","90","23","30","0","27","40","68","3474","312","342","117","626","149","289","157","245","142","142","142","176","112","339","124","508","191","421","198","126","82","185","123","67","49","8","13","0","27",
"0400000US06","California","152027","1860","74820","1120","4959","456","4466","449","4672","416","3109","268","2485","282","6479","413","6529","393","6265","389","10869","486","10072","391","8573","330","4246","252","1720","262","376","108","77207","1231","4730","418","4856","524","4750","488","2877","274","2067","254","6052","387","6872","310","6322","367","11366","398","10960","419","9091","368","4592","259","2114","241","558","176",
"0400000US08","Colorado","8580","598","4284","414","247","102","338","119","483","126","142","61","198","124","479","184","282","100","354","136","652","192","493","164","373","117","180","107","49","38","14","21","4296","367","381","125","343","145","268","92","198","84","303","102","336","107","505","150","596","165","569","112","285","98","376","98","77","66","56","55","3","6",
"0400000US09","Connecticut","931","212","408","163","22","37","4","12","30","37","30","48","0","28","103","103","54","53","0","28","20","23","101","65","44","41","0","28","0","28","0","28","523","170","24","39","25","36","35","41","13","20","0","28","56","55","25","28","63","54","157","121","13","17","69","63","43","35","0","28","0","28",
"0400000US10","Delaware","465","263","256","165","43","70","0","27","5","9","0","27","14","19","43","64","22","18","52","66","0","27","30","31","11","13","0","27","0","27","36","42","209","120","40","49","10","14","22","30","0","27","0","27","22","30","46","44","5","9","19","22","0","27","39","32","6","10","0","27","0","27",
