"GEO_ID","NAME","B01001E_001E","B01001E_001M","B01001E_002E","B01001E_002M","B01001E_003E","B01001E_003M","B01001E_004E","B01001E_004M","B01001E_005E","B01001E_005M","B01001E_006E","B01001E_006M","B01001E_007E","B01001E_007M","B01001E_008E","B01001E_008M","B01001E_009E","B01001E_009M","B01001E_010E","B01001E_010M","B01001E_011E","B01001E_011M","B01001E_012E","B01001E_012M","B01001E_013E","B01001E_013M","B01001E_014E","B01001E_014M","B01001E_015E","B01001E_015M","B01001E_016E","B01001E_016M","B01001E_017E","B01001E_017M","B01001E_018E","B01001E_018M","B01001E_019E","B01001E_019M","B01001E_020E","B01001E_020M","B01001E_021E","B01001E_021M","B01001E_022E","B01001E_022M","B01001E_023E","B01001E_023M","B01001E_024E","B01001E_024M","B01001E_025E","B01001E_025M","B01001E_026E","B01001E_026M","B01001E_027E","B01001E_027M","B01001E_028E","B01001E_028M","B01001E_029E","B01001E_029M","B01001E_030E","B01001E_030M","B01001E_031E","B01001E_031M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 5 years","Margin of Error!!Total!!Male!!Under 5 years","Estimate!!Total!!Male!!5 to 9 years","Margin of Error!!Total!!Male!!5 to 9 years","Estimate!!Total!!Male!!10 to 14 years","Margin of Error!!Total!!Male!!10 to 14 years","Estimate!!Total!!Male!!15 to 17 years","Margin of Error!!Total!!Male!!15 to 17 years","Estimate!!Total!!Male!!18 and 19 years","Margin of Error!!Total!!Male!!18 and 19 years","Estimate!!Total!!Male!!20 to 24 years","Margin of Error!!Total!!Male!!20 to 24 years","Estimate!!Total!!Male!!25 to 29 years","Margin of Error!!Total!!Male!!25 to 29 years","Estimate!!Total!!Male!!30 to 34 years","Margin of Error!!Total!!Male!!30 to 34 years","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!75 to 84 years","Margin of Error!!Total!!Male!!75 to 84 years","Estimate!!Total!!Male!!85 years and over","Margin of Error!!Total!!Male!!85 years and over","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 5 years","Margin of Error!!Total!!Female!!Under 5 years","Estimate!!Total!!Female!!5 to 9 years","Margin of Error!!Total!!Female!!5 to 9 years","Estimate!!Total!!Female!!10 to 14 years","Margin of Error!!Total!!Female!!10 to 14 years","Estimate!!Total!!Female!!15 to 17 years","Margin of Error!!Total!!Female!!15 to 17 years","Estimate!!Total!!Female!!18 and 19 years","Margin of Error!!Total!!Female!!18 and 19 years","Estimate!!Total!!Female!!20 to 24 years","Margin of Error!!Total!!Female!!20 to 24 years","Estimate!!Total!!Female!!25 to 29 years","Margin of Error!!Total!!Female!!25 to 29 years","Estimate!!Total!!Female!!30 to 34 years","Margin of Error!!Total!!Female!!30 to 34 years","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!75 to 84 years","Margin of Error!!Total!!Female!!75 to 84 years","Estimate!!Total!!Female!!85 years and over","Margin of Error!!Total!!Female!!85 years and over",
"0100000US","United States","526347","5198","263945","3181","20735","841","21981","865","19903","981","12925","599","9358","544","26062","1047","24890","887","22463","785","37707","1039","32549","810","20971","680","10107","438","3537","352","757","155","262402","2906","19758","925","20462","961","19890","824","12243","677","9231","627","23769","825","24013","895","21463","763","38117","908","33486","864","22411","633","11116","562","5123","452","1320","222",
"0400000US01","Alabama","1387","255","698","179","65","51","54","52","29","32","0","27","9","18","84","68","45","48","96","69","106","61","109","64","51","39","50","40","0","27","0","27","689","168","6","9","0","27","32","23","24","27","43","48","59","52","117","64","57","64","108","62","121","60","97","55","9","14","16","25","0","27",
"0400000US02","Alaska","8013","399","3941","301","479","100","562","93","273","103","248","86","114","89","416","115","411","46","329","53","543","112","216","85","202","99","107","57","41","35","0","22","4072","236","473","136","512","151","297","147","217","97","86","55","570","109","451","79","309","39","499","62","404","59","172","68","78","59","4","7","0","22",
"0400000US04","Arizona","12607","630","6876","412","467","117","569","228","403","151","282","100","229","147","711","125","757","108","725","185","1042","164","778","111","601","107","256","89","41","35","15","21","5731","368","418","130","583","163","432","157","269","102","172","86","351","89","649","165","657","109","876","137","533","104","402","99","232","131","136","54","21","31",
"0400000US05","Arkansas","5697","335","2911","254","490","170","577","67","130","82","22","31","151","81","251","148","259","105","369","71","384","48","138","83","114","36","26","40","0","28","0","28","2786","292","328","173","478","151","237","97","175","107","54","63","140","84","306","101","267","145","467","153","221","111","53","50","26","31","34","46","0","28",
"0400000US06","California","146290","2378","72474","1251","4322","375","5257","452","5050","396","3884","385","2788","324","6808","421","6100","336","5905","327","10332","435","10672","407","6692","334","3299","250","1220","244","145","77","73816","1582","4474","430","4586","412","4969","454","3450","305","2736","342","6384","434","6473","329","5791","321","11113","392","11074","444","6969","287","3522","248","1938","247","337","95",
"0400000US08","Colorado","6549","534","3258","286","172","75","216","86","247","94","134","60","102","72","258","68","377","116","437","119","658","201","345","114","236","85","69","50","0","28","7","12","3291","334","360","143","209","82","308","106","68","56","70","51","436","151","454","168","383","141","344","115","305","116","333","95","10","19","11","17","0","28",
"0400000US09","Connecticut","1304","180","585","160","47","65","26","25","22","24","66","47","22","36","67","55","110","94","96","90","50","48","7","18","50","61","22","28","0","28","0","28","719","183","4","8","36","41","12","14","0","28","35","41","59","66","20","25","7","12","265","126","153","77","85","78","43","49","0","28","0","28",
"0400000US10","Delaware","567","337","261","159","36","56","0","27","0","27","0","27","3","8","2","4","2","6","52","76","91","101","39","58","0","27","12","22","4","5","20","26","306","203","0","27","34","55","50","59","0","27","0","27","13","17","5","7","38","61","60","50","18","21","9","14","0","27","79","96","0","27",
"0400000US11","District of Columbia","233","94","134","90","0","29","0","29","34","48","0","29","0","29","0","29","0","29","0","29","83","75","0","29","17","26","0","29","0","29","0","29","99","62","0","29","0","29","0","29","0","29","0","29","0","29","29","35","22","26","0","29","0","29","48","49","0","29","0","29","0","29",
"0400000US12","Florida","11258","848","5484","560","488","166","391","184","351","160","229","116","295","113","466","164","737","216","480","136","633","177","672","194","457","177","219","125","58","53","8","16","5774","544","437","160","376","143","364","122","112","75","120","71","437","148","756","203","512","162","833","210","915","196","538","173","182","99","155","139","37","41",
"0400000US13","Georgia","4554","547","2348","434","129","64","220","101","137","79","87","52","58","47","212","124","204","120","253","145","391","137","331","135","188","135","57","54","81","74","0","31","2206","315","46","28","144","59","93","55","165","74","88","84","161","72","250","110","230","133","344","127","405","162","118","73","127","75","17","26","18","21",
"0400000US15","Hawaii","134733","2518","68455","1320","5729","411","5824","419","5718","400","3608","204","2149","151","5724","319","5707","281","4960","288","9256","359","8805","387","5969","341","3278","225","1399","154","329","91","66278","1473","5683","336","4842","514","5469","443","3253","258","2162","180","5455","335","4967","306","4834","290","8876","372","8442","336","6117","281","3804","198","1812","179","562","118",
"0400000US16","Idaho","2216","415","1082","260","124","85","72","58","49","57","4","7","61","52","212","119","83","74","120","76","153","80","180","128","20","23","4","6","0","27","0","27","1134","299","106","73","55","60","189","124","0","27","65","56","190","85","45","28","137","89","80","60","109","94","156","107","0","27","0","27","2","3",
"0400000US17","Illinois","2979","390","1564","237","46","37","128","57","90","58","94","79","0","27","177","94","141","84","167","108","156","90","383","111","95","47","57","38","22","26","8","12","1415","252","5","9","69","48","72","44","58","46","107","59","84","57","134","67","99","71","278","116","230","125","196","99","55","54","14","16","14","22",
"0400000US18","Indiana","1852","472","947","263","95","56","67","50","70","67","48","56","33","51","133","73","43","45","129","102","135","73","56","38","96","50","42","36","0","27","0","27","905","318","88","63","82","118","104","82","0","27","23","38","55","45","90","69","92","80","123","85","101","77","92","51","32","39","23","38","0","27",
"0400000US19","Iowa","1389","346","782","225","20","17","54","56","124","113","0","23","48","43","50","41","94","62","108","87","103","106","62","50","39","24","77","42","0","23","3","6","607","195","105","62","29","35","2","4","0","23","12","15","71","57","59","57","42","30","125","65","38","33","91","55","18","21","15","22","0","23",
"0400000US20","Kansas","1887","256","999","198","63","43","63","26","28","29","83","47","10","12","51","46","258","93","117","63","139","77","70","65","83","35","14","24","20","33","0","24","888","176","30","39","137","80","106","62","23","10","11","13","58","46","157","101","52","46","57","36","78","36","117","108","0","24","47","52","15","25",
