"GEO_ID","NAME","B01001E_001E","B01001E_001M","B01001E_002E","B01001E_002M","B01001E_003E","B01001E_003M","B01001E_004E","B01001E_004M","B01001E_005E","B01001E_005M","B01001E_006E","B01001E_006M","B01001E_007E","B01001E_007M","B01001E_008E","B01001E_008M","B01001E_009E","B01001E_009M","B01001E_010E","B01001E_010M","B01001E_011E","B01001E_011M","B01001E_012E","B01001E_012M","B01001E_013E","B01001E_013M","B01001E_014E","B01001E_014M","B01001E_015E","B01001E_015M","B01001E_016E","B01001E_016M","B01001E_017E","B01001E_017M","B01001E_018E","B01001E_018M","B01001E_019E","B01001E_019M","B01001E_020E","B01001E_020M","B01001E_021E","B01001E_021M","B01001E_022E","B01001E_022M","B01001E_023E","B01001E_023M","B01001E_024E","B01001E_024M","B01001E_025E","B01001E_025M","B01001E_026E","B01001E_026M","B01001E_027E","B01001E_027M","B01001E_028E","B01001E_028M","B01001E_029E","B01001E_029M","B01001E_030E","B01001E_030M","B01001E_031E","B01001E_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0100000US","United States","611404","5526","306498","3428","22318","1108","21956","1210","22111","1080","13440","573","10199","590","25248","1076","29411","1014","25972","909","44564","1336","35264","1074","29994","754","17056","660","6592","538","2373","412","304906","3271","20183","906","19780","1036","22031","998","12811","668","9002","647","23834","1060","26738","1023","25783","1015","43510","1202","37263","1128","31406","815","20347","841","9058","644","3160","382",
"0400000US01","Alabama","2042","319","662","162","20","31","72","51","42","44","43","32","31","37","90","69","34","42","130","97","32","37","86","63","36","35","14","14","32","39","0","29","1380","282","83","56","187","154","52","51","78","49","0","29","42","50","71","53","89","70","140","88","79","59","124","72","64","56","343","125","28","38",
"0400000US02","Alaska","10485","446","5561","275","746","108","580","170","533","166","357","90","68","66","503","153","511","93","514","116","516","180","695","193","286","96","150","93","102","96","0","23","4924","334","648","118","334","179","660","225","200","96","174","100","261","107","491","48","363","48","678","180","539","172","276","48","195","35","100","48","5","12",
"0400000US04","Arizona","14633","654","7777","397","645","105","340","101","391","116","304","78","165","60","650","129","964","172","1083","143","1428","217","888","118","460","94","353","108","50","53","56","51","6856","467","571","91","585","120","304","104","217","72","288","105","466","108","726","186","727","172","769","170","807","122","670","166","598","143","77","47","51","49",
"0400000US05","Arkansas","10455","597","5305","348","625","113","504","169","627","198","182","111","88","48","463","120","552","175","462","265","872","233","537","153","196","117","93","78","53","54","51","65","5150","421","519","118","617","265","617","255","429","185","131","55","420","117","327","130","469","171","742","188","361","129","213","116","288","221","14","22","3","5",
"0400000US06","California","149636","2459","73911","1624","4173","490","4553","489","4600","546","2983","317","2002","259","5892","468","6164","427","6173","469","10385","592","9935","482","9717","432","4714","371","1968","310","652","213","75725","1560","3658","391","4142","393","4526","516","2659","352","1817","251","5661","438","6241","337","6420","356","11218","437","10672","461","10149","415","5124","374","2718","276","720","183",
"0400000US08","Colorado","8883","849","4444","489","206","89","221","87","466","163","172","81","203","105","389","158","380","142","380","133","561","211","579","170","546","164","145","92","101","71","95","70","4439","504","322","113","133","94","394","141","141","102","230","104","224","89","490","166","230","117","781","310","552","156","315","124","294","123","328","73","5","8",
"0400000US09","Connecticut","1189","274","473","136","46","61","0","30","34","42","61","62","0","30","8","13","49","47","17","23","105","65","90","71","63","65","0","30","0","30","0","30","716","225","80","121","34","44","51","46","113","81","0","30","31","36","79","73","121","90","70","49","84","99","23","31","30","29","0","30","0","30",
"0400000US10","Delaware","705","527","416","337","133","194","0","29","9","15","0","29","26","30","115","146","42","30","21","24","15","25","35","36","20","27","0","29","0","29","0","29","289","208","93","125","9","12","23","24","0","29","0","29","5","12","48","67","41","57","4","8","0","29","31","31","35","30","0","29","0","29",
