"GEO_ID","NAME","B01001E_001E","B01001E_001M","B01001E_002E","B01001E_002M","B01001E_003E","B01001E_003M","B01001E_004E","B01001E_004M","B01001E_005E","B01001E_005M","B01001E_006E","B01001E_006M","B01001E_007E","B01001E_007M","B01001E_008E","B01001E_008M","B01001E_009E","B01001E_009M","B01001E_010E","B01001E_010M","B01001E_011E","B01001E_011M","B01001E_012E","B01001E_012M","B01001E_013E","B01001E_013M","B01001E_014E","B01001E_014M","B01001E_015E","B01001E_015M","B01001E_016E","B01001E_016M","B01001E_017E","B01001E_017M","B01001E_018E","B01001E_018M","B01001E_019E","B01001E_019M","B01001E_020E","B01001E_020M","B01001E_021E","B01001E_021M","B01001E_022E","B01001E_022M","B01001E_023E","B01001E_023M","B01001E_024E","B01001E_024M","B01001E_025E","B01001E_025M","B01001E_026E","B01001E_026M","B01001E_027E","B01001E_027M","B01001E_028E","B01001E_028M","B01001E_029E","B01001E_029M","B01001E_030E","B01001E_030M","B01001E_031E","B01001E_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0100000US","United States","599868","4711","299477","3262","21806","984","21457","1116","21161","879","12761","611","10176","579","26439","1009","28034","963","26153","858","43731","1166","34620","985","28729","855","16311","672","6151","454","1948","279","300391","3146","20250","929","20116","915","20675","910","12917","707","9296","598","23966","826","26399","841","25499","1056","44317","1196","37194","1030","30891","966","18146","765","8011","531","2714","370",
"0400000US01","Alabama","2238","544","922","265","145","107","112","67","35","28","36","38","27","26","50","47","58","47","101","65","105","65","141","97","51","47","37","28","24","29","0","28","1316","353","57","45","172","120","65","48","87","56","0","28","30","33","118","86","182","116","246","132","116","65","116","64","57","45","48","34","22","29",
"0400000US02","Alaska","9204","413","4928","299","464","113","437","128","519","130","381","89","102","74","497","143","527","80","448","109","579","148","436","167","378","139","147","69","13","21","0","22","4276","307","426","133","279","178","526","161","137","98","101","67","348","77","490","102","355","61","653","181","458","197","286","103","199","88","18","25","0","22",
"0400000US04","Arizona","14458","709","7909","468","741","182","445","149","391","122","217","71","188","69","669","107","1016","159","1036","166","1366","170","856","128","494","104","384","100","28","25","78","49","6549","366","540","115","504","125","285","104","227","85","269","127","527","95","763","143","659","111","909","105","790","112","573","113","350","90","80","39","73","32",
"0400000US05","Arkansas","8733","714","4390","452","518","114","301","152","530","283","125","79","127","84","378","136","481","172","462","117","777","152","465","142","80","65","62","50","56","60","28","43","4343","333","451","85","591","177","510","173","256","107","118","64","364","86","353","66","412","87","691","202","271","138","231","133","70","57","21","31","4","9",
"0400000US06","California","155290","2609","76941","1674","4881","377","4900","521","4668","477","3239","316","2356","292","6409","407","6188","398","6658","466","10692","567","10220","406","9285","444","4944","274","1966","279","535","149","78349","1495","4953","446","4671","491","4489","481","2849","262","1951","225","5715","469","6756","326","6823","380","11295","507","10893","417","9879","392","4888","306","2527","216","660","158",
"0400000US08","Colorado","8643","719","4076","386","264","108","270","122","252","96","105","57","221","108","436","147","369","127","316","129","479","190","550","157","495","125","219","124","47","31","53","51","4567","504","261","96","244","109","352","135","227","160","293","110","276","92","572","174","297","127","854","230","458","169","469","130","172","102","88","76","4","8",
"0400000US09","Connecticut","1123","277","470","168","46","47","0","29","45","45","63","58","0","29","56","66","61","63","0","29","50","51","112","81","37","33","0","29","0","29","0","29","653","191","43","70","35","41","62","49","102","73","0","29","33","44","21","24","97","71","89","56","101","86","13","23","57","57","0","29","0","29",
"0400000US10","Delaware","542","297","292","203","72","119","0","28","14","21","0","28","24","26","58","86","30","19","28","31","15","24","26","24","16","25","0","28","0","28","9","14","250","112","43","55","12","14","22","22","0","28","0","28","49","52","26","39","8","14","4","6","0","28","50","33","36","35","0","28","0","28",
