"GEO_ID","NAME","B01001C_001E","B01001C_001M","B01001C_002E","B01001C_002M","B01001C_003E","B01001C_003M","B01001C_004E","B01001C_004M","B01001C_005E","B01001C_005M","B01001C_006E","B01001C_006M","B01001C_007E","B01001C_007M","B01001C_008E","B01001C_008M","B01001C_009E","B01001C_009M","B01001C_010E","B01001C_010M","B01001C_011E","B01001C_011M","B01001C_012E","B01001C_012M","B01001C_013E","B01001C_013M","B01001C_014E","B01001C_014M","B01001C_015E","B01001C_015M","B01001C_016E","B01001C_016M","B01001C_017E","B01001C_017M","B01001C_018E","B01001C_018M","B01001C_019E","B01001C_019M","B01001C_020E","B01001C_020M","B01001C_021E","B01001C_021M","B01001C_022E","B01001C_022M","B01001C_023E","B01001C_023M","B01001C_024E","B01001C_024M","B01001C_025E","B01001C_025M","B01001C_026E","B01001C_026M","B01001C_027E","B01001C_027M","B01001C_028E","B01001C_028M","B01001C_029E","B01001C_029M","B01001C_030E","B01001C_030M","B01001C_031E","B01001C_031M",
"0400000US15","Hawaii","4210","608","2126","348","140","110","199","127","55","43","12","13","0","28","361","115","238","117","89","52","244","127","249","101","342","105","139","76","23","23","35","47","2084","399","72","49","98","91","39","34","76","49","71","76","315","129","129","61","138","78","408","149","197","88","351","141","136","92","54","41","0","28",
"0400000US16","Idaho","22297","1275","11636","830","749","159","717","114","675","157","656","198","450","174","1117","212","1075","284","1022","275","1344","228","1422","238","1358","269","715","138","283","95","53","50","10661","794","568","180","754","155","875","184","523","153","278","111","688","184","729","169","781","192","1597","283","1134","171","1504","242","870","160","330","97","30","22",
"0400000US17","Illinois","55819","3377","28821","1980","1285","321","1630","304","2506","382","1638","323","1068","247","2234","366","2748","436","1725","359","4980","571","3990","449","3071","385","1406","272","394","140","146","67","26998","1772","1330","284","1790","315","2176","391","1717","338","1208","249","2378","336","1774","335","1849","273","3886","440","3921","448","2602","301","1197","201","914","230","256","104",
"0400000US18","Indiana","12465","1240","6163","740","317","147","344","152","262","79","300","125","255","114","616","232","371","119","354","99","833","203","1118","241","764","134","431","101","118","59","80","74","6302","660","255","102","385","145","386","171","275","110","322","105","643","199","480","181","245","84","724","188","1105","233","781","178","530","179","147","98","24","28",
"0400000US19","Iowa","10111","705","5035","446","399","112","370","122","295","77","284","118","226","88","415","134","363","113","404","120","627","141","685","158","547","108","274","103","93","47","53","45","5076","420","390","138","393","134","388","96","259","95","158","76","556","157","286","82","482","121","506","109","616","129","636","120","280","84","111","44","15","16",
"0400000US20","Kansas","22015","1462","11564","896","513","116","826","207","1093","259","674","169","492","136","1096","213","1029","201","683","157","1720","410","1056","210","1421","218","729","133","178","59","54","35","10451","791","693","228","640","159","844","171","413","96","444","141","990","212","752","211","601","147","1427","264","1056","156","1099","128","976","158","279","100","237","110",
"0400000US21","Kentucky","6821","595","3457","363","52","34","113","71","275","98","220","109","118","67","256","94","327","119","376","190","296","85","420","161","668","114","222","93","99","45","15","16","3364","402","423","143","218","97","216","110","150","70","87","45","543","163","267","98","152","80","353","103","282","91","323","90","185","85","109","59","56","35",
"0400000US22","Louisiana","24952","1243","13213","808","609","175","916","207","908","178","554","118","369","122","790","238","1145","377","1182","175","2023","353","1736","336","1537","193","960","174","409","96","75","54","11739","653","848","193","644","160","871","185","486","121","389","158","682","186","1253","234","779","182","1708","296","1166","211","1522","182","945","118","301","87","145","74",
"0400000US23","Maine","6722","453","3532","314","148","43","300","98","243","77","161","48","73","41","222","76","209","76","245","99","483","112","424","118","530","115","348","80","125","39","21","21","3190","284","211","82","204","65","227","83","116","58","77","48","313","111","145","48","242","94","421","89","464","84","395","86","190","61","115","61","70","41",
"0400000US24","Maryland","18343","1354","9362","829","494","131","346","131","612","172","332","124","338","132","572","199","952","239","548","172","1254","258","1616","280","1067","258","684","146","527","203","20","21","8981","725","790","205","366","146","447","134","567","219","258","108","509","169","486","171","533","143","1163","245","1267","265","1164","191","779","180","524","171","128","82",
"0400000US25","Massachusetts","14740","1295","7724","807","321","115","408","196","422","156","245","107","300","132","781","238","637","254","782","261","1140","265","866","193","793","170","544","151","392","175","93","82","7016","718","452","203","515","159","433","202","267","131","289","128","517","228","519","156","489","185","1067","246","753","199","763","188","557","161","318","139","77","39",
"0400000US26","Michigan","45662","1658","22252","945","1129","213","1393","180","1408","255","1314","251","803","185","1497","245","1971","268","1391","227","3125","306","2800","318","2930","222","1788","222","591","104","112","51","23410","975","1397","194","1338","217","1771","287","934","152","645","141","1776","261","1774","267","1440","210","2625","263","2888","274","3260","251","2280","193","969","149","313","131",
"0400000US27","Minnesota","51434","1537","25254","948","2062","273","1972","206","2145","250","1180","141","1064","154","2074","252","2257","290","2065","201","3561","313","2632","236","2399","184","1387","164","333","56","123","49","26180","931","1938","251","2355","253","2293","246","1280","167","1028","208","2149","249","2140","218","1666","174","3100","248","2543","223","3046","192","1846","137","707","95","89","40",
"0400000US28","Mississippi","12777","859","6625","663","451","163","322","116","739","164","456","113","327","122","662","205","351","144","619","184","1033","233","579","169","438","130","406","135","225","85","17","17","6152","437","475","159","325","88","482","111","223","77","427","139","430","146","323","126","397","160","1266","258","623","169","497","175","407","124","238","126","39","35",
"0400000US29","Missouri","17559","990","9405","645","583","177","485","156","624","169","441","122","362","129","730","176","726","151","411","99","1196","182","1269","311","1428","194","763","140","361","100","26","23","8154","636","337","88","499","155","508","139","284","74","335","127","557","155","544","137","673","163","1173","163","1011","176","1233","172","736","135","223","87","41","33",
"0400000US30","Montana","63493","1185","31971","726","2674","180","3022","245","3439","317","1762","135","1247","171","2554","267","2613","219","2246","216","3861","302","3145","289","2842","157","1903","135","567","105","96","50","31522","741","2644","170","3369","257","2810","282","1975","206","936","166","2285","159","2377","162","2208","179","3644","257","2923","269","3307","181","1901","163","872","108","271","76",
"0400000US31","Nebraska","18550","1143","9223","738","644","114","868","205","922","140","577","156","494","113","876","164","597","126","804","209","1113","181","1099","208","773","169","321","85","102","48","33","37","9327","628","1055","218","903","180","910","183","603","121","327","78","615","128","681","156","582","103","1201","204","858","138","932","159","561","145","67","36","32","33",
"0400000US32","Nevada","40745","2239","20691","1301","1038","203","1351","256","1519","254","738","136","506","142","1469","276","1786","258","1879","294","2871","366","2939","404","2196","258","1648","233","650","164","101","64","20054","1180","1308","224","1098","186","1289","210","823","247","495","141","1578","242","1397","273","1418","233","3132","399","2400","326","2271","235","1964","199","718","137","163","58",
"0400000US33","New Hampshire","2070","384","1099","230","36","27","88","57","34","33","85","60","31","31","46","51","46","42","41","32","65","33","267","118","151","66","56","37","137","96","16","25","971","244","60","66","30","25","9","11","12","12","117","78","91","73","17","16","120","129","192","116","134","70","103","39","62","45","18","25","6","12",
"0400000US34","New Jersey","29780","2441","16197","1632","962","249","886","251","1044","279","812","240","446","211","1144","272","1294","332","1453","379","2909","548","2751","537","1539","270","710","266","192","96","55","44","13583","1262","926","239","1046","243","983","258","597","225","477","158","1037","266","1060","286","834","191","2453","439","1904","310","1186","228","586","170","315","132","179","83",
"0400000US35","New Mexico","198140","2279","95981","1395","5631","375","7220","534","8758","557","4813","271","3393","207","7380","366","7951","397","7915","350","13208","460","10450","330","10260","367","6310","249","1989","206","703","145","102159","1317","5462","466","6773","557","8491","585","4658","209","3081","260","7801","427","8304","389","7700","315","13948","376","11411","397","11531","307","7724","275","3546","249","1729","238",
"0400000US36","New York","93384","3470","47377","2211","2514","476","3050","458","3219","384","2079","350","1655","306","3860","479","4115","559","4032","653","6420","598","7288","765","5018","541","2771","359","933","196","423","146","46007","1777","2844","467","2704","458","3366","464","1905","398","1776","367","3932","520","3256","546","2953","427","6301","544","6436","526","4676","446","4078","387","1397","303","383","128",
"0400000US37","North Carolina","109600","1885","54317","1239","3172","240","4011","319","4005","416","2627","242","1781","290","4387","353","4029","358","3589","350","7337","448","6675","361","6265","372","4396","327","1801","169","242","81","55283","1233","3074","273","3307","405","4199","386","2442","246","1907","252","4010","369","3919","350","3467","225","7270","448","7060","409","6371","328","5237","267","2494","225","526","135",
"0400000US38","North Dakota","36284","789","17872","573","1714","183","1797","222","2256","242","1194","159","660","94","1302","181","1262","188","1470","242","2256","255","1573","167","1430","122","640","81","260","71","58","32","18412","511","1566","160","1983","335","1978","202","970","131","626","153","1510","218","1399","180","1273","195","2089","203","1765","178","1734","156","1047","110","282","61","190","60",
"0400000US39","Ohio","17094","1191","9428","783","460","153","338","125","603","175","503","172","335","161","700","207","510","179","732","187","1469","287","1286","267","1389","232","773","168","247","85","83","44","7666","633","377","132","432","151","583","163","415","162","140","70","440","137","494","153","510","140","894","174","1103","232","1059","179","795","130","365","141","59","33",
"0400000US40","Oklahoma","298628","3170","148282","1895","11138","479","12842","571","13628","661","7894","357","5282","292","12484","532","11408","418","10382","426","18626","570","16468","460","14891","342","8791","383","3728","248","720","125","150346","1982","9865","430","11676","548","12616","607","7446","450","5259","315","11976","510","10605","453","10443","357","19239","475","16907","465","17284","422","10762","370","4885","289","1383","165",
"0400000US41","Oregon","46880","1937","24291","1204","1080","230","1452","282","1747","314","920","212","664","159","1894","350","2259","380","2382","348","3711","407","3007","334","2627","343","1758","261","653","153","137","89","22589","1109","1267","222","1111","292","1897","300","1036","257","667","223","2097","314","1877","286","1641","217","2757","341","2714","333","2699","284","2000","261","646","164","180","98",
"0400000US42","Pennsylvania","20570","2081","10567","1067","775","232","526","169","1039","221","533","165","398","160","807","203","971","297","529","187","1475","314","1346","218","1037","237","799","199","288","136","44","27","10003","1167","645","311","692","205","1164","288","522","160","278","139","457","155","635","200","711","209","1412","264","1119","228","1140","233","664","152","391","132","173","118",
"0400000US44","Rhode Island","4072","889","2007","394","252","162","173","136","211","133","111","95","47","41","84","62","78","73","175","110","348","183","136","108","219","107","80","56","93","60","0","34","2065","587","322","338","110","82","52","63","60","84","42","38","128","103","247","176","244","146","228","128","192","113","207","116","124","91","48","34","61","55",
"0400000US45","South Carolina","15617","1540","8282","887","277","131","444","179","926","266","586","189","174","92","535","194","270","86","698","211","1082","277","1224","217","1138","243","605","120","307","132","16","20","7335","861","424","242","601","262","411","131","339","111","276","116","606","180","455","157","356","165","1150","276","924","176","915","155","546","129","277","120","55","54",
"0400000US46","South Dakota","70948","1105","35125","753","3672","230","4011","324","3993","300","2147","169","1277","183","2893","224","2735","244","2620","196","4080","300","2958","251","2615","162","1524","150","533","112","67","36","35823","684","3300","208","3456","306","4006","402","2302","185","1184","180","2936","263","2567","278","2498","258","4343","254","3313","239","3012","216","1900","139","801","110","205","90",
"0400000US47","Tennessee","14118","1380","7474","814","1126","501","271","117","312","143","297","159","128","68","562","178","542","165","554","140","935","221","929","220","1106","200","537","114","158","72","17","16","6644","691","600","396","287","98","503","150","299","137","219","125","381","138","491","154","498","176","712","162","634","143","1061","221","630","134","245","101","84","49",
"0400000US48","Texas","169576","6411","87989","3434","4454","632","4982","523","6132","655","4541","452","2864","470","7740","732","7305","813","7426","997","14729","1162","10963","809","9396","686","5072","499","1908","274","477","175","81587","3876","4027","593","4717","649","6516","921","4122","576","3336","536","7236","800","6348","643","5955","657","11369","748","11435","1060","8055","621","5200","513","2305","374","966","239",
"0400000US49","Utah","32948","1484","16899","1013","800","145","1161","188","1056","229","635","125","798","213","2046","329","1704","290","1793","288","2403","356","1722","236","1795","283","745","132","157","59","84","42","16049","853","909","312","1005","238","851","159","869","197","647","206","1759","246","1602","307","1371","269","2021","284","2010","315","1685","194","943","188","278","80","99","45",
"0400000US50","Vermont","1336","228","780","185","43","24","34","27","55","29","15","12","42","34","110","117","44","35","40","32","46","31","106","44","154","66","87","50","4","5","0","23","556","119","17","16","62","62","29","25","39","39","28","23","56","51","33","28","24","29","55","33","66","38","61","31","56","30","16","15","14","24",
"0400000US51","Virginia","23728","1752","12284","1064","1040","509","644","161","674","212","341","121","486","162","1255","324","947","200","942","216","1604","313","1457","235","1506","234","751","173","415","145","222","87","11444","995","470","155","605","168","844","203","357","131","680","269","1085","220","960","242","784","167","1363","263","1448","240","1607","334","671","138","457","134","113","64",
"0400000US53","Washington","91698","3290","45819","2016","2536","315","3712","460","3457","427","2519","372","1384","238","3717","371","4047","419","3604","480","6093","569","5415","454","4728","412","3218","284","1169","173","220","99","45879","1673","2457","320","3456","383","3522","428","1979","246","1461","259","3750","373","4073","489","3140","328","5504","483","4994","386","5300","465","4152","309","1707","207","384","124",
"0400000US54","West Virginia","1730","274","891","214","26","15","59","52","16","16","15","17","85","61","74","51","96","54","66","43","46","31","122","79","119","64","123","68","44","39","0","30","839","175","93","40","18","15","64","37","52","48","9","14","33","26","57","43","27","21","127","57","132","73","147","57","28","21","52","53","0","30",
"0400000US55","Wisconsin","43759","1298","22393","681","1230","164","1621","176","2152","234","1101","132","556","117","1607","190","1838","204","1524","196","2801","266","2911","202","2936","206","1604","165","416","90","96","46","21366","873","1348","163","1385","214","1554","203","933","172","760","212","1526","184","1619","182","1525","199","2697","266","2614","249","2757","186","1838","146","657","84","153","59",
"0400000US56","Wyoming","12359","577","6085","385","461","107","554","113","594","113","311","31","171","49","484","108","468","135","321","73","763","147","871","210","610","128","352","77","117","49","8","7","6274","390","477","134","525","74","539","79","379","86","188","41","455","84","485","126","522","118","675","118","749","118","564","118","450","88","214","106","52","31",
"0400000US72","Puerto Rico","5066","950","2565","513","34","49","62","57","188","143","115","92","20","31","107","101","100","83","197","116","442","198","325","172","528","194","266","93","145","72","36","45","2501","538","80","81","137","100","156","98","116","82","19","23","158","112","90","82","105","78","360","163","242","109","364","138","349","148","198","116","127","80",
"0500000US01001","Autauga County, Alabama","59","71","49","68","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","7","13","0","30","42","66","0","30","0","30","0","30","10","18","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","10","18","0","30","0","30","0","30","0","30",
"0500000US01003","Baldwin County, Alabama","848","325","441","197","0","30","0","30","20","37","9","14","30","54","9","28","57","84","30","43","78","68","111","65","72","51","25","30","0","30","0","30","407","175","3","12","44","61","61","73","0","30","0","30","36","42","44","50","0","30","29","45","75","63","61","43","43","52","1","3","10","17",
"0500000US01005","Barbour County, Alabama","74","39","56","36","0","24","0","24","0","24","0","24","0","24","0","24","3","11","0","24","19","18","32","35","2","4","0","24","0","24","0","24","18","16","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","4","5","0","24","6","11","0","24","8","13",
"0500000US01007","Bibb County, Alabama","21","25","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","21","25","0","24","0","24","0","24","0","24","0","24","0","24","0","24","6","10","0","24","0","24","13","22","0","24","2","6","0","24",
"0500000US01009","Blount County, Alabama","227","157","140","123","3","5","29","28","0","30","27","34","16","35","0","30","0","30","8","13","28","34","0","30","17","36","4","8","8","17","0","30","87","57","0","30","1","2","3","6","0","30","11","25","0","30","0","30","17","16","12","16","13","22","10","15","13","19","7","11","0","30",
"0500000US01011","Bullock County, Alabama","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US01013","Butler County, Alabama","69","51","31","21","0","20","0","20","0","20","0","20","0","20","0","20","0","20","3","5","4","5","4","8","0","20","0","20","20","18","0","20","38","36","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","38","36","0","20","0","20",
"0500000US01015","Calhoun County, Alabama","258","132","94","58","0","30","11","14","14","15","3","6","28","35","0","30","0","30","0","30","0","30","10","12","26","33","2","4","0","30","0","30","164","102","0","30","0","30","0","30","7","14","8","13","0","30","13","19","16","27","64","78","4","7","2","5","38","44","12","20","0","30",
"0500000US01017","Chambers County, Alabama","21","29","20","29","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","11","20","0","27","0","27","0","27","0","27","9","22","1","2","0","27","0","27","0","27","0","27","0","27","0","27","0","27","1","2","0","27","0","27","0","27","0","27","0","27","0","27",
"0500000US01019","Cherokee County, Alabama","120","79","11","14","1","2","0","24","1","3","0","24","0","24","0","24","0","24","0","24","3","5","0","24","6","11","0","24","0","24","0","24","109","79","0","24","0","24","0","24","0","24","0","24","5","11","7","13","0","24","12","19","85","71","0","24","0","24","0","24","0","24",
"0500000US01021","Chilton County, Alabama","647","558","549","477","0","27","0","27","0","27","105","131","0","27","57","76","0","27","26","51","200","179","161","131","0","27","0","27","0","27","0","27","98","101","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","57","79","41","63","0","27","0","27","0","27",
"0500000US01023","Choctaw County, Alabama","28","30","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","28","30","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","11","17","17","25","0","20","0","20","0","20","0","20",
"0500000US01025","Clarke County, Alabama","15","17","15","17","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","6","10","0","24","9","16","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US01027","Clay County, Alabama","5","16","5","16","0","20","0","20","5","16","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US01029","Cleburne County, Alabama","35","32","4","7","0","20","0","20","1","3","0","20","0","20","0","20","0","20","0","20","1","3","0","20","2","3","0","20","0","20","0","20","31","30","13","21","14","20","1","3","0","20","0","20","0","20","0","20","0","20","1","3","0","20","0","20","0","20","2","5","0","20",
"0500000US01031","Coffee County, Alabama","368","127","233","88","11","17","6","13","29","18","22","28","0","30","9","13","9","13","33","29","50","31","14","11","16","14","27","33","5","9","2","3","135","70","0","30","18","28","2","4","1","2","1","3","4","5","15","25","1","3","4","8","64","50","17","16","8","11","0","30","0","30",
"0500000US01033","Colbert County, Alabama","178","96","63","52","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","8","14","18","30","21","26","7","13","9","15","0","30","115","71","0","30","0","30","8","11","0","30","0","30","0","30","2","4","0","30","0","30","15","25","73","70","17","23","0","30","0","30",
"0500000US01035","Conecuh County, Alabama","33","37","24","31","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","11","17","13","24","0","20","0","20","0","20","9","16","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","9","16","0","20","0","20","0","20","0","20",
"0500000US01037","Coosa County, Alabama","9","15","9","15","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","9","15","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US01039","Covington County, Alabama","117","73","23","20","1","2","0","27","0","27","0","27","0","27","0","27","0","27","6","9","16","19","0","27","0","27","0","27","0","27","0","27","94","60","0","27","13","12","42","34","13","12","0","27","0","27","0","27","1","2","0","27","18","19","0","27","0","27","0","27","7","11",
"0500000US01041","Crenshaw County, Alabama","10","13","8","10","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","2","5","0","20","6","10","0","20","0","20","2","5","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","2","5","0","20","0","20","0","20","0","20","0","20",
"0500000US01043","Cullman County, Alabama","355","236","251","189","0","30","0","30","6","9","2","6","31","41","0","30","0","30","0","30","6","8","108","144","10","16","87","80","1","3","0","30","104","88","0","30","0","30","29","35","0","30","4","8","0","30","0","30","0","30","12","16","56","59","1","2","2","4","0","30","0","30",
