"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 5 years","Margin of Error!!Total!!Male!!Under 5 years","Estimate!!Total!!Male!!5 to 9 years","Margin of Error!!Total!!Male!!5 to 9 years","Estimate!!Total!!Male!!10 to 14 years","Margin of Error!!Total!!Male!!10 to 14 years","Estimate!!Total!!Male!!15 to 17 years","Margin of Error!!Total!!Male!!15 to 17 years","Estimate!!Total!!Male!!18 and 19 years","Margin of Error!!Total!!Male!!18 and 19 years","Estimate!!Total!!Male!!20 to 24 years","Margin of Error!!Total!!Male!!20 to 24 years","Estimate!!Total!!Male!!25 to 29 years","Margin of Error!!Total!!Male!!25 to 29 years","Estimate!!Total!!Male!!30 to 34 years","Margin of Error!!Total!!Male!!30 to 34 years","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!75 to 84 years","Margin of Error!!Total!!Male!!75 to 84 years","Estimate!!Total!!Male!!85 years and over","Margin of Error!!Total!!Male!!85 years and over","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 5 years","Margin of Error!!Total!!Female!!Under 5 years","Estimate!!Total!!Female!!5 to 9 years","Margin of Error!!Total!!Female!!5 to 9 years","Estimate!!Total!!Female!!10 to 14 years","Margin of Error!!Total!!Female!!10 to 14 years","Estimate!!Total!!Female!!15 to 17 years","Margin of Error!!Total!!Female!!15 to 17 years","Estimate!!Total!!Female!!18 and 19 years","Margin of Error!!Total!!Female!!18 and 19 years","Estimate!!Total!!Female!!20 to 24 years","Margin of Error!!Total!!Female!!20 to 24 years","Estimate!!Total!!Female!!25 to 29 years","Margin of Error!!Total!!Female!!25 to 29 years","Estimate!!Total!!Female!!30 to 34 years","Margin of Error!!Total!!Female!!30 to 34 years","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!75 to 84 years","Margin of Error!!Total!!Female!!75 to 84 years","Estimate!!Total!!Female!!85 years and over","Margin of Error!!Total!!Female!!85 years and over",
"0100000US","United States","197159492","8569","97045527","5221","5133608","1292","5456811","11732","5732188","11636","3590203","1135","2511883","2436","6419364","2988","6235500","1818","6034519","1573","12204740","1776","14829489","1646","13837426","1046","8809932","775","4619363","6846","1630501","6721","100113965","5208","4877950","1490","5188756","12994","5422599","12958","3392705","1179","2379623","2207","6171573","2763","6089070","1383","5928848","1202","12075051","1396","15022455","1218","14489572","997","9776483","734","6072935","9956","3226345","10152",
"0400000US01","Alabama","3206588","656","1568012","448","86557","134","92336","1657","98629","1691","60656","151","40309","173","105323","644","95795","679","94459","180","200731","183","233629","178","216424","94","148207","107","74389","831","20568","835","1638576","408","82515","146","86111","1621","95729","1646","57324","153","38271","256","103695","589","97250","575","94942","153","202149","150","237036","148","229584","92","169023","72","101940","1082","43007","1081",
"0400000US02","Alaska","458284","283","243270","190","14093","63","13511","549","13658","549","8423","97","5805","90","19603","130","19700","112","17744","115","31883","176","38549","64","36634","106","16552","92","5827","208","1288","196","215014","227","13160","87","12423","553","13024","555","8029","75","4544","93","14450","104","16778","96","15538","79","28428","72","34288","73","31623","87","14131","75","5888","309","2710","291",
"0400000US04","Arizona","3734853","858","1846018","540","88773","157","94174","1510","97587","1501","60377","78","41608","130","113087","218","114157","184","111414","107","225183","227","262863","116","266910","77","214975","83","118380","1150","36530","1143","1888835","566","84846","160","90297","1553","92177","1562","56624","92","38956","604","106578","615","107303","142","106487","157","215711","139","267609","145","293164","146","235132","81","132381","1330","61570","1327",
"0400000US05","Arkansas","2178191","774","1070102","506","62407","255","66299","1242","66182","1244","41023","186","27720","331","71729","344","66252","222","66657","143","133796","151","152982","122","142615","74","103648","33","53444","683","15348","685","1108089","497","58836","185","62717","1175","62812","1186","38574","193","26055","232","70752","261","66163","125","65507","97","133016","149","154856","107","152596","93","115904","53","68893","823","31408","813",
"0400000US06","California","14905601","3435","7430460","1902","327389","495","342575","2871","358372","2930","237402","324","168680","359","484588","464","504872","332","479252","349","941559","561","1195382","537","1140943","342","714655","295","379596","2326","155195","2329","7475141","1977","311143","468","322532","3165","340797","3162","223543","320","154714","569","443187","742","466925","388","444365","366","888631","522","1165110","507","1165472","412","782146","290","481806","2766","284770","2752",
"0400000US08","Colorado","3605199","1164","1801032","840","96888","152","100775","1545","104579","1496","62033","178","46143","339","122202","500","132473","247","128009","312","247863","434","271206","283","255958","143","143974","104","66967","788","21962","781","1804167","664","91072","211","97983","1605","96007","1614","58338","181","41637","341","112147","363","123901","225","122159","155","235786","207","276246","170","265030","169","155522","102","84421","999","43918","993",
"0400000US09","Connecticut","2508360","979","1219993","529","53792","171","64350","1233","74930","1269","48613","82","34472","114","73611","125","67945","116","63248","169","147185","193","209007","231","186233","88","110592","40","60314","670","25701","664","1288367","625","50937","186","61483","1098","70504","1102","46004","81","33314","112","68721","125","65331","206","63650","134","152537","162","217231","197","195948","146","125004","65","82282","1043","55421","1046",
"0400000US10","Delaware","590218","363","285924","238","14128","29","15149","684","15196","682","9926","33","7586","13","18823","26","17787","147","16240","30","33222","67","44210","59","42309","40","30567","94","15716","390","5065","390","304294","200","13529","21","14467","490","14332","498","9523","21","7766","10","18904","23","17713","45","16653","28","34390","81","46436","28","46657","63","34545","109","19895","440","9484","440",
