"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0100000US","United States","194886464","28835","96850281","15333","4614758","3477","4971619","17097","5353945","17077","3358231","2622","2390222","3200","6013668","3942","6167258","3225","6292451","3094","12104598","4707","12534979","3549","14366136","3105","11393772","3143","5438072","9639","1850572","9677","98036183","16420","4381067","3165","4717479","13604","5053574","13558","3162249","2740","2268171","2604","5666304","3263","5862123","3194","6072456","2928","11650336","4444","12152704","3805","14595781","3506","12373852","3489","6821555","13112","3258532","12329",
"0400000US01","Alabama","3247262","2133","1597596","1213","81923","347","86468","1673","95733","1634","59259","244","41517","250","104034","537","99765","324","98266","331","192160","372","211856","417","230437","288","181604","226","91531","1227","23043","1207","1649666","1411","77846","399","79657","1855","92933","1783","55789","387","40590","417","100709","540","98007","296","99390","209","192330","349","208920","354","236174","343","202575","472","118766","1351","45980","1352",
"0400000US02","Alaska","428802","1173","229961","713","11066","206","12255","719","12013","714","7240","127","4565","132","15536","181","17140","340","17853","570","32809","429","30024","535","34019","290","24578","323","8725","333","2138","305","198841","810","10374","244","11630","570","10916","566","6553","170","3548","134","10684","154","14127","330","15651","115","27756","273","24666","276","29632","269","21606","174","9205","268","2493","244",
"0400000US04","Arizona","3801121","2784","1891983","1427","74072","379","83849","1651","90386","1722","57267","295","40629","225","106635","365","113460","458","115515","359","222872","491","234648","457","278567","429","269086","416","158269","1603","46728","1532","1909138","1746","70812","389","80011","1769","86022","1726","52980","328","37889","628","98061","620","106047","289","107697","252","209626","398","224983","559","293009","411","298425","483","176159","1794","67417","1814",
"0400000US05","Arkansas","2103784","4328","1040034","2353","54211","529","58541","1570","63725","1585","39167","322","26621","478","66738","624","64531","546","65057","418","129618","600","131380","762","144952","497","117140","600","60559","849","17794","829","1063750","2449","51474","472","55897","1444","58708","1415","36548","396","25067","422","63715","794","63187","456","64143","568","126586","692","129961","529","148938","560","131242","290","76767","1091","31517","1099",
"0400000US06","California","13848294","7268","6983825","4208","278272","967","289249","2935","318727","2900","199626","584","144290","485","383692","950","452315","780","496743","979","918861","1233","929303","1200","1102462","1235","878314","812","427445","2714","164526","2663","6864469","4102","264318","912","276334","3281","297185","3010","187014","660","132191","716","345498","786","411075","905","454052","827","826451","1200","857975","940","1071208","1035","939996","927","527674","3551","273498","3464",
"0400000US08","Colorado","3821584","3285","1934463","1945","83784","317","94948","1970","100753","1782","62725","443","47260","460","120964","566","146696","429","154791","323","278583","556","253129","549","265699","596","210335","381","83983","1249","30813","1190","1887121","1805","79763","447","90608","1739","94234","1692","58721","420","42328","382","108006","480","133428","463","140622","352","255650","527","235330","491","270698","465","223987","429","105526","1307","48220","1330",
"0400000US09","Connecticut","2308644","2840","1131423","1575","45008","287","49757","1581","59625","1534","40245","258","31250","193","71280","309","63385","367","63656","317","126767","617","153957","459","194824","457","139596","313","65918","1229","26155","1216","1177221","1632","42496","315","48774","1456","55033","1326","38106","233","31667","160","68171","303","59315","322","62414","371","127129","502","157279","608","199861","331","153440","315","82377","1411","51159","1367",
"0400000US10","Delaware","597532","1356","290389","892","12169","207","13027","860","13883","818","9113","45","6915","48","15366","119","17154","151","18545","97","32411","162","35534","121","46988","155","42732","287","20621","615","5931","570","307143","646","11492","121","12803","745","13791","739","8731","36","7139","55","14696","228","16825","73","18630","72","32700","276","36388","178","51180","254","47998","168","25073","660","9697","653",
"0400000US11","District of Columbia","243730","961","122495","542","5985","107","3966","318","2610","312","1396","27","2658","16","7132","151","15924","75","18678","152","24666","371","14196","79","11041","110","8282","41","4653","283","1308","281","121235","638","5510","260","3889","281","2548","263","1205","124","3148","39","9524","36","19164","134","18762","265","22456","124","11128","70","8717","74","8345","84","4805","318","2034","308",
"0400000US12","Florida","11242515","6924","5547150","3784","227078","1011","235541","3510","259341","3688","158639","727","112311","608","287150","888","311948","915","318975","910","593320","1665","680381","979","861479","1034","823537","921","509214","3013","168236","2911","5695365","4001","214150","1137","224353","3956","244294","3774","149254","834","105969","531","275029","959","295977","951","309800","638","574017","1424","662749","1381","900291","994","909612","916","579257","4233","250613","4127",
"0400000US13","Georgia","5445155","4614","2695364","2682","133552","746","143941","2521","161290","2367","102349","497","70811","779","175995","1140","172893","571","171684","687","335500","662","371849","978","384722","652","291668","767","137394","1407","41716","1340","2749791","2624","126543","672","137854","2405","152666","2292","96292","494","66155","851","163320","1051","168302","576","171443","499","333216","642","364889","977","392042","645","327023","788","179122","2209","70924","2191",
"0400000US15","Hawaii","305224","935","165371","474","5854","93","6680","429","4776","427","2772","66","2870","83","13343","71","12058","89","12141","60","22913","136","19631","128","23909","121","24642","64","10689","350","3093","333","139853","553","5591","65","5734","399","5458","388","2614","45","1837","198","7365","207","9515","120","10536","70","18777","178","15128","230","20749","115","22129","79","10292","445","4128","437",
"0400000US16","Idaho","1484468","2456","744877","1428","41190","380","47756","1505","50455","1433","31091","333","21941","387","48477","470","46627","352","46048","233","96371","377","87506","435","95677","301","82116","376","38565","776","11057","757","739591","1357","38634","316","45030","1192","47886","1144","29551","259","25755","386","43176","549","44411","248","45727","273","92738","583","83253","514","97746","311","84917","386","43348","878","17419","845",
"0400000US17","Illinois","7601615","3609","3770342","1692","183244","463","194254","2428","209603","2599","133146","286","89593","355","227541","444","238072","377","247167","518","486291","556","496954","460","572895","493","425699","449","193154","1526","72729","1529","3831273","2160","172677","529","187885","1991","194564","1972","125149","363","83138","337","215171","493","227677","441","238198","426","467978","589","481765","548","578119","506","462961","511","257776","1847","138215","1797",
"0400000US18","Indiana","5238582","2263","2597672","1316","142581","419","153622","2226","160462","2148","101095","257","71636","588","176405","750","167414","355","163407","311","322981","440","335003","455","367359","582","274043","385","121101","1271","40563","1229","2640910","1593","134301","384","142836","1956","153466","1822","94964","303","66845","545","169219","583","161821","298","160783","280","316379","498","326553","446","373946","449","299927","573","161824","1917","78046","1855",
"0400000US19","Iowa","2672930","1677","1330669","1120","71369","257","78514","1527","81472","1505","50481","221","37836","258","93362","457","80935","298","78913","164","166640","301","160741","258","189379","227","147827","279","67345","954","25855","945","1342261","873","68328","160","73716","1429","77927","1416","48034","124","36375","261","88408","281","76142","201","76348","206","159271","271","155032","242","189864","328","155259","280","88773","1088","48784","1085",
"0400000US20","Kansas","2179129","1730","1086023","1030","59225","304","64820","1139","67703","1207","41775","229","30546","330","77474","394","67473","274","67638","220","137869","353","128290","266","151036","371","118516","260","53123","984","20535","986","1093106","998","56138","214","60537","1335","65579","1353","39133","231","28421","412","69996","436","62940","230","65123","205","133261","332","124680","338","155075","254","126043","427","68161","1286","38019","1300",
