"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0100000US","United States","197100373","9392","97190313","5088","5032928","1698","5138380","11117","5485453","11358","3415684","1246","2347496","2011","6108375","2356","6456498","1896","6241650","1548","11722833","1972","13276047","1618","14389013","1154","10616107","901","5164971","7815","1794878","7857","99910060","5565","4772910","1662","4911061","11488","5182834","11688","3235950","1241","2234567","2414","5763799","2689","6216323","1403","6104488","1163","11569891","1623","13356547","1374","15076824","1203","11724611","1008","6499919","7856","3260336","7939",
"0400000US01","Alabama","3194929","1002","1561657","614","84880","149","87075","1497","94166","1482","59077","163","38237","265","100173","367","101486","259","93542","195","187412","262","215729","301","223214","95","169538","160","83731","884","23397","880","1633272","676","80906","303","82661","1412","89516","1423","56324","155","38517","521","94583","547","101883","195","95146","194","190431","160","218795","147","236227","109","192526","188","111563","1098","44194","1126",
"0400000US02","Alaska","446897","670","237476","374","13406","52","12715","561","12988","570","7562","122","4806","107","16933","135","19007","89","18548","156","31316","180","32146","212","36211","219","22433","96","7418","257","1987","254","209421","539","12783","73","13073","482","10715","454","6993","70","3647","89","12033","140","16069","219","16386","192","27363","150","28090","121","32329","98","19548","130","7321","275","3071","281",
"0400000US04","Arizona","3857007","1297","1906731","720","84710","205","87509","1415","96638","1386","58562","148","41119","174","107958","189","119528","174","114645","227","219471","220","246737","125","279159","195","259566","150","147803","1538","43326","1525","1950276","732","80667","177","85654","1597","90376","1618","55657","130","39430","565","98388","512","112026","203","108558","69","211925","224","246117","294","305840","149","289061","129","161665","1544","64912","1540",
"0400000US05","Arkansas","2172453","725","1066919","459","60457","204","62794","1278","65136","1270","40247","150","26223","271","68683","275","69204","137","65836","165","130181","175","140251","143","145816","172","114896","64","59811","733","17384","729","1105534","503","57011","239","59890","1247","61195","1232","38110","148","24446","292","66078","341","69088","146","65910","147","129308","219","142058","114","155383","92","129899","60","74672","907","32486","907",
"0400000US06","California","14605312","3168","7303311","1688","328888","578","315450","2991","338732","2953","210190","368","147585","307","419513","467","518632","485","510552","571","903290","615","1027453","519","1152741","358","851715","281","416307","2395","162263","2423","7302001","1923","312543","419","300282","3370","319455","3347","198863","287","137561","417","376450","768","476082","407","469780","458","838140","464","992076","402","1164490","426","928971","254","510575","2826","276733","2836",
"0400000US08","Colorado","3818321","1022","1915854","635","95678","175","100489","1274","104717","1272","62720","170","44622","323","121076","390","148853","166","149158","230","261637","258","258305","321","272000","134","191337","107","78931","841","26331","830","1902467","720","91539","176","95007","1488","98610","1462","59231","177","40524","358","108347","450","137172","184","137657","238","247011","169","254037","175","284718","132","205757","118","96991","970","45866","958",
"0400000US09","Connecticut","2392013","1198","1165962","605","49378","197","54087","1282","64204","1226","43124","121","32167","116","75939","151","64737","126","64670","131","125606","205","175286","135","194961","167","130856","57","63647","822","27300","826","1226051","728","46705","129","50905","1046","60933","1096","40631","110","31338","121","71232","155","59875","150","64248","129","128320","238","182832","227","204455","103","146835","75","84348","1138","53394","1136",
"0400000US10","Delaware","596497","515","288632","315","13448","156","13480","640","14801","635","9302","28","6751","40","15942","53","19450","38","17610","66","30821","38","38832","35","45396","12","38431","61","18323","424","6045","427","307865","261","13047","63","12296","583","14875","576","8846","17","6894","78","15379","45","19027","82","17575","28","32285","32","40854","75","50594","92","43531","58","23012","582","9650","580",
