"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 5 years","Margin of Error!!Total!!Male!!Under 5 years","Estimate!!Total!!Male!!5 to 9 years","Margin of Error!!Total!!Male!!5 to 9 years","Estimate!!Total!!Male!!10 to 14 years","Margin of Error!!Total!!Male!!10 to 14 years","Estimate!!Total!!Male!!15 to 17 years","Margin of Error!!Total!!Male!!15 to 17 years","Estimate!!Total!!Male!!18 and 19 years","Margin of Error!!Total!!Male!!18 and 19 years","Estimate!!Total!!Male!!20 to 24 years","Margin of Error!!Total!!Male!!20 to 24 years","Estimate!!Total!!Male!!25 to 29 years","Margin of Error!!Total!!Male!!25 to 29 years","Estimate!!Total!!Male!!30 to 34 years","Margin of Error!!Total!!Male!!30 to 34 years","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!75 to 84 years","Margin of Error!!Total!!Male!!75 to 84 years","Estimate!!Total!!Male!!85 years and over","Margin of Error!!Total!!Male!!85 years and over","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 5 years","Margin of Error!!Total!!Female!!Under 5 years","Estimate!!Total!!Female!!5 to 9 years","Margin of Error!!Total!!Female!!5 to 9 years","Estimate!!Total!!Female!!10 to 14 years","Margin of Error!!Total!!Female!!10 to 14 years","Estimate!!Total!!Female!!15 to 17 years","Margin of Error!!Total!!Female!!15 to 17 years","Estimate!!Total!!Female!!18 and 19 years","Margin of Error!!Total!!Female!!18 and 19 years","Estimate!!Total!!Female!!20 to 24 years","Margin of Error!!Total!!Female!!20 to 24 years","Estimate!!Total!!Female!!25 to 29 years","Margin of Error!!Total!!Female!!25 to 29 years","Estimate!!Total!!Female!!30 to 34 years","Margin of Error!!Total!!Female!!30 to 34 years","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!75 to 84 years","Margin of Error!!Total!!Female!!75 to 84 years","Estimate!!Total!!Female!!85 years and over","Margin of Error!!Total!!Female!!85 years and over",
"0100000US","United States","197277789","8839","97231587","4980","5057269","1468","5275864","11724","5556640","11704","3481816","1142","2390169","1827","6315461","1781","6377575","1656","6200176","1458","11797570","1902","13933448","1546","14253328","1171","9992078","931","4855777","7387","1744416","7285","100046202","5836","4798216","1736","5025506","10904","5262324","11031","3298238","1069","2270083","2524","5976453","2582","6178577","1486","6078627","1445","11648207","1589","14059237","1411","14938277","1123","11033336","806","6199729","9506","3279392","9552",
"0400000US01","Alabama","3198079","826","1564218","401","84740","191","89145","1779","95537","1783","59916","102","38355","239","104221","239","99075","194","93751","153","192191","172","223359","192","220295","134","162569","200","78555","897","22509","886","1633861","588","80564","228","84985","1748","90930","1784","57311","147","38765","568","98938","541","99649","97","94827","161","194258","184","225539","210","233384","64","184661","165","106252","1121","43798","1130",
"0400000US02","Alaska","454498","386","241582","295","13817","52","12572","514","13633","516","7821","106","4927","80","18393","130","19846","123","18914","120","31322","132","34724","173","36942","206","20477","80","6506","231","1688","221","212916","313","13153","52","12657","437","11825","441","7321","66","4012","102","13287","162","16711","143","16347","125","27491","120","30498","88","32697","115","17595","91","6281","298","3041","297",
"0400000US04","Arizona","3786418","1010","1872205","556","86223","164","90072","1515","95948","1535","59179","83","40745","160","109641","144","116348","186","113804","139","218741","158","252112","131","272280","99","243603","112","132998","1025","40511","1019","1914213","611","81946","152","87128","1357","90324","1350","56150","90","38643","601","101356","561","109121","169","107928","84","210762","157","253425","190","299530","137","268818","112","145550","1399","63532","1389",
"0400000US05","Arkansas","2174326","629","1068133","373","61079","201","64239","1385","65497","1396","40676","162","26696","255","70648","274","67891","120","66556","152","130918","149","145507","133","144035","125","111344","69","56304","659","16743","657","1106193","471","57552","185","61634","1460","61126","1478","38509","174","25387","269","68179","269","67885","109","65913","180","130222","248","147101","89","153971","35","125384","53","71147","1006","32183","991",
"0400000US06","California","14777594","3202","7380354","1769","328640","553","327424","2951","343104","2940","219241","342","154312","300","451123","434","520328","491","504113","356","906899","508","1100612","473","1160242","355","808567","341","396269","2010","159480","2021","7397240","1930","312272","518","308669","2406","326594","2298","207559","311","142691","264","406233","685","480632","458","464915","473","847062","480","1068396","505","1177881","397","882429","297","488755","2623","283152","2613",
"0400000US08","Colorado","3731976","1143","1869093","652","96304","190","100569","1556","105546","1566","61996","159","44780","312","122424","347","141132","168","140708","257","253498","279","262829","328","268408","134","173593","101","73152","848","24154","838","1862883","716","91337","236","95536","1390","98617","1401","58362","184","40842","366","110077","358","131488","147","132198","151","240103","185","262914","209","279969","151","186357","129","89890","1093","45193","1105",
"0400000US09","Connecticut","2446049","1131","1191637","651","50604","149","57626","1442","68772","1471","45329","135","33553","103","76619","131","66009","153","64521","159","131685","164","190410","208","193535","164","124938","49","60920","710","27116","712","1254412","626","47606","188","54045","1167","65546","1130","42892","83","32546","119","71265","132","61881","154","64520","160","135215","216","198584","209","202987","149","140377","80","82183","1248","54765","1251",
"0400000US10","Delaware","594911","348","288092","218","13801","45","13939","634","15089","641","9548","21","6972","29","17282","21","19376","170","17070","57","31299","53","41303","38","44218","32","35561","50","16984","401","5650","393","306819","233","13224","48","13346","581","14423","576","9112","17","7156","35","16902","34","19168","87","17166","27","32734","58","43376","19","49099","87","40235","50","21140","489","9738","486",
