"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M",
"0400000US11","District of Columbia","230489","277","114768","165","5089","49","3058","211","2126","211","987","36","3896","30","10487","60","18280","50","16786","40","19347","100","13131","45","10426","34","6964","6","2910","176","1281","170","115721","201","4902","62","2985","234","2000","227","1027","28","4689","18","13076","64","21130","78","16751","37","16571","60","9974","41","9976","20","7333","6","3332","236","1975","234",
"0400000US12","Florida","11013749","2643","5399928","1433","230039","468","246157","2712","264788","2738","168719","252","111870","455","313779","544","312070","388","289882","304","600330","375","788868","403","808574","352","700087","204","413828","2313","150937","2289","5613821","1675","219338","366","234079","2995","250515","2997","158733","234","104542","691","299138","652","300112","417","283047","354","588427","435","796753","496","880518","300","773563","452","478194","2719","246862","2761",
"0400000US13","Georgia","5460401","1602","2689569","992","147402","349","164152","2299","168977","2238","103041","336","71489","624","179694","753","173789","527","166184","370","356738","347","409172","246","362392","219","245499","155","110293","1044","30747","1035","2770832","1111","140659","291","154264","2239","161655","2222","97517","342","67119","689","169823","735","169735","337","167914","148","357587","315","411732","312","386533","211","274322","66","148023","1449","63949","1425",
"0400000US15","Hawaii","321832","231","177188","166","7464","22","5980","373","5615","374","2853","37","3204","90","16708","97","17646","33","14447","78","23172","93","23483","30","27740","23","19114","29","6485","301","3277","301","144644","152","6921","47","5636","298","5146","285","2771","26","2424","89","9355","93","11949","28","10990","27","16796","36","19516","43","25136","19","16641","37","7710","318","3653","309",
"0400000US16","Idaho","1342562","453","669540","329","43648","30","47544","1070","47957","1085","28486","132","17255","318","44764","320","42208","119","43295","133","82011","139","86621","60","87611","106","60118","50","28741","585","9281","594","673022","256","41721","61","44340","1173","45814","1171","26301","130","17006","228","42515","190","42081","133","42874","193","80291","211","87893","161","90872","51","62047","101","33785","752","15482","741",
"0400000US17","Illinois","8041878","1771","3943169","1328","207649","253","219783","2110","232988","2094","147714","159","98237","369","253487","452","261268","305","260507","304","499481","386","605841","496","569290","214","342384","129","176847","1171","67693","1174","4098709","820","197841","171","206407","1992","223210","1935","140027","126","92639","313","245384","409","258515","256","257711","165","494243","214","615875","172","592664","223","388014","160","245327","1748","140852","1753",
"0400000US18","Indiana","5288121","1149","2599237","627","153481","170","162875","1886","169826","1859","105820","123","72412","123","183957","184","162463","104","162850","128","328105","188","381102","119","355838","126","217243","33","106743","859","36522","854","2688884","668","145269","267","153866","1981","161536","1990","100807","124","68661","139","181248","169","162072","98","162357","106","326768","157","386108","144","371010","57","245431","67","146161","1705","77590","1705",
"0400000US19","Iowa","2703612","476","1333170","330","78462","59","82765","1364","83978","1347","51978","59","38316","101","94818","146","81526","171","84865","54","157543","93","188536","73","188249","35","114268","23","63445","632","24421","628","1370442","283","74841","55","78875","1147","79507","1137","49071","59","37190","161","91556","171","79138","51","82634","30","155133","117","189975","77","190498","21","125588","37","85315","797","51121","798",
"0400000US20","Kansas","2228789","395","1100963","287","67611","132","69330","1221","70545","1230","43168","137","29883","254","80938","281","71701","147","71909","69","129934","112","152682","104","152064","56","92019","86","49628","644","19551","639","1127826","274","64370","90","65550","1182","66931","1177","40853","166","28578","396","73587","412","69120","174","70195","83","128992","97","156585","104","157447","65","101037","44","66938","938","37643","938",
"0400000US21","Kentucky","3762154","913","1843825","552","110914","146","112491","1407","120333","1412","72535","154","47676","313","128807","413","117068","189","118270","171","239558","225","268968","153","249797","69","160429","45","74283","771","22696","769","1918329","561","104927","226","109315","1571","111534","1568","68754","151","45588","386","125231","403","116738","97","119521","94","241678","156","278057","100","266543","78","181083","42","101111","977","48249","979",
"0400000US22","Louisiana","2751183","818","1354387","563","79376","269","81359","1659","84336","1643","50794","118","31715","240","92922","293","94902","152","92926","135","168873","152","194883","80","186554","135","118843","75","58223","778","18681","783","1396796","409","75745","138","79909","1550","77965","1546","48138","86","29825","215","92088","228","94333","140","91176","128","167487","146","198295","113","193937","135","133111","92","79069","821","35718","829",
"0400000US23","Maine","1247808","302","609952","170","29675","33","33642","854","34515","864","22692","3","16048","3","36504","15","35003","89","33966","22","73037","43","96205","31","95847","61","62266","17","30366","469","10186","470","637856","189","28080","22","31010","789","33062","799","21326","33","14978","54","35326","56","35253","16","34856","22","75657","28","100336","34","101799","40","66929","14","39451","566","19793","565",
"0400000US24","Maryland","3144084","1117","1539633","651","78439","155","83533","1522","88947","1501","57185","111","39930","101","97885","127","102217","128","94584","155","183022","216","245372","143","228819","108","142414","205","69376","808","27910","812","1604451","627","74643","130","80167","1410","84046","1334","53957","74","37740","168","93478","132","99599","114","94497","139","188147","194","253593","131","238537","157","158260","142","93776","1085","54011","1086",
"0400000US25","Massachusetts","4982325","2412","2410310","1320","113014","353","123215","1591","138590","1617","88777","216","70502","208","162661","396","160168","410","146526","342","295515","390","387295","343","353288","236","215775","146","109595","1083","45389","1122","2572015","1374","107664","374","118418","1806","130909","1816","84520","169","71573","224","162714","342","161237","336","148431","315","305053","457","403500","364","378993","242","248638","159","153300","1525","97065","1511",
"0400000US26","Michigan","7513622","1156","3706287","695","193239","206","212943","1621","228862","1641","148085","122","100770","82","255651","118","222279","230","217553","138","447475","202","567987","145","546744","128","337178","96","167820","1157","59701","1155","3807335","637","183667","194","200690","1977","218593","1946","139711","119","94716","114","246519","148","214574","144","214820","136","443981","143","573252","128","566860","137","369212","95","222371","1840","118369","1826",
"0400000US27","Minnesota","4427809","872","2191322","552","123318","134","129373","1217","133109","1203","82826","125","56095","181","137571","195","141855","199","147484","149","270160","163","336920","136","315700","88","184530","58","95686","868","36695","864","2236487","453","117582","128","123616","1502","126737","1484","78761","135","54844","63","134136","105","137675","70","143265","88","264735","125","338898","115","320183","111","200042","64","125158","1305","70855","1308",
"0400000US28","Mississippi","1714674","336","842893","414","49448","229","52009","1101","53368","1107","32082","288","22157","417","58888","460","50887","299","51910","376","105216","377","119379","225","114199","88","81629","112","40385","600","11336","593","871781","415","46606","265","48475","1334","51495","1311","30452","271","22368","576","54086","652","51185","258","51416","226","104075","175","120451","170","120591","72","91247","53","55267","909","24067","908",
"0400000US29","Missouri","4849886","1111","2382916","607","138979","198","147330","1803","149275","1778","92924","89","61976","123","162482","143","155931","135","155630","141","291166","178","346348","140","324837","139","210617","74","107946","896","37475","896","2466970","664","131634","168","140472","1683","141430","1710","88134","108","58945","235","159867","288","154719","137","153823","125","289483","144","351342","126","343657","81","236133","58","143752","1374","73579","1374",
"0400000US30","Montana","882585","155","443665","209","24074","149","26164","775","24740","769","16034","77","11708","184","31495","209","27176","150","28154","67","51268","43","60444","25","68384","8","45058","9","21793","403","7173","402","438920","187","23554","152","24902","691","23227","697","14922","106","10299","184","28568","195","25962","81","26532","113","48994","97","60970","80","68954","26","44141","11","24869","584","13026","579",
"0400000US31","Nebraska","1509631","408","746074","227","45825","71","47673","1001","46991","1005","28403","57","20240","150","52678","180","49061","87","49870","55","89467","71","104022","61","102878","32","61706","14","34348","462","12912","461","763557","251","43496","79","44337","900","45558","890","26903","67","20226","292","50370","295","47118","34","48724","30","87636","50","104757","82","105733","27","67182","25","45494","638","26023","630",
"0400000US32","Nevada","1455277","675","741056","418","33788","46","37121","1299","34897","1279","22499","92","13132","85","39891","172","48255","200","48553","95","96890","150","114251","109","114581","58","86792","91","39578","637","10828","636","714221","418","31920","170","34191","932","33934","934","21477","78","11626","133","38518","160","45607","101","45203","61","87872","106","105329","90","113311","80","85871","61","41407","721","17955","719",
"0400000US33","New Hampshire","1210369","554","596296","395","28237","141","32578","858","35706","880","23860","54","17268","16","39619","66","34856","97","32961","122","71941","256","99451","47","91568","33","54353","40","25024","458","8874","455","614073","244","27103","69","30821","835","34255","829","22410","13","17737","254","37815","248","33320","41","33071","68","73993","75","102034","69","93821","55","57957","28","33022","621","16714","623",
"0400000US34","New Jersey","5093430","1856","2480160","1242","120874","217","135958","1634","154264","1646","98160","148","60268","168","142489","364","140992","373","135808","343","298593","347","409607","257","375955","215","231355","123","123330","1099","52507","1103","2613270","926","114768","231","131290","1760","143808","1737","92807","164","55096","157","135479","184","135341","204","135355","246","304259","363","421432","314","395192","172","267096","110","172253","1608","109094","1591",
"0400000US35","New Mexico","817048","880","404053","605","17699","221","17991","660","18907","685","11672","226","8231","277","25209","251","24664","226","24255","188","44171","217","57414","191","69025","277","51061","66","25739","463","8015","469","412995","607","16594","229","16913","689","17891","682","11484","296","7609","259","21028","289","22434","203","22258","168","43137","164","59791","141","75418","130","54611","102","29342","719","14485","730",
"0400000US36","New York","11170518","2241","5457644","1306","279894","258","291290","2369","308449","2358","197395","163","145768","391","360840","499","373191","310","346021","270","667838","319","833668","343","787503","322","491850","229","266193","1752","107744","1769","5712874","1361","265759","344","277192","2534","291417","2550","186470","248","140531","360","356371","468","375301","317","345202","265","665157","424","843704","326","823265","288","562091","248","357429","2334","222985","2306",
"0400000US37","North Carolina","6324373","1757","3089239","921","159594","316","172379","2187","186562","2184","111353","221","79738","299","215381","387","192417","333","185127","203","403578","244","462271","210","428805","143","303762","95","145538","1109","42734","1107","3235134","1073","152270","215","165605","2162","174518","2264","105822","185","75313","323","197335","454","194385","253","190368","261","410440","325","475791","220","465579","173","343404","67","194697","1391","89607","1388",
"0400000US38","North Dakota","628158","137","319763","97","19425","49","19249","636","16792","631","10795","37","9943","119","30544","161","24605","98","22421","118","36352","14","42163","18","43409","23","24435","22","13954","367","5676","366","308395","90","18738","26","17560","533","16623","535","10363","29","8880","115","26004","109","20736","33","19626","30","32995","42","40615","13","41244","20","25210","21","18364","485","11437","484",
"0400000US39","Ohio","9291303","1133","4553233","758","253029","217","274654","2157","288260","2143","181800","168","121820","111","299722","177","287213","250","280065","223","565702","171","677697","181","651711","276","396090","201","201858","1269","73612","1286","4738070","679","239560","216","256501","2462","277243","2420","173077","93","115805","107","293758","104","282028","165","278804","207","568061","185","692523","149","683333","145","449820","66","276887","1899","150670","1886",
"0400000US40","Oklahoma","2591292","601","1274629","328","72198","76","73859","1081","74932","1081","45712","74","31436","193","88159","205","84697","84","84438","85","156756","162","179838","104","177880","93","121097","63","63486","722","20141","715","1316663","378","68523","77","69009","1163","71644","1195","42867","82","28677","203","84744","208","83637","71","82873","123","155540","73","183312","74","188670","92","136159","57","83331","919","37677","917",
"0400000US41","Oregon","3043010","1114","1495658","594","75676","191","78930","1368","80505","1385","51380","130","34004","159","93828","188","97604","91","100765","149","193384","175","208909","183","228413","148","153469","107","71387","829","27404","830","1547352","607","71600","79","75119","1257","76353","1266","48693","119","32213","181","93027","241","96994","73","100947","80","189110","180","214235","163","244377","100","166303","95","88269","1271","50112","1276",
"0400000US42","Pennsylvania","9979754","1368","4873686","928","242608","193","263644","2738","278416","2833","180355","131","132999","228","315939","260","308827","221","289699","249","584053","355","746147","250","730799","139","455708","131","247680","1486","96812","1492","5106068","755","230882","181","251152","2130","264194","2142","169833","172","130987","241","308747","252","299521","207","285001","121","583892","237","761492","187","760579","167","515536","114","344429","2126","199823","2130",
"0400000US44","Rhode Island","785245","872","377730","505","15996","206","18640","621","19565","637","13235","85","11776","74","27784","77","24055","105","22002","97","44984","137","60373","115","57685","91","35459","60","18222","441","7954","432","407515","491","15308","60","17393","648","19022","656","12506","101","12524","69","26973","124","23615","57","22249","79","46704","145","64344","150","62253","126","40562","94","25439","571","18623","574",
"0400000US45","South Carolina","3051116","718","1493816","470","79253","218","84162","1711","87473","1726","53831","173","39806","166","103483","253","93917","134","89248","154","186702","146","213831","111","208532","38","160956","61","72020","726","20602","732","1557300","459","75777","178","81240","1515","82768","1519","50191","167","36499","204","98139","199","94412","150","91178","106","188629","117","220904","96","228813","118","176423","33","91369","1159","40958","1157",
"0400000US46","South Dakota","701699","450","350944","325","22016","85","22123","548","21437","575","13155","83","9676","193","24216","264","22753","145","22891","162","40219","84","48360","153","50538","80","30313","40","16489","394","6758","396","350755","251","20780","112","21166","585","19790","583","12206","108","9273","241","22791","238","21305","84","21735","30","38582","114","47949","79","49647","29","30974","38","21606","551","12951","558",
"0400000US47","Tennessee","4856869","989","2369716","615","130190","170","139092","1959","148930","1967","90481","172","58364","213","159009","280","147838","254","147828","203","308596","231","348231","155","325918","139","228744","121","106612","875","29883","856","2487153","612","124328","213","134444","1760","139470","1766","85704","167","55173","240","157798","244","152245","159","151177","180","312962","165","360449","140","351880","102","253800","129","143802","1126","63921","1120",
"0400000US48","Texas","11635757","2285","5758681","1527","315527","480","333175","3000","333378","2998","207088","518","141338","942","373921","940","386337","541","380744","603","740970","696","855256","488","816165","287","530186","222","260297","1664","84299","1653","5877076","1428","299700","467","308846","3366","322699","3261","196393","457","127853","639","355266","700","379942","508","374695","316","729389","424","857949","431","850627","275","578813","280","335392","2271","159512","2212",
"0400000US49","Utah","2308090","853","1155542","559","97046","86","97801","1580","96639","1547","53603","74","32117","107","95005","209","83197","143","90444","120","148743","106","125674","78","115851","77","70873","19","36059","480","12490","481","1152548","381","91366","140","94307","1511","90104","1496","50644","62","32980","131","92895","156","83267","101","87918","86","143804","108","125710","82","119852","45","77010","43","44225","737","18466","738",
"0400000US50","Vermont","586547","181","288880","101","14297","17","15382","534","16700","534","10849","18","9857","42","21204","38","16412","4","16245","18","33622","8","44067","27","45204","27","27919","5","12539","266","4583","265","297667","127","13123","49","14590","500","15669","502","10227","39","9322","26","19835","28","16184","20","16630","32","34522","13","46137","28","46745","54","29513","2","16817","423","8353","423",
"0400000US51","Virginia","5237848","1272","2587000","891","139911","344","144649","2004","151505","2091","93709","263","69904","724","178733","1006","176845","762","168242","280","330423","456","392941","272","358376","118","235538","111","110330","930","35894","916","2650848","707","132953","346","138016","1799","142608","1787","88655","218","65074","621","168305","619","169972","392","164486","311","329933","312","399525","190","376804","125","258923","122","142042","1369","73552","1352",
"0400000US53","Washington","4943228","1236","2461880","660","128115","157","131692","1837","134597","1815","85798","96","55922","122","163470","190","171907","204","167314","119","317957","211","366514","145","363316","107","230436","108","104967","1071","39875","1071","2481348","729","121517","163","122828","1719","129636","1703","81280","137","52392","159","150733","289","161520","182","160395","90","307845","130","365763","172","378242","107","246680","63","130009","1258","72508","1246",
"0400000US54","West Virginia","1713434","1018","841572","1046","46495","121","48038","1061","49931","1061","30850","80","21428","191","55658","262","49231","208","50811","99","107044","551","119787","286","125377","283","84132","60","40672","548","12118","545","871862","269","44705","150","45955","1023","47047","1027","29274","93","19599","186","55307","204","48060","82","51109","32","107223","78","122748","68","131303","58","90833","29","53512","740","25187","734",
"0400000US55","Wisconsin","4729911","690","2344158","371","122642","79","133221","1667","140293","1641","87843","72","62764","50","154853","136","142758","76","146767","93","285675","115","365299","66","347025","43","207126","37","108218","904","39674","907","2385753","402","116494","167","128087","1653","131352","1657","83497","58","61348","54","150703","80","136643","83","142586","52","278687","214","365060","80","348547","54","222390","46","140665","988","79694","994",
"0400000US56","Wyoming","489665","167","248919","219","15120","105","14671","617","16371","619","9139","143","6327","160","18001","200","17232","133","17168","107","30277","112","33541","51","36985","18","21148","30","9815","329","3124","330","240746","193","14338","115","15384","610","13825","606","8447","145","5513","209","16416","213","16085","102","16105","3","27857","30","33031","14","35611","10","20971","32","11672","340","5491","341",
"0400000US72","Puerto Rico","24900","1406","12581","919","513","208","660","191","720","189","337","129","198","95","882","211","607","172","919","229","2058","321","1799","279","1586","286","1356","281","687","159","259","99","12319","842","525","195","471","161","532","173","406","163","203","91","769","260","1005","249","622","184","1722","262","2216","315","1821","340","1367","229","509","120","151","66",
"0500000US01001","Autauga County, Alabama","41848","100","20528","40","1206","27","1462","245","1468","249","946","27","521","27","1248","11","1190","27","1224","27","2891","27","3210","8","2393","27","1692","27","864","123","213","123","21320","68","1152","27","1428","202","1479","203","910","27","465","11","1238","27","1227","27","1205","48","2964","27","3192","10","2557","27","2049","27","1202","81","252","81",
"0500000US01003","Baldwin County, Alabama","162153","168","78918","32","4157","6","5060","398","4677","398","3071","5","1662","27","3997","27","4152","27","4461","27","9872","27","11266","31","11196","27","9269","27","4817","252","1261","252","83235","144","3993","27","4766","445","4646","441","2979","12","1535","27","4022","27","4310","2","4643","21","10291","33","11944","26","12595","27","10226","27","4911","301","2374","299",
"0500000US01005","Barbour County, Alabama","12454","137","6636","69","242","21","347","80","272","80","157","48","113","21","385","21","440","21","427","21","977","21","1033","22","972","21","804","21","381","33","86","33","5818","69","279","21","302","78","268","70","173","21","99","21","260","21","280","21","256","21","607","21","809","33","962","21","862","21","475","58","186","57",
"0500000US01007","Bibb County, Alabama","16840","21","8532","130","349","130","621","100","508","100","346","21","185","21","494","21","534","21","586","21","1232","21","1370","21","1108","21","784","21","345","53","70","53","8308","130","550","130","380","108","555","108","307","21","241","127","405","127","480","21","465","21","1447","93","832","93","1104","21","877","21","532","65","133","65",
"0500000US01009","Blount County, Alabama","50700","56","24807","3","1384","27","1233","197","1899","197","1115","27","597","27","1418","27","1358","27","1426","3","3254","27","3698","27","3378","27","2532","27","1236","97","279","97","25893","56","1335","6","1801","176","1343","176","972","27","480","27","1416","27","1453","27","1471","3","3309","56","3639","27","3621","27","2930","27","1580","151","543","151",
"0500000US01011","Bullock County, Alabama","2372","18","1400","116","54","56","62","53","31","33","42","42","20","43","46","61","12","21","88","51","296","140","231","91","244","18","162","18","94","21","18","21","972","116","21","35","22","30","76","79","9","20","25","41","73","94","61","65","56","58","141","28","34","28","157","18","197","49","66","45","34","30",
"0500000US01013","Butler County, Alabama","10856","33","5184","16","310","21","353","73","258","72","185","21","102","21","250","21","255","21","295","21","597","21","713","21","859","21","613","21","276","35","118","35","5672","18","268","21","269","50","302","50","171","21","81","21","266","21","289","21","297","21","615","21","770","21","894","21","668","21","569","61","213","61",
"0500000US01015","Calhoun County, Alabama","85184","83","41358","20","2200","16","2559","235","2471","235","1622","2","975","27","2795","27","2635","13","2498","27","5165","27","5976","27","5935","27","4070","27","1944","115","513","115","43826","79","2008","21","2245","239","2420","239","1549","2","913","27","2890","27","2622","75","2545","27","5265","27","6113","27","6447","27","4728","27","2969","168","1112","168",
"0500000US01017","Chambers County, Alabama","19522","24","9450","24","482","24","576","110","453","110","351","24","198","24","556","24","510","24","479","24","1162","24","1371","24","1424","24","1159","24","610","61","119","61","10072","24","500","24","516","117","445","117","328","24","174","24","512","24","526","24","497","24","1139","24","1451","24","1537","24","1286","24","777","95","384","95",
"0500000US01019","Cherokee County, Alabama","23854","21","11830","21","593","21","613","154","746","154","458","21","247","21","669","21","531","21","588","21","1468","21","1807","21","1834","21","1483","21","681","59","112","59","12024","21","522","21","692","116","654","116","432","21","210","21","624","21","581","21","599","21","1453","21","1724","21","1862","21","1596","21","899","75","176","75",
"0500000US01021","Chilton County, Alabama","35289","112","17158","44","981","24","994","179","1201","170","696","24","377","24","1051","24","993","24","1028","24","2300","24","2533","24","2384","24","1654","24","780","78","186","78","18131","68","996","24","857","195","1351","206","672","24","355","24","1058","24","1079","24","1099","24","2294","21","2543","24","2551","24","1859","24","984","112","433","112",
"0500000US01023","Choctaw County, Alabama","7487","5","3663","5","177","18","230","57","247","57","147","18","74","18","172","5","156","18","184","18","456","18","525","18","507","18","485","18","219","44","84","44","3824","18","157","18","132","41","260","41","147","18","49","35","198","35","163","18","207","18","454","18","550","18","541","18","506","18","296","57","164","57",
"0500000US01025","Clarke County, Alabama","13376","21","6477","21","300","21","263","85","495","85","258","21","104","57","399","57","307","21","339","21","746","21","983","21","934","21","809","21","468","40","72","40","6899","21","303","21","355","119","442","119","268","21","132","21","346","21","313","21","368","21","799","21","962","21","985","21","877","21","518","71","231","71",
"0500000US01027","Clay County, Alabama","10821","8","5303","18","268","18","214","101","430","101","233","18","143","79","251","79","256","18","121","66","800","66","810","18","774","18","571","18","365","42","67","42","5518","8","225","18","288","74","290","74","213","18","106","18","302","18","289","18","289","18","655","8","824","18","791","18","659","18","433","48","154","48",
