"GEO_ID","NAME","B01001H_001E","B01001H_001M","B01001H_002E","B01001H_002M","B01001H_003E","B01001H_003M","B01001H_004E","B01001H_004M","B01001H_005E","B01001H_005M","B01001H_006E","B01001H_006M","B01001H_007E","B01001H_007M","B01001H_008E","B01001H_008M","B01001H_009E","B01001H_009M","B01001H_010E","B01001H_010M","B01001H_011E","B01001H_011M","B01001H_012E","B01001H_012M","B01001H_013E","B01001H_013M","B01001H_014E","B01001H_014M","B01001H_015E","B01001H_015M","B01001H_016E","B01001H_016M","B01001H_017E","B01001H_017M","B01001H_018E","B01001H_018M","B01001H_019E","B01001H_019M","B01001H_020E","B01001H_020M","B01001H_021E","B01001H_021M","B01001H_022E","B01001H_022M","B01001H_023E","B01001H_023M","B01001H_024E","B01001H_024M","B01001H_025E","B01001H_025M","B01001H_026E","B01001H_026M","B01001H_027E","B01001H_027M","B01001H_028E","B01001H_028M","B01001H_029E","B01001H_029M","B01001H_030E","B01001H_030M","B01001H_031E","B01001H_031M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 5 years","Margin of Error!!Total!!Male!!Under 5 years","Estimate!!Total!!Male!!5 to 9 years","Margin of Error!!Total!!Male!!5 to 9 years","Estimate!!Total!!Male!!10 to 14 years","Margin of Error!!Total!!Male!!10 to 14 years","Estimate!!Total!!Male!!15 to 17 years","Margin of Error!!Total!!Male!!15 to 17 years","Estimate!!Total!!Male!!18 and 19 years","Margin of Error!!Total!!Male!!18 and 19 years","Estimate!!Total!!Male!!20 to 24 years","Margin of Error!!Total!!Male!!20 to 24 years","Estimate!!Total!!Male!!25 to 29 years","Margin of Error!!Total!!Male!!25 to 29 years","Estimate!!Total!!Male!!30 to 34 years","Margin of Error!!Total!!Male!!30 to 34 years","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!75 to 84 years","Margin of Error!!Total!!Male!!75 to 84 years","Estimate!!Total!!Male!!85 years and over","Margin of Error!!Total!!Male!!85 years and over","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 5 years","Margin of Error!!Total!!Female!!Under 5 years","Estimate!!Total!!Female!!5 to 9 years","Margin of Error!!Total!!Female!!5 to 9 years","Estimate!!Total!!Female!!10 to 14 years","Margin of Error!!Total!!Female!!10 to 14 years","Estimate!!Total!!Female!!15 to 17 years","Margin of Error!!Total!!Female!!15 to 17 years","Estimate!!Total!!Female!!18 and 19 years","Margin of Error!!Total!!Female!!18 and 19 years","Estimate!!Total!!Female!!20 to 24 years","Margin of Error!!Total!!Female!!20 to 24 years","Estimate!!Total!!Female!!25 to 29 years","Margin of Error!!Total!!Female!!25 to 29 years","Estimate!!Total!!Female!!30 to 34 years","Margin of Error!!Total!!Female!!30 to 34 years","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!75 to 84 years","Margin of Error!!Total!!Female!!75 to 84 years","Estimate!!Total!!Female!!85 years and over","Margin of Error!!Total!!Female!!85 years and over",
"0100000US","United States","197050418","8505","96944191","4617","5183752","1514","5508937","11682","5786528","11538","3646683","1308","2559355","2091","6396192","2557","6200831","1573","5941658","1245","12412541","1944","15093244","1541","13613095","1101","8448143","678","4571704","5721","1581528","5668","100106227","5146","4925464","1421","5239457","11547","5468974","11653","3440488","1174","2434235","2072","6166755","2732","6075278","1584","5836430","1266","12294121","1424","15303324","1574","14249938","929","9403803","789","6086778","9371","3181182","9330",
"0400000US01","Alabama","3205483","720","1567851","416","87623","141","94549","1333","98140","1347","61366","130","41446","187","104015","667","95790","610","93559","204","204438","266","236628","141","214287","49","143133","85","73201","743","19676","733","1637632","494","83529","155","88069","1930","94943","1893","57753","137","39670","267","104146","327","95751","247","94034","127","205081","159","240189","134","227145","109","163862","93","101313","1075","42147","1070",
"0400000US02","Alaska","457176","256","241867","189","14262","70","13160","569","14210","558","8763","113","5919","66","18641","141","19153","139","17013","94","32031","162","40173","41","36246","84","15470","85","5531","205","1295","223","215309","194","13265","76","12438","621","13206","625","8224","78","4783","79","14535","79","16544","81","15120","109","28895","83","35714","77","30922","52","13226","97","5928","254","2509","228",
"0400000US04","Arizona","3716047","1152","1836516","633","90479","158","94040","1922","98347","1862","60906","87","42486","123","113053","235","114567","200","109963","135","228257","266","266287","207","263588","87","205513","57","114175","1093","34855","1101","1879531","733","86269","234","90588","1978","92892","1979","57096","112","39263","200","106671","221","108627","224","105103","172","218346","175","272264","212","289422","169","223728","90","130529","1354","58733","1364",
"0400000US05","Arkansas","2176057","702","1068483","383","62925","231","66462","1249","66676","1260","41058","172","28153","355","70997","396","66569","307","65977","119","134965","156","154962","105","141673","33","100770","32","51966","622","15330","622","1107574","486","59422","148","62730","1260","63296","1285","38852","182","26692","244","70612","248","66244","149","64696","93","134239","170","157115","108","151285","174","112604","58","69402","904","30385","910",
"0400000US06","California","14937880","2896","7442055","1593","328963","398","344990","3416","367020","3471","244914","276","175304","327","486422","507","499642","460","468021","441","961945","496","1224863","546","1127471","378","683178","289","376917","1897","152405","1846","7495825","1753","313004","400","324442","3164","349112","3203","230205","355","159904","350","446507","488","463821","465","434436","415","910005","468","1194131","549","1153475","333","749618","305","484795","2902","282370","2865",
"0400000US08","Colorado","3567335","1257","1781117","870","97340","187","102186","1640","102733","1664","62837","181","46372","377","120880","446","129493","262","124517","289","247841","413","275727","284","250151","173","134897","131","64958","712","21185","711","1786218","768","91330","268","98126","1147","95171","1128","58598","210","41963","318","111402","345","122406","211","118797","150","236697","202","281232","179","258262","143","146242","117","83216","1071","42776","1067",
"0400000US09","Connecticut","2526401","1229","1228252","681","55150","190","66571","1274","76751","1272","49595","96","34075","144","73132","146","67438","191","62707","194","153768","242","213776","193","182717","81","106325","58","60835","735","25412","730","1298149","665","52469","166","64042","1137","71621","1171","46930","92","32803","101","68591","111","65050","194","63183","180","159570","188","221655","183","192339","179","120656","62","84088","1199","55152","1190",
"0400000US10","Delaware","588561","438","285118","314","14220","31","15357","599","15323","594","10195","38","7795","27","18985","27","17245","255","15915","63","34234","40","44987","64","41445","34","29147","73","15193","334","5077","336","303443","195","13551","16","14573","565","14554","565","9769","19","7988","12","19218","26","17148","48","16401","24","35295","119","47163","53","45703","58","33026","90","19604","510","9450","510",
"0400000US11","District of Columbia","217331","250","107842","154","4618","54","2787","205","1719","205","927","41","4208","515","10899","520","17509","41","14554","42","17711","107","12188","42","10267","39","6394","16","2898","191","1163","191","109489","160","4348","59","2546","191","1731","205","911","29","5275","630","13954","631","20349","37","14414","24","14744","47","9356","65","10185","41","6503","9","2999","259","2174","256",
