"GEO_ID","NAME","B01001I_001E","B01001I_001M","B01001I_002E","B01001I_002M","B01001I_003E","B01001I_003M","B01001I_004E","B01001I_004M","B01001I_005E","B01001I_005M","B01001I_006E","B01001I_006M","B01001I_007E","B01001I_007M","B01001I_008E","B01001I_008M","B01001I_009E","B01001I_009M","B01001I_010E","B01001I_010M","B01001I_011E","B01001I_011M","B01001I_012E","B01001I_012M","B01001I_013E","B01001I_013M","B01001I_014E","B01001I_014M","B01001I_015E","B01001I_015M","B01001I_016E","B01001I_016M","B01001I_017E","B01001I_017M","B01001I_018E","B01001I_018M","B01001I_019E","B01001I_019M","B01001I_020E","B01001I_020M","B01001I_021E","B01001I_021M","B01001I_022E","B01001I_022M","B01001I_023E","B01001I_023M","B01001I_024E","B01001I_024M","B01001I_025E","B01001I_025M","B01001I_026E","B01001I_026M","B01001I_027E","B01001I_027M","B01001I_028E","B01001I_028M","B01001I_029E","B01001I_029M","B01001I_030E","B01001I_030M","B01001I_031E","B01001I_031M",
"0400000US18","Indiana","400788","134","209592","758","24490","315","23902","786","20079","818","10777","348","7661","383","18153","391","18717","368","20224","377","31068","505","18425","503","9930","293","3804","176","1794","203","568","117","191196","744","24194","341","22393","814","20938","813","10009","232","6723","316","15676","343","14998","303","16142","315","26380","399","16320","404","9917","321","4278","234","2350","276","878","183",
"0400000US19","Iowa","157711","106","82788","536","10204","222","9039","418","8841","445","4329","221","3966","351","7861","466","7462","349","7209","254","11024","402","7274","361","3651","229","1158","163","536","124","234","79","74923","526","10000","274","10004","545","7943","560","4453","233","3009","314","6534","373","5797","220","6047","318","9568","302","5957","297","3299","187","1293","167","753","140","266","89",
"0400000US20","Kansas","308122","108","160443","478","19181","216","18679","677","16755","691","8731","254","6502","331","13945","325","13854","317","13133","406","22303","356","14710","309","7592","248","3223","215","1424","201","411","105","147679","481","19139","266","17861","657","15737","691","8279","251","5592","290","11963","345","11800","333","11614","256","19498","344","12785","299","7373","243","3545","203","1842","213","651","142",
"0400000US21","Kentucky","136340","485","75559","712","9217","373","9119","585","6198","477","2911","282","2955","282","7616","425","7524","391","7302","340","11528","515","6214","402","3112","288","1137","157","575","136","151","82","60781","700","8881","378","7590","492","5770","422","2888","242","2156","268","5008","330","5177","280","5377","342","8279","416","4794","403","2627","236","1362","191","698","142","174","74",
"0400000US22","Louisiana","202145","561","111519","740","10296","345","7958","470","7661","471","3827","260","3499","340","11019","439","12510","369","11349","453","18549","521","12055","443","6932","271","3537","253","1934","200","393","107","90626","471","10303","382","7298","521","7066","527","3599","231","3378","352","7257","455","7961","365","7688","362","12111","390","9801","312","6886","231","3864","180","2602","222","812","172",
"0400000US23","Maine","17946","*****","8559","231","690","94","926","137","854","142","493","117","695","191","797","186","640","134","598","139","1048","171","874","169","523","100","260","78","124","53","37","24","9387","229","1133","103","944","193","911","150","565","139","528","138","736","110","631","107","609","155","1023","131","1171","135","541","114","260","74","242","108","93","42",
"0400000US24","Maryland","493310","*****","258270","280","27628","194","23242","788","18417","775","11141","112","8443","251","23795","324","27666","221","28433","317","43055","308","26345","215","12650","165","4916","174","2025","176","514","131","235040","280","26104","144","21569","842","18741","837","10229","140","7722","313","18681","271","22059","161","22556","226","36820","263","25544","195","13988","157","6461","110","3229","254","1337","216",
"0400000US25","Massachusetts","655863","51","323237","189","33273","117","28807","960","30255","965","18157","105","14340","223","32477","217","29447","183","27583","116","44588","172","33501","160","18442","113","8283","113","3131","207","953","193","332626","177","31715","80","28802","697","28299","681","17134","104","13725","196","31153","173","28580","118","27873","107","47747","147","37397","114","22266","67","11077","70","5097","274","1761","274",
"0400000US26","Michigan","447594","79","228189","320","26081","185","26437","790","22695","796","13280","182","9139","233","19938","274","17468","200","17999","260","30696","340","21412","327","13491","159","5901","179","2802","218","850","148","219405","306","25036","177","23749","735","23686","746","12318","165","8361","254","18337","251","16408","171","16595","164","29148","214","20827","223","13396","146","6403","159","3751","207","1390","202",
"0400000US27","Minnesota","257144","230","135285","428","16630","205","15534","536","13745","542","7318","200","5201","380","11664","379","12534","315","13186","272","19856","278","11308","253","5426","182","1855","135","777","127","251","73","121859","465","16038","209","15509","571","12257","580","6412","235","4509","273","9687","311","10690","263","10627","248","17140","377","10312","336","5115","190","2208","140","981","121","374","105",
"0400000US28","Mississippi","81433","519","46886","759","4448","428","4173","511","3653","407","1419","159","1323","216","5019","445","5911","505","5622","374","7496","650","4314","516","2183","275","939","157","288","112","98","62","34547","673","4401","369","3836","371","2984","355","1907","258","1480","281","2511","307","3124","346","3357","387","4404","404","2962","336","2006","289","937","220","430","122","208","103",
"0400000US29","Missouri","219705","209","114437","536","13301","284","12072","603","11408","582","5693","238","4047","331","11155","435","10439","324","10040","259","15655","400","10454","415","5970","239","2701","184","1105","131","397","109","105268","536","13022","273","11576","648","10391","686","5281","286","3839","290","9286","366","8794","279","8741","366","13774","376","9997","364","5670","235","2937","236","1260","170","700","124",
"0400000US30","Montana","30490","152","15474","388","1752","220","1860","239","1274","242","1050","226","947","213","1210","218","1056","164","1241","237","1773","238","1681","202","999","158","311","107","239","77","81","53","15016","393","1609","222","1555","232","1551","228","843","159","725","167","1532","193","812","139","799","127","1668","188","1644","202","1397","169","498","113","232","65","151","69",
"0400000US31","Nebraska","173903","157","90848","394","11532","196","11244","412","8687","402","4794","211","3636","232","8175","296","7946","245","7523","226","12671","272","8125","268","4092","163","1512","132","689","117","222","100","83055","366","10889","186","10422","581","8967","578","4555","164","2960","190","7251","225","6579","195","6556","219","11234","302","6957","229","3831","172","1597","131","1062","123","195","72",
"0400000US32","Nevada","734097","*****","375865","303","38673","195","38301","1110","36011","1118","20821","101","13180","219","32250","226","32551","146","31872","192","57455","219","39836","213","20662","104","9376","137","4053","234","824","196","358232","304","37123","168","36873","1090","34745","1084","20155","124","12281","161","29221","265","28803","136","29090","193","54080","243","36680","215","21726","99","10938","123","4954","246","1563","245",
"0400000US33","New Hampshire","38817","*****","19634","209","2137","121","1941","250","1907","292","1194","100","848","151","1881","162","1594","84","1472","114","2728","160","2259","184","1005","114","456","125","153","88","59","75","19183","209","2015","95","1857","192","1775","188","1234","143","830","131","1806","176","1243","133","1513","159","2799","108","1998","87","1211","109","589","94","217","64","96","59",
"0400000US34","New Jersey","1603510","*****","808214","180","73246","137","66545","1213","63613","1213","38613","74","27191","126","70975","127","72065","*****","71504","97","126226","100","99675","*****","56321","84","27180","111","11744","364","3316","342","795296","178","70569","136","64539","1256","59777","1256","36283","73","24662","198","61109","211","63645","87","66290","151","122436","156","102913","52","63933","80","34885","111","17680","449","6575","441",
"0400000US35","New Mexico","966268","*****","480247","268","43104","242","42902","1073","42514","1047","24921","298","16981","214","38737","260","36224","174","33271","264","59806","332","58686","295","43192","58","24022","101","11997","362","3890","358","486021","266","41309","165","42692","1177","39890","1205","23673","183","16501","288","37590","291","34808","210","32389","174","60836","197","60585","137","46176","92","27765","106","15539","495","6268","475",
"0400000US36","New York","3488083","*****","1722213","339","149624","187","134534","2204","133930","2151","84144","221","62181","355","160954","412","155872","292","147591","225","256306","362","205080","326","128006","198","66382","186","29466","553","8143","506","1765870","338","143531","214","131093","1543","126370","1575","79583","167","58206","336","145730","374","143853","209","140348","264","254919","288","224195","269","156981","215","91892","172","50651","891","18518","895",
"0400000US37","North Carolina","824868","*****","439362","724","53584","429","48267","1224","41096","1205","20385","468","15617","531","41713","725","42742","489","45409","476","70090","653","36663","695","15398","419","5518","342","2430","309","450","118","385506","726","52673","438","47738","1101","36925","1173","18692","485","12237","502","31607","613","34103","426","37763","504","58080","570","31112","526","14590","457","6005","367","2942","324","1039","248",
"0400000US38","North Dakota","16054","78","8312","236","957","98","836","114","677","104","447","121","349","98","1137","168","882","146","756","155","1027","151","748","114","305","83","66","39","113","44","12","12","7742","229","999","102","1081","177","854","162","205","75","520","161","894","155","544","101","599","160","822","154","598","141","413","102","97","42","67","33","49","38",
"0400000US39","Ohio","367394","95","189387","630","22269","362","21300","671","17486","653","9727","287","7036","292","16794","391","17137","367","16090","380","25434","501","18077","423","10596","283","4560","198","2267","205","614","122","178007","631","21274","416","20734","669","16844","652","9388","327","6108","268","15071","358","14793","302","14289","383","22661","377","16739","328","10802","258","5321","222","2898","192","1085","191",
"0400000US40","Oklahoma","345139","*****","182798","403","22694","218","20677","666","17863","668","9540","253","6777","316","17585","409","17608","310","16374","338","24310","445","16233","400","8225","210","3262","201","1338","147","312","90","162341","403","22095","240","19780","564","16878","529","8468","249","6335","282","13849","321","14105","257","12965","253","21181","327","13617","306","7600","227","3399","199","1581","190","488","130",
"0400000US41","Oregon","461901","*****","241538","269","27567","149","27408","945","24355","957","13708","186","9369","295","21182","360","21248","265","21334","310","35969","365","21732","288","11086","186","4649","205","1482","186","449","144","220363","271","26286","155","26085","985","23320","991","12953","162","8090","324","18798","352","17904","219","18293","220","30972","274","19281","237","10687","186","4679","219","2200","217","815","187",
"0400000US42","Pennsylvania","753701","58","385850","385","42636","229","38842","889","35752","877","21422","170","15804","291","37492","466","33960","311","31731","369","52731","393","39004","371","21836","200","9732","234","3978","209","930","165","367851","380","40225","169","36371","1045","34321","1047","19672","123","14903","284","32925","307","29853","261","28938","188","50519","290","38723","196","22862","149","11358","191","5180","272","2001","252",
"0400000US44","Rhode Island","135317","*****","67176","171","6933","144","6712","476","6409","468","4004","102","3104","160","6843","141","5830","81","5383","191","9227","188","6558","136","3784","100","1619","74","620","101","150","88","68141","172","6697","142","5647","433","6621","432","3717","106","3093","126","6382","169","5335","107","5278","106","9851","166","7719","166","4432","78","2096","67","872","129","401","124",
"0400000US45","South Carolina","241448","160","132953","520","15141","290","13268","506","9518","530","5281","255","5143","376","14002","463","14957","371","14382","427","21434","484","11307","456","5387","268","2282","215","706","133","145","66","108495","485","14381","311","12529","649","10008","547","4528","262","3672","350","9184","395","10084","259","10263","358","15108","381","9597","354","5305","230","2397","187","1189","186","250","90",
"0400000US46","South Dakota","24598","255","13723","350","1841","156","1442","171","1291","186","578","89","482","124","1605","223","1420","181","1140","194","1693","213","1138","157","679","150","237","94","92","62","85","56","10875","303","1658","159","1259","222","1095","155","680","124","344","94","1264","173","843","98","778","145","1299","169","911","168","355","99","153","77","198","83","38","41",
"0400000US47","Tennessee","300159","317","162456","781","20786","545","16386","647","14549","659","7142","379","5040","304","15812","404","18175","463","17426","389","24993","598","12793","493","6022","333","2268","244","865","209","199","98","137703","746","19804","422","16827","737","12471","729","6101","351","4482","299","12458","444","12582","372","13016","401","19350","450","10606","422","5892","321","2343","240","1199","190","572","181",
"0400000US48","Texas","9717727","328","4899689","807","498301","435","488549","3233","463425","3288","264476","489","175562","673","422539","911","407310","758","390250","739","689510","906","530537","742","323951","487","154802","502","71590","924","18887","877","4818038","737","480708","418","474242","4333","442062","4418","250802","462","163388","781","384052","743","373177","600","368580","452","681944","582","526317","544","347620","397","186899","441","102297","1155","35950","1163",
"0400000US49","Utah","368552","*****","190449","275","23203","160","21928","892","19351","880","10736","120","7078","190","17619","247","16580","239","16205","237","27328","248","16586","201","8549","135","3553","124","1410","124","323","109","178103","275","22298","167","19666","751","19457","745","9905","128","6854","154","15214","174","14368","166","14493","164","24610","223","15643","183","9033","160","4089","144","1700","178","773","161",
"0400000US50","Vermont","9803","*****","5087","171","462","113","506","108","355","87","210","66","299","84","813","133","403","120","372","98","642","130","344","77","395","94","102","54","166","79","18","21","4716","170","344","72","393","79","373","84","245","59","281","77","547","90","335","66","452","131","499","115","626","138","349","82","148","65","111","41","13","20",
"0400000US51","Virginia","659599","461","342796","921","35121","475","31777","897","26965","949","15257","386","11452","552","33653","695","35791","608","36279","607","56029","719","35423","622","16209","304","5975","280","2241","241","624","144","316803","851","33712","502","29639","948","26144","886","14277","397","10234","464","27162","488","29245","455","30695","486","50227","564","34290","544","18101","332","8131","284","3851","284","1095","216",
"0400000US53","Washington","783693","*****","408800","234","49179","185","45119","1265","40157","1291","22593","132","15113","227","38513","253","37839","168","35990","306","57970","296","36534","198","18804","208","7421","259","2872","243","696","139","374893","233","47447","156","42410","992","39497","986","21250","123","14219","279","32574","286","32204","191","31335","160","50949","207","32143","188","18235","170","7715","190","3576","271","1339","251",
"0400000US54","West Virginia","23285","396","11732","363","1173","132","703","168","910","139","434","120","489","165","1394","219","793","176","1457","334","1747","241","1277","228","756","158","318","112","224","82","57","40","11553","305","1286","182","1390","184","989","161","471","119","513","131","1204","193","829","160","896","201","1271","238","865","167","867","175","562","126","333","103","77","45",
"0400000US55","Wisconsin","345866","86","181245","302","21907","203","20871","635","18804","643","9807","199","6580","226","15662","288","16165","251","16326","262","26114","337","15759","294","8537","212","2896","172","1506","138","311","92","164621","308","20974","216","20269","759","17491","743","8870","178","5764","245","13809","284","13674","238","14081","265","22230","272","14084","202","7636","172","3198","151","1854","158","687","158",
"0400000US56","Wyoming","52454","*****","27564","404","3282","350","2778","297","2329","293","1385","188","1007","201","2388","255","2441","253","2351","299","3698","358","2783","353","1836","138","698","100","428","113","160","72","24890","404","2939","244","2732","330","2167","247","1240","194","908","152","2008","275","2069","195","1570","189","3263","258","2562","248","1804","172","943","142","520","129","165","61",
"0400000US72","Puerto Rico","3643237","1504","1742306","1030","108414","269","117609","2021","131824","1956","83334","220","56168","271","131125","372","114166","243","114880","282","223398","444","220847","423","197582","284","145681","292","72609","680","24669","664","1900931","949","103760","295","108007","1633","128345","1654","79312","186","54319","222","129917","355","120421","254","124767","277","244645","391","254888","350","235862","320","176405","253","98108","1106","42175","1093",
"0500000US01001","Autauga County, Alabama","1365","*****","843","137","126","62","85","52","94","48","52","50","0","27","103","74","75","71","47","58","54","57","104","70","76","50","27","37","0","27","0","27","522","137","0","27","92","111","46","61","21","27","24","29","17","25","89","75","41","41","84","65","84","53","0","27","16","27","8","12","0","27",
"0500000US01003","Baldwin County, Alabama","8322","*****","4604","99","569","*****","480","127","307","127","255","99","167","166","461","167","502","*****","467","*****","652","*****","395","*****","221","*****","65","43","48","45","15","22","3718","99","524","*****","343","79","394","80","102","98","165","83","260","83","351","*****","332","*****","519","111","360","112","200","76","109","71","20","24","39","61",
"0500000US01005","Barbour County, Alabama","1339","*****","821","108","138","56","119","71","39","47","20","22","0","21","148","84","98","71","81","72","57","57","60","39","19","27","26","34","16","24","0","21","518","108","33","35","88","36","28","19","14","15","0","21","30","34","150","87","59","53","32","28","36","29","0","21","32","34","16","24","0","21",
"0500000US01007","Bibb County, Alabama","443","*****","198","97","6","12","14","22","0","21","14","21","4","7","10","22","65","48","0","21","26","33","52","71","4","8","3","5","0","21","0","21","245","97","0","21","89","76","22","26","0","21","0","21","0","21","47","75","26","49","13","21","4","7","37","54","0","21","7","9","0","21",
"0500000US01009","Blount County, Alabama","4800","*****","2646","48","332","*****","344","81","188","81","139","*****","129","120","222","120","291","*****","265","*****","333","81","262","81","61","45","80","43","0","27","0","27","2154","48","293","*****","288","110","235","110","123","*****","142","91","171","88","99","58","187","*****","280","65","179","65","103","66","41","33","13","23","0","27",
"0500000US01011","Bullock County, Alabama","611","497","453","386","29","45","14","24","0","18","0","18","0","18","0","18","0","18","0","18","173","186","237","205","0","18","0","18","0","18","0","18","158","134","28","45","16","26","0","18","0","18","0","18","0","18","14","25","0","18","100","100","0","18","0","18","0","18","0","18","0","18",
"0500000US01013","Butler County, Alabama","220","*****","117","32","0","21","0","21","54","38","0","21","0","21","19","33","0","21","0","21","0","21","28","35","0","21","16","26","0","21","0","21","103","32","0","21","0","21","18","22","0","21","0","21","0","21","0","21","19","31","0","21","11","14","22","29","33","39","0","21","0","21",
"0500000US01015","Calhoun County, Alabama","3953","*****","2082","24","280","*****","136","69","263","70","22","24","116","71","157","71","239","*****","181","90","263","112","255","114","47","42","27","27","96","50","0","27","1871","25","246","*****","309","94","156","53","47","54","83","70","83","78","231","82","90","56","304","87","134","77","29","29","26","34","133","51","0","27",
"0500000US01017","Chambers County, Alabama","174","108","63","47","10","18","0","24","9","13","0","24","0","24","20","30","0","24","0","24","19","21","3","8","2","4","0","24","0","24","0","24","111","66","24","40","0","24","24","24","0","24","0","24","11","19","0","24","35","34","0","24","0","24","0","24","0","24","17","23","0","24",
"0500000US01019","Cherokee County, Alabama","357","*****","192","88","24","37","0","21","0","21","0","21","0","21","0","21","0","21","11","21","0","21","17","29","135","120","5","11","0","21","0","21","165","88","0","21","2","6","10","19","4","7","0","21","63","87","0","21","0","21","0","21","25","31","8","14","53","68","0","21","0","21",
"0500000US01021","Chilton County, Alabama","3356","*****","1848","70","249","*****","263","59","112","59","54","54","60","55","107","81","241","91","232","*****","472","21","13","21","0","24","23","37","0","24","22","36","1508","70","229","*****","175","89","196","112","49","51","16","23","53","43","204","48","160","*****","328","81","0","24","75","64","0","24","23","36","0","24",
"0500000US01023","Choctaw County, Alabama","39","34","9","13","0","18","6","11","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","3","6","0","18","0","18","0","18","30","30","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","17","26","13","15","0","18","0","18","0","18",
"0500000US01025","Clarke County, Alabama","118","98","44","48","0","21","0","21","0","21","0","21","0","21","0","21","0","21","6","11","27","43","0","21","0","21","11","17","0","21","0","21","74","70","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","44","45","0","21","30","31","0","21","0","21",
"0500000US01027","Clay County, Alabama","415","*****","232","30","40","40","9","12","26","25","21","29","0","18","50","59","28","37","0","18","9","19","0","18","36","47","13","20","0","18","0","18","183","30","16","20","0","18","9","14","21","22","0","18","0","18","50","60","21","35","9","19","36","46","21","30","0","18","0","18","0","18",
"0500000US01029","Cleburne County, Alabama","320","*****","186","19","9","17","46","32","40","58","0","18","0","18","35","35","0","18","0","18","32","48","20","21","0","18","4","7","0","18","0","18","134","19","0","18","9","18","52","65","34","35","0","18","0","18","5","11","0","18","31","24","0","18","0","18","3","7","0","18","0","18",
"0500000US01031","Coffee County, Alabama","3217","*****","1882","66","364","67","178","75","172","76","5","14","48","60","183","108","251","100","195","*****","259","61","86","61","128","16","0","27","13","16","0","27","1335","66","89","68","212","73","150","71","36","33","20","26","71","51","211","54","54","38","238","69","137","67","56","18","4","13","20","23","37","28",
"0500000US01033","Colbert County, Alabama","1201","*****","730","78","120","46","141","43","13","25","56","59","38","43","92","65","41","31","60","56","93","97","28","36","34","50","14","23","0","27","0","27","471","78","72","95","9","19","25","38","55","59","110","80","4","9","37","64","53","66","78","61","14","23","0","27","0","27","14","24","0","27",
"0500000US01035","Conecuh County, Alabama","191","*****","84","34","24","38","30","29","0","18","0","18","0","18","13","21","0","18","14","14","0","18","0","18","0","18","3","5","0","18","0","18","107","35","39","34","45","35","0","18","0","18","0","18","0","18","0","18","23","18","0","18","0","18","0","18","0","18","0","18","0","18",
