"GEO_ID","NAME","B01001I_001E","B01001I_001M","B01001I_002E","B01001I_002M","B01001I_003E","B01001I_003M","B01001I_004E","B01001I_004M","B01001I_005E","B01001I_005M","B01001I_006E","B01001I_006M","B01001I_007E","B01001I_007M","B01001I_008E","B01001I_008M","B01001I_009E","B01001I_009M","B01001I_010E","B01001I_010M","B01001I_011E","B01001I_011M","B01001I_012E","B01001I_012M","B01001I_013E","B01001I_013M","B01001I_014E","B01001I_014M","B01001I_015E","B01001I_015M","B01001I_016E","B01001I_016M","B01001I_017E","B01001I_017M","B01001I_018E","B01001I_018M","B01001I_019E","B01001I_019M","B01001I_020E","B01001I_020M","B01001I_021E","B01001I_021M","B01001I_022E","B01001I_022M","B01001I_023E","B01001I_023M","B01001I_024E","B01001I_024M","B01001I_025E","B01001I_025M","B01001I_026E","B01001I_026M","B01001I_027E","B01001I_027M","B01001I_028E","B01001I_028M","B01001I_029E","B01001I_029M","B01001I_030E","B01001I_030M","B01001I_031E","B01001I_031M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 5 years","Margin of Error!!Total!!Male!!Under 5 years","Estimate!!Total!!Male!!5 to 9 years","Margin of Error!!Total!!Male!!5 to 9 years","Estimate!!Total!!Male!!10 to 14 years","Margin of Error!!Total!!Male!!10 to 14 years","Estimate!!Total!!Male!!15 to 17 years","Margin of Error!!Total!!Male!!15 to 17 years","Estimate!!Total!!Male!!18 and 19 years","Margin of Error!!Total!!Male!!18 and 19 years","Estimate!!Total!!Male!!20 to 24 years","Margin of Error!!Total!!Male!!20 to 24 years","Estimate!!Total!!Male!!25 to 29 years","Margin of Error!!Total!!Male!!25 to 29 years","Estimate!!Total!!Male!!30 to 34 years","Margin of Error!!Total!!Male!!30 to 34 years","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!75 to 84 years","Margin of Error!!Total!!Male!!75 to 84 years","Estimate!!Total!!Male!!85 years and over","Margin of Error!!Total!!Male!!85 years and over","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 5 years","Margin of Error!!Total!!Female!!Under 5 years","Estimate!!Total!!Female!!5 to 9 years","Margin of Error!!Total!!Female!!5 to 9 years","Estimate!!Total!!Female!!10 to 14 years","Margin of Error!!Total!!Female!!10 to 14 years","Estimate!!Total!!Female!!15 to 17 years","Margin of Error!!Total!!Female!!15 to 17 years","Estimate!!Total!!Female!!18 and 19 years","Margin of Error!!Total!!Female!!18 and 19 years","Estimate!!Total!!Female!!20 to 24 years","Margin of Error!!Total!!Female!!20 to 24 years","Estimate!!Total!!Female!!25 to 29 years","Margin of Error!!Total!!Female!!25 to 29 years","Estimate!!Total!!Female!!30 to 34 years","Margin of Error!!Total!!Female!!30 to 34 years","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!75 to 84 years","Margin of Error!!Total!!Female!!75 to 84 years","Estimate!!Total!!Female!!85 years and over","Margin of Error!!Total!!Female!!85 years and over",
"0100000US","United States","49215563","2118","25017257","4321","2583923","1820","2358503","8961","2258223","8823","1356619","1635","926083","2127","2270471","2770","2253758","2392","2113150","2274","3673087","3057","2627528","2496","1463532","1735","702614","1387","340787","2447","88979","2005","24198306","4268","2480047","2008","2278190","9074","2147977","8571","1273466","1526","842708","1934","1967889","2692","1996266","2116","1942029","1908","3496426","2598","2620147","2250","1607007","1400","880398","1474","492432","2403","173324","1957",
"0400000US01","Alabama","173990","289","96104","663","12328","396","9012","530","7236","510","3648","353","2822","329","11910","459","12290","358","10003","399","13937","610","7457","465","3368","281","1390","195","585","167","118","72","77886","666","12027","380","9304","580","6775","529","3337","350","2517","322","7341","441","8217","334","6782","285","10436","523","5966","392","2626","206","1492","212","801","181","265","97",
"0400000US02","Alaska","39212","88","20325","242","2528","135","1928","227","1958","226","1136","98","694","109","2480","200","1926","136","1213","142","2588","198","2121","160","1231","159","394","109","87","54","41","40","18887","248","2188","107","1645","195","2008","194","1016","87","593","94","1861","169","1783","129","1440","86","2404","144","2123","176","1195","79","396","52","165","47","70","39",
"0400000US04","Arizona","1864375","*****","940214","136","105940","111","94401","1893","98619","1893","55701","82","36839","159","82859","219","79328","170","74253","122","126958","139","92047","131","52819","*****","25547","74","11740","366","3163","350","924161","135","101360","108","96194","1631","89667","1631","52587","83","34151","106","75579","112","73839","53","70938","68","126636","137","93693","157","57249","59","30920","98","15949","458","5399","450",
"0400000US05","Arkansas","177869","189","95379","602","12776","345","10638","596","8811","543","5096","299","3801","337","9181","450","9541","416","9123","346","13569","349","7477","328","3706","264","988","193","547","124","125","62","82490","654","12042","406","10297","557","7612","445","4353","233","2874","300","7445","352","7361","381","7091","375","11490","428","6567","392","3512","194","1235","222","486","126","125","67",
"0400000US06","California","13752743","*****","6960184","373","686755","219","644588","4418","660204","4392","410917","200","269538","232","632463","390","609534","344","562611","314","1029385","307","745648","303","403051","200","186331","255","93588","984","25571","986","6792559","373","659025","204","622631","4074","631376","4053","389377","188","249210","242","563908","274","551141","225","530975","212","988065","235","746880","191","443630","144","235499","244","133367","1267","47475","1214",
"0400000US08","Colorado","1011545","*****","516954","588","57380","263","53357","1218","47346","1220","27534","261","18581","346","43997","443","45643","360","43404","359","73677","477","52342","422","30691","321","14742","210","6644","277","1616","252","494591","587","54371","213","51885","1058","44976","1073","25870","208","17138","380","39465","368","40674","254","39465","288","68093","348","51531","283","31956","313","16906","217","9042","368","3219","309",
"0400000US09","Connecticut","463407","*****","231854","97","23232","*****","20676","778","22348","776","13190","99","9112","204","21451","214","21073","116","19697","190","34633","187","24709","89","13061","47","5690","95","2346","168","636","149","231553","98","22080","*****","21094","727","20030","727","12488","97","8495","182","18884","195","19590","109","19529","*****","35438","114","26622","114","14982","39","7607","82","3770","170","944","163",
"0400000US10","Delaware","70196","*****","36620","71","4447","*****","3917","265","2979","264","1965","70","1330","92","3660","92","3951","*****","3375","*****","5216","*****","3114","*****","1650","83","657","81","296","75","63","50","33576","70","4321","*****","3821","345","2891","345","1576","70","1203","125","3031","125","3203","*****","3035","*****","4821","*****","2802","*****","1590","*****","712","76","320","105","250","96",
