"GEO_ID","NAME","B01001D_001E","B01001D_001M","B01001D_002E","B01001D_002M","B01001D_003E","B01001D_003M","B01001D_004E","B01001D_004M","B01001D_005E","B01001D_005M","B01001D_006E","B01001D_006M","B01001D_007E","B01001D_007M","B01001D_008E","B01001D_008M","B01001D_009E","B01001D_009M","B01001D_010E","B01001D_010M","B01001D_011E","B01001D_011M","B01001D_012E","B01001D_012M","B01001D_013E","B01001D_013M","B01001D_014E","B01001D_014M","B01001D_015E","B01001D_015M","B01001D_016E","B01001D_016M","B01001D_017E","B01001D_017M","B01001D_018E","B01001D_018M","B01001D_019E","B01001D_019M","B01001D_020E","B01001D_020M","B01001D_021E","B01001D_021M","B01001D_022E","B01001D_022M","B01001D_023E","B01001D_023M","B01001D_024E","B01001D_024M","B01001D_025E","B01001D_025M","B01001D_026E","B01001D_026M","B01001D_027E","B01001D_027M","B01001D_028E","B01001D_028M","B01001D_029E","B01001D_029M","B01001D_030E","B01001D_030M","B01001D_031E","B01001D_031M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 5 years","Margin of Error!!Total!!Male!!Under 5 years","Estimate!!Total!!Male!!5 to 9 years","Margin of Error!!Total!!Male!!5 to 9 years","Estimate!!Total!!Male!!10 to 14 years","Margin of Error!!Total!!Male!!10 to 14 years","Estimate!!Total!!Male!!15 to 17 years","Margin of Error!!Total!!Male!!15 to 17 years","Estimate!!Total!!Male!!18 and 19 years","Margin of Error!!Total!!Male!!18 and 19 years","Estimate!!Total!!Male!!20 to 24 years","Margin of Error!!Total!!Male!!20 to 24 years","Estimate!!Total!!Male!!25 to 29 years","Margin of Error!!Total!!Male!!25 to 29 years","Estimate!!Total!!Male!!30 to 34 years","Margin of Error!!Total!!Male!!30 to 34 years","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!75 to 84 years","Margin of Error!!Total!!Male!!75 to 84 years","Estimate!!Total!!Male!!85 years and over","Margin of Error!!Total!!Male!!85 years and over","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 5 years","Margin of Error!!Total!!Female!!Under 5 years","Estimate!!Total!!Female!!5 to 9 years","Margin of Error!!Total!!Female!!5 to 9 years","Estimate!!Total!!Female!!10 to 14 years","Margin of Error!!Total!!Female!!10 to 14 years","Estimate!!Total!!Female!!15 to 17 years","Margin of Error!!Total!!Female!!15 to 17 years","Estimate!!Total!!Female!!18 and 19 years","Margin of Error!!Total!!Female!!18 and 19 years","Estimate!!Total!!Female!!20 to 24 years","Margin of Error!!Total!!Female!!20 to 24 years","Estimate!!Total!!Female!!25 to 29 years","Margin of Error!!Total!!Female!!25 to 29 years","Estimate!!Total!!Female!!30 to 34 years","Margin of Error!!Total!!Female!!30 to 34 years","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!75 to 84 years","Margin of Error!!Total!!Female!!75 to 84 years","Estimate!!Total!!Female!!85 years and over","Margin of Error!!Total!!Female!!85 years and over",
"0100000US","United States","15231962","17558","7227755","10441","455479","3179","469409","3424","452738","4127","277205","1486","209796","1634","579168","3263","610177","2702","603405","2121","1192135","2790","986279","2286","736101","1718","410364","1311","188431","1562","57068","1452","8004207","9594","440014","2857","471407","3463","450138","3874","267375","1923","200069","1942","564082","2540","664633","2519","693113","2093","1355591","2655","1131597","2523","902076","1980","497468","1470","264531","1888","102113","1614",
"0400000US01","Alabama","56831","1047","26489","722","1773","163","2152","327","1861","294","1045","205","926","187","2171","220","2480","339","2542","213","5032","287","3205","161","1903","154","1042","164","306","89","51","33","30342","653","1842","223","2441","283","1761","253","1142","220","775","168","2329","266","2632","249","2730","260","5528","282","3735","265","3080","185","1674","212","552","130","121","96",
"0400000US02","Alaska","39200","1057","18624","635","1193","164","1307","209","1388","226","909","99","637","110","1569","186","1533","231","1190","164","2849","222","2736","203","1998","164","937","111","206","86","172","82","20576","649","990","153","1256","230","1411","205","1001","92","409","109","1333","129","1420","208","1431","179","3209","182","3233","180","2742","164","1315","104","648","85","178","70",
"0400000US04","Arizona","182953","1694","85399","1106","5700","382","5500","440","5504","515","3025","264","2416","210","7732","443","7575","242","8008","339","15901","377","10735","267","7040","193","4098","154","1826","139","339","93","97554","1109","5107","378","5903","555","5226","429","3243","265","2267","159","6053","340","8058","334","9030","390","18468","327","13589","335","10776","229","6084","187","3166","213","584","158",
"0400000US05","Arkansas","37776","798","17462","545","1456","190","1341","237","958","171","695","166","524","158","1738","272","1838","142","1716","193","2893","215","1936","197","1476","192","660","122","212","105","19","26","20314","560","1332","234","1604","225","1203","265","696","186","577","187","1899","296","2017","198","2057","192","3433","230","2363","183","2021","187","785","144","318","121","9","15",
"0400000US06","California","5005635","6912","2367249","4324","133796","1496","142476","2251","141626","2254","91981","906","65103","704","180682","1236","188515","1013","181057","1091","371101","1257","341080","1113","270391","831","152603","506","80844","909","25994","892","2638386","4215","128554","1535","137149","1884","134724","1998","86426","799","62578","739","177014","1074","197377","1097","207781","922","429051","1172","397676","1136","331137","709","188846","638","113377","1220","46696","1141",
"0400000US08","Colorado","141719","1867","63760","1072","4047","296","4403","398","4424","389","2172","234","1692","198","5165","411","5902","336","6032","301","11075","365","8661","314","5562","181","2855","139","1284","121","486","111","77959","1093","4481","303","5325","389","5138","426","2642","243","1960","243","5068","306","6764","311","6719","373","13519","386","10936","279","8083","197","4119","152","2604","191","601","149",
"0400000US09","Connecticut","141709","1302","67915","797","5211","249","4862","353","4680","357","2502","176","2010","194","4831","221","6324","215","6675","230","12424","242","8778","207","5556","210","2774","154","1139","127","149","105","73794","726","5282","275","4988","415","5094","404","2679","162","2024","190","4718","229","6991","171","7545","151","13998","168","9374","226","6265","152","3097","100","1431","137","308","100",
"0400000US10","Delaware","30422","551","14511","348","1108","129","1058","162","807","135","532","60","397","81","1091","92","1236","133","1568","91","2587","127","1739","114","1219","96","792","99","316","70","61","42","15911","344","1077","95","1092","149","769","141","518","57","388","39","1199","121","1599","58","1648","108","2664","127","1969","89","1558","40","960","81","359","69","111","72",
