"GEO_ID","NAME","B01001D_001E","B01001D_001M","B01001D_002E","B01001D_002M","B01001D_003E","B01001D_003M","B01001D_004E","B01001D_004M","B01001D_005E","B01001D_005M","B01001D_006E","B01001D_006M","B01001D_007E","B01001D_007M","B01001D_008E","B01001D_008M","B01001D_009E","B01001D_009M","B01001D_010E","B01001D_010M","B01001D_011E","B01001D_011M","B01001D_012E","B01001D_012M","B01001D_013E","B01001D_013M","B01001D_014E","B01001D_014M","B01001D_015E","B01001D_015M","B01001D_016E","B01001D_016M","B01001D_017E","B01001D_017M","B01001D_018E","B01001D_018M","B01001D_019E","B01001D_019M","B01001D_020E","B01001D_020M","B01001D_021E","B01001D_021M","B01001D_022E","B01001D_022M","B01001D_023E","B01001D_023M","B01001D_024E","B01001D_024M","B01001D_025E","B01001D_025M","B01001D_026E","B01001D_026M","B01001D_027E","B01001D_027M","B01001D_028E","B01001D_028M","B01001D_029E","B01001D_029M","B01001D_030E","B01001D_030M","B01001D_031E","B01001D_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0100000US","United States","17924209","22065","8512579","13076","471634","3301","503558","4376","507393","4099","302930","1879","230608","1891","634561","3174","745505","3279","745288","2475","1347191","2648","1154580","3342","910427","2038","592537","1857","279783","2232","86584","2112","9411630","11685","445848","3571","483661","3919","497624","3933","303439","2126","229418","2041","609184","3191","768314","2420","815768","2376","1553695","3174","1328153","2707","1103394","2321","754626","1730","363688","2325","154818","2184",
"0400000US01","Alabama","66270","1204","30968","777","1852","278","2092","308","2285","301","1256","222","752","171","2496","271","2987","247","2398","211","5183","327","4623","245","2620","208","1761","198","549","139","114","69","35302","829","1964","272","2418","328","2219","324","1188","179","1192","232","2116","293","2534","233","2826","240","6287","405","5123","335","3891","214","2425","221","882","173","237","115",
"0400000US02","Alaska","45920","871","21674","519","1230","168","1968","243","1630","297","1087","129","638","117","1838","283","2076","184","1565","165","2493","184","2824","206","2466","129","1352","109","398","95","109","87","24246","565","993","205","1207","234","1418","264","1027","154","566","78","1461","150","2264","163","2021","119","3576","214","3565","216","3261","215","1694","154","906","166","287","92",
"0400000US04","Arizona","233213","2400","109119","1529","5541","350","6585","570","6201","479","3750","283","3309","248","10119","483","10251","445","9748","429","18829","484","14595","383","10065","261","6392","208","2612","180","1122","191","124094","1345","5274","309","6366","539","6704","429","3754","247","3284","209","8681","429","10047","426","10712","338","21705","513","17606","428","13851","267","10318","211","4381","282","1411","216",
"0400000US05","Arkansas","45504","1017","21465","697","1345","217","1404","241","1538","199","848","184","546","141","2284","167","2100","193","1957","262","3588","258","2498","292","1938","179","1070","148","326","111","23","18","24039","684","1388","239","1297","243","1581","256","1065","219","681","172","1813","298","2041","277","2360","261","4107","300","3130","240","2364","172","1727","217","366","113","119","69",
"0400000US06","California","5692423","9078","2695692","5439","140097","1626","145591","2478","149900","2158","92355","867","66493","871","181828","1306","232916","1536","224265","1148","400818","1387","373500","1388","321741","1077","217234","757","109957","1173","38997","1202","2996731","5361","131948","1536","135001","2105","142561","2062","87292","1059","64468","737","172645","1345","232698","1221","241769","1122","466719","1383","435703","1182","395414","1008","276061","849","144222","1622","70230","1388",
"0400000US08","Colorado","178147","2100","81134","1287","4249","354","5199","496","5147","490","2912","243","2217","231","6947","403","7685","357","8192","300","13341","364","11004","315","6988","237","4575","185","1917","166","761","141","97013","1225","5011","305","5498","449","5660","410","3689","229","2339","186","6886","417","8384","315","9010","257","16257","333","13510","333","9888","253","6709","187","2771","268","1401","227",
"0400000US09","Connecticut","161257","1513","77624","1004","4676","283","4732","366","4703","376","2988","211","2280","216","6070","355","6933","290","7909","200","13191","288","10710","296","7017","170","4095","104","1758","178","562","173","83633","779","4139","229","4242","322","5392","391","3114","250","2510","195","5585","304","7352","255","7912","181","15176","228","12045","196","8122","125","5379","152","2163","180","502","130",
"0400000US10","Delaware","37009","738","17791","454","1221","93","999","145","1106","176","582","114","462","70","1155","114","1612","169","1842","175","3243","135","2124","120","1694","33","1101","66","533","90","117","67","19218","392","1068","85","1222","159","1046","159","606","99","455","91","1259","97","1770","115","1847","75","3081","94","2529","103","1962","71","1484","35","664","88","225","87",
