"GEO_ID","NAME","B01001D_001E","B01001D_001M","B01001D_002E","B01001D_002M","B01001D_003E","B01001D_003M","B01001D_004E","B01001D_004M","B01001D_005E","B01001D_005M","B01001D_006E","B01001D_006M","B01001D_007E","B01001D_007M","B01001D_008E","B01001D_008M","B01001D_009E","B01001D_009M","B01001D_010E","B01001D_010M","B01001D_011E","B01001D_011M","B01001D_012E","B01001D_012M","B01001D_013E","B01001D_013M","B01001D_014E","B01001D_014M","B01001D_015E","B01001D_015M","B01001D_016E","B01001D_016M","B01001D_017E","B01001D_017M","B01001D_018E","B01001D_018M","B01001D_019E","B01001D_019M","B01001D_020E","B01001D_020M","B01001D_021E","B01001D_021M","B01001D_022E","B01001D_022M","B01001D_023E","B01001D_023M","B01001D_024E","B01001D_024M","B01001D_025E","B01001D_025M","B01001D_026E","B01001D_026M","B01001D_027E","B01001D_027M","B01001D_028E","B01001D_028M","B01001D_029E","B01001D_029M","B01001D_030E","B01001D_030M","B01001D_031E","B01001D_031M",
"0400000US53","Washington","518072","3037","239010","1642","14687","535","14790","737","14898","740","9200","412","6832","278","19914","554","21392","500","20864","509","39738","510","31584","452","23939","299","13395","209","5888","241","1889","247","279062","1965","13743","573","15485","681","14360","705","8976","368","6575","280","19599","551","23276","463","24625","434","47690","566","39965","497","32904","267","18291","267","9524","343","4049","394",
"0400000US54","West Virginia","13144","594","6020","406","461","130","257","107","301","127","165","117","189","74","942","228","725","164","711","140","848","199","578","160","430","111","250","61","128","73","35","25","7124","501","212","92","263","126","466","138","189","102","295","118","837","170","650","142","538","111","1299","229","982","240","767","130","449","138","120","51","57","52",
"0400000US55","Wisconsin","137404","1278","66826","873","5854","357","5908","359","4908","308","3297","180","2947","275","7948","310","6879","284","6432","263","9852","331","6094","230","3737","224","1909","195","860","150","201","75","70578","737","5960","277","6006","368","5941","367","3283","165","2673","202","7561","272","7481","292","6299","282","10029","366","6910","317","4512","222","2324","158","1258","161","341","117",
"0400000US56","Wyoming","5377","483","2374","377","81","56","186","103","127","80","40","37","88","59","243","76","340","163","371","193","324","167","203","118","211","86","79","51","25","25","56","45","3003","256","118","63","101","69","200","80","134","85","72","50","177","68","345","106","289","124","490","141","432","177","310","95","136","83","126","77","73","54",
"0400000US72","Puerto Rico","11484","1146","3584","582","126","76","227","144","367","145","129","70","72","53","268","107","227","108","198","98","636","213","460","159","483","162","272","115","69","41","50","43","7900","766","579","179","669","184","434","154","399","123","65","55","470","171","804","198","654","216","1341","271","1003","215","687","203","402","138","194","84","199","102",
"0500000US01001","Autauga County, Alabama","500","111","202","55","0","27","70","40","0","27","3","7","0","27","0","27","0","27","0","27","55","22","74","31","0","27","0","27","0","27","0","27","298","74","8","13","40","22","0","27","3","7","0","27","0","27","14","22","22","34","73","36","14","26","0","27","124","59","0","27","0","27",
"0500000US01003","Baldwin County, Alabama","1256","269","543","208","0","27","54","81","74","102","45","72","28","30","151","42","13","23","52","59","21","25","67","54","0","27","19","19","13","21","6","9","713","104","27","40","22","40","12","26","0","27","0","27","126","37","19","41","107","85","118","74","119","78","66","48","81","44","16","20","0","27",
"0500000US01005","Barbour County, Alabama","204","152","109","116","0","21","0","21","17","29","35","25","0","21","0","21","0","21","0","21","29","44","0","21","0","21","28","41","0","21","0","21","95","39","0","21","0","21","25","27","0","21","0","21","0","21","8","14","0","21","15","14","19","24","0","21","28","41","0","21","0","21",
"0500000US01007","Bibb County, Alabama","19","24","6","13","0","21","0","21","0","21","0","21","0","21","6","13","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","13","20","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","13","20","0","21","0","21","0","21","0","21",
"0500000US01009","Blount County, Alabama","57","38","14","17","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","7","13","1","2","0","27","0","27","6","10","0","27","43","35","0","27","0","27","9","17","0","27","0","27","0","27","0","27","2","6","6","9","1","2","1","2","23","23","1","2","0","27",
"0500000US01011","Bullock County, Alabama","6","12","6","12","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","6","12","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US01013","Butler County, Alabama","118","85","95","78","0","21","0","21","0","21","0","21","0","21","0","21","0","21","5","15","47","57","43","55","0","21","0","21","0","21","0","21","23","25","0","21","0","21","0","21","0","21","0","21","0","21","0","21","4","13","19","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01015","Calhoun County, Alabama","939","163","404","162","41","51","60","56","21","31","18","33","38","44","4","10","0","27","39","44","99","63","39","50","30","31","15","23","0","27","0","27","535","125","0","27","56","41","40","38","0","27","0","27","49","55","20","26","34","36","86","73","91","54","129","63","9","15","21","23","0","27",
"0500000US01017","Chambers County, Alabama","214","31","96","33","24","32","0","24","0","24","0","24","0","24","0","24","16","20","7","11","38","15","4","6","3","6","4","5","0","24","0","24","118","42","22","30","0","24","0","24","0","24","0","24","16","21","9","10","24","24","27","26","16","15","3","6","1","2","0","24","0","24",
"0500000US01019","Cherokee County, Alabama","90","32","32","33","0","21","0","21","0","21","0","21","0","21","0","21","18","28","0","21","0","21","0","21","0","21","0","21","14","18","0","21","58","15","0","21","0","21","0","21","0","21","0","21","0","21","17","25","12","16","0","21","0","21","14","19","15","18","0","21","0","21",
"0500000US01021","Chilton County, Alabama","104","54","32","33","0","24","0","24","0","24","4","7","0","24","0","24","9","15","9","17","7","15","3","5","0","24","0","24","0","24","0","24","72","28","11","21","0","24","0","24","3","6","0","24","7","15","10","17","0","24","21","23","3","5","0","24","17","20","0","24","0","24",
"0500000US01023","Choctaw County, Alabama","8","14","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","8","14","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","8","14","0","18","0","18","0","18",
"0500000US01025","Clarke County, Alabama","51","64","31","40","10","19","0","21","0","21","0","21","0","21","0","21","0","21","0","21","10","16","0","21","0","21","11","19","0","21","0","21","20","24","0","21","0","21","0","21","0","21","0","21","0","21","0","21","12","21","0","21","0","21","8","13","0","21","0","21","0","21",
"0500000US01027","Clay County, Alabama","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US01029","Cleburne County, Alabama","69","87","39","45","0","18","0","18","16","22","0","18","0","18","0","18","0","18","0","18","0","18","23","28","0","18","0","18","0","18","0","18","30","43","0","18","0","18","16","22","0","18","0","18","0","18","0","18","0","18","0","18","14","23","0","18","0","18","0","18","0","18",
"0500000US01031","Coffee County, Alabama","696","132","204","97","12","21","22","27","48","41","2","7","6","9","12","18","28","45","9","15","15","23","13","12","11","14","26","33","0","27","0","27","492","70","7","12","12","16","0","27","32","37","0","27","13","20","12","17","0","27","152","64","88","57","68","40","17","17","91","61","0","27",
"0500000US01033","Colbert County, Alabama","190","83","74","70","0","27","0","27","0","27","0","27","0","27","0","27","10","17","0","27","0","27","33","48","22","20","9","16","0","27","0","27","116","41","0","27","2","8","2","7","0","27","0","27","0","27","0","27","0","27","10","16","13","17","54","34","25","30","0","27","10","16",
"0500000US01035","Conecuh County, Alabama","10","17","6","10","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","6","10","0","18","0","18","4","7","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","4","7","0","18","0","18","0","18",
"0500000US01037","Coosa County, Alabama","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US01039","Covington County, Alabama","134","66","38","27","0","24","5","9","3","5","6","8","0","24","0","24","0","24","0","24","12","13","12","14","0","24","0","24","0","24","0","24","96","48","6","11","0","24","9","11","0","24","0","24","0","24","0","24","25","28","21","27","10","14","0","24","8","15","2","4","15","23",
