"GEO_ID","NAME","B01001D_001E","B01001D_001M","B01001D_002E","B01001D_002M","B01001D_003E","B01001D_003M","B01001D_004E","B01001D_004M","B01001D_005E","B01001D_005M","B01001D_006E","B01001D_006M","B01001D_007E","B01001D_007M","B01001D_008E","B01001D_008M","B01001D_009E","B01001D_009M","B01001D_010E","B01001D_010M","B01001D_011E","B01001D_011M","B01001D_012E","B01001D_012M","B01001D_013E","B01001D_013M","B01001D_014E","B01001D_014M","B01001D_015E","B01001D_015M","B01001D_016E","B01001D_016M","B01001D_017E","B01001D_017M","B01001D_018E","B01001D_018M","B01001D_019E","B01001D_019M","B01001D_020E","B01001D_020M","B01001D_021E","B01001D_021M","B01001D_022E","B01001D_022M","B01001D_023E","B01001D_023M","B01001D_024E","B01001D_024M","B01001D_025E","B01001D_025M","B01001D_026E","B01001D_026M","B01001D_027E","B01001D_027M","B01001D_028E","B01001D_028M","B01001D_029E","B01001D_029M","B01001D_030E","B01001D_030M","B01001D_031E","B01001D_031M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 5 years","Margin of Error!!Total!!Male!!Under 5 years","Estimate!!Total!!Male!!5 to 9 years","Margin of Error!!Total!!Male!!5 to 9 years","Estimate!!Total!!Male!!10 to 14 years","Margin of Error!!Total!!Male!!10 to 14 years","Estimate!!Total!!Male!!15 to 17 years","Margin of Error!!Total!!Male!!15 to 17 years","Estimate!!Total!!Male!!18 and 19 years","Margin of Error!!Total!!Male!!18 and 19 years","Estimate!!Total!!Male!!20 to 24 years","Margin of Error!!Total!!Male!!20 to 24 years","Estimate!!Total!!Male!!25 to 29 years","Margin of Error!!Total!!Male!!25 to 29 years","Estimate!!Total!!Male!!30 to 34 years","Margin of Error!!Total!!Male!!30 to 34 years","Estimate!!Total!!Male!!35 to 44 years","Margin of Error!!Total!!Male!!35 to 44 years","Estimate!!Total!!Male!!45 to 54 years","Margin of Error!!Total!!Male!!45 to 54 years","Estimate!!Total!!Male!!55 to 64 years","Margin of Error!!Total!!Male!!55 to 64 years","Estimate!!Total!!Male!!65 to 74 years","Margin of Error!!Total!!Male!!65 to 74 years","Estimate!!Total!!Male!!75 to 84 years","Margin of Error!!Total!!Male!!75 to 84 years","Estimate!!Total!!Male!!85 years and over","Margin of Error!!Total!!Male!!85 years and over","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 5 years","Margin of Error!!Total!!Female!!Under 5 years","Estimate!!Total!!Female!!5 to 9 years","Margin of Error!!Total!!Female!!5 to 9 years","Estimate!!Total!!Female!!10 to 14 years","Margin of Error!!Total!!Female!!10 to 14 years","Estimate!!Total!!Female!!15 to 17 years","Margin of Error!!Total!!Female!!15 to 17 years","Estimate!!Total!!Female!!18 and 19 years","Margin of Error!!Total!!Female!!18 and 19 years","Estimate!!Total!!Female!!20 to 24 years","Margin of Error!!Total!!Female!!20 to 24 years","Estimate!!Total!!Female!!25 to 29 years","Margin of Error!!Total!!Female!!25 to 29 years","Estimate!!Total!!Female!!30 to 34 years","Margin of Error!!Total!!Female!!30 to 34 years","Estimate!!Total!!Female!!35 to 44 years","Margin of Error!!Total!!Female!!35 to 44 years","Estimate!!Total!!Female!!45 to 54 years","Margin of Error!!Total!!Female!!45 to 54 years","Estimate!!Total!!Female!!55 to 64 years","Margin of Error!!Total!!Female!!55 to 64 years","Estimate!!Total!!Female!!65 to 74 years","Margin of Error!!Total!!Female!!65 to 74 years","Estimate!!Total!!Female!!75 to 84 years","Margin of Error!!Total!!Female!!75 to 84 years","Estimate!!Total!!Female!!85 years and over","Margin of Error!!Total!!Female!!85 years and over",
"0100000US","United States","17186320","20171","8155022","12472","472701","3257","499866","3611","491623","4016","295689","2198","221192","1678","632871","3378","706264","2688","702876","2408","1303004","2604","1103448","2236","865143","1711","534145","1504","250771","1616","75429","1471","9031298","10871","450530","3087","484859","3812","491104","4184","290149","1979","221397","1861","605168","3149","741039","2958","785456","2417","1501775","2872","1269991","2229","1052875","1906","670261","1882","329439","2454","137255","2411",
"0400000US01","Alabama","62815","1347","29370","951","1726","246","2058","264","1801","263","1333","303","892","225","2533","330","2416","219","2686","291","5395","312","4036","214","2373","236","1341","190","694","154","86","53","33445","706","1979","227","2365","297","2075","306","1105","189","869","170","2054","276","2634","247","2908","277","6119","329","4525","310","3616","185","2142","188","916","182","138","60",
"0400000US02","Alaska","45604","929","21723","634","1374","154","1688","234","1747","234","1109","152","608","104","2133","191","1845","219","1468","169","2654","233","2926","186","2429","155","1278","118","339","93","125","79","23881","552","1110","166","1376","198","1419","209","1116","202","629","79","1723","154","1941","156","1765","183","3626","202","3514","192","3132","152","1456","131","818","128","256","91",
"0400000US04","Arizona","213417","2141","99793","1447","5953","319","5884","409","6105","411","3391","235","2842","232","9205","404","9001","397","9000","341","17533","499","13006","300","9106","251","5510","215","2438","220","819","192","113624","1102","5733","307","6188","491","6199","402","3472","238","2830","232","7954","314","8861","327","9699","341","19914","350","16452","255","12849","238","8537","190","3779","237","1157","212",
"0400000US05","Arkansas","42368","858","20056","596","1430","231","1432","235","1505","264","813","150","479","126","2136","268","1997","222","1986","253","3316","203","2050","189","1758","173","789","139","335","116","30","25","22312","644","1270","198","1121","209","1563","253","888","148","624","177","1800","258","1873","237","2274","212","4078","275","2762","189","2317","178","1301","196","332","108","109","68",
"0400000US06","California","5503672","8873","2604269","5024","139479","1593","146389","2123","146611","2226","91934","975","65620","999","185686","1504","219950","1111","209476","1257","392234","1330","365128","1013","310287","896","196058","627","101044","1173","34373","1040","2899403","5293","132512","1699","138181","1773","139902","1969","85475","967","63731","715","176363","1164","223550","1354","232400","1044","457725","1306","425389","1120","380943","1001","246456","549","134638","1436","62138","1386",
"0400000US08","Colorado","164771","1773","74811","1015","4364","269","5242","460","4907","433","2796","235","2059","187","6164","441","6937","293","7156","312","12432","324","10106","273","6418","266","3956","146","1749","145","525","113","89960","1087","4496","292","5779","446","5424","466","3307","175","2355","156","6358","342","7448","258","7884","292","15166","360","12593","310","9559","261","5807","175","2647","188","1137","179",
"0400000US09","Connecticut","156450","1587","75231","954","4551","279","4690","382","4930","397","2891","167","2226","252","5791","330","6971","235","7631","182","13104","267","10187","266","6749","165","3567","109","1662","142","281","115","81219","931","4237","248","4610","360","5220","368","3029","187","2552","212","5474","266","6983","249","7877","179","15090","196","11419","203","7724","174","4567","115","2010","163","427","123",
"0400000US10","Delaware","36553","717","17816","435","1083","109","866","159","1213","206","751","111","515","65","1407","126","1686","121","1865","93","3040","157","2158","142","1630","83","951","82","555","76","96","55","18737","402","1088","66","1214","144","1069","134","493","66","397","75","1425","127","1729","112","1967","87","2914","102","2491","105","1842","63","1348","64","576","97","184","86",
